;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
432;baliser;;balizE;;;;;;;;;;;;balizE;;;balizE;balizE;balize;;;;;;;;;baliz;balizâ;;baliz6rE;;;baliz6rE;;;baliz;;baliz;baliz;baliz;balize;balize;balize;balize;;;;baliz;;
433;balkaniser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;balkanize;;;;;;;
434;ballonner;;;;;;;;;;;;;;;;;balOnE;balOnE;balOne;;;;;;;;;balOn;;;;;;;;;balOn;balOne;;balOn;balOn;balOne;balOne;balOne;balOne;;;;balOn;;
435;ballotter;;;;;balOtEr;;;;;;;;balOtjô;;balOtje;;balOtE;balOtE;balOte;balOtasjô;;;;;balOta;;;;balOtâ;;;balOt6rje;;;;;balOt;balOte;;balOt;balOt;balOte;balOte;balOte;balOte;balOtjô;;balOtje;;;
436;bambocher;;;;;;;;;;;;;;;;;;bâbOSE;bâbOSe;;;;;;;;;;;;;;;;;;;;;;bâbOS;;;;;;;;;;
437;banaliser;;;;;;;;;;;;;;;;;;banalizE;banalize;;;;;;banaliza;;;;;;;;;;;;;;;banaliz;banaliz;banalize;banalize;banalize;banalize;;;;;;
438;bander;bâdam;bâdE;bâdat;bâda;;bâda;bâd6rô;bâd6rE;;bâd6ra;bâd6rô;bâd6ra;bâdjô;bâdE;bâdje;bâdE;bâdE;bâdE;bâde;;bâdas;;bâdas;bâdas;bâda;bâdô;bâde;bâd;bâdâ;bâd6rjô;bâd6rE;bâd6rje;bâd6rE;bâd6rE;bâd6rE;;bâd;bâde;bâd;bâd;bâd;bâde;bâde;bâde;bâde;;;bâdje;bâd;bâd;
439;banner;;;;;;;;;;;;;;;;;;;bane;;;;;;;;;ban;;;;;;;;;;;;;ban;;;;;;;;;;
440;bannir;banim;bani;;;banir;bani;;banirE;;banira;;;banisjô;;;;banisE;banisE;banir;banisjô;banis;;banis;;;banisô;banise;bani;banisâ;;;;;;banirE;banisô;bani;banise;bani;;bani;bani;bani;bani;bani;;;;;;banis
441;banquer;;;;;;bâka;;bâk6rE;;;;;;;;;;;bâke;;;;;;;;;;;;;;;;;;;;;;;bâke;;;bâke;;bâk;;;;
442;baptiser;;batizE;batizat;batiza;batizEr;batiza;;batiz6rE;;;batiz6rô;batiz6ra;batizjô;batizE;;batizE;batizE;batizE;batize;batizasjô;batizas;batizasje;batizas;batizas;batiza;batizô;batize;batiz;batizâ;batiz6rjô;;batiz6rje;;batiz6rE;batiz6rE;batizô;batiz;batize;batiz;batiz;batiz;batize;batize;batize;batize;;batiz;batizje;;batiz;batiz
443;baragouiner;;;;;;;;;;;;;;;;;baragwinE;baragwinE;baragwine;;;;;;;;;;baragwinâ;baragwin6rjô;;;;;;;baragwin;baragwine;baragwin;baragwin;baragwin;;;;baragwine;;;;;;
444;baraquer;;;;;;;;;;;;;;;barakje;;;;;;;;;;baraka;;;;;;;;;;;;;;;;;;;;;;;;;;
445;baratiner;;baratinE;;baratina;;;;;;;;;;baratinE;;baratinE;;baratinE;baratine;;;;;;;baratinô;baratine;baratin;;;;;;;;;baratin;baratine;baratin;baratin;baratin;;baratine;baratine;baratine;;;;;;
446;baratter;;;;barata;;;;;;;;;;;;;;baratE;barate;;;;;;;;;;baratâ;;;;;;;;;;;barat;barat;;;barate;barate;;;;;;
447;barboter;;;;;;barbOta;;;;;;;;;;;barbOtE;barbOtE;barbOte;;;;;;barbOta;barbOtô;;;barbOtâ;;barbOt6rE;;;;barbOt6rE;barbOtô;barbOt;;;barbOt;barbOt;;;;barbOte;;;;;;
448;barbouiller;barbujam;barbujE;barbujat;;barbujEr;barbuja;;;;;;barbuj6ra;barbujô;barbujE;;barbujE;barbujE;barbujE;barbuje;;;;;;;;;barbuj;barbujâ;barbuj6rjô;;;;;;;barbuj;;barbuj;barbuj;barbuj;barbuje;barbuje;barbuje;barbuje;;;;;barbuj;barbuj
449;barder;;;;;;barda;;;;bard6ra;;bard6ra;;;;;bardE;bardE;barde;;bardas;;;bardas;;;;;;;bard6rE;bard6rje;;bard6rE;bard6rE;;bard;;bard;bard;bard;barde;barde;barde;barde;;;bardje;bard;;
450;barguigner;;;;;;bargiJa;;;;bargiJ6ra;;;;;;;;;bargiJe;;;;bargiJas;;;;;;;;;;;;;;bargiJ;;;;;;;;;;;;;;
451;barioler;;;;barjOla;;;;;;;;;barjOljô;;;;barjOlE;;;;;barjOlasje;barjOlas;;;;;;barjOlâ;barjOl6rjô;;;;;;;;;;;barjOl;barjOle;barjOle;barjOle;barjOle;;;;;;
452;barrer;baram;barE;barat;bara;barEr;bara;;bar6rE;bar6re;bar6ra;bar6rô;bar6ra;barjô;barE;barje;barE;barE;barE;bare;barasjô;baras;barasje;baras;baras;bara;barô;bare;bar;barâ;bar6rjô;bar6rE;bar6rje;bar6rE;bar6rE;bar6rE;barô;bar;bare;bar;bar;bar;bare;bare;bare;bare;barjô;bar;barje;bar;bar;bar
453;barricader;;barikadE;;;barikadEr;barikada;;;;;;;;;;;barikadE;barikadE;barikade;;;;;barikadas;;barikadô;barikade;barikad;barikadâ;;;;;;barikad6rE;barikadô;barikad;barikade;barikad;barikad;barikad;barikade;barikade;barikade;barikade;;;barikadje;;;
454;barrir;barim;;;;;;;;;;;;;;;;;barisE;;;;;;;bari;;;bari;barisâ;;;;;;;;;;;baris;bari;;;;;;;;;;
455;basaner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bazane;;bazane;bazane;;;;;;
456;basculer;baskylam;baskylE;baskylat;;baskylEr;baskyla;baskyl6rô;baskyl6rE;baskyl6re;baskyl6ra;baskyl6rô;baskyl6ra;baskyljô;baskylE;baskylje;baskylE;baskylE;baskylE;baskyle;baskylasjô;baskylas;baskylasje;baskylas;baskylas;baskyla;;baskyle;baskyl;baskylâ;baskyl6rjô;baskyl6rE;;baskyl6rE;;baskyl6rE;baskylô;baskyl;baskyle;baskyl;baskyl;baskyl;baskyle;baskyle;baskyle;baskyle;;;;;baskyl;
457;baser;bazam;bazE;;baza;bazEr;baza;;;baz6re;baz6ra;baz6rô;baz6ra;;bazE;bazje;;bazE;bazE;baze;;bazas;bazasje;;bazas;;bazô;baze;baz;bazâ;;;baz6rje;;;;bazô;baz;baze;baz;baz;baz;baze;baze;baze;baze;;;;baz;;
458;bassiner;;;;;;;;;;;;;;basinE;;;basinE;basinE;basine;;;;;;;;;;basinâ;;;;;;;;;basine;basin;;basin;;;;basine;;;;;;
459;batailler;;;;;batajEr;bataja;;;;;bataj6rô;;;;;;batajE;batajE;bataje;;;;;;;batajô;;bataj;batajâ;;;;bataj6rE;;;;bataj;;;bataj;bataj;;;;;;bataj;bataje;;;
460;batifoler;batifOlam;batifOlE;;;batifOlEr;batifOla;;;;;;;;batifOlE;;;batifOlE;batifOlE;batifOle;;;batifOlasje;batifOlas;;;;batifOle;;batifOlâ;;;;;;;;batifOl;batifOle;batifOl;batifOl;batifOl;;;;;;;;;;
461;battre;batim;bati;batit;bati;batir;bati;batrô;batrE;batre;batra;batrô;batra;batjô;batE;batje;batE;batE;batE;batr;batisjô;batis;batisje;batis;batis;bati;batô;bate;ba;batâ;batriô;batrE;batrie;batrE;batrE;batrE;batô;ba;bate;ba;bat;ba;baty;baty;baty;baty;batjô;bat;batje;bat;bat;bat
462;bauger;;;;;;bOZa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bOZe;;;;;;
463;bavarder;bavardam;bavardE;;bavarda;bavardEr;bavarda;bavard6rô;bavard6rE;bavard6re;bavard6ra;bavard6rô;bavard6ra;bavardjô;bavardE;bavardje;;bavardE;bavardE;bavarde;;;bavardasje;bavardas;bavardas;bavarda;bavardô;bavarde;bavard;bavardâ;bavard6rjô;;bavard6rje;bavard6rE;bavard6rE;bavard6rE;bavardô;bavard;bavarde;bavard;bavard;bavard;;;;bavarde;bavardjô;;;bavard;bavard;bavard
464;bavasser;;;;;;;;;;;;;;;bavasje;;bavasE;bavasE;bavase;;;;;;bavasa;;;bavas;bavasâ;;;;;;;;bavas;;bavas;bavas;bavas;;;;;;;;;;
465;baver;bavam;bavE;;;bavEr;bava;;bav6rE;bav6re;bav6ra;bav6rô;bav6ra;;bavE;bavje;;bavE;bavE;bave;bavasjô;bavas;;;;bava;bavô;bave;bav;bavâ;bav6rjô;bav6rE;;;;;bavô;bav;bave;bav;bav;bav;;;;;bavjô;;;bav;bav;
466;bavocher;;;;;;;;;;;;;;;;;;;bavOSe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
467;bayer;;;;;;;;;;;;;;;;;;;baje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
468;bazarder;;;;;;;;;bazard6re;;;;;bazardE;;;;bazardE;bazarde;;;;;;;;;bazard;bazardâ;;;;;;;;bazard;;bazard;;bazard;bazarde;bazarde;;bazarde;;;bazardje;;;
469;becqueter;bEk6tam;bEk6tE;;bEk6ta;;;;;;;bEkEt6rô;;;;;;bEk6tE;bEk6tE;bEk6te;;;;;;;;;bEkEt;bEk6tâ;;;;;;;;;;;;;;;bEk6te;bEk6te;;;;;;
470;becter;;;;;;bEkta;;;;bEkt6ra;;bEkt6ra;;bEktE;;;;bEktE;bEkte;;bEktas;;;;;;;bEkt;bEktâ;;bEkt6rE;bEkt6rje;;;;;bEkt;;;bEkt;bEkt;bEkte;;bEkte;bEkte;;;;;;
471;bedonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;b6dOnâ;;;;;;;;;;;;b6dOn;;;;;;;;;;
472;bercer;bErsam;;bErsat;bErsa;bErsEr;bErsa;;bErs6rE;bErs6re;bErs6ra;bErs6rô;bErs6ra;;bErsE;;bErsE;bErsE;bErsE;bErse;;;bErsasje;bErsas;bErsas;;;bErse;bErs;bErsâ;bErs6rjô;;bErs6rje;;bErs6rE;bErs6rE;bErsô;bErs;bErse;bErs;bErs;bErs;;bErse;bErse;bErse;bErsjô;;;bErs;;bErs
473;berner;;;;;;;bErn6rô;;bErn6re;bErn6ra;;;;;;;;bErnE;bErne;;;bErnasje;;;;;;bErn;bErnâ;;;bErn6rje;;;;;bErn;bErne;;;bErn;bErne;bErne;bErne;bErne;bErnjô;;;;;
474;besogner;;;;;b6zOJEr;b6zOJa;;;;b6zOJ6ra;;;;b6zOJE;;b6zOJE;b6zOJE;b6zOJE;b6zOJe;;;;;;;;;;b6zOJâ;;;;;;b6zOJ6rE;;;;;b6zOJ;b6zOJ;;;;;;;;;;
475;beugler;b6glam;;;b6gla;;b6gla;;;;;;;b6gljô;b6glE;;b6glE;b6glE;b6glE;b6gle;;;;b6glas;;;;b6gle;b2gl;b6glâ;;;b6gl6rje;b6gl6rE;;;b6glô;b2gl;b6gle;;b2gl;b2gl;;b6gle;;b6gle;;;;;;
476;beurrer;b6ram;b6rE;;;;b6ra;;;;;;;;b6rE;b6rje;;b6rE;b6rE;b6re;b6rasjô;;;;;;;;;b6râ;;;;;;;;b9r;;b9r;;b9r;b6re;b6re;b6re;b6re;;;;;;
477;biaiser;;bjEzE;;;;;;;;;;;;;;;;;bjEze;;;;;;;;;;;;;bjEz6rje;;;;;bjEz;;;;bjEz;;bjEze;;bjEze;;;;;;
478;biberonner;;;;;;;;;;;;;;;;;;bib6rOnE;bib6rOne;;;;;;;;;bib6rOn;;;;;;;;;bib6rOn;;;;bib6rOn;;;;;;;;;;
479;bicher;;;;;;;;;;;;;;biSE;;;biSE;biSE;biSe;;;;;;;;;;biSâ;;;;;;;;biS;biSe;biS;;biS;;;;;;;;;biS;
480;bichonner;;;;;biSOnEr;biSOna;biSOn6rô;biSOn6rE;biSOn6re;;biSOn6rô;;;;;biSOnE;;biSOnE;biSOne;;;;;biSOnas;;;biSOne;biSOn;biSOnâ;biSOn6rjô;;;;;;;biSOn;biSOne;;;biSOn;;biSOne;;biSOne;biSOnjô;;;;;
481;bidonner;;;;;;;;;;;;bidOn6ra;;bidOnE;;bidOnE;bidOnE;bidOnE;bidOne;;;;;;;;;;bidOnâ;;;;;;;;;bidOne;;bidOn;bidOn;bidOne;bidOne;bidOne;bidOne;;;;;;bidOn
482;biffer;;;;bifa;;bifa;;;;;;;;bifE;;;bifE;;bife;;;;;;;bifô;;bif;bifâ;;;;;;;;bif;;;;bif;;;;bife;;;;;;bif
483;bifurquer;;;;;;bifyrka;;;bifyrk6re;;bifyrk6rô;;;;;;;bifyrkE;bifyrke;;bifyrkas;bifyrkasje;;;;;;bifyrk;bifyrkâ;;;;;;;;bifyrk;;;bifyrk;bifyrk;;;;;;;;;;bifyrk
484;bigarrer;;;;;;;;;;;;;;;;;;;bigare;;;;;;;;;;;;;;bigar6rE;;;;;;;;;;bigare;bigare;bigare;;;;;;
485;bigler;;;;;;;;;bigl6re;;;;;biglE;;;biglE;biglE;bigle;;;;biglas;;;;bigle;;biglâ;;;;;;;;bigl;;;bigl;bigl;;bigle;bigle;bigle;;;;;;
486;bigorner;;;;;;;;;;;;;;;;;;;bigOrne;;;;;;;;;;;;;;;;;;;;;;bigOrn;;;bigOrne;bigOrne;;;;;;
487;biler;;;;;bilEr;;bil6rô;;;;bil6rô;;;bilE;;;;bilE;bile;;;;;;;;bile;bil;bilâ;;;;bil6rE;;;;bil;bile;bil;;bil;;;;;;;;;;
488;biner;;;;;;;;;;;;;;;;;;binE;bine;;;;;;;;;;binâ;;;;;;;;;;;;;;;;bine;;;;;;bin
489;biseauter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bizOte;bizOte;bizOte;bizOte;;;;;;
490;biser;;;;;;;;;;;;;;;;;;;bize;;;;;;;;;;;;;;;;;;;;biz;;biz;;;;;;;;;;
491;bisquer;;;;;;;;;;;;;biskjô;;;;;;biske;;;;;;;;;;;;;;;;;;;;;bisk;bisk;;;;;;;;;;
492;bisser;;;;;;;;;;;;;;;;;;;bise;;;;;;;;;bis;bisâ;;;;;;;;;;;;bis;;;;bise;;;;;;
493;bistrer;;;;;;;;;;;;;;;;;;;;;;;bistras;;;;;;;;;;;;;bistrô;;;;;;bistre;bistre;bistre;bistre;;;;;;
494;biter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bit;;;;;bite;;;;;;
495;biturer;;;;;;;;;;;;;;;;;;;bityre;;;;;;;;;;;;;;;;;;;;;;;;;bityre;bityre;;;;;;
496;bivouaquer;;;;;;;bivwak6rô;;;;;;;;;;bivwakE;bivwakE;bivwake;;;;bivwakas;;;bivwakô;bivwake;;bivwakâ;;;;;;;;;;;bivwak;bivwak;;;;;;;;;;
497;blablater;;;;;;;;;;;;;;;;;;blablatE;blablate;;;;;;;;;;;;;;;;;;;blablate;;;;;;;;;;;;;
498;blackbouler;;;;;;;;;;;;;;;;;;;blakbule;;;;;;;;;;;;;;;;;;;;;;blakbul;;;;blakbule;;;;;;
499;blaguer;blagam;blagE;;;;blaga;blag6rô;;;;;blag6ra;;blagE;;blagE;blagE;blagE;blage;;blagas;blagasje;;blagas;;;blage;blag;blagâ;blag6rjô;blag6rE;;blag6rE;blag6rE;;blagô;blag;blage;blag;blag;blag;blage;blage;;blage;;;blagje;;;blag
500;blairer;blEram;;;;;;blEr6rô;;;;;;;;;;blErE;blErE;blEre;;;;;;blEra;blErô;;blEr;;;;;;;;;blEr;blEre;;;blEr;;;;blEre;;;;;;
501;blanchir;blâSim;;;;blâSir;blâSi;;blâSirE;blâSire;blâSira;blâSirô;blâSira;;;;blâSisE;blâSisE;blâSisE;blâSir;blâSisjô;blâSis;;blâSis;;;;blâSise;blâSi;blâSisâ;blâSirjô;;blâSirje;blâSirE;blâSirE;blâSirE;blâSisô;blâSi;blâSise;blâSi;blâSis;blâSi;blâSi;blâSi;blâSi;blâSi;blâSisjô;;blâSisje;blâSis;blâSis;blâSis
502;blaser;;;;;;;;;;;;;;;;;;blazE;blaze;;;;;;;blazô;;;blazâ;;;;;;;;;;blaz;;blaz;blaze;blaze;blaze;blaze;;;;;;
503;blasonner;;;;;;;;;;;;;;;;;;blazOnE;;;;;;;;;;;;;;;;;;;blazOn;;;;;blazOne;blazOne;blazOne;blazOne;;;;;;
504;blasphémer;;;;;;blasfEma;;;;blasfEm6ra;;blasfEm6ra;;blasfEmE;;;blasfEmE;blasfEmE;blasfEme;;;;;;;;blasfEme;blasfEm;blasfEmâ;;;;blasfEm6rE;;;;blasfEm;blasfEme;blasfEm;blasfEm;blasfEm;blasfEme;;;blasfEme;;;;;;blasfEm
505;blatérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;blatErâ;;;;;;;;;;;;;;;;;;;;;;
506;blesser;blEsam;blEsE;blEsat;blEsa;blEsEr;blEsa;blEs6rô;blEs6rE;blEs6re;blEs6ra;blEs6rô;blEs6ra;blEsjô;blEsE;blEsje;blEsE;blEsE;blEsE;blEse;blEsasjô;blEsas;blEsasje;blEsas;blEsas;blEsa;blEsô;blEse;blEs;blEsâ;blEs6rjô;blEs6rE;blEs6rje;blEs6rE;blEs6rE;blEs6rE;blEsô;blEs;blEse;blEs;blEs;blEs;blEse;blEse;blEse;blEse;blEsjô;blEs;blEsje;blEs;blEs;blEs
507;blettir;;;;;;;;;;;;;;;;;;blEtisE;blEtir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
508;bleuir;;bl6i;;;;bl6i;;;bl6ire;;;bl6ira;;;;;bl6isE;bl6isE;bl6ir;;;;;;bl6i;;;;;;;;;;bl6irE;;;;;bl6is;bl6i;bl6i;bl6i;bl6i;bl6i;;;;bl6is;;
509;blinder;;;;;;;;;;blêd6ra;;blêd6ra;;;;;;blêdE;blêde;;;;;;;;blêde;;blêdâ;blêd6rjô;blêd6rE;;;;;;blêd;;;blêd;blêd;blêde;blêde;blêde;blêde;;;;;;blêd
510;blondir;;;;;;;;;;;;;;;;;;blôdisE;blôdir;;;;;blôdis;;;;;;;;;;blôdirE;;;blôdi;;;;blôdi;;blôdi;blôdi;blôdi;;;;;;
511;bloquer;blOkam;blOkE;blOkat;;blOkEr;blOka;;blOk6rE;blOk6re;blOk6ra;blOk6rô;blOk6ra;blOkjô;blOkE;blOkje;blOkE;blOkE;blOkE;blOke;;blOkas;blOkasje;blOkas;blOkas;blOka;blOkô;blOke;blOk;blOkâ;blOk6rjô;blOk6rE;blOk6rje;blOk6rE;blOk6rE;blOk6rE;blOkô;blOk;blOke;blOk;blOk;blOk;blOke;blOke;blOke;blOke;blOkjô;;;blOk;blOk;blOk
512;blottir;;blOti;blOtit;;blOtir;blOti;blOtirô;blOtirE;;;;blOtira;blOtisjô;blOtisE;;blOtisE;blOtisE;blOtisE;blOtir;;blOtis;;blOtis;blOtis;;;;blOti;blOtisâ;blOtirjô;blOtirE;;;;blOtirE;blOtisô;blOti;blOtise;blOti;blOtis;blOti;blOti;blOti;blOti;blOti;;;blOtisje;;;blOtis
513;blouser;;;;;;;;;;;;;;;;;;;bluze;;;bluzasje;;;;;;;;;;;;bluz6rE;;bluzô;;;bluz;bluz;bluz;;bluze;bluze;bluze;;;;;;
514;bluffer;bl6fam;;;bl6fa;;bl6fa;;;bl6f6re;;;;;bl6fE;bl6fje;bl6fE;bl6fE;bl6fE;bl6fe;;;;;;;bl6fô;bl6fe;bl9f;bl6fâ;bl6f6rjô;bl6f6rE;;bl6f6rE;;;bl6fô;bl9f;bl6fe;bl9f;bl9f;bl9f;bl6fe;bl6fe;bl6fe;bl6fe;;;;;bl9f;
515;bluter;;;;;;;;;;;;;;;;;;;blyte;;;;;;;;;;;;;;;;blyt6rE;;;;;;;;;;;;;;;;
516;blâmer;blamam;;;;;blama;blam6rô;;blam6re;blam6ra;blam6rô;blam6ra;;blamE;;;blamE;blamE;blame;;;blamasje;blamas;blamas;;blamô;blame;blam;blamâ;blam6rjô;blam6rE;;;blam6rE;blam6rE;blamô;blam;blame;blam;blam;blam;blame;blame;blame;blame;;blam;;blam;;
517;blêmir;;blEmi;;;;blEmi;;;;;;;;blEmisE;;;;blEmisE;blEmir;;;;blEmis;;;;;;blEmisâ;;;;;;;;blEmi;;;;blEmi;blEmi;;;blEmi;;;;;blEmis;
518;bobiner;;;;;;;;;;;;;;;;;;bObinE;;;;;;;;;;;;;;;;;;;;;bObin;;bObin;;;;;;;;;;
519;boire;bym;by;byt;by;byr;by;bwarô;bwarE;bware;bwara;bwarô;bwara;byvjô;byvE;byvje;byvE;byvE;byvE;bwar;bysjô;bys;bysje;bys;bys;by;byvô;byve;bwa;byvâ;bwarjô;bwarE;bwarje;bwarE;bwarE;bwarE;byvô;bwa;byve;bwa;bwav;bwa;by;by;by;by;byvjô;bwav;byvje;bwav;bwav;bwav
520;boiser;;;;;;;;;;;;;;;;;bwazE;bwazE;;;;;;;;;;;bwazâ;;;;;;;;;;;;bwaz;bwaze;bwaze;bwaze;bwaze;;bwaz;;;;
521;boiter;bwatam;bwatE;bwatat;bwata;;bwata;bwat6rô;bwat6rE;;bwat6ra;bwat6rô;bwat6ra;bwatjô;bwatE;bwatje;bwatE;bwatE;bwatE;bwate;;;bwatasje;bwatas;;;;bwate;bwat;bwatâ;;bwat6rE;bwat6rje;bwat6rE;bwat6rE;bwat6rE;;bwat;bwate;bwat;bwat;bwat;;;;bwate;;;;bwat;bwat;bwat
522;boitiller;;;;;;;;;;;;;;;;;;bwatijE;bwatije;;;;;;;;;;bwatijâ;;;;;;;;bwatij;;;;bwatij;;;;;;;;;;
523;bombarder;bôbardam;bôbardE;bôbardat;bôbarda;bôbardEr;bôbarda;bôbard6rô;bôbard6rE;bôbard6re;bôbard6ra;bôbard6rô;bôbard6ra;bôbardjô;bôbardE;bôbardje;bôbardE;bôbardE;bôbardE;bôbarde;;;;bôbardas;bôbardas;bôbarda;bôbardô;bôbarde;bôbard;bôbardâ;;bôbard6rE;bôbard6rje;;bôbard6rE;bôbard6rE;bôbardô;bôbard;bôbarde;bôbard;bôbard;bôbard;bôbarde;bôbarde;bôbarde;bôbarde;bôbardjô;;bôbardje;;bôbard;bôbard
524;bomber;bôbam;;;bôba;bôbEr;bôba;bôb6rô;;;;;;;bôbE;;;bôbE;bôbE;bôbe;;;;bôbas;;bôba;;bôbe;bôb;bôbâ;bôb6rjô;;;;bôb6rE;bôb6rE;;;;bôb;bôb;bôb;bôbe;bôbe;bôbe;bôbe;;;;bôb;;
525;bondir;;;bôdit;bôdi;bôdir;bôdi;bôdirô;;bôdire;bôdira;bôdirô;bôdira;bôdisjô;bôdisE;;bôdisE;bôdisE;bôdisE;bôdir;;bôdis;bôdisje;bôdis;;bôdi;bôdisô;bôdise;bôdi;bôdisâ;bôdirjô;bôdirE;bôdirje;bôdirE;;bôdirE;bôdisô;bôdi;bôdise;bôdi;bôdis;bôdi;;;;bôdi;;bôdis;;bôdis;;bôdis
526;bonifier;;;;;;;;;;;;;;;;;bOnifjE;;bOnifje;;;;;;;bOnifjô;;;;;;;;;bOnifirE;;;bOnifje;;;;;bOnifje;;bOnifje;;;;;;
527;bonimenter;;;;;;;;;;;;;;;;;;bOnimâtE;bOnimâte;;;;;;;;;;;;;;;;;;;;;;bOnimât;;;;;;;;;;
528;border;;bOrdE;bOrdat;bOrda;bOrdEr;bOrda;bOrd6rô;bOrd6rE;;bOrd6ra;;bOrd6ra;bOrdjô;bOrdE;;bOrdE;bOrdE;bOrdE;bOrde;;bOrdas;bOrdasje;bOrdas;bOrdas;bOrda;;bOrde;bOrd;bOrdâ;;bOrd6rE;bOrd6rje;bOrd6rE;bOrd6rE;bOrd6rE;bOrdô;bOrd;;bOrd;bOrd;bOrd;bOrde;bOrde;bOrde;bOrde;bOrdjô;bOrd;bOrdje;;bOrd;bOrd
529;borner;bOrnam;bOrnE;bOrnat;bOrna;bOrnEr;bOrna;bOrn6rô;bOrn6rE;;;;bOrn6ra;bOrnjô;bOrnE;;;bOrnE;bOrnE;bOrne;bOrnasjô;;;bOrnas;;bOrna;bOrnô;bOrne;bOrn;bOrnâ;bOrn6rjô;;bOrn6rje;;bOrn6rE;bOrn6rE;bOrnô;bOrn;;bOrn;bOrn;bOrn;bOrne;bOrne;bOrne;bOrne;;bOrn;bOrnje;;bOrn;
530;bosseler;;;;;;bOs6la;;;;;;;;;;;bOs6lE;bOs6lE;bOs6le;;;;;;;;;;;;;;;;;;;;;;;bOs6le;bOs6le;bOs6le;bOs6le;;;;;;
531;bosser;bOsam;bOsE;bOsat;bOsa;bOsEr;bOsa;bOs6rô;bOs6rE;bOs6re;bOs6ra;bOs6rô;bOs6ra;bOsjô;bOsE;bOsje;bOsE;bOsE;bOsE;bOse;bOsasjô;bOsas;bOsasje;bOsas;bOsas;bOsa;bOsô;bOse;bOs;bOsâ;bOs6rjô;bOs6rE;bOs6rje;bOs6rE;bOs6rE;bOs6rE;bOsô;bOs;bOse;bOs;bOs;bOs;bOse;;bOse;bOse;bOsjô;bOs;bOsje;bOs;bOs;bOs
532;bossuer;;;;;;;;;;;;;;;;;bOsyE;;;;;;;;;;;;;;;;;;;;;;;;bOsy;bOsye;;;bOsye;;;;;;
533;bostonner;;;;;;;;;;;;;;;;;;;bOstOne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;botteler;;;;;;;;;;;;;;;;;;;bOt6le;;;;;;;;;;;;;;;;;;;;;bOtEl;;bOt6le;;;bOt6le;;;;;;
535;botter;bOtam;bOtE;;bOta;bOtEr;bOta;bOt6rô;bOt6rE;bOt6re;bOt6ra;bOt6rô;bOt6ra;bOtjô;;bOtje;;bOtE;bOtE;bOte;bOtasjô;;;;bOtas;bOta;bOtô;bOte;bOt;bOtâ;;bOt6rE;bOt6rje;bOt6rE;;bOt6rE;bOtô;bOt;bOte;bOt;bOt;bOt;bOte;bOte;bOte;bOte;bOtjô;bOt;bOtje;bOt;;bOt
536;boubouler;;;;;;;;;;;;;;;;;;;;;;;;;;;;bubul;;;;;;;;;;;bubul;;bubul;;;;;;;;;;
537;boucaner;;;bukanat;;;;;;;;;;;;;;bukanE;bukanE;bukane;;;;;;;;;;;;;;;;;;;;;;;bukane;bukane;bukane;bukane;;;;;;
538;boucharder;;;;buSarda;;;;;;;;;;;;;;;buSarde;;;;;;;;;;buSardâ;;;;;;;;;;;;;;;;;;;;;;
539;boucher;buSam;buSE;buSat;buSa;buSEr;buSa;buS6rô;;buS6re;buS6ra;buS6rô;buS6ra;buSjô;buSE;buSje;;buSE;buSE;buSe;buSasjô;;buSasje;buSas;;buSa;buSô;buSe;buS;buSâ;buS6rjô;buS6rE;;buS6rE;buS6rE;buS6rE;buSô;buS;buSe;buS;buS;buS;buSe;buSe;buSe;buSe;buSjô;;buSje;buS;;
540;bouchonner;;;;;;buSOna;;;;buSOn6ra;;;;;;;buSOnE;buSOnE;buSOne;;;;;;;;;buSOn;buSOnâ;;;;;;;;buSOn;buSOne;;;buSOn;;buSOne;;buSOne;;;;;;
541;boucler;buklam;buklE;;bukla;buklEr;bukla;bukl6rô;bukl6rE;bukl6re;bukl6ra;bukl6rô;bukl6ra;bukljô;buklE;buklje;buklE;buklE;buklE;bukle;buklasjô;buklas;buklasje;buklas;buklas;bukla;buklô;bukle;bukl;buklâ;;bukl6rE;bukl6rje;bukl6rE;bukl6rE;bukl6rE;buklô;bukl;bukle;bukl;bukl;bukl;bukle;bukle;bukle;bukle;bukljô;bukl;buklje;bukl;bukl;bukl
