;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
1422;décesser;;dEsEsE;;;;;;;;;;;;;;;;;;;;;;;;;;dEsEs;;;;dEsEs6rje;;;;;;;;;dEsEs;;;;dEsEse;;;;;;
1423;décevoir;dEsym;dEsy;dEsyt;dEsy;dEsyr;dEsy;dEs6vrô;dEs6vrE;dEs6vre;dEs6vra;dEs6vrô;dEs6vra;dEs6vjô;dEs6vE;dEs6vje;dEs6vE;dEs6vE;dEs6vE;dEs6vwar;dEsysjô;dEsys;dEsysje;dEsys;dEsys;dEsy;dEs6vô;dEs6ve;dEswa;dEs6vâ;dEs6vriô;dEs6vrE;dEs6vrie;dEs6vrE;dEs6vrE;dEs6vrE;dEs6vô;dEswa;dEs6ve;dEswa;dEswav;dEswa;dEsy;dEsy;dEsy;dEsy;dEs6vjô;dEswav;dEs6vje;dEswav;dEswav;dEswav
1424;déchanter;;dESâtE;;;dESâtEr;dESâta;;;;;;dESât6ra;;;dESâtje;;dESâtE;dESâtE;dESâte;;;;;;dESâta;dESâtô;;dESât;dESâtâ;dESât6rjô;dESât6rE;dESât6rje;dESât6rE;;dESât6rE;;;;;dESât;dESât;;;;;;;;;;
1425;décharger;dESarZam;dESarZE;dESarZat;dESarZa;dESarZEr;dESarZa;dESarZ6rô;dESarZ6rE;dESarZ6re;dESarZ6ra;;dESarZ6ra;dESarZjô;dESarZE;dESarZje;dESarZE;dESarZE;dESarZE;dESarZe;dESarZasjô;dESarZas;dESarZasje;dESarZas;dESarZas;dESarZa;dESarZô;dESarZe;dESarZ;dESarZâ;dESarZ6rjô;dESarZ6rE;dESarZ6rje;;dESarZ6rE;dESarZ6rE;;dESarZ;dESarZe;dESarZ;dESarZ;dESarZ;dESarZe;dESarZe;dESarZe;dESarZe;dESarZjô;dESarZ;dESarZje;;dESarZ;dESarZ
1426;décharner;dESarnam;dESarnE;;;dESarnEr;dESarna;;;;;;dESarn6ra;;dESarnE;;;;;dESarne;;;;;;dESarna;;;;dESarnâ;;;dESarn6rje;;;dESarn6rE;;;;;dESarn;dESarn;dESarne;dESarne;dESarne;dESarne;dESarnjô;dESarn;dESarnje;;;
1427;déchaumer;;;;;;;;;;;;;;;;;dESOmE;;;;;;;;;;;;;;;;;dESOm6rE;;;;;;;;;dESOme;;;;;;;dESom;
1428;déchausser;;dESOsE;;;dESOsEr;dESOsa;;dESOs6rE;dESOs6re;dESOs6ra;;dESOs6ra;;dESOsE;dESOsje;;dESOsE;dESOsE;dESOse;;;dESOsasje;dESOsas;dESOsas;;;dESOse;dESos;dESOsâ;dESOs6rjô;dESOs6rE;;;;;;dESos;dESOse;;dESos;dESos;dESOse;dESOse;dESOse;dESOse;dESOsjô;;;;dESos;
1429;déchaîner;dESEnam;dESEnE;dESEnat;dESEna;dESEnEr;dESEna;dESEn6rô;dESEn6rE;dESEn6re;dESEn6ra;dESEn6rô;dESEn6ra;dESEnjô;dESEnE;dESEnje;dESEnE;dESEnE;dESEnE;dESEne;;dESEnas;dESEnasje;dESEnas;dESEnas;dESEna;;dESEne;dESEn;dESEnâ;dESEn6rjô;dESEn6rE;dESEn6rje;dESEn6rE;dESEn6rE;dESEn6rE;dESEnô;dESEn;dESEne;dESEn;dESEn;dESEn;dESEne;dESEne;dESEne;dESEne;;dESEn;dESEnje;dESEn;dESEn;dESEn
1430;déchiffrer;dESifram;dESifrE;dESifrat;dESifra;dESifrEr;dESifra;dESifr6rô;dESifr6rE;dESifr6re;dESifr6ra;dESifr6rô;dESifr6ra;dESifrjô;dESifrE;dESifrje;dESifrE;dESifrE;dESifrE;dESifre;dESifrasjô;;dESifrasje;dESifras;dESifras;dESifra;dESifrô;dESifre;dESifr;dESifrâ;dESifr6rjô;dESifr6rE;dESifr6rje;dESifr6rE;dESifr6rE;dESifr6rE;dESifrô;dESifr;dESifre;dESifr;dESifr;dESifr;dESifre;dESifre;dESifre;dESifre;dESifrjô;dESifr;dESifrje;dESifr;dESifr;dESifr
1431;déchiqueter;dESik6tam;dESik6tE;;dESik6ta;dESik6tEr;dESik6ta;dESikEt6rô;;dESikEt6re;;dESikEt6rô;;dESik6tjô;dESik6tE;dESik6tje;;dESik6tE;dESik6tE;dESik6te;dESik6tasjô;;dESik6tasje;;dESik6tas;dESik6ta;dESik6tô;;dESikEt;dESik6tâ;dESikEt6rjô;dESikEt6rE;;dESikEt6rE;;;dESik6tô;dESikEt;dESik6te;dESikEt;dESikEt;dESikEt;dESik6te;dESik6te;dESik6te;dESik6te;;dESikEt;dESik6tje;;dESikEt;dESikEt
1432;déchirer;dESiram;dESirE;dESirat;dESira;dESirEr;dESira;dESir6rô;dESir6rE;dESir6re;dESir6ra;dESir6rô;dESir6ra;dESirjô;dESirE;dESirje;dESirE;dESirE;dESirE;dESire;dESirasjô;dESiras;dESirasje;dESiras;dESiras;dESira;dESirô;dESire;dESir;dESirâ;dESir6rjô;dESir6rE;dESir6rje;dESir6rE;dESir6rE;dESir6rE;dESirô;dESir;dESire;dESir;dESir;dESir;dESire;dESire;dESire;dESire;dESirjô;dESir;dESirje;dESir;dESir;dESir
1433;déchoir;;;;dESy;dESyr;dESy;dESwarô;;;;dESwarô;;;;;;;;dESwar;;;dESysje;;;dESy;;;;;;;;dESwarE;;dESwarE;;dESwa;;;dESwa;dESwa;dESy;dESy;dESy;dESy;dESwajô;;;;;dESwa
1434;déchouer;;;;;;;;;;;;;;;;;;;dESue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1435;déchristianiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEkristjaniz;;;;;;;;;;
1436;décider;dEsidam;dEsidE;dEsidat;dEsida;dEsidEr;dEsida;dEsid6rô;dEsid6rE;dEsid6re;dEsid6ra;dEsid6rô;dEsid6ra;dEsidjô;dEsidE;dEsidje;dEsidE;dEsidE;dEsidE;dEside;dEsidasjô;dEsidas;dEsidasje;dEsidas;dEsidas;dEsida;dEsidô;dEside;dEsid;dEsidâ;dEsid6rjô;dEsid6rE;dEsid6rje;dEsid6rE;dEsid6rE;dEsid6rE;dEsidô;dEsid;dEside;dEsid;dEsid;dEsid;dEside;dEside;dEside;dEside;dEsidjô;dEsid;dEsidje;dEsid;dEsid;dEsid
1437;décimer;;;dEsimat;;dEsimEr;dEsima;;dEsim6rE;dEsim6re;;dEsim6rô;dEsim6ra;;;;dEsimE;dEsimE;dEsimE;dEsime;dEsimasjô;dEsimas;;dEsimas;;;dEsimô;;dEsim;dEsimâ;dEsim6rjô;dEsim6rE;dEsim6rje;;dEsim6rE;dEsim6rE;dEsimô;dEsim;dEsime;dEsim;dEsim;dEsim;dEsime;dEsime;dEsime;dEsime;dEsimjô;dEsim;dEsimje;;dEsim;
1438;déclamer;;dEklamE;dEklamat;dEklama;;dEklama;;;dEklam6re;dEklam6ra;;dEklam6ra;dEklamjô;dEklamE;;dEklamE;dEklamE;dEklamE;dEklame;;;;dEklamas;;dEklama;dEklamô;;dEklam;dEklamâ;dEklam6rjô;;dEklam6rje;;;dEklam6rE;dEklamô;dEklam;dEklame;dEklam;;dEklam;dEklame;dEklame;dEklame;dEklame;dEklamjô;;dEklamje;;dEklam;dEklam
1439;déclarer;dEklaram;dEklarE;dEklarat;dEklara;dEklarEr;dEklara;dEklar6rô;dEklar6rE;dEklar6re;dEklar6ra;dEklar6rô;dEklar6ra;dEklarjô;dEklarE;dEklarje;dEklarE;dEklarE;dEklarE;dEklare;dEklarasjô;dEklaras;dEklarasje;dEklaras;dEklaras;dEklara;dEklarô;dEklare;dEklar;dEklarâ;dEklar6rjô;dEklar6rE;dEklar6rje;dEklar6rE;dEklar6rE;dEklar6rE;dEklarô;dEklar;dEklare;dEklar;dEklar;dEklar;dEklare;dEklare;dEklare;dEklare;dEklarjô;dEklar;dEklarje;dEklar;dEklar;dEklar
1440;déclasser;;dEklasE;;;;;;;;;;;dEklasjô;;;;;;dEklase;;;;;;;dEklasô;;;;;;;;;;;dEklas;;;dEklas;dEklas;dEklase;dEklase;;dEklase;;;;;dEklas;
1441;déclaveter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEklav6te;;;;;;;;;
1442;déclencher;dEklâSam;dEklâSE;dEklâSat;;dEklâSEr;dEklâSa;dEklâS6rô;dEklâS6rE;dEklâS6re;dEklâS6ra;dEklâS6rô;dEklâS6ra;dEklâSjô;dEklâSE;dEklâSje;dEklâSE;dEklâSE;dEklâSE;dEklâSe;dEklâSasjô;dEklâSas;dEklâSasje;dEklâSas;dEklâSas;dEklâSa;dEklâSô;dEklâSe;dEklâS;dEklâSâ;dEklâS6rjô;dEklâS6rE;dEklâS6rje;dEklâS6rE;dEklâS6rE;dEklâS6rE;dEklâSô;dEklâS;dEklâSe;dEklâS;dEklâS;dEklâS;dEklâSe;dEklâSe;dEklâSe;dEklâSe;dEklâSjô;dEklâS;dEklâSje;dEklâS;dEklâS;dEklâS
1443;décliner;;dEklinE;dEklinat;dEklina;dEklinEr;dEklina;dEklin6rô;dEklin6rE;dEklin6re;;;dEklin6ra;dEklinjô;dEklinE;dEklinje;dEklinE;dEklinE;dEklinE;dEkline;dEklinasjô;dEklinas;dEklinasje;dEklinas;;dEklina;dEklinô;dEkline;dEklin;dEklinâ;dEklin6rjô;;dEklin6rje;dEklin6rE;dEklin6rE;;dEklinô;dEklin;dEkline;dEklin;dEklin;dEklin;;dEkline;dEkline;dEkline;dEklinjô;dEklin;dEklinje;dEklin;dEklin;
1444;décliqueter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEklikEt6rje;;;;;;;;;;;;;dEklik6te;;;;;;
1445;décloisonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEklwazOne;;;;;;;;
1446;déclore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEkloz;;;;;;;;
1447;déclouer;;dEkluE;;;dEkluEr;;;;;dEklura;;;;dEkluE;;;dEkluE;dEkluE;dEklue;dEkluasjô;;;;;;;dEklue;;;;;;;;;;;dEklue;;;;dEklue;dEklue;;dEklue;;;;;;
1448;décocher;;dEkOSE;;dEkOSa;;dEkOSa;;;dEkOS6re;;dEkOS6rô;dEkOS6ra;dEkOSjô;dEkOSE;dEkOSje;;dEkOSE;dEkOSE;dEkOSe;;;dEkOSasje;;dEkOSas;dEkOSa;;dEkOSe;dEkOS;dEkOSâ;;dEkOS6rE;;;;dEkOS6rE;;dEkOS;dEkOSe;;dEkOS;dEkOS;dEkOSe;dEkOSe;;dEkOSe;;;dEkOSje;dEkOS;;dEkOS
1449;décoder;;;;;;;;dEkOd6rE;;;;dEkOd6ra;;;;;;dEkOdE;dEkOde;;dEkOdas;;dEkOdas;;;dEkOdô;dEkOde;dEkOd;dEkOdâ;;;;;;;dEkOdô;dEkOd;dEkOde;;dEkOd;dEkOd;dEkOde;dEkOde;dEkOde;dEkOde;dEkOdjô;dEkOd;;;;
1450;décoffrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEkOfre;;;;;;;
1451;décoiffer;;dEkwafE;dEkwafat;;;dEkwafa;dEkwaf6rô;dEkwaf6rE;;;;dEkwaf6ra;;dEkwafE;;;;dEkwafE;dEkwafe;;dEkwafas;;dEkwafas;dEkwafas;;dEkwafô;dEkwafe;dEkwaf;;dEkwaf6rjô;dEkwaf6rE;;dEkwaf6rE;;dEkwaf6rE;;;dEkwafe;dEkwaf;;dEkwaf;dEkwafe;dEkwafe;dEkwafe;dEkwafe;;;dEkwafje;;dEkwaf;dEkwaf
1452;décoincer;;;;;;dEkwêsa;;;;;;dEkwês6ra;;;;;dEkwêsE;;dEkwêse;;;;dEkwêsas;;dEkwêsa;;dEkwêse;dEkwês;dEkwêsâ;;;;;;dEkwês6rE;;;dEkwêse;dEkwês;;dEkwês;;;;dEkwêse;;dEkwês;;;;
1453;décoller;dEkOlam;dEkOlE;dEkOlat;dEkOla;dEkOlEr;dEkOla;dEkOl6rô;dEkOl6rE;dEkOl6re;dEkOl6ra;dEkOl6rô;dEkOl6ra;dEkOljô;dEkOlE;dEkOlje;dEkOlE;dEkOlE;dEkOlE;dEkOle;dEkOlasjô;dEkOlas;dEkOlasje;dEkOlas;dEkOlas;dEkOla;dEkOlô;dEkOle;dEkOl;dEkOlâ;dEkOl6rjô;dEkOl6rE;dEkOl6rje;dEkOl6rE;dEkOl6rE;dEkOl6rE;dEkOlô;dEkOl;dEkOle;dEkOl;dEkOl;dEkOl;dEkOle;dEkOle;dEkOle;dEkOle;dEkOljô;dEkOl;dEkOlje;dEkOl;dEkOl;dEkOl
1454;décolleter;;;;dEkOl6ta;;;;;dEkOlEt6re;;;;;;;;;;dEkOl6te;;;;;;;;;;;;;;;;;;;;;;;dEkOl6te;dEkOl6te;;dEkOl6te;;;dEkOl6tje;;;
1455;décoloniser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEkOlOniz;;;;;;;;;;
1456;décolorer;;;;dEkOlOra;;dEkOlOra;dEkOlOr6rô;;dEkOlOr6re;;dEkOlOr6rô;;;dEkOlOrE;;;dEkOlOrE;dEkOlOrE;dEkOlOre;dEkOlOrasjô;;;;dEkOlOras;;dEkOlOrô;dEkOlOre;dEkOlOr;dEkOlOrâ;;;;dEkOlOr6rE;;;;dEkOlOr;;;dEkOlOr;dEkOlOr;dEkOlOre;dEkOlOre;dEkOlOre;dEkOlOre;;;;;;
1457;décolérer;;dEkOlErE;;;;;dEkOlEr6rô;;;;;;;dEkOlErE;;;dEkOlErE;dEkOlErE;dEkOlEre;;;;;dEkOlEras;;;;dEkOlEr;;;;;;;;;;;;;;;;;;;;;;;
1458;décommander;;dEkOmâdE;;dEkOmâda;;dEkOmâda;;;dEkOmâd6re;;;;dEkOmâdjô;dEkOmâdE;;;;dEkOmâdE;dEkOmâde;;dEkOmâdas;dEkOmâdasje;dEkOmâdas;;;;dEkOmâde;dEkOmâd;;;;dEkOmâd6rje;;dEkOmâd6rE;dEkOmâd6rE;dEkOmâdô;dEkOmâd;dEkOmâde;dEkOmâd;;dEkOmâd;dEkOmâde;dEkOmâde;dEkOmâde;dEkOmâde;;;;dEkOmâd;;dEkOmâd
1459;décompenser;;;;;;;;;;;;;;;;;;;dEkôpâse;;;;;;;;;;;;;;;;;;;;;;;;;;dEkôpâse;;;;;;
1460;décomposer;dEkôpOzam;dEkôpOzE;dEkôpOzat;;;dEkôpOza;dEkôpOz6rô;;;dEkôpOz6ra;dEkôpOz6rô;dEkôpOz6ra;dEkôpOzjô;dEkôpOzE;dEkôpOzje;dEkôpOzE;dEkôpOzE;dEkôpOzE;dEkôpOze;dEkôpOzasjô;dEkôpOzas;dEkôpOzasje;dEkôpOzas;dEkôpOzas;;dEkôpOzô;dEkôpOze;dEkôpoz;dEkôpOzâ;dEkôpOz6rjô;dEkôpOz6rE;;dEkôpOz6rE;dEkôpOz6rE;dEkôpOz6rE;dEkôpOzô;dEkôpoz;;dEkôpoz;dEkôpoz;dEkôpoz;dEkôpOze;dEkôpOze;dEkôpOze;dEkôpOze;;;;dEkôpoz;dEkôpoz;dEkôpoz
1461;décompresser;;;;;;dEkôprEsa;;;;;;;;dEkôprEsE;;;;;dEkôprEse;dEkôprEsasjô;;;;;;;dEkôprEse;dEkôprEs;;;;;;;;dEkôprEsô;dEkôprEs;dEkôprEse;;;dEkôprEs;;;;dEkôprEse;;;;;;
1462;décomprimer;;;;;;;;;;;;;;;;;;;dEkôprime;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1463;décompter;;;;;;;;;;;;;;;;;;;dEkôte;;;;;;;;;dEkôt;;;;;;;;;dEkôt;;;dEkôt;dEkôt;;;dEkôte;dEkôte;;;;;;
1464;déconcentrer;;dEkôsâtrE;;;;;;;;dEkôsâtr6ra;;;;;;;;;dEkôsâtre;;;;;;;;dEkôsâtre;;dEkôsâtrâ;;;;;;;;;dEkôsâtre;dEkôsâtr;dEkôsâtr;dEkôsâtr;;dEkôsâtre;;dEkôsâtre;;;;;;
1465;déconcerter;dEkôsErtam;dEkôsErtE;dEkôsErtat;;dEkôsErtEr;dEkôsErta;dEkôsErt6rô;dEkôsErt6rE;;dEkôsErt6ra;dEkôsErt6rô;dEkôsErt6ra;dEkôsErtjô;;dEkôsErtje;dEkôsErtE;dEkôsErtE;dEkôsErtE;dEkôsErte;dEkôsErtasjô;;dEkôsErtasje;dEkôsErtas;dEkôsErtas;;;dEkôsErte;dEkôsErt;dEkôsErtâ;dEkôsErt6rjô;dEkôsErt6rE;;;;;dEkôsErtô;dEkôsErt;dEkôsErte;;dEkôsErt;dEkôsErt;;dEkôsErte;dEkôsErte;dEkôsErte;dEkôsErtjô;;dEkôsErtje;dEkôsErt;dEkôsErt;dEkôsErt
1466;déconditionner;;;;;;;;;;;;;;;;;;;dEkôdisjOne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1467;déconfire;;;;;;;;dEkôfirE;;;;;;;;dEkôfizE;;;dEkôfir;;;;;;;;;;;;;;;;;;;;;;;;dEkôfit;dEkôfi;dEkôfi;;;;;;
1468;décongeler;;;;;;dEkôZ6la;;;;;;dEkôZEl6ra;;;;;;;dEkôZ6le;;;;;;;;;;;;dEkôZEl6rE;;;;;;;;;;;;dEkôZ6le;;dEkôZ6le;;;;;;
1469;décongestionner;;;;;;;;;;;;;;;dEkôZEsjOnje;;;;dEkôZEsjOne;;;;;;;;;;dEkôZEsjOnâ;;;;;;dEkôZEsjOn6rE;;;;;dEkôZEsjOn;dEkôZEsjOn;;;;dEkôZEsjOne;;;;;;
1470;déconnecter;;;;dEkOnEkta;;;;dEkOnEkt6rE;;dEkOnEkt6ra;dEkOnEkt6rô;;;;dEkOnEktje;dEkOnEktE;dEkOnEktE;;dEkOnEkte;;dEkOnEktas;dEkOnEktasje;;;;;dEkOnEkte;dEkOnEkt;dEkOnEktâ;dEkOnEkt6rjô;;dEkOnEkt6rje;dEkOnEkt6rE;;;dEkOnEktô;dEkOnEkt;dEkOnEkte;;dEkOnEkt;dEkOnEkt;dEkOnEkte;dEkOnEkte;dEkOnEkte;dEkOnEkte;;;dEkOnEktje;dEkOnEkt;;dEkOnEkt
1471;déconner;dEkOnam;dEkOnE;dEkOnat;dEkOna;dEkOnEr;dEkOna;dEkOn6rô;dEkOn6rE;dEkOn6re;dEkOn6ra;dEkOn6rô;dEkOn6ra;dEkOnjô;dEkOnE;dEkOnje;dEkOnE;dEkOnE;dEkOnE;dEkOne;dEkOnasjô;dEkOnas;dEkOnasje;dEkOnas;dEkOnas;dEkOna;dEkOnô;dEkOne;dEkOn;dEkOnâ;dEkOn6rjô;dEkOn6rE;dEkOn6rje;dEkOn6rE;dEkOn6rE;dEkOn6rE;dEkOnô;dEkOn;dEkOne;dEkOn;dEkOn;dEkOn;;;;dEkOne;dEkOnjô;dEkOn;dEkOnje;dEkOn;dEkOn;dEkOn
1472;déconseiller;dEkôsEjam;dEkôsEjE;dEkôsEjat;;dEkôsEjEr;dEkôsEja;dEkôsEj6rô;;dEkôsEj6re;;;dEkôsEj6ra;;;dEkôsEje;dEkôsEjE;dEkôsEjE;dEkôsEjE;dEkôsEje;dEkôsEjasjô;;dEkôsEjasje;dEkôsEjas;dEkôsEjas;dEkôsEja;dEkôsEjô;dEkôsEje;dEkôsEj;dEkôsEjâ;dEkôsEj6rjô;dEkôsEj6rE;;dEkôsEj6rE;dEkôsEj6rE;dEkôsEj6rE;;dEkôsEj;;dEkôsEj;;dEkôsEj;dEkôsEje;dEkôsEje;dEkôsEje;dEkôsEje;;;;dEkôsEj;;dEkôsEj
1473;déconsidérer;;;dEkôsidErat;dEkôsidEra;;;;;;dEkôsidEr6ra;;;;;;;dEkôsidErE;dEkôsidErE;dEkôsidEre;dEkôsidErasjô;;;;;;;dEkôsidEre;;dEkôsidErâ;;;;dEkôsidEr6rE;;;;;dEkôsidEre;;dEkôsidEr;;;dEkôsidEre;dEkôsidEre;dEkôsidEre;;;;dEkôsidEr;;
1474;déconsigner;;;;;;;;;;;;;;;;;;;dEkôsiJe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1475;déconstiper;;;;;;;;;;;;;;;;;;;dEkôstipe;;dEkôstipas;;;;;;;;;;;;;;;;;;;;dEkôstip;;;;;;;;;;
1476;décontenancer;;;dEkôt6nâsat;;dEkôt6nâsEr;dEkôt6nâsa;dEkôt6nâs6rô;;dEkôt6nâs6re;dEkôt6nâs6ra;;dEkôt6nâs6ra;;;dEkôt6nâsje;dEkôt6nâsE;dEkôt6nâsE;dEkôt6nâsE;dEkôt6nâse;;;;;;;;;;;;;;;;;;;;dEkôt6nâs;dEkôt6nâs;;;dEkôt6nâse;dEkôt6nâse;dEkôt6nâse;dEkôt6nâsjô;;;;dEkôt6nâs;dEkôt6nâs
1477;décontracter;dEkôtraktam;;;;dEkôtraktEr;dEkôtrakta;;;;dEkôtrakt6ra;dEkôtrakt6rô;;;;;;dEkôtraktE;dEkôtraktE;dEkôtrakte;;;;;dEkôtraktas;;;dEkôtrakte;dEkôtrakt;dEkôtraktâ;dEkôtrakt6rjô;;dEkôtrakt6rje;dEkôtrakt6rE;;;;;;dEkôtrakt;;dEkôtrakt;;dEkôtrakte;dEkôtrakte;dEkôtrakte;;;;;;
1478;décorer;dEkOram;dEkOrE;dEkOrat;dEkOra;dEkOrEr;dEkOra;dEkOr6rô;dEkOr6rE;dEkOr6re;;dEkOr6rô;dEkOr6ra;dEkOrjô;dEkOrE;dEkOrje;dEkOrE;dEkOrE;dEkOrE;dEkOre;dEkOrasjô;dEkOras;dEkOrasje;dEkOras;dEkOras;dEkOra;dEkOrô;dEkOre;dEkOr;dEkOrâ;dEkOr6rjô;dEkOr6rE;dEkOr6rje;dEkOr6rE;dEkOr6rE;dEkOr6rE;dEkOrô;dEkOr;dEkOre;dEkOr;dEkOr;dEkOr;dEkOre;dEkOre;dEkOre;dEkOre;dEkOrjô;dEkOr;dEkOrje;dEkOr;dEkOr;dEkOr
1479;décorner;;;;;;;;;;;;;;;;;;;dEkOrne;;;;dEkOrnas;;;dEkOrnô;;;;;;;;;;;;;;;dEkOrn;;;;;;;;dEkOrn;;
1480;décortiquer;;dEkOrtikE;;;dEkOrtikEr;dEkOrtika;dEkOrtik6rô;dEkOrtik6rE;;dEkOrtik6ra;dEkOrtik6rô;;;;;dEkOrtikE;dEkOrtikE;dEkOrtikE;dEkOrtike;;dEkOrtikas;dEkOrtikasje;;dEkOrtikas;;;dEkOrtike;dEkOrtik;dEkOrtikâ;dEkOrtik6rjô;;;;;;dEkOrtikô;;dEkOrtike;;dEkOrtik;dEkOrtik;dEkOrtike;dEkOrtike;dEkOrtike;dEkOrtike;;dEkOrtik;;;;dEkOrtik
1481;découcher;;;;;;dEkuSa;;;dEkuS6re;;;;;;;;dEkuSE;;dEkuSe;;;;;;;dEkuSô;;dEkuS;;;dEkuS6rE;dEkuS6rje;dEkuS6rE;;;;dEkuS;;dEkuS;;dEkuS;;;;;;;;;;
1482;découdre;;dEkuzi;dEkuzit;dEkuzi;;dEkuzi;;dEkudrE;;;dEkudrô;;dEkuzjô;;;;;;dEkudr;dEkuzisjô;;;;dEkuzis;;;dEkuze;;dEkuzâ;;;;;;;;;;;dEkuz;dEku;dEkuzy;dEkuzy;dEkuzy;dEkuzy;;;;;dEkuz;dEkuz
1483;découler;;;;;dEkulEr;;;;;dEkul6ra;dEkul6rô;dEkul6ra;dEkuljô;dEkulE;;;dEkulE;dEkulE;dEkule;;;dEkulasje;;;dEkula;;;;dEkulâ;;;;dEkul6rE;;dEkul6rE;;;dEkule;;dEkul;dEkul;;;;;dEkuljô;;dEkulje;;;
1484;découper;dEkupam;dEkupE;dEkupat;dEkupa;dEkupEr;dEkupa;dEkup6rô;dEkup6rE;dEkup6re;dEkup6ra;dEkup6rô;dEkup6ra;dEkupjô;dEkupE;dEkupje;dEkupE;dEkupE;dEkupE;dEkupe;dEkupasjô;dEkupas;dEkupasje;dEkupas;dEkupas;dEkupa;dEkupô;dEkupe;dEkup;dEkupâ;dEkup6rjô;dEkup6rE;dEkup6rje;dEkup6rE;dEkup6rE;dEkup6rE;dEkupô;dEkup;dEkupe;dEkup;dEkup;dEkup;dEkupe;dEkupe;dEkupe;dEkupe;dEkupjô;dEkup;dEkupje;dEkup;dEkup;dEkup
1485;découpler;;;;;;;;;;;;;;;;;;;dEkuple;;;;;;;dEkuplô;;;;;;;;;;;;;;;dEkupl;;dEkuple;;dEkuple;;;;;;
1486;décourager;dEkuraZam;dEkuraZE;dEkuraZat;dEkuraZa;dEkuraZEr;dEkuraZa;dEkuraZ6rô;dEkuraZ6rE;;;dEkuraZ6rô;dEkuraZ6ra;dEkuraZjô;dEkuraZE;dEkuraZje;dEkuraZE;dEkuraZE;dEkuraZE;dEkuraZe;dEkuraZasjô;dEkuraZas;dEkuraZasje;dEkuraZas;dEkuraZas;dEkuraZa;dEkuraZô;dEkuraZe;dEkuraZ;dEkuraZâ;dEkuraZ6rjô;dEkuraZ6rE;dEkuraZ6rje;dEkuraZ6rE;;dEkuraZ6rE;dEkuraZô;dEkuraZ;dEkuraZe;dEkuraZ;dEkuraZ;dEkuraZ;dEkuraZe;dEkuraZe;dEkuraZe;dEkuraZe;;dEkuraZ;dEkuraZje;dEkuraZ;dEkuraZ;dEkuraZ
1487;découronner;;;;;;;;;;;;;;;dEkurOnje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEkurOne;dEkurOne;;;;;;
1488;découvrir;dEkuvrim;dEkuvri;dEkuvrit;dEkuvri;dEkuvrir;dEkuvri;dEkuvrirô;dEkuvrirE;dEkuvrire;dEkuvrira;dEkuvrirô;dEkuvrira;dEkuvriô;dEkuvrE;dEkuvrie;dEkuvrE;dEkuvrE;dEkuvrE;dEkuvrir;dEkuvrisjô;dEkuvris;dEkuvrisje;dEkuvris;dEkuvris;dEkuvri;dEkuvrô;dEkuvre;dEkuvr;dEkuvrâ;dEkuvrirjô;dEkuvrirE;dEkuvrirje;dEkuvrirE;dEkuvrirE;dEkuvrirE;dEkuvrô;dEkuvr;dEkuvre;dEkuvr;dEkuvr;dEkuvr;dEkuvErt;dEkuvErt;dEkuvEr;dEkuvEr;dEkuvriô;dEkuvr;dEkuvrie;dEkuvr;dEkuvr;dEkuvr
1489;décrasser;;;;dEkrasa;dEkrasEr;;;;;;;;dEkrasjô;;;;;dEkrasE;dEkrase;;;;;;dEkrasa;;dEkrase;dEkras;;;;;;;;;dEkras;;;;dEkras;;;dEkrase;dEkrase;;;;;;
1490;décrier;;;;;;;;;;;;;;;;;;dEkriE;dEkrie;;;;;;;;dEkrie;;;;;;;;;;;dEkrie;dEkri;;dEkri;;dEkrie;;dEkrie;dEkrijô;dEkri;;;;
1491;décriminaliser;;;;;;;;;;;;;;;;;;;dEkriminalize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
