lexeme	ai1P	ai1S	ai2P	ai2S	ai3P	ai3S	fi1P	fi1S	fi2P	fi2S	fi3P	fi3S	ii1P	ii1S	ii2P	ii2S	ii3P	ii3S	inf	is1P	is1S	is2P	is2S	is3P	is3S	pI1P	pI2P	pI2S	pP	pc1P	pc1S	pc2P	pc2S	pc3P	pc3S	pi1P	pi1S	pi2P	pi2S	pi3P	pi3S	ppFP	ppFS	ppMP	ppMS	ps1P	ps1S	ps2P	ps2S	ps3P	ps3S
organiser	0.044506612411	0.222533062055			0.413275686673	1.57044760936	0.171668362157	0.286113936928	0.0317904374364		0.101729399797	0.413275686673	0.298830111902	0.241607324517	0.114445574771	0.241607324517	1.1508138352	3.52238046796	19.0361139369						0.089013224822	0.985503560529	0.686673448627	9.39725330621	0.635808748728		0.0317904374364	0.0127161749746	0.0317904374364		0.30518819939	0.985503560529	9.39725330621	0.686673448627	0.864699898271	1.72304170905	9.39725330621	1.25890132248	3.89114954222	1.70396744659	11.26017294		9.39725330621				9.39725330621
organsiner																																																			
orienter		0.387596899225			0.339147286822	4.40891472868		0.193798449612	0.0484496124031					1.01744186047			2.03488372093	3.92441860465	24.4670542636								1.06589147287	11.1918604651	2.66472868217						0.387596899225		11.1918604651	1.06589147287		0.77519379845	11.1918604651	3.24612403101	6.54069767442	4.40891472868	9.4476744186						
oringuer																																																			
ornementer																			11.1111111111																								23.8095238095	22.2222222222	42.8571428571						
orner					0.391170718078	0.55881531154					0.502933780386	0.391170718078					5.92344230232	8.74545962559	8.18664431405						0.391170718078		0.698519139424	4.2469963677	3.10142497904						0.195585359039					2.73819502654	4.2469963677	8.46605196982	17.0159262364	10.0586756077	24.1408214585						
orthographier																		20.2898550725	26.0869565217																						13.0434782609	1.44927536232			39.1304347826						
osciller		0.346020761246			0.692041522491	3.01532377657								1.03806228374			4.00395452299	15.7686604053	8.89767671775								0.0494315373208	16.6584280771	12.7533366288								16.6584280771			3.46020761246	16.6584280771										
oser	0.0457896423829	0.572370529786			0.201474426485	2.61000961582	0.00915792847658	0.82879252713	0.137368927149	0.357159210587	0.281606300655	0.77613443839	0.391501442374	3.54869728467	0.109895141719	3.54869728467	0.812766152296	6.68757727002	3.38156508998						0.224369247676	0.238106140391	2.79316818536	11.7862539494	1.31187325427	0.0412106781446	1.79724346353	0.224369247676	1.79724346353		1.84303310591	0.238106140391	11.7862539494	2.79316818536	4.59041164889	1.63697971519	11.7862539494	0.0412106781446	0.0641054993361	0.00457896423829	8.91524337195						11.7862539494
ossifier																																													100.0						
ostraciser																																																			
ouater						3.82513661202																							3.82513661202													3.82513661202	25.6830601093	25.6830601093	37.1584699454						
ouatiner																			16.6666666667																							33.3333333333	33.3333333333		16.6666666667						
oublier	0.0144824589836	0.164134535148		0.00482748632787	0.0758604994379	0.463438687475	0.126204285429	1.55376095667	0.167582739667	0.38275070171	0.0993082901733	0.389647110749	0.0186203044075	1.26066357248	0.00482748632787	1.26066357248	0.160686330628	1.07170196479	11.0445990773		0.00482748632787				0.0282752770632	1.17238953677	4.18129280084	9.61566312421	0.664124190534	0.00482748632787	0.190340889499		0.190340889499	0.0199995862155	0.266201388937	1.17238953677	9.61566312421	4.18129280084	1.35997186265	0.513782473466	9.61566312421	0.295855947808	1.22273332276	0.66688275415	16.1624242257		9.61566312421		1.35997186265		9.61566312421
ouiller																												50.0													50.0										
ourdir						17.9310344828						2.41379310345						5.86206896552	5.1724137931										6.89655172414								2.75862068966		2.75862068966	4.8275862069	17.9310344828	2.41379310345	8.27586206897		22.7586206897						
ourler																	3.87596899225	7.94573643411	6.58914728682										6.58914728682											3.87596899225	6.58914728682	27.9069767442	15.6976744186	6.58914728682	14.3410852713						
outiller																			3.7037037037																							25.9259259259		29.6296296296	40.7407407407						
outrager					0.820633059789														6.21336459555								1.99296600234		2.81359906213		0.820633059789						14.3024618992	1.99296600234	1.17233294256	0.937866354045	14.3024618992	2.46189917937	21.3364595545	9.96483001172	19.6951934349				1.17233294256		
outrepasser						3.66972477064		3.21100917431									6.42201834862	4.5871559633	13.7614678899									15.1376146789	0.45871559633								15.1376146789	3.21100917431	9.17431192661	0.917431192661	15.1376146789				9.17431192661						
outrer																		5.37124802528	1.10584518167									20.8530805687	1.10584518167										1.10584518167		20.8530805687	1.26382306477	12.3222748815	1.26382306477	13.9020537125						20.8530805687
ouvrager																			8.43373493976										8.43373493976												49.3975903614	16.8674698795	8.43373493976		8.43373493976						
ouvrer																			43.75																										56.25						
ouvrir	0.0201328769881	0.493255486209		0.493255486209	0.254029536115	5.27955091841	0.0455950449437	0.201328769881	0.0396736105354	0.0663200653726	0.120205118488	0.360615355464	0.0580300572011	0.326271035896	0.0242778810739	0.326271035896	0.770970759957	2.90268714693	9.95926053127					0.0118428688165	0.0763865038667	0.256990253319	4.16809767998	13.1159772143	1.2138940537	0.00888215161241	0.0603986309644	0.0148035860207	0.0603986309644	0.0811236513933	0.296663863854	0.256990253319	13.1159772143	4.16809767998	0.699321403617	1.0137495707	13.1159772143	0.962825234785	2.9761129336	1.05283103779	6.70187946328				0.699321403617	1.0137495707	13.1159772143
ouïr		3.4170153417				2.85913528591													13.8772663877							0.557880055788	13.179916318	8.50767085077	0.976290097629		0.488145048815						8.50767085077	13.179916318	8.50767085077		0.906555090656		9.83263598326	3.4170153417	10.8089260809		0.836820083682		0.139470013947		
ovaliser																																										100.0									
ovationner																	18.4210526316		39.4736842105																									21.0526315789	21.0526315789						
oxyder																			9.45945945946																						24.3243243243	18.9189189189	18.9189189189		28.3783783784						
oxygéner																			25.3333333333																					10.6666666667	25.3333333333		28.0		10.6666666667						
ozoniser																																																			
pacager																																																			
pacifier																		4.7138047138	35.6902356902										2.3569023569												4.7138047138	4.7138047138	12.4579124579	4.7138047138	30.6397306397						
pactiser										4.04624277457			4.04624277457				4.04624277457	12.1387283237	57.225433526								0.578034682081		4.04624277457								6.93641618497				6.93641618497										
paganiser																																																			
pagayer					4.15430267062	4.15430267062						0.593471810089						4.15430267062	27.8931750742								5.3412462908	16.6172106825	5.3412462908								16.6172106825		1.18694362018	1.18694362018	12.7596439169										
pageoter																																																			
pager														4.29447852761				4.29447852761	77.3006134969										0.613496932515														4.29447852761	4.29447852761	4.90797546012						
paginer																			100.0																																
pagnoter																			50.0																		50.0														
paillarder																		100.0																																	
paillassonner																																																			
pailleter																			10.0																						5.0	10.0	29.2857142857	19.2857142857	25.7142857143				0.714285714286		
paisseler																																																			
pajoter																																																			
palabrer						6.13026819923											13.0268199234	13.0268199234	47.1264367816										8.04597701149											8.42911877395	4.21455938697										
palangrer																																																			
palataliser																																																			
paletter																																																			
palettiser																																																			
palissader																																											20.5882352941	20.5882352941	58.8235294118						
palisser																													100.0																						
pallier												0.671140939597						4.69798657718	88.5906040268																					0.671140939597					5.36912751678						
palmer																	14.0		16.0																							14.0		16.0	40.0						
palper					0.364583333333	8.4375		0.364583333333				0.0520833333333		1.45833333333			3.90625	9.53125	26.875							0.364583333333	0.208333333333	11.25	5.72916666667								11.25	0.208333333333	0.416666666667	1.82291666667	11.25	0.364583333333		0.833333333333	5.3125						
palpiter					1.04657247514	0.732600732601											5.70381998953	12.2972265829	9.83778126635									18.6813186813	6.07012035583						0.3663003663		18.6813186813		0.3663003663	7.53532182104	18.6813186813										
panacher																		29.1666666667	4.16666666667																						33.3333333333		29.1666666667		4.16666666667						
paner						3.63636363636													7.27272727273																						3.63636363636	1.81818181818	27.2727272727	36.3636363636	20.0						
panifier																																																			
paniquer					0.0463606861382	0.579508576727		0.139082058414		0.0231803430691	0.0231803430691	0.0231803430691		0.74177097821		0.74177097821	0.76495132128	1.76170607325	11.8915159944							0.788131664349	3.84793694947	16.0871580899	0.347705146036		0.301344459898		0.301344459898	0.115901715345			16.0871580899	3.84793694947	2.82800185443	1.62262401484	16.0871580899		2.36439499305	0.718590635141	15.090403338				2.82800185443		
panneauter																																																			
panner						18.75								14.5833333333				14.5833333333	29.1666666667																										22.9166666667						
panoramiquer																			100.0																																
panser				1.09034267913	1.09034267913	5.29595015576		0.155763239875					2.18068535826		1.09034267913			4.20560747664	29.9065420561								2.18068535826	9.81308411215	1.09034267913								9.81308411215	2.18068535826		0.155763239875	9.81308411215	2.80373831776	2.18068535826	2.18068535826	12.7725856698						
panteler						7.36842105263											7.36842105263	21.0526315789	14.7368421053										28.4210526316												21.0526315789										
pantoufler																			2.85714285714																						40.0								57.1428571429		
paperasser																			100.0																																
papilloter					6.79611650485												39.8058252427	6.79611650485	19.4174757282										6.79611650485											13.5922330097	6.79611650485										
papoter					1.50862068966							0.646551724138					4.74137931034	5.60344827586	37.9310344828								0.862068965517	10.3448275862	6.46551724138								10.3448275862			0.862068965517	10.3448275862										10.3448275862
papouiller																			6.25																			43.75		6.25					43.75						
parachever					3.74331550802							0.534759358289					4.27807486631	7.48663101604	40.1069518717										8.02139037433					3.74331550802						7.48663101604					24.5989304813						
parachuter					2.20820189274		0.315457413249												7.88643533123								2.52365930599				0.315457413249							2.52365930599	0.946372239748	4.73186119874	20.5047318612	4.41640378549	2.83911671924	15.141955836	35.6466876972						
parader					1.22377622378	1.92307692308						1.22377622378		2.62237762238			8.21678321678	14.3356643357	26.7482517483										7.86713286713							0.174825174825	13.8111888112		1.57342657343	6.46853146853	13.8111888112										
parafer																			100.0																																
paraisonner																																																			
paralyser					0.510018214936	0.910746812386			0.0364298724954			0.8014571949		0.255009107468			1.74863387978	7.9781420765	6.44808743169						0.510018214936			10.2367941712	0.983606557377						0.692167577413		10.2367941712			1.96721311475	10.2367941712	1.16575591985	13.3697632058	3.46083788707	28.4517304189						
parangonner																																																			
parapher																		4.0	3.42857142857								13.7142857143		8.0								5.71428571429	13.7142857143	1.14285714286		5.71428571429		5.71428571429	5.14285714286	33.7142857143						
paraphraser						8.33333333333												16.6666666667	32.1428571429									10.7142857143	1.19047619048								10.7142857143		1.19047619048		10.7142857143				8.33333333333						
parasiter																		8.64197530864	17.2839506173									8.64197530864									8.64197530864		1.23456790123	14.8148148148	8.64197530864		9.87654320988	7.40740740741	14.8148148148						
paraître		0.131899003049		0.131899003049	1.27959162698	12.4635993011		0.0274075850492	0.00856487032786	0.0428243516393	0.185001199082	0.895885436294	0.0274075850492	0.183288225016	0.0753708588852	0.183288225016	4.74322518757	21.0593031622	9.52070985645					0.0582411182295	0.763986433245	0.0531021960328	0.508753297475	0.286066668951	0.671485833704		0.023981636918			0.155880639967	0.606392819213	0.0531021960328	0.286066668951	0.508753297475	0.286066668951	2.72705471239	33.4269759156		0.166158484361	0.131899003049	6.85703518449		0.734865874131				0.734865874131
parcellariser																																																			
parceller																																																			
parcelliser																																																			
parcheminer																																										14.5833333333	41.6666666667		43.75						
parcoriser																																																			
parcourir	0.545496750232	3.44707520891			1.82219127205	7.70659238626		0.127669452182	0.162488393686		0.0116063138347	0.0232126276695	0.348189415042	1.78737233055	0.139275766017		2.37929433612	7.83426183844	19.9048282266							0.359795728877	0.336583101207	3.00603528319	5.36211699164	0.116063138347	0.0232126276695		0.0232126276695	0.0116063138347	0.174094707521	0.359795728877	3.00603528319	0.336583101207	3.00603528319	1.9730733519	7.98514391829	1.68291550604	3.88811513463	3.44707520891	18.3611884865		0.150882079851				0.150882079851
pardonner					0.021040327294	0.135593220339	0.021040327294	1.2600818235	0.343658679135	0.37171244886	0.21040327294	1.04266510812	0.0514319111631	0.0327293980129	0.0537697253068	0.0327293980129	0.158971361777	0.694330800701	7.76388077148						0.0163646990064	0.254821741672	9.36294564582	15.2916423144	0.0584453535944		0.285213325541	0.0093512565751	0.285213325541	0.0467562828755	0.381063705435	0.254821741672	15.2916423144	9.36294564582	1.15721800117	0.444184687317	15.2916423144	0.021040327294	0.338983050847	0.250146113384	2.95265926359		15.2916423144		1.15721800117		
parementer																																																			
parer		0.2606287669				7.99804528425		0.114025085519						3.99087799316		3.99087799316	0.553836129663	23.8149535755	9.49666069392								2.57370907314	5.42433621111	2.10131943313						0.114025085519		5.42433621111	2.57370907314		0.830754194494	5.42433621111	2.06874083727	5.92930444698	6.40169408698	10.0830754194					0.830754194494	
paresser													12.7819548872	6.76691729323		6.76691729323	5.26315789474	15.037593985	44.3609022556									1.5037593985	6.01503759398								1.5037593985														
parfaire																			2.33539468898																		0.0654783557657				42.0589305202	1.42597308112	9.99636231357	2.05893052019	42.0589305202						
parfiler																																																			
parfondre																																																			
parfumer						2.88935870331						0.493305144468					0.493305144468	8.66807610994	8.59760394644								0.77519379845	6.69485553206									6.69485553206	0.77519379845		3.31219168428	6.69485553206	6.69485553206	20.3664552502	5.21494009866	21.6349541931						
parier						0.0802428217563		0.202351463559						0.111642186791		0.111642186791	0.122108641803	0.261661375292	4.40637755992							0.202351463559	0.638453755713	21.3411017688	0.205840281897		0.983846771099	0.0174440916861	0.983846771099		0.0558210933957	0.202351463559	21.3411017688	0.638453755713	1.44785960995	0.115131005129	21.3411017688				3.84816662596		21.3411017688				
parjurer												0.8							38.4										5.6										8.0		28.0		2.4		16.8						
parkériser																																																			
parlementer					2.34899328859													11.4093959732	45.3020134228							2.68456375839			2.34899328859							2.68456375839	14.0939597315			5.03355704698	14.0939597315										
parler	0.0258854215614	0.0720505046008		0.00131900237256	0.129427107807	0.687529986695	0.140968378567	0.506332035765	0.0524303443091	0.0852405283264	0.0489679630811	0.493306887336	0.310789934033	0.86559530699	0.231484916383	0.86559530699	0.761888745447	3.32157772469	17.6390187282				0.00115412707599	0.00329750593139	0.0529249701988	1.03047060356	2.3547489856	10.2298526509	0.854878412713	0.0120358966496	0.0985954273485	0.0105520189804	0.0985954273485	0.0257205462648	0.159269536486	1.03047060356	10.2298526509	2.3547489856	3.09190643657	1.01348844801	10.2298526509	0.00610038597307	0.0108817695736	0.0140144002084	6.05059363351		10.2298526509	0.231484916383	3.09190643657	1.01348844801	10.2298526509
parloter																	50.0		50.0																																
parodier		7.86516853933																11.2359550562	34.8314606742										21.3483146067												24.7191011236										
parquer																		4.7138047138	9.76430976431								0.673400673401	6.73400673401												9.42760942761	6.73400673401	7.40740740741	2.3569023569	43.771043771	8.41750841751						
parqueter																																										11.4754098361	77.0491803279		11.4754098361						
parrainer								0.675675675676										12.1621621622	22.2972972973										5.40540540541								16.2162162162			0.675675675676	16.2162162162		2.02702702703	2.02702702703	22.2972972973						
parsemer																	8.79689521345		1.03492884864										8.02069857697											8.27943078913	1.81112548512	6.98576972833	25.2263906856	11.5135834411	28.3311772316						
partager	0.0371532364597	0.169253632761			0.466479524439	0.516017173052	0.367404227213	0.355019815059	0.173381770145	0.115587846764	0.127972258917	0.643989431968	0.858652575958	1.47374504624	0.0866908850727	1.47374504624	2.03517173052	5.51519154557	24.3436261559						0.194022457067	1.9071994716	1.13110964333	9.93642668428	1.06505944518	0.0454095112285	0.445838837517	0.0371532364597	0.445838837517	0.231175693527	0.359147952444	1.9071994716	9.93642668428	1.13110964333	0.730680317041	2.70392998679	9.93642668428	0.643989431968	1.67189564069	0.965984147952	5.8784676354		9.93642668428				
participer		0.807265388496			0.2648839556	1.19828456105	0.428859737639	0.47931382442	0.113521695257	0.290110998991	0.50454086781	0.870332996973	0.466700302725	1.66498486377	0.466700302725	1.66498486377	3.24167507568	6.34460141271	39.5560040363						0.592835519677	0.731584258325	1.66498486377	9.09434914228	2.01816347124		0.201816347124			0.378405650858	0.428859737639	0.731584258325	9.09434914228	1.66498486377	0.845105953582	5.09586276488	9.09434914228										
particulariser																																										100.0									
partir	0.0921549663315	3.46493549152		3.46493549152	0.28787021661	1.50322086169	0.300187959634	0.728571689264	0.191153123232	0.239967882626	0.11177211263	0.699374076169	0.317980255114	0.55201737258	0.335316337889	0.55201737258	0.602200770087	1.56617821493	25.3663388018		0.00319348893228			0.00319348893228	0.0214419971167	2.66838810927	3.66931878319	5.65612511177	0.909688132995	0.0369532290735	0.246811073195	0.0187047208891	0.246811073195	0.0647822040548	0.357670760415	2.66838810927	5.65612511177	3.66931878319	5.65612511177	1.03240935054	4.23182904798	0.383218671874	5.32354605011	3.46493549152	10.1119545977		1.40102921586	0.335316337889	0.385499735397		1.40102921586
partouser																			100.0																																
partouzer																		26.4150943396	33.9622641509																					39.6226415094											
parvenir	0.236489886284	1.27302002616			1.72084130019	10.2495723055	0.30190198249	0.478011472275	0.206299688035	0.130824192412	0.392472577237	1.01640334105	0.322028781322	2.70202274328	0.0704437959143		5.39398208715	13.2635604307	14.6674046493					0.0704437959143	0.513233370232	0.603803964979		3.81906007849	1.85669719231	0.100633994163	0.311965381906			0.271711784241	1.73593639932	0.603803964979	3.81906007849	0.342155580155	3.81906007849	3.62282378988	7.48716916574	0.754754956224	2.7724665392	3.02405152461	8.83566468753		1.6051122069				1.6051122069
passepoiler																																																			
passer	0.0753441180892	0.192118760511	0.00122368637268	0.00244737274536	0.388083392478	1.50845567284	0.0804136759189	0.355568297433	0.120795326217	0.0964964111027	0.0968460357806	0.942413319302	0.131808503571	0.472692564532	0.057163634838	0.472692564532	0.798367952004	2.79315155181	11.0909688449						0.0235996657588	0.480908744463	1.03943416742	12.3975162663	1.25497778135	0.00978949098143	0.116774642421	0.0204530436576	0.116774642421	0.0821617993084	0.340009999266	0.480908744463	12.3975162663	1.03943416742	0.455036518298	1.14432157079	12.3975162663	0.347352117502	1.01076494383	0.635268039759	7.94906667692	0.131808503571	12.3975162663	0.057163634838	0.455036518298	1.14432157079	12.3975162663
passionner		0.817191283293			0.423728813559	0.635593220339				0.0302663438257		0.453995157385		1.02905569007		1.02905569007	1.1803874092	8.11138014528	6.56779661017									14.3159806295	2.54237288136						0.302663438257	0.423728813559	14.3159806295			3.08716707022	14.3159806295	1.51331719128	10.3813559322	2.1186440678	16.4043583535						
passiver																			14.2857142857									28.5714285714													28.5714285714										28.5714285714
pasteller																																																			
pasteuriser																			100.0																																
pasticher		16.6666666667				16.6666666667												16.6666666667	33.3333333333																										16.6666666667						
pastiller																			100.0																																
pastiquer																																																			
patafioler																												100.0																							
patarasser																																																			
patauger					1.12	3.28	0.56					0.08		0.72			6.56	7.36	18.96							3.04	1.6		15.92		0.08					3.04	14.16	1.6	0.88	6.88	14.16										
patienter		0.247000705716			0.282286520819	0.741002117149	0.0352858151023		1.05857445307	0.247000705716		0.176429075512	0.247000705716				1.19971771348	2.50529287227	33.0628087509							0.741002117149	11.6090331687	8.32745236415	0.282286520819					0.247000705716	0.247000705716	0.741002117149	8.32745236415	11.6090331687	0.776287932251	0.635144671842	8.32745236415										8.32745236415
patiner						1.03926096998	0.80831408776						0.80831408776	1.73210161663	0.230946882217		3.92609699769	9.23787528868	17.6674364896							0.346420323326	1.15473441109		2.42494226328		0.230946882217		0.230946882217			0.346420323326	8.0831408776	1.15473441109	0.346420323326	6.58198614319	8.0831408776	8.0831408776	6.35103926097	6.35103926097	14.7806004619						
patoiser																																									100.0										
patouiller																												37.037037037								25.9259259259					37.037037037										
patronner						2.04081632653													28.5714285714																								20.4081632653	14.2857142857	34.693877551						
patrouiller						2.1021021021		0.45045045045	0.3003003003	0.15015015015	0.15015015015		0.15015015015	1.2012012012	0.600600600601		16.3663663664	7.95795795796	21.4714714715								1.8018018018	10.0600600601	6.45645645646								10.0600600601	1.8018018018	0.600600600601	8.25825825826	10.0600600601										
patter																																																			
paumer						0.8								1.14285714286				1.14285714286	12.5714285714									12.0571428571	1.94285714286								12.0571428571		0.514285714286	1.2	12.0571428571	0.514285714286	6.11428571429	5.65714285714	31.7142857143				0.514285714286		
paupériser																																									100.0										
pauser																			88.8888888889								11.1111111111																								
pavaner						2.65654648956			1.51802656546			0.189753320683					8.34914611006	11.954459203	18.7855787476									14.0417457306	7.02087286528							1.32827324478	14.0417457306		1.51802656546	3.98481973435	14.0417457306				0.569259962049						
paver																		4.29447852761	7.9754601227								5.52147239264										17.1779141104				17.1779141104			8.58895705521	39.263803681						
pavoiser						3.16742081448						0.226244343891					1.58371040724	4.75113122172	17.6470588235									8.37104072398						1.58371040724						12.8959276018	8.37104072398	6.10859728507	13.8009049774	9.27601809955	12.2171945701						
payer	0.00995300758561	0.0597180455137			0.0739366277788	0.838896353645	0.141474893538	1.4104833607	0.478455293223	0.585094660211	0.289348149096	0.932028067481	0.0142185822652	0.305699518701	0.0782022024584	0.305699518701	0.449307199579	1.98633594244	29.4907614762			0.00995300758561		0.00995300758561	0.0483431797016	0.344089690817	2.01335124875	7.44840431961	0.487697371695	0.0113748658121	0.278684212397	0.0199060151712	0.278684212397	0.112326799895	0.319207171853	0.344089690817	7.44840431961	2.01335124875	1.09767455087	1.04648765472	7.44840431961	0.361151989535	1.71618287941	1.26118824692	12.7199436944		7.44840431961		0.814724763794		7.44840431961
paître											1.56453715776						19.556714472	4.43285528031	35.593220339									5.99739243807	4.82398956975								5.99739243807		5.99739243807	13.4289439374	2.6075619296										
peaufiner						7.95454545455												13.0681818182	44.3181818182										3.97727272727														3.97727272727	3.97727272727	22.7272727273						
peigner						3.69369369369							1.8018018018		0.27027027027	2.43243243243	0.630630630631		19.1891891892								3.96396396396	18.018018018					0.630630630631		0.630630630631		18.018018018	3.96396396396	1.71171171171		18.018018018			2.52252252252	4.41441441441					0.0900900900901	
peindre		0.755043941082				1.21302141354		0.526055204852		0.191855427652		0.160911003837		1.09543260304			0.643644015348	4.00420844164	21.9024631761						0.0433221933408	0.111399925733	0.470355241985	4.00420844164	1.27491026117		0.204233197178		0.204233197178		0.309444238148	0.111399925733	4.00420844164	0.470355241985	4.00420844164	0.767421710608	18.4366877089	4.05990840451	6.47976234683	5.3471964352	18.4366877089					0.767421710608	
peiner					0.270165959089	0.540331918178			0.0385951370127			0.810497877267	0.270165959089	0.347356233115			2.39289849479	9.49440370513	10.8452335006						0.270165959089		2.35430335778		3.20339637206						0.694712466229	0.810497877267	19.4905441914	2.35430335778	0.810497877267	3.12620609803	19.4905441914	0.42454650714	3.39637205712	1.62099575453	16.1327672713				0.810497877267		
peinturer																																											30.4347826087		69.5652173913						
peinturlurer																			18.2456140351																		4.91228070175		2.45614035088	2.45614035088	4.91228070175	5.9649122807	17.1929824561	13.6842105263	30.1754385965						
peler						2.08768267223		0.208768267223									0.730688935282	4.38413361169	17.3277661795									14.8225469729	2.81837160752								14.8225469729		1.46137787056	4.90605427975	14.8225469729	3.5490605428	2.19206680585	4.4885177453	11.3778705637						
pelleter																	11.3821138211	21.9512195122	49.593495935										11.3821138211												5.69105691057										
peloter						2.17983651226		0.999091734787						0.63578564941		0.63578564941	1.54405086285	8.44686648501	37.4205267938							0.63578564941	0.999091734787	9.35513169846	4.35967302452						0.0908265213442		9.35513169846	0.999091734787	1.54405086285	1.27157129882	9.35513169846		4.7229791099	2.90644868302	2.54314259764						
pelotonner		3.0701754386				7.45614035088								1.5350877193			1.75438596491	3.0701754386	15.1315789474										1.5350877193								7.45614035088			3.0701754386	7.45614035088	3.0701754386	13.8157894737	4.82456140351	26.7543859649						
pelucher																																																			
pencher	0.0857107873148	0.963225990776			0.330598751071	13.9341251377	0.00408146606261	0.0816293212522	0.00408146606261	0.00408146606261	0.208154769193	0.183665972817	0.146932778254	0.591812579078	0.0163258642504	0.591812579078	0.934655728338	5.78751887678	5.64874903065						0.0571405248765	0.155095710379	0.824456144647	13.9545324681	5.53854944696		0.191828904943	0.00408146606261		0.0448961266887	0.073466389127	0.155095710379	13.9545324681	0.824456144647	0.17142157463	1.36729113097	13.9545324681	0.555079384515	5.58344557365	2.1835843435	10.889351455						
pendiller																	32.5581395349	16.2790697674											32.5581395349												18.6046511628										
pendouiller																	7.75623268698	13.0193905817	4.98614958449										13.5734072022								25.2077562327		1.93905817175	8.31024930748	25.2077562327										
pendre					0.0649350649351	1.0853432282	0.0649350649351	0.25974025974	0.0463821892393	0.157699443414	0.82560296846	2.01298701299		0.0185528756957			7.24489795918	13.2096474954	19.3970315399							0.584415584416	1.61410018553	1.22448979592	4.5547309833		0.241187384045		0.241187384045		0.324675324675	0.584415584416	1.22448979592	1.61410018553	1.22448979592	5.51020408163	8.52504638219	1.33580705009	4.7866419295	3.72912801484	15.547309833		1.37291280148				1.37291280148
penduler																		100.0																																	
penser	0.00119488180912	0.292575345833			0.0184353193407	1.35926340657	0.00751068565732	0.0805691734149	0.0262873998006	0.0476245749635	0.0477952723648	0.0901282278879	0.16506438706	4.59466195087	0.247340534488	4.59466195087	0.288990700406	2.41673380764	5.15267175573						0.0126316076964	0.299403241885	3.249737126	11.8750768138	0.729219298365	0.00358464542736	0.061451064469	0.014679976512	0.061451064469	0.0303841374319	0.0909817148944	0.299403241885	11.8750768138	3.249737126	3.84308129293	0.848707479277	11.8750768138	0.0143385817094	0.0310669270371	0.00853487006514	4.25429133267		11.8750768138	0.247340534488	3.84308129293		11.8750768138
pensionner						30.4347826087													30.4347826087																									34.7826086957	4.34782608696						
percer					0.823223570191	1.70421721548		0.115540150202	0.259965337955			0.664355863663	0.101097631427	0.303292894281			3.24956672444	7.66897746967	25.1444251878						0.101097631427	0.0722125938764	0.476603119584	8.0011554015	2.09416522241						0.0433275563258	0.0722125938764	8.0011554015	0.476603119584		2.16637781629	8.0011554015	3.58174465627	5.90699017909	4.73714615829	16.2333911034						
percevoir		2.59549461312			0.685602350637	7.13352921972			0.0163238654913			0.277505713353	0.457068233758	4.16258570029	0.114267058439	4.16258570029	1.33855697029	11.0512569376	16.94417238						0.228534116879		0.424420502775	6.4152791381	2.18739797584		0.0163238654913				0.24485798237	0.652954619654	6.4152791381	0.424420502775	6.4152791381	1.74665360757	9.19033627163	0.473392099249	1.97518772445	2.59549461312	9.69637610186		0.979431929481				0.979431929481
percher					0.456026058632	1.56351791531								0.977198697068			2.8664495114	1.62866449511	5.92833876221																					0.912052117264	3.25732899023	4.42996742671	22.5407166124	18.2410423453	37.1986970684						
percuter						7.54257907543												1.94647201946	17.396593674								0.729927007299	9.24574209246	4.50121654501						0.851581508516		9.24574209246	0.729927007299	3.16301703163	1.33819951338	9.24574209246	0.243309002433	1.4598540146	0.729927007299	31.6301703163						
perdre	0.020145597729	0.222517284007			0.198708850327	1.16661325031	0.130030676251	0.346137997344	0.274712696305	0.371777849	0.0769195549654	0.645574836317	0.119957877387	0.700517375578	0.072341010027	0.700517375578	0.748134242938	2.49530699144	20.9853028707		0.00640996291379				0.0558582482487	1.07504235154	1.57501945882	5.44663705874	0.801245364223	0.072341010027	0.298521129985	0.0888237718053	0.298521129985	0.0586053752118	0.480747218534	1.07504235154	5.44663705874	1.57501945882	5.44663705874	1.54113822627	5.94936129298	0.645574836317	4.12801611648	2.33414220961	30.4290096607		0.898310516918		0.0998122796575		0.898310516918
perdurer												3.6231884058						10.8695652174	24.6376811594																					18.115942029	42.7536231884										
perfectionner					0.235017626322	1.64512338425							0.117508813161	0.822561692127			0.822561692127	1.88014101058	26.9095182139										5.52291421857		0.822561692127						7.40305522914			0.822561692127	7.40305522914	5.52291421857	4.70035252644	7.75558166863	27.6145710928						
perforer						4.11764705882						0.294117647059	2.05882352941					4.41176470588	20.0								0.294117647059	8.52941176471	0.588235294118								8.52941176471				8.52941176471	0.294117647059	6.17647058824	2.64705882353	33.5294117647						
perler					0.857843137255	1.83823529412					0.122549019608						9.92647058824	23.1617647059	17.6470588235										4.16666666667											6.74019607843	26.9607843137	0.857843137255	1.83823529412	1.71568627451	4.16666666667						
permanenter																			10.0																						5.0		5.0	75.0	5.0						
