;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
1096;dédaigner;;;;;;;;;;;;;;;;dEdEJE;;dEdEJE;;;;;;;;;;;;;;;;;;;;;;;dEdEJ;;;;dEdEJe;;;;;;dEdEJ
1097;dédicacer;;;;;;;;;;;;;;;;;;dEdikasE;dEdikase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098;dédier;;;;;;;;;;;;;;;;;;dEdjE;dEdje;;;;;;;dEdjô;;dEdi;;;;;;;dEdirE;;;;;;;dEdje;dEdje;dEdje;dEdje;;;;;;dEdi
1099;dédire;;;;;;dEdi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEdi;;;;;;;;;;
1100;dédommager;;;;;;;;;;;;;;;;;;;dEdOmaZe;;;;;;;;;;;;;;;;;;;;;dEdOmaZ;dEdOmaZ;;;;;;;;;;
1101;dédorer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEdOre;;;;;;;;
1102;dédoubler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEdubl;;;;;;;dEduble;;;;;;;
1103;déduire;;;;;;;;;;;;;;;;;dEdHizE;;dEdHir;;;;;;;;;;;;;;;;;;;;;;dEdHi;;;;dEdHi;;;;;;
1104;défaillir;;;;dEfaji;;;;;;;;;;;;;;;dEfajir;;;;;;;;;dEfaj;;;;;;;;;dEfaj;;;dEfaj;dEfaj;;;;;;;;;;dEfaj
1105;défaire;;;;;;dEfi;;dEf6rE;;;;;;;;;;dEf6zE;dEfEr;;;;;;;;;dEfE;;;;;;;;;dEfE;;dEfE;;dEfE;;dEfEt;dEfE;dEfE;;;;;;
1106;défendre;;;;;;dEfâdi;;dEfâdrE;;;;;;dEfâdE;;dEfâdE;dEfâdE;dEfâdE;dEfâdr;;;;;;;dEfâdô;dEfâde;dEfâ;dEfâdâ;;;dEfâdrie;;;;dEfâdô;dEfâ;dEfâde;dEfâ;dEfâd;dEfâ;;;dEfâdy;dEfâdy;;dEfâd;;;dEfâd;dEfâd
1107;défenestrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEf6nEstre;;;;;;
1108;déferler;;;;;;;;;;;;;;;;;;;dEfErle;;;;;;;;;dEfErl;;;;;;dEfErl6rE;;;;;;dEfErl;dEfErl;;;;dEfErle;;;;;dEfErl;dEfErl
1109;défier;;;;;;;;;;;;;;;;dEfjE;;dEfjE;dEfje;;;;;;;dEfjô;dEfje;dEfi;;;;;;;;;dEfi;dEfje;;dEfi;dEfi;;;;dEfje;;dEfi;;;;dEfi
1110;défigurer;;;;;;dEfigyra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEfigyr;;dEfigyre;dEfigyre;;dEfigyre;;;;;;dEfigyr
1111;défiler;;;;;dEfilEr;dEfila;;;;;;;dEfiljô;;;;dEfilE;dEfilE;dEfile;;;;;;;;;dEfil;dEfilâ;;;;;;;;dEfil;;;dEfil;dEfil;;;;dEfile;;dEfil;;;;
1112;définir;;;;dEfini;;dEfini;;;;;;;;;;;;dEfinisE;dEfinir;;dEfinis;;;;;dEfinisô;dEfinise;;;;;;;;;;;;dEfini;;dEfini;;dEfini;;dEfini;;;;;;
1113;déflorer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEflOre;;;;;;;;
1114;défoncer;;;;;;;;dEfôs6rE;;;;;;;;dEfôsE;;;dEfôse;;;;;;;;;dEfôs;;;;;;;;;dEfôs;;;;dEfôs;;dEfôse;dEfôse;dEfôse;;dEfôs;;;;dEfôs
1115;déformer;;;;;;;;;;;;dEfOrm6ra;;;;;;;;;;;;;;;dEfOrme;;;;;;;;;;dEfOrm;;;dEfOrm;dEfOrm;dEfOrme;;;dEfOrme;;;;;;
1116;défouler;;;;;;;;;;;;;;;;;;;dEfule;;;;;;;;;dEful;;;;;;;;;dEful;;;;dEful;;;;;;dEful;;;;dEful
1117;défrayer;;;;;;dEfrEja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;défraîchir;;;;;;;;;;;;;;;;;;;dEfrESir;;;;;;;;;;;;;;;;;;;;;;;;;;dEfrESi;;;;;;
1119;défricher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEfriS;;;;;;dEfriS;;;;
1120;défriper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEfrip;;;;;;;;;;
1121;défriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEfriz;;;;;;;;;;;;;;;;;;;;;;;
1122;défroisser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEfrwas;;;;
1123;déféquer;;;;;;;;;;;;;;;;;;;;;;;;dEfEkas;;;;;;;;;;;;;;;;;dEfEk;;;;;;;;;;
1124;dégager;;dEgaZE;;;;dEgaZa;;;;;;;;;;;dEgaZE;dEgaZE;dEgaZe;;;;;;;dEgaZô;dEgaZe;dEgaZ;dEgaZâ;;;;;;;dEgaZô;dEgaZ;dEgaZe;dEgaZ;dEgaZ;dEgaZ;;dEgaZe;;dEgaZe;;dEgaZ;;dEgaZ;;dEgaZ
1125;dégainer;;;;;;;;;;;;;;;;;;;dEgEne;;;;;;;;dEgEne;dEgEn;;;;;;;;;;;;;dEgEn;;;;;;dEgEn;;;;dEgEn
1126;dégarnir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEgarni;;;;;;
1127;dégauchir;;;;;;;;;;;;;;;;;;;dEgOSir;;;;;;;;;;;;;;;;;;dEgOSi;;;;;;;;;;;;;;dEgOSis
1128;dégeler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEZ6lâ;;;;;;;;;;;;;;;;;;;;;;dEZEl
1129;déglinguer;;;;;;;;;;;;;;;;;;;dEglêge;;;;;;;;;;;;;;;;;;;;;;dEglêg;;;;dEglêge;;dEglêg;;;dEglêg;dEglêg
1130;déglutir;;;;;;;;;;;;;;;;;;dEglytisE;dEglytir;;;;;;;;;;dEglytisâ;;;;;;;;;;;;;;;;;;;;;;
1131;dégoiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEgwaz
1132;dégommer;;;;;;;;;;;;;;;;;;dEgOmE;;;;;;;;;;dEgOm;;;;;;;;;dEgOm;;;;dEgOm;;;;dEgOme;;dEgOm;;;;dEgOm
1133;dégonfler;;;;;;;;;;;;;;;;;;dEgôflE;dEgôfle;;;;;;;;;dEgôfl;;;;;;dEgôfl6rE;;;dEgôfl;;;;dEgôfl;;;;dEgôfle;;dEgôfl;;dEgôfl;;
1134;dégorger;;;;;;;;;;;;;;dEgOrZE;;;;dEgOrZE;;;;;;;;;;;;;;;;;;;dEgOrZ;;;;;dEgOrZe;;;;;dEgOrZ;;;;
1135;dégoter;;;;;;;;;;dEgOt6ra;;;;;;;;;;;;;;;;;;dEgOt;;;;;;;;;dEgOt;;;;;;;;dEgOte;;;;;;
1136;dégotter;;;;;;;;;;;;;;;;;;;dEgOte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1137;dégouliner;;;;;;;;;;;;;;;;;;dEgulinE;;;;;;;;;;;dEgulinâ;;;;;;;;dEgulin;;;;;;;;;;;;;;dEgulin
1138;dégoupiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEgupij;dEgupije;;;;;;;;;
1139;dégourdir;;dEgurdi;;;;;;;;;;;;;;;;;;;;;;;;;;dEgurdi;;;;;;;;;;;;;;;;;dEgurdi;;;;;;
1140;dégoûter;;;;;;;;;;;;;;dEgutE;;;;dEgutE;dEgute;;;;;;;;dEgute;dEgut;dEgutâ;;;;dEgut6rE;;;;dEgut;;dEgut;dEgut;dEgut;;dEgute;;dEgute;;dEgut;;;dEgut;dEgut
1141;dégrader;;;;;;;;;;;;;;;;;;dEgradE;dEgrade;;;;;;;;;dEgrad;;;;;;;;;;;;;dEgrad;;;;;;;;;dEgrad;
1142;dégrafer;;;;;;dEgrafa;;;;;;;;;;;;;;;;;;;;;;;dEgrafâ;;;;;;;;;;;;dEgraf;;;;dEgrafe;;dEgraf;;;;
1143;dégraisser;;;;;;;;;;;;;;;;;;;;;;;;;;;dEgrEse;;;;;;;;;;;;;;;;;;;;;;;;
1144;dégringoler;;dEgrêgOlE;;;;dEgrêgOla;;;;;;;;;;;;dEgrêgOlE;;;;;;;;;;dEgrêgOl;dEgrêgOlâ;;;;;;;;dEgrêgOl;;;dEgrêgOl;;;;;dEgrêgOle;;dEgrêgOl;;;;dEgrêgOl
1145;dégriser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEgriz;;;dEgrize;;;;;;;
1146;déguerpir;;;;;;;;;;;;;;;dEgErpisje;;;;dEgErpir;;;;;dEgErpis;;;dEgErpise;dEgErpi;;;;;;;;;;dEgErpise;dEgErpi;;;;;;;;;;;dEgErpis;
1147;dégueuler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEg9l;;;;;;dEg9l;;;;
1148;déguiser;;;;;;;;;;;;;;;;dEgizE;;;dEgize;;;;;;;;;;;;;;;;;;dEgiz;dEgize;;;dEgiz;;;;dEgize;;dEgiz;;;;
1149;déguster;;;;;;;;;;;;;;;;;;;dEgyste;;;;;;;;;dEgyst;dEgystâ;;;;;;;;;;;;dEgyst;;dEgyste;;;;;;;dEgyst;dEgyst
1150;dégénérer;;;;;;;;;;;;;;;;;;;dEZEnEre;;;;;;;;;dEZEnEr;dEZEnErâ;;;;;;;;;;;;dEZEnEr;;;;dEZEnEre;;dEZEnEr;;;;dEZEnEr
1151;déhancher;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEâS;;;;;;;;;;
1152;déifier;;;;;;dEifja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1153;déjanter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEZâte;;dEZât;;;;
1154;déjeuner;;;;;dEZ6nEr;dEZ6na;;;;;;;dEZ6njô;;;dEZ6nE;dEZ6nE;dEZ6nE;dEZ6ne;;;;;;;;;dEZ9n;dEZ6nâ;;;;;;;;dEZ9n;;;dEZ9n;dEZ9n;;;;;dEZ6njô;dEZ9n;;;;dEZ9n
1155;déjouer;;;;;;;;;;;;;;;;;;;dEZue;;;;;;;;;;;;;;;;;;;;;;;;dEZue;;dEZue;;dEZu;;;;
1156;délacer;;;;;;;;;;;;;;;;;;;dElase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1157;délaisser;;;;;;;;;;;;;;;;;;;dElEse;;;;;;;;;;dElEsâ;;;;;;;;;;;dElEs;;;;;;;dElEs;;;;
1158;délasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dElas;;;;;;;;;;
1159;délaver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dElav;;;;;;;;;;;
1160;délayer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dElEje;;;;;;;;
1161;délecter;;;;;;;;;;;;;;;;;;dElEktE;;;;;;;;;;dElEkt;;;;;;;;;dElEkt;;dElEkt;;dElEkt;;;;;;dElEkt;;;;dElEkt
1162;délester;;;;;;;;;;;;;;;;;;;;;;;;;;;;dElEst;;;;;;;;;;;;;;;dElEste;;;;;;;;
1163;délier;;;;;;dElja;;;;;;;;;;;;;dElje;;;;;;;;;;;;;;;;;;;;;;dEli;dElje;;;;;;;;;
1164;délimiter;;;;;;;;;;;;;;;;;;;dElimite;;;;;;;;;;dElimitâ;;;;;;;;;;;;;;dElimite;;;;;;;;
1165;délirer;;;;;;;;;;;;;;;;;;;;;;;;;;;dElire;;dElirâ;;;;;;;;dElir;dElire;dElir;;dElir;;;;;;dElir;;dElir;;dElir
1166;déliter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dElit;;;;;;;;;;;
1167;délivrer;;;;;;dElivra;;;;;;dElivr6ra;;;;dElivrE;;;dElivre;;;;;;;;;dElivr;;;;;;;dElivr6rE;;dElivr;dElivre;;dElivr;dElivr;;dElivre;dElivre;dElivre;;dElivr;;;;dElivr
1168;déloger;;;;;;;;;;;;;;;;;;;dElOZe;;;;;;;;;;;;;;;;;;;;;;;;;dElOZe;;;;;;;
1169;déléguer;;;;;;;;;;;;;;;;;;;;;;;;;;;;dElEg;;;;;;;;;dElEg;;;;;;;;dElEge;;;;;;dElEg
1170;démancher;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmâS;;;;;;;;;;;;;;;;;;;;;;;
1171;démanger;;;;;;;;;;;;;;;;;;dEmâZE;dEmâZe;;;;;;;;;dEmâZ;;;;;;;;;dEmâZ;;;;dEmâZ;;;;;;dEmâZ;;;;dEmâZ
1172;démanteler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmât6le;;;;;;
1173;démantibuler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmâtibyl;;;;;;;;;;
1174;démaquiller;;;;;;;;;;;;;;;;;;;dEmakije;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmakij
1175;démarcher;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmarS;;;;;;;;;;;;;;;;;;;;;;;
1176;démarquer;;;;;;;;;;;;;;;;;dEmarkE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1177;démarrer;;;;;;dEmara;;;;;;;;;;dEmarE;;dEmarE;dEmare;;;;;;;;dEmare;dEmar;dEmarâ;;;;;;;;dEmar;dEmare;;dEmar;dEmar;;;;dEmare;;dEmar;;dEmar;dEmar;dEmar
1178;démasquer;;;;;;;;;;;;;;;;;;;dEmaske;;;;;;;;;;;;;;;;;;;;;;;;;dEmaske;dEmaske;;dEmask;;;;
1179;démener;;;;;;;;;;;;;;;;;dEm6nE;;;;;;;;;;;dEmEn;;;;;;;;;dEmEn;;;;dEmEn;;;;;;;;;;dEmEn
1180;démentir;;;;;;;;;;;;;;;;;;dEmâtE;dEmâtir;;;;;;;;;;;;;;;;;;;;;;;dEmâti;;;;;;;;;
1181;démerder;;;;;;;;;;;;dEmErd6ra;;;;;;;dEmErde;;;;;;;;;dEmErd;;;;;;;;;dEmErd;dEmErde;;;dEmErd;;;;dEmErde;;dEmErd;;dEmErd;;dEmErd
1182;démettre;;dEmi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmiz;;;;;;;;
1183;démeubler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEm6ble;;;;;;
1184;démissionner;;;;;;dEmisjOna;;;;;;;;;;;;;dEmisjOne;;;;;;;;;dEmisjOn;;;;;;;;;dEmisjOn;;;;dEmisjOn;;;;dEmisjOne;;dEmisjOn;;;;dEmisjOn
1185;démobiliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmObiliz;;;;;;;;;;;;;dEmObiliz;;;;;;;;;;
1186;démoder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmOd;;;dEmOde;;;;;;;
1187;démolir;;dEmOli;;;;dEmOli;;;;;;;;dEmOlisE;;;;;dEmOlir;;dEmOlis;;;dEmOlis;;;;dEmOli;;;;;dEmOlirE;;;;dEmOli;dEmOlise;dEmOli;;dEmOli;dEmOli;;;dEmOli;;dEmOlis;;;;dEmOlis
1188;démonter;;;;;;dEmôta;;;;;;;;;;;dEmôtE;;dEmôte;;;;;;;;;dEmôt;;;;;;;;;dEmôt;;;;;;;;;;dEmôt;;;;
1189;démontrer;;;;;;;;;;;;;;;;;;dEmôtrE;dEmôtre;;;;;;;;dEmôtre;;;;;;;;;;;dEmôtre;;;dEmôtr;;;;dEmôtre;;dEmôtr;;;;dEmôtr
1190;démoraliser;;;;;;;;;;;;;;;;;;;dEmOralize;;;;;;;;;dEmOraliz;;;;;;;;;;;;dEmOraliz;;;;dEmOralize;dEmOralize;;;;;;
1191;démordre;;;;;;;;;;;dEmOrdrô;;;;;;;;dEmOrdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1192;démultiplier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmyltiplie;dEmyltiplie;;;;;;;;
1193;démunir;;dEmyni;;dEmyni;;;;;;;;;;;;;;;dEmynir;;;;;;;;;dEmyni;;;;;;;;;dEmyni;;;;;;dEmyni;;;;;;;;
1194;démâter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEmate;;;;;;;;
1195;déménager;;;;;dEmEnaZEr;;;;;;;;;;;;;dEmEnaZE;dEmEnaZe;;;;;;;;dEmEnaZe;dEmEnaZ;;;;;;;;;dEmEnaZ;dEmEnaZe;dEmEnaZ;;dEmEnaZ;;;;dEmEnaZe;;dEmEnaZ;;dEmEnaZ;;dEmEnaZ
1196;démêler;;;;;;;;;;;;;;;;;;;dEmEle;;;;;;;;;dEmEl;;;;;;;;;dEmEl;;;;;;;;;;;;;;
1197;dénaturer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEnatyr;;;;;;;;;;;
1198;déniaiser;;;;;;dEnjEza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEnjEze;;;;;;
1199;dénicher;;;;;;;;;;;;dEniS6ra;;;;dEniSE;;;dEniSe;;;;;;;;dEniSe;;;;;;;;;;dEniS;;;;;;;;dEniSe;;;;;dEniS;
1200;dénigrer;;;;;;;;;;;;;;;;;;;dEnigre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEnigr;;dEnigr
1201;dénombrer;;;;;;;;;;;;;;;;;;;dEnôbre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEnôbr;dEnôbr
1202;dénoncer;;;;;;;;;;;;dEnôs6ra;;;;;;dEnôsE;dEnôse;;;;;;;;;dEnôs;dEnôsâ;;;;;;;;dEnôs;;dEnôs;;dEnôs;dEnôse;dEnôse;dEnôse;dEnôse;;dEnôs;;;;dEnôs
1203;dénouer;;;;;;dEnua;;;;;;;;;;;;dEnuE;dEnue;;;;;;;;;dEnu;dEnuâ;;;;;;;;dEnu;;;;;;;dEnue;dEnue;;;;;;
1204;dénuder;;;;;dEnydEr;;;;;;;;;;;;;dEnydE;;;;;;;;;;;;;;;;;;;dEnyd;;;;;;dEnyde;;dEnyde;;dEnyd;;;dEnyd;dEnyd
1205;dénuer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEnye;dEnye;dEnye;;;;;;
1206;dépanner;;;;;;;;;;;;dEpan6ra;;;;;;;dEpane;;;;;;;;;;;;;;;;;;dEpan;;;;;;;;;;;;;;dEpan
1207;dépareiller;;;;;;;;;;;;;;;;;;;dEparEje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1208;déparer;;;;;;;;;;;;;;;;;dEparE;;;;;;;;;;;;;;;;;;;;;;;;dEpar;;;;;;;;;;
1209;départager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpartaZ
1210;départir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpar;;;;dEparti;;;;;;
1211;dépasser;;;;;dEpasEr;dEpasa;;;;;dEpas6rô;dEpas6ra;dEpasjô;;;dEpasE;dEpasE;dEpasE;dEpase;;;;;;;dEpasô;dEpase;dEpas;dEpasâ;;;;;;;;dEpas;;;dEpas;dEpas;dEpase;dEpase;dEpase;dEpase;;dEpas;;dEpas;dEpas;dEpas
1212;dépayser;;;;;;;;;;;;;;;;;dEpEizE;;;;;;;;;;;dEpEiz;;;;;;;;;;;;;;;dEpEize;;dEpEize;;;;;;
1213;dépecer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpEs;;;;dEpEs
1214;dépeigner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpEJe;;dEpEJ;;;;
1215;dépeindre;;;;;;;;;;;;;;;;;;;dEpêdr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1216;dépendre;;;;;;;;;;;dEpâdrô;dEpâdra,dEpâdra;;;;;dEpâdE,dEpâdE;dEpâdE,dEpâdE;dEpâdr,dEpâdr;;;;;;;;dEpâde;;;;;;;dEpâdrE;;dEpâdô;;dEpâde;dEpâ,dEpâ;dEpâd,dEpâd;dEpâ,dEpâ;;;;;;dEpâd;;;dEpâd;
1217;dépenser;;;;;;;;;;dEpâs6ra;;;;;;;;dEpâsE;dEpâse;;;;;;;;;dEpâs;;dEpâs6rjô;;;;;;;dEpâs;dEpâse;dEpâs;dEpâs;;;;dEpâse;dEpâse;;dEpâs;;;dEpâs;dEpâs
1218;dépeupler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEp6ple;;;;;;;
1219;dépiauter;;;;;;;;;;;;;;;;;;dEpjOtE;dEpjOte;;;;;;;;;;dEpjOtâ;;;;;;;;;;;;;;;dEpjOte;;;;;;;
1220;dépister;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpiste;;;;;;
1221;déplacer;;;;;;dEplasa;;;;;;;;;;dEplasE;dEplasE;dEplasE;dEplase;;;;;;;;;dEplas;dEplasâ;;;;;;;;dEplas;dEplase;;dEplas;dEplas;;dEplase;;dEplase;;dEplas;;;;dEplas
1222;déplaire;;;;;;dEply;;;;;;;;;;;;dEplEzE;dEplEr;;;;;;;;;dEplE;;;;;;;dEplErE;;;;dEplE;dEplEz;dEplE;;;;;;dEplEz;;;;
1223;déplier;;;;;;;;;;;;;;;;;dEpliE;;;;;;;;;;;dEpli;;;;;;;;;dEpli;;;dEpli;;;dEplie;;dEplie;;dEpli;;;;dEpli
1224;déplorer;;dEplOrE;;;;;;;;;;;;dEplOrE;;dEplOrE;;dEplOrE;dEplOre;;;;;;;dEplOrô;;dEplOr;;;;;;;;;dEplOr;;;;dEplOr;;;;dEplOre;;dEplOr;;;;dEplOr
1225;déployer;;;;;;;;;;;;;;;;;dEplwajE;dEplwajE;dEplwaje;;;;;;;;dEplwaje;dEplwa;dEplwajâ;;;;;;;;dEplwa;;;dEplwa;dEplwa;;dEplwaje;;;dEplwajô;dEplwa;;;dEplwa;dEplwa
1226;déplumer;;;;;;;;;;;;;;;;;;dEplymE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1227;déporter;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpOrt;;;;;;;;;;;;;;;;;;;;;;;dEpOrt
1228;déposer;;;;;;dEpOza;;;;;;;;;;;;dEpOzE;dEpOze;;;;;;;;dEpOze;dEpoz;dEpOzâ;;;;;;;;dEpoz;dEpOze;;dEpoz;dEpoz;dEpOze;dEpOze;;dEpOze;;dEpoz;;dEpoz;;dEpoz
1229;déposséder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpOsEde;;;;;;;
1230;dépouiller;;;;;;;;;;;;;;;;;dEpujE;dEpujE;dEpuje;;;;;;;;;dEpuj;;;;;;;;;dEpuj;;;;dEpuj;;dEpuje;dEpuje;dEpuje;;dEpuj;;;dEpuj;
1231;dépourvoir;;dEpurvy;;dEpurvy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1232;déprendre;;;;;;;;;;;;;;dEpr6nE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1233;déprimer;;;;;;;;;;;;;;;;dEprimE;;;;;;;;;;;;dEprim;;;;;;;;;dEprim;;dEprim;dEprim;dEprim;;dEprime;;dEprime;;dEprim;;;;dEprim
1234;déprécier;;;;;;;;;;;;;;;;;;;dEprEsje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1235;dépérir;;;;;;;;;;;;;;;;;;dEpErisE;;;;;;;;;;;;;;;;;;;;;dEpEri;;;;;;;;;;;;
1236;dépêcher;;dEpESE;;;;;;;;;;;;;;;;;dEpESe;;;;;;;dEpESô;dEpESe;dEpES;;;dEpES6rE;;;;;dEpESô;dEpES;dEpESe;;;dEpES;;dEpESe;;;;dEpES;;dEpES;dEpES;dEpES
1237;dépêtrer;;;;;;;;;;;;;;;;;;;dEpEtre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1238;déraciner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dErasine;;;dErasin;;;;
1239;dérailler;;;;;;;;;;;;;;;;;;;;;;;;;;;dEraje;dEraj;;;;;;;;;dEraj;;;dEraj;dEraj;;;;;;;;;;dEraj
1240;déraisonner;;;;;;;;;;;;;;;;;;dErEzOnE;dErEzOne;;;;;;;;;;;;;;;;;;;;dErEzOn;;;;;;;;;;;;
1241;déranger;;;;;;;;dErâZ6rE;;;;dErâZ6ra;;;;;;dErâZE;dErâZe;;;;;;;dErâZô;dErâZe;dErâZ;;;;;dErâZ6rE;;dErâZ6rE;;dErâZ;dErâZe;dErâZ;dErâZ;dErâZ;;dErâZe;;dErâZe;;dErâZ;;dErâZ;;dErâZ
1242;déraper;;;;;;dErapa;;;;;;;;;;;;dErapE;dErape;;;;;;;;;dErap;dErapâ;;;;;;;;dErap;;dErap;;dErap;;;;;;dErap;;;dErap;
1243;dérider;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dErid
1244;dériver;;;;;;;;;;;;;;dErivE;;;;dErivE;dErive;;;;;;;;;dEriv;dErivâ;;;;;;;;dEriv;;;;;;;;;;;;;;dEriv
1245;dérober;;;;;dErObEr;;;;;;;;;;;dErObE;;dErObE;dErObe;;;;;;;;dErObe;dErOb;;;;;;dErOb6rE;;;dErOb;;;dErOb;dErOb;;;dErObe;dErObe;;;;;;dErOb
1246;déroger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dErOZ;;;;;;;;;;;;;;
1247;dérouiller;;;;;;;;;;;;;;;;;;;dEruje;;;;;;;;;dEruj;;;dEruj6rE;;dEruj6rE;;;;;;dEruj;;;;;;;;;;;;dEruj
1248;dérouler;;;;;;dErula;;;;;;;;;;;;dErulE;dErule;;;;;;;;;dErul;dErulâ;;;;;;dErul6rE;;dErul;;;dErul;dErul;;dErule;;dErule;;dErul;;;dErul;dErul
1249;dérouter;;;;;;;;;;;;;;;;;;dErutE;dErute;;;;;;;;;dErut;;;;;;;;;;;dErut;;;;;;dErute;;dErut;;;;
1250;dérégler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dErEgl;;;;
1251;désaccoutumer;;;;;;dEzakutyma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1252;désacraliser;;;;;;;;;;;;;;;;;;;dEsakralize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
