;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
965;copiner;;;;;;;;;;;;;;;;;;kòpinè;kòpine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
966;corder;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kOrd;;;;kOrd;kOrde;;;;;;;;;
967;corner;;;;;;;;;;;;;;;;;;;kOrne;;;;;;;;;;;;;;;;;;;;;;kOrn;;kOrne;;kOrne;;;;;;
968;correspondre;;;;;;;;;;;;;;;;kòrEspôdè;kòrEspôdè;kòrEspôdè;kòrEspôdr;;;;;;;;;;kòrEspôdâ;;;;;kòrEspôdrè;kòrEspôdrè;;;kòrEspôde;kòrEspô;kòrEspôd;kòrEspô;;;;;;;;;kòrEspôd;kòrEspôd
969;corriger;kòriZam;;;;;kòriZa;kòriZ6rô;;kòriZ6re;;;kòriZ6ra;;kòriZè;kòriZje;;kòriZè;kòriZè;kòriZe;;;;;;;kòriZô;kòriZe;kòriZ;kòriZâ;;;;;;kòriZ6rè;kòriZô;kòriZ;kòriZe;;kòriZ;kòriZ;;kòriZe;kòriZe;kòriZe;;;;;;
970;corroborer;;;;;;;;;;;;;;;;;;;kòròbòre;;;;;;;;;;kòròbòrâ;;;;;;;;;;;kòròbOr;kòròbOr;;;;kòròbòre;;;;;;
971;corroder;;;;;;;;;;;;;;;;;;kòròdè;;;;;;;;;;;;;;;;;;;;;;;;kòròde;kòròde;kòròde;kòròde;;;;;;
972;corrompre;;;;;;;;;;;;;;;;;;;kòrôpr;;;;;;;;kòrôpe;;;;;;;;;;;;;kòrôp;kòrô;;kòrôpy;kòrôpy;kòrôpy;;kòrôp;;;;
973;corser;;;;;;kOrsa;;;;;;;;;;;;kOrsè;kOrse;;;;;;;;;kOrs;;;;;;;;;;;;kOrs;kOrs;;kOrse;;;;;;;;kOrs
974;corseter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kOrs6te;;kOrs6te;;;;;;
975;costumer;;;;;;;;;;;;;;;;;;;kòstyme;;;;;;;;;;;;;;;;;;;;kòstym;;kòstym;;kòstyme;kòstyme;kòstyme;;;;kòstym;;
976;coter;;;;;;kòta;;;;;;;;;;;;;kòte;;;;;;;;;kOt;;;;;;;;;;;;kOt;kOt;;kòte;kòte;kòte;;;;kOt;;
977;cotiser;;;;;kòtizEr;;;;;;;;;;;;kòtizè;;kòtize;;;;;;;;;;;;;;;;;;kòtiz;;;;kòtiz;;;kòtize;kòtize;;;;;;
978;couchailler;;;;;;;;;;;;;;;;;;;kuSaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
979;coucher;;kuSè;;;kuSEr;kuSa;;kuS6rè;kuS6re;kuS6ra;;kuS6ra;kuSjô;kuSè;kuSje;kuSè;kuSè;kuSè;kuSe;;;;;;kuSa;kuSô;kuSe;kuS;kuSâ;kuS6rjô;kuS6rè;;kuS6rè;kuS6rè;kuS6rè;kuSô;kuS;kuSe;kuS;kuS;kuS;kuSe;kuSe;kuSe;kuSe;;kuS;;kuS;;kuS
980;coudre;;;;;kuzir;kuzi;;;;kudra;;;;;;;kuzè;kuzè;kudr;;;;;;;;;ku;kuzâ;;;;;;;;ku;kuze;ku;kuz;ku;kuzy;kuzy;kuzy;kuzy;;kuz;;;;kuz
981;couillonner;;;;;;;;;;;;;;;;;;;kujòne;;;;;;;;;;;;;;;;;;;;;;;;;;kujòne;;;;;;
982;couler;;;;;kulEr;kula;;;;kul6ra;;kul6ra;kuljô;;kulje;;kulè;kulè;kule;;;;;;;kulô;kule;kul;kulâ;;;;;;kul6rè;kulô;kul;kule;kul;kul;kul;kule;kule;kule;kule;;;;;;kul
983;coulisser;;;;;;;;;;;;;;;;;;kulisè;kulise;;;;;;;;;;kulisâ;;;;;;;;;;;;;;;;kulise;;;;;;
984;couper;;kupè;;;kupEr;kupa;kup6rô;kup6rè;kup6re;kup6ra;kup6rô;kup6ra;kupjô;kupè;kupje;kupè;kupè;kupè;kupe;;;;;;;kupô;kupe;kup;kupâ;;kup6rè;;kup6rè;kup6rè;kup6rè;kupô;kup;kupe;kup;kup;kup;kupe;kupe;kupe;kupe;;kup;;;;kup
985;coupler;;;;;;;;;;;;;;;;;;;kuple;;;;;;;;;;;;;;;;;;;;;;kupl;kuple;;kuple;kuple;;;;kupl;;
986;courber;;;;;;kurba;;;;;;;;;;;kurbè;kurbè;kurbe;;;;;;;;;kurb;kurbâ;;;;;;;kurbô;kurb;kurbe;;kurb;kurb;kurbe;kurbe;kurbe;kurbe;;;;;;kurb
987;courir;;kury;;;kuryr;kury;kurrô;kurrè;kurre;kurra;;kurra;kurjô;kurè;kurje;kurè;kurè;kurè;kurir;;;;;;kury;kurô;kure;kur;kurâ;;kurrè;;kurrè;kurrè;kurrè;kurô;kur;kure;kur;kur;kur;kury;kury;kury;kury;;kur;kurje;kur;;kur
988;couronner;;;;;;kuròna;;;;;;;;;;;kurònè;kurònè;kuròne;;;;;;;;;kuròn;kurònâ;;;;;;;;kuròn;;;kuròn;kuròn;kuròne;kuròne;kuròne;kuròne;;;;;;
989;courre;;;;;;;;;;;;;;;;;;;kur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
990;courroucer;;;;;;;;;;;;;;;;;kurusè;;;;;;;;;;;;;;;;;;;;;;;;kurus;kuruse;kuruse;;kuruse;;;;;;
991;courser;;;;;;;;;;;;;;kursè;;;kursè;;kurse;;;;;;;;;;;;;;kurs6rè;;;;;;;;kurs;;kurse;kurse;kurse;;;;;;
992;court-circuiter;;;;;;;;;;;;;;;;;;kursirkHitè;kursirkHite;;;;;;;;;kursirkHit;kursirkHitâ;;;;;;;;kursirkHit;;;;kursirkHit;;kursirkHite;;kursirkHite;;;;;;
993;courtiser;;;;;;;;;;;;;;;;;;kurtizè;kurtize;;;;;;;;;kurtiz;;;;;;;;;kurtiz;kurtize;;kurtiz;kurtiz;;kurtize;;kurtize;;;;;;
994;cousiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kuzinâ;;;;;;;;;;;;;;;;;;;;;;
995;couver;;;;;;;;;;;;;;;;;kuvè;kuvè;kuve;;;;;;;;;kuv;kuvâ;;;;;;;;kuv;;kuv;kuv;kuv;;kuve;kuve;kuve;;;;;kuv;
996;couvrir;;;;;kuvrir;kuvri;kuvrirô;kuvrirè;;kuvrira;kuvrirô;kuvrira;;kuvrè;kuvrie;kuvrè;kuvrè;kuvrè;kuvrir;;;;;;;kuvrô;kuvre;kuvr;kuvrâ;;kuvrirè;;kuvrirè;kuvrirè;kuvrirè;kuvrô;kuvr;kuvre;kuvr;kuvr;kuvr;kuvErt;kuvErt;kuvEr;kuvEr;;;;kuvr;;
997;coïncider;;;;;kòêsidEr;kòêsida;;;;;;;;;;;kòêsidè;kòêsidè;kòêside;;;;;kòêsidas;kòêsida;;;kòêsid;kòêsidâ;;;;;;kòêsid6rè;;;;;kòêsid;kòêsid;;;;;;;;;;
998;coûter;;;;;;kuta;;;;;kut6rô;kut6ra;kutjô;;;;kutè;kutè;kute;;;;;;kuta;;;kut;kutâ;;;;;;kut6rè;;kut;kute;kut;kut;kut;;;kute;kute;;;;;;
999;cracher;;kraSè;;;kraSEr;kraSa;;kraS6rè;;;kraS6rô;kraS6ra;;kraSè;;kraSè;kraSè;kraSè;kraSe;;;;;;;kraSô;kraSe;kraS;kraSâ;;kraS6rè;;kraS6rè;;;kraSô;kraS;kraSe;kraS;kraS;kraS;;kraSe;kraSe;kraSe;;;;kraS;;
1000;crachiner;;;;;;;;;;;;;;;;;;;kraSine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1001;crachoter;;;;;;;;;;;;;;;;;kraSòtè;kraSòtè;kraSòte;;;;;;;;;;kraSòtâ;;;;;;;;;;;;kraSOt;;;;;;;;;;
1002;crachouiller;;;;;;kraSuja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kraSuj;;;;;;;;;;
1003;crailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kraj;;;;;;;;;;;
1004;craindre;;krèJi;;;;krèJi;;;;;;;krèJô;krèJè;krèJe;krèJè;krèJè;krèJè;krêdr;;;;;krèJis;;krèJô;krèJe;krê;krèJâ;;;;krêdrè;;krêdrè;krèJô;krê;krèJe;krê;krEJ;krê;;krêt;krê;krê;;krEJ;;;;krEJ
1005;cramer;;;;;;;;;;;;;;;;;;kramè;krame;;;;;;;;krame;kram;;;;;;;;;kram;;;;kram;;;krame;krame;;;;;;
1006;cramponner;;;;;;krâpòna;;;;;;;;krâpònè;;krâpònè;;krâpònè;krâpòne;;;;;;;krâpònô;krâpòne;krâpòn;krâpònâ;;;;;;;;krâpòn;;;;krâpòn;;krâpòne;krâpòne;krâpòne;;;;;;
1007;crapahuter;;;;;;;;;;;;;;;;;;;krapayte;;;;;;;;;;;;;;;;;krapaytô;krapayt;;;;;;;;;;;;;;
1008;craqueler;;;;;;;;;;;;;;;;;;krak6lè;krak6le;;;;;;;;;;krak6lâ;;;;;;;;;;;;krakEl;;;;krak6le;;;;;;
1009;craquer;;;;;krakEr;kraka;;;;;krak6rô;krak6ra;;;;;krakè;krakè;krake;;;;;;;;krake;krak;krakâ;;;;;;krak6rè;;krak;krake;krak;krak;krak;krake;;;krake;;;;;;
1010;craqueter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;krakEt;;;;;;;;;;
1011;cravacher;;;;;;;;;;;;;;kravaSè;;;;kravaSè;kravaSe;;;;;;;;;;;;;;;;;;kravaS;;;;;kravaSe;;;;;;;;;
1012;cravater;;;;;;;;;;;;;;;;;;kravatè;kravate;;;;;;;;;kravat;;;;;;;;;kravat;;kravat;;kravat;kravate;kravate;kravate;kravate;;;;;;
1013;crayonner;;;;;;;;;;;;;;;;;;krèjònè;krèjòne;;;;;;;;;krèjòn;krèjònâ;;;;;;;;krèjòn;krèjòne;;;;;;;krèjòne;;;;;;
1014;creuser;;kr6zè;;;kr6zEr;kr6za;;kr6z6rè;;kr6z6ra;;kr6z6ra;;kr6zè;;kr6zè;kr6zè;kr6zè;kr6ze;;;;;;;kr6zô;kr6ze;kr2z;kr6zâ;;;;;;;kr6zô;kr2z;kr6ze;kr2z;kr2z;kr2z;kr6ze;kr6ze;kr6ze;kr6ze;;;;;;kr2z
1015;crevasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kr6vase;kr6vase;;kr6vase;;;;;;
1016;crever;;;;;kr6vEr;kr6va;krèv6rô;krèv6rè;krèv6re;krèv6ra;krèv6rô;krèv6ra;;kr6vè;;kr6vè;kr6vè;kr6vè;kr6ve;;;;;;;;kr6ve;krEv;kr6vâ;;krèv6rè;;krèv6rè;;krèv6rè;kr6vô;krEv;kr6ve;krEv;krEv;krEv;kr6ve;kr6ve;kr6ve;kr6ve;;;;;;krEv
1017;criailler;;;;;;;;;;;;;;;;;kriajè;kriajè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1018;cribler;;;;;;;;;;;;;;;;;;;;;;;;;;;;kribl;kriblâ;;;;;;;;kribl;;;kribl;;krible;krible;krible;krible;;;;;;
1019;crier;;krjè;;;kriEr;krja;;krirè;;krira;;krira;;kriè;;kriè;kriè;kriè;krie;;;;;;;kriô;krie;kri;kriâ;;;;krirè;krirè;krirè;kriô;kri;krie;kri;kri;kri;;krje;krie;krje;;;;kri;;
1020;crisper;;krispè;;;krispEr;krispa;;;;;;;;;;;krispè;krispè;krispe;;;;;;;;;krisp;krispâ;;;;;;;;krisp;;;krisp;krisp;krispe;krispe;krispe;krispe;;;;;;
1021;crisser;;;;;krisEr;krisa;;;;;;;;;;;krisè;krisè;krise;;;;;;;;;kris;krisâ;;;;;;;;kris;;;kris;kris;;;;;;;;;;
1022;cristalliser;;;;;kristalizEr;;;;;;;;;;;;kristalizè;kristalizè;kristalize;;;;;;;;;;;;;;;;;;;;;;kristaliz;;kristalize;kristalize;;;;;;;
1023;critiquer;;;;;;;;;;;;kritik6ra;;kritikè;;kritikè;;kritikè;kritike;;;;;;;;kritike;kritik;;;;;;;;;kritik;kritike;kritik;;kritik;;kritike;kritike;kritike;;;;;;
1024;croasser;;;;;;kròasa;;;;;;;;;;;kròasè;;kròase;;;;;;;;;;;;;;;;;;;;;;kròas;;;;;;;;;;
1025;crocheter;;;;;;kròS6ta;;;;;;;;;;;;;kròS6te;;;;;;;;;;;;;;;;;;;;;;;;;kròS6te;kròS6te;;;;;;
1026;croire;krym;kry;;kry;kryr;kry;;krwarè;krware;krwara;krwarô;krwara;krwajô;krwajè;krwaje;krwajè;krwajè;krwajè;krwar;;;;;;;krwajô;krwaje;krwa;krwajâ;krwarjô;krwarè;krwarje;krwarè;krwarè;krwarè;krwajô;krwa;krwaje;krwa;krwa;krwa;;kry;kry;kry;;krwa;krwaje;krwa;;krwa
1027;croiser;krwazam;krwazè;;;krwazEr;krwaza;;krwaz6rè;krwaz6re;;;krwaz6ra;krwazjô;krwazè;;krwazè;krwazè;krwazè;krwaze;;;;;;krwaza;krwazô;krwaze;krwaz;krwazâ;;krwaz6rè;;;krwaz6rè;krwaz6rè;krwazô;krwaz;krwaze;krwaz;krwaz;krwaz;krwaze;krwaze;krwaze;krwaze;;;;;;
1028;croquer;;;;;kròkEr;kròka;;;;;;;;kròkè;;;kròkè;kròkè;kròke;;;;;;;kròkô;kròke;krOk;kròkâ;;;;;;kròk6rè;;krOk;kròke;;krOk;krOk;kròke;;;kròke;;;;;;
1029;crotter;;;;;;;;;;;;;;;;;;;kròte;;;;;;;;;;;;;;;;;;;;;;;kròte;kròte;kròte;kròte;;;;;;
1030;crouler;;;;;krulEr;krula;;;;;;;;;;;krulè;krulè;krule;;;;;;;;;krul;krulâ;;;;;;;;krul;;;;krul;;krule;;krule;;;;;;
1031;croupir;;;;;;krupi;;;;;;;;;;;krupisè;krupisè;krupir;;;;;;;;;;krupisâ;;;;;;;;;;krupi;krupis;krupi;;;;;;;;;;
1032;croître;;;;;;kry;;;;;;;;krwasè;;;krwasè;krwasè;krwatr;;;;;;;;krwase;;krwasâ;;;;;krwatrè;;;;;;krwas;krwa;kry;kry;;kry;;;;;;krwas
1033;croûter;;;;;;;;;;;;;;;;;;;krute;;;;;;;;;;;;;;;;;;;;;;krut;;krute;;krute;;;;;;
1034;crucifier;;;;;;;;;;;;;;;;;;krysifjè;krysifje;;;;;;;;krysifje;krysifi;;;;;;;;;;;;krysifi;krysifi;;krysifje;krysifje;krysifje;;;;;;
1035;crypter;;;;;;;;;;;;;;;;;;;;;;;;;;;;kript;;;;;;;;;;;;;kript;kripte;;;kripte;;;;;;
1036;crâner;;;;;;krana;;;;;;;;kranè;;;;kranè;krane;;;;;;;;;kran;;;;;;;;;kran;;;kran;kran;;;;;;;;;;
1037;crécher;;;;;;;;;;;;;;;;;;;krèSe;;;;;;;;;;;;;;;;;;krES;;krES;;krES;;;;;;;;;;
1038;créditer;;;;;;;;;;;;;;;;;;;krèdite;;;;;;;;;;;;;;;krèdit6rè;;;;;;;;;;krèdite;krèdite;;;;;;
1039;créer;;krèè;;;krèEr;krèa;krèrô;;;;;krèra;krèjô;krèè;;krèè;krèè;krèè;krèe;;;;;;;krèô;krèe;kre;krèâ;;;;krèrè;;krèrè;krèô;kre;krèe;;kre;kre;krèe;krèe;;krèe;;;;;;kre
1040;crépir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;krèpi;;krèpi;krèpi;;;;;;
1041;crépiter;;;;;;krèpita;;;;;;;;;;;krèpitè;krèpitè;krèpite;;;;;;;;;krèpit;krèpitâ;;;;;;;;;;;krèpit;krèpit;;;;;;;;;;
1042;crétiniser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;krètinize;;;;;;
1043;crêper;;;;;;;;;;;;;;;;;;;krèpe;;;;;;;;;;;;;;;;;;;;;;krEp;;krèpe;krèpe;;;;;;;
1044;cuber;;;;;;;;;;;;;;;;;;kybè;;;kybas;;;;;;;;;;;;;;;;;;kyb;;kyb;;;;;;;;;;
1045;cueillir;k6jim;k6ji;;;;k6ji;;k6j6rè;;k6j6ra;;;;k6jè;;k6jè;;k6jè;k6jir;;;;;;;;k6je;k9j;k6jâ;;;;;;;;k9j;k6je;k9j;;k9j;k6ji;k6ji;k6ji;k6ji;;;;;;
1046;cuirasser;;;;;;;;;;;;;;;;;;kHirasè;kHirase;;;;;;;;;;;;;;;;;;kHiras;;;;;;;kHirase;;;;;;;
1047;cuire;;;;;;;;kHirè;;;;kHira;;;;;kHizè;kHizè;kHir;;;;;;;kHizô;kHize;kHi;;;;;;;kHirè;;kHi;;kHi;kHiz;kHi;;;kHi;kHi;;kHiz;;;;kHiz
1048;cuisiner;;;;;;;kHizin6rô;kHizin6rè;;;;kHizin6ra;;kHizinè;;kHizinè;;kHizinè;kHizine;;;;;;;;kHizine;kHizin;;;;;kHizin6rè;;kHizin6rè;;kHizin;kHizine;kHizin;kHizin;kHizin;;kHizine;;kHizine;;;;;;kHizin
1049;cuiter;;;;;;;;;;;;;;;;;;;kHite;;;;;;;;;;;;;;;;;;;;;;;;;;kHite;;;;;;
1050;cuivrer;;;;;;;;;;;;;;;;;;kHivrè;;;;;;;;;;;;;;;;;;;;;;;;kHivre;kHivre;kHivre;kHivre;;;;;;
1051;culbuter;;;;;;;;;;;;;;;;;kylbytè;kylbytè;kylbyte;;;;;;;;;kylbyt;kylbytâ;;;;;;;;kylbyt;;;kylbyt;kylbyt;;kylbyte;kylbyte;kylbyte;;;;;;
1052;culer;;;;;;;;;;;;;;;;;;;;;;;;;;;;kyl;;;;;;;;;;;;;;;;;;;;;;;
1053;culminer;;;;;;;;;;;;;;;;;;kylminè;kylmine;;;;;;;;;;;;;;;;;;;;;;kylmin;;;;;;;;;;
1054;culotter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kylOt;;kylòte;kylòte;kylòte;;;;kylOt;;
1055;culpabiliser;;;;;;;;;;;;;;kylpabilizè;;;;;kylpabilize;;;;;;;;kylpabilize;kylpabiliz;;;;;;;;;kylpabiliz;;;kylpabiliz;kylpabiliz;;;;kylpabilize;;;;;;
1056;cultiver;;;;;kyltivEr;kyltiva;;kyltiv6rè;;;;kyltiv6ra;;kyltivè;;;kyltivè;kyltivè;kyltive;;;;;;;kyltivô;kyltive;kyltiv;kyltivâ;;;;;kyltiv6rè;kyltiv6rè;;kyltiv;kyltive;kyltiv;kyltiv;kyltiv;;kyltive;kyltive;kyltive;;;;;;
1057;cumuler;;;;;;;;;;;;;;;;;;;kymyle;;;;;;;;;;;;;;;;;;;;;;kymyl;;;;;;;;;;
1058;curer;;;;;;;;;;;;;;;;;;kyrè;kyre;;;;;;;;;;;;;;;;;;kyr;;;;kyr;;kyre;kyre;kyre;;;;;;
1059;cuver;;;;;;;;;;;;;;;;;kyvè;kyvè;kyve;;;;;;;;;kyv;kyvâ;;;;;;;;kyv;;;;kyv;;;;;;;;;;
1060;cyanoser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sjanòze;;;;;;;;
1061;cylindrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;silêdre;;;;;;;
1062;câbler;;;;;;kabla;;;;;;;;;;;;kablè;;;;;;;;;kable;;;;;;;;;;;;;;;;;;kable;;;;;;
1063;câliner;;;;;;kalina;;;;;;;;;;;;kalinè;kaline;;;;;;;;;kalin;;;;;;;;;;;;;;;kaline;;;;;;;;
1064;céder;;sèdè;;;sèdEr;sèda;;sèd6rè;sèd6re;sèd6ra;sèd6rô;sèd6ra;;sèdè;;sèdè;sèdè;sèdè;sède;;;;;;sèda;sèdô;sède;sEd;sèdâ;;sèd6rè;sèd6rje;sèd6rè;sèd6rè;sèd6rè;sèdô;sEd;sède;;sEd;sEd;sède;;;sède;;;;;;
1065;célébrer;sèlèbram;;;;sèlèbrEr;sèlèbra;sèlèbr6rô;;;;sèlèbr6rô;;sèlèbrjô;;;;sèlèbrè;sèlèbrè;sèlèbre;;;;;;sèlèbra;sèlèbrô;;sèlEbr;sèlèbrâ;;sèlèbr6rè;;;;;sèlèbrô;sèlEbr;;sèlEbr;sèlEbr;sèlEbr;sèlèbre;sèlèbre;;sèlèbre;;;;;;sèlEbr
1066;côtoyer;;;;;;kòtwaja;;;;;;;;kòtwajè;;;kòtwajè;kòtwajè;kòtwaje;;;;;;;;;;kòtwajâ;;;;;;;kòtwajô;kòtwa;;;kòtwa;kòtwa;;;kòtwaje;kòtwaje;;;;;;
1067;dactylographier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;daktilògrafje;;;;;;;;
1068;daigner;;;;;;dèJa;;;;;;dèJ6ra;;;;;dèJè;dèJè;dèJe;;;;;;dèJa;;dèJe;dEJ;dèJâ;;;;;dèJ6rè;;;dEJ;dèJe;;;dEJ;;;;;;;;;;
1069;daller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dal;dale;dale;dale;dale;;;;;;
1070;damasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;damase;;;;;;;;;
1071;damer;;;;;;;;;;;;;;;;;;;dame;;;;;;;;;dam;;;;dam6rje;;;;;dam;;dam;;dam;;;;dame;;;;dam;;
1072;damner;;;;;;;;;;;;dan6ra;;;;;;;dane;;;;;;;;;;;;dan6rè;;;;;;dan;;;dan;dan;dane;dane;dane;dane;;;;;;
1073;dandiner;;;;;;dâdina;;;;;;;;;;;dâdinè;dâdinè;dâdine;;;;;;;;;dâdin;dâdinâ;;;;;;;;dâdin;dâdine;;;dâdin;;;;;;;;;;
1074;danser;;;;;dâsEr;dâsa;dâs6rô;dâs6rè;dâs6re;dâs6ra;dâs6rô;dâs6ra;dâsjô;dâsè;;dâsè;dâsè;dâsè;dâse;;;;;;;dâsô;dâse;dâs;dâsâ;dâs6rjô;dâs6rè;;dâs6rè;dâs6rè;dâs6rè;dâsô;dâs;dâse;dâs;dâs;dâs;;dâse;;dâse;;;;dâs;;dâs
1075;darder;;;;;;;;;;;;;;;;;;dardè;darde;;;;;;;;;dard;;;;;;;;;dard;;;;dard;darde;;darde;darde;;;;;;
1076;dater;;;;;;data;;;;;;;;;;;datè;datè;date;;;;;;;;;dat;datâ;;;;;;dat6rè;;dat;date;dat;dat;dat;date;date;date;date;;;;;;
1077;dauber;;;;;;;;;;;;;;;;;;dòbè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1078;demander;;d6mâdè;;;d6mâdEr;d6mâda;d6mâd6rô;d6mâd6rè;d6mâd6re;d6mâd6ra;d6mâd6rô;d6mâd6ra;d6mâdjô;d6mâdè;d6mâdje;d6mâdè;d6mâdè;d6mâdè;d6mâde;;;;;;d6mâda;d6mâdô;d6mâde;d6mâd;d6mâdâ;;d6mâd6rè;d6mâd6rje;d6mâd6rè;d6mâd6rè;d6mâd6rè;d6mâdô;d6mâd;d6mâde;d6mâd;d6mâd;d6mâd;d6mâde;d6mâde;d6mâde;d6mâde;;d6mâd;;d6mâd;d6mâd;d6mâd
1079;demeurer;d6m6ram;d6m6rè;;;d6m6rEr;d6m6ra;d6m6r6rô;d6m6r6rè;;d6m6r6ra;d6m6r6rô;d6m6r6ra;d6m6rjô;d6m6rè;;;d6m6rè;d6m6rè;d6m6re;;;;;d6m6ras;d6m6ra;d6m6rô;d6m6re;d6m9r;d6m6râ;;d6m6r6rè;;;d6m6r6rè;d6m6r6rè;d6m6rô;d6m9r;d6m6re;d6m9r;d6m9r;d6m9r;d6m6re;d6m6re;d6m6re;d6m6re;;;;;;
1080;denteler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dât6le;dât6le;;;;;;
1081;desceller;;;;;;dèsèla;;;;;;;;;;;;;dèsèle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082;descendre;dèsâdim;dèsâdi;;;dèsâdir;dèsâdi;dèsâdrô;dèsâdrè;dèsâdre;dèsâdra;dèsâdrô;dèsâdra;dèsâdjô;dèsâdè;dèsâdje;dèsâdè;dèsâdè;dèsâdè;dèsâdr;;;;;;;dèsâdô;dèsâde;dèsâ;dèsâdâ;;dèsâdrè;;dèsâdrè;dèsâdrè;dèsâdrè;dèsâdô;dèsâ;dèsâde;dèsâ;dèsâd;dèsâ;dèsâdy;dèsâdy;dèsâdy;dèsâdy;;dèsâd;;dèsâd;dèsâd;dèsâd
1083;dessaisir;;;;;;dèsèzi;;;;;;;;;;;;;dèsèzir;;;;;;;;;;;;;;;;;;dèsèzi;;;;;;;;;;;;;;
1084;dessaler;;;;;;;;;;;;;;;;;dèsalè;;dèsale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085;dessaouler;;;;;;;;;;;;;;;;;;;;;;;;;;;;dèsul;;;;;;;;;dèsul;;;dèsul;dèsul;;;;dèsule;;;;;;
1086;desseller;;;;;;;;;;;;;;;;;;;dèsèle;;;;;;;;;dèsEl;;;;;;;;;;;;;dèsEl;;;dèsèle;dèsèle;;;;;;
1087;desserrer;;dèsèrè;;;;dèsèra;;;;;;;;;;;;dèsèrè;dèsère;;;;;;;dèsèrô;dèsère;dèsEr;;;;;;dèsèr6rè;;;dèsEr;dèsère;;dèsEr;dèsEr;dèsère;dèsère;;dèsère;;;;;;
1088;dessertir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dèsErti;;;;;;;;
1089;desservir;;;;;;dèsErvi;;;;;;;;;;;;dèsErvè;dèsErvir;;;;;;;;;;dèsErvâ;;;;;;;;;;dèsEr;dèsErv;dèsEr;dèsErvi;dèsErvi;;dèsErvi;;;;;;
1090;dessiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dèsije;dèsije;;;;;;
1091;dessiner;;dèsinè;;;dèsinEr;dèsina;;dèsin6rè;dèsin6re;;dèsin6rô;;dèsinjô;dèsinè;dèsinje;dèsinè;dèsinè;dèsinè;dèsine;;;;;;;;dèsine;dèsin;dèsinâ;;dèsin6rè;;dèsin6rè;;dèsin6rè;;dèsin;dèsine;dèsin;dèsin;dèsin;dèsine;dèsine;dèsine;dèsine;;;;;;
1092;dessouder;;;;;;;;;;;;;;;;;;;dèsude;;;;;;;;;;;;;;;;;;;;;;;;dèsude;;;;;;;;
1093;dessouler;;;;;;;;;;;;;;;;;;;dèsule;;;;;;;;;;;;;;;;;;;;;;;;;;dèsule;;;;;;
1094;dessoûler;;;;;;;;;;;;;;;;;;;dèsule;;;;;;;;;dèsul;;;;;;;;;dèsul;;;;dèsul;;dèsule;;dèsule;;;;;;
1095;dessécher;;;;;;;;;;;;;;;;;dèsèSè;dèsèSè;dèsèSe;;;;;;;;;dèsES;dèsèSâ;;;;;;;;dèsES;;;dèsES;dèsES;dèsèSe;dèsèSe;dèsèSe;dèsèSe;;dèsES;;;;
1096;destiner;;;;;;dEstina;;;;;;;;dEstinè;;dEstinè;dEstinè;dEstinè;;;;;;;;;;;dEstinâ;;;;;;;;dEstin;dEstine;;dEstin;dEstin;dEstine;dEstine;dEstine;dEstine;;;;;;
