lexeme	NAME	GWEIGHT	fi1P	ii1P	ps1P	ps2P	ps2S	ai1P	fi1S	ii2S	inf	is3P	pI1P	pc1S	pi2P	pi2S	ppFS	ppMP	ps3P	fi2S	fi3S	pc3P	pi1S	ii1S	pI2P	pP	pi1P	pi3P	ai2P	ii2P	is1P	is1S	is2P	is2S	is3S	pI2S	pc3S	pi3S	ps3S	ai1S	ai2S	ai3P	ai3S	fi2P	fi3P	ii3P	ii3S	pc1P	pc2P	pc2S	ppFP	ppMS	ps1S
clamecer	clamecer	1.000000									100.000000																																										
clamser	clamser	1.000000							12.280702		59.649123																										8.771930	19.298246															
clapir	clapir	1.000000									50.000000																											50.000000															
clarifier	clarifier	1.000000									60.000000		5.098039				0.392157						7.058824			0.196078										7.058824		7.058824					2.745098									10.392157	
classifier	classifier	1.000000									50.000000																	9.459459																						1.351351	8.108108	31.081081	
cliver	cliver	1.000000									100.000000																																										
clôturer	clôturer	1.000000									27.796610						3.389831				0.677966							2.372881										20.677966		6.779661			3.050847			6.779661	6.779661					21.694915	
coasser	coasser	1.000000									21.333333															20.000000		18.666667										13.333333								26.666667							
cocher	cocher	1.000000									46.038864				1.793722	0.597907	0.149477	0.149477		0.149477			8.669656		1.793722	2.989537									1.046338	8.669656		8.669656					1.046338				4.185351				1.793722	12.257100	
coexister	coexister	1.000000									40.588235				1.764706											11.764706	1.764706	21.176471										6.470588							4.117647	8.235294	4.117647						
coffrer	coffrer	1.000000	0.085690						0.257069		31.448158		0.771208	0.085690	2.999143	0.428449	1.199657	4.455870			0.428449		12.425021		2.999143			1.970865								12.425021		12.425021							2.399314	0.085690	1.028278				0.171380	11.910883	
cohabiter	cohabiter	1.000000									35.864979											0.843882						12.236287		0.843882								19.409283					2.953586			21.940928	5.907173						
collecter	collecter	1.000000									40.659341						3.021978	6.043956					12.362637		0.274725	4.945055	2.472527											12.362637									1.373626				1.373626	15.109890	
colleter	colleter	1.000000									37.288136							11.864407																		12.711864		12.711864														25.423729	
colmater	colmater	1.000000									27.248677		0.264550				12.433862	1.851852						1.851852	0.264550	2.116402										13.492063		13.492063								1.851852	7.142857				8.994709	8.994709	
colporter	colporter	1.000000									28.187919		0.671141			2.348993	5.033557				2.348993					7.046980	0.671141	1.006711								7.382550		7.382550					2.348993			4.697987	22.818792				3.020134	5.033557	
combattre	combattre	1.000000	0.666365	0.192004			0.045177		0.666365	0.350124	43.968828		1.886153	0.112943	2.100745	2.834877	0.553422	0.643777		0.214592	0.790603	0.045177	2.834877	0.350124	2.100745	4.969505	1.886153	4.687147		0.124238					0.101649	2.834877	0.158121	7.330020	0.327536			0.192004	0.282358	0.214592	0.237181	2.179806	2.089451		0.022589	0.112943	0.203298	11.362096	0.327536
combler	combler	1.000000							0.246305	0.179131	23.443798		0.044783	0.179131	1.410658	0.626959	6.739812	4.567846			0.761308	0.604568	10.344828	0.179131	1.410658	0.962830		1.074787							0.156740	10.344828	0.313480	10.344828				0.313480	1.433050	0.044783	0.626959	1.097179	9.359606				0.694133	12.494402	
communier	communier	1.000000	0.782123								36.983240				2.011173								9.944134	5.027933	2.011173	5.363128	0.111732	3.910615				0.782123				9.944134		9.944134				0.782123	0.782123		0.782123	6.033520	4.804469						
communiquer	communiquer	1.000000	0.252398	0.370183					0.134612	0.353357	35.991923	0.117786	0.757193		1.497560	0.336530	1.783611	1.177856			0.353357	0.134612	10.331482	0.353357	1.497560	2.305233	0.757193	3.802793		0.151439					0.336530	10.331482	0.235571	10.331482		0.336530		0.235571	1.817264	0.033653	0.168265	1.985529	4.627293				0.252398	6.848393	
commémorer	commémorer	1.000000		0.429185							55.364807															13.304721	1.716738	6.437768										16.309013									6.008584					0.429185	
commérer	commérer	1.000000									27.272727																																				72.727273						
comparaître	comparaître	1.000000	1.200686				0.171527				55.746141					8.747856					2.744425		8.747856			2.401372	0.171527	0.343053									1.372213	5.660377					4.974271	2.915952		4.631218	0.171527						
comparoir	comparoir	1.000000									100.000000																																										
compenser	compenser	1.000000									34.238823				1.584607		4.187889	0.509338			1.810979		9.790606	0.396152	1.584607	2.433503		2.603282							0.792303	9.790606	3.282400	9.790606				0.396152	1.188455			3.112620	6.338427			0.056593	0.905490	5.206565	
compléter	compléter	1.000000							0.077459		25.096824		0.542215		0.697134	0.426026	3.059644	1.239349		0.271108	0.852053	0.542215	7.978311	0.309837	0.697134	2.207591	0.542215	3.020914		0.309837						7.978311	0.580945	7.978311	7.978311	0.542215		0.542215	6.545314	0.309837	0.038730	4.453912	6.584043				1.355538	7.242448	
compromettre	compromettre	1.000000	0.035100				0.280800		0.280800		36.012636				1.193401	2.141102	10.179010						2.141102		1.193401	0.140400		1.158301		0.842401					0.280800	2.141102	3.053703	4.598105	0.737101		25.552826	0.245700	0.947701			0.596701	4.071604				2.176202		
comptabiliser	comptabiliser	1.000000									37.433155							1.604278					9.625668			10.695187												9.625668									10.695187				0.534759	19.786096	
conceptualiser	conceptualiser	1.000000									50.000000												25.000000																													25.000000	
concerter	concerter	1.000000									32.300885		1.769912		0.221239		9.734513	15.486726								1.548673	1.769912	9.513274										2.654867				4.424779				3.318584	3.097345				5.973451	8.185841	
concilier	concilier	1.000000									64.285714					1.190476		1.190476								15.476190											1.190476	5.782313								1.190476	5.782313				1.190476	2.721088	
concourir	concourir	1.000000							0.209205		38.284519				0.836820	7.112971							7.112971			1.464435		11.506276							1.464435		3.138075	14.853556	0.418410						1.464435	4.811715	7.322176						
concrétiser	concrétiser	1.000000									36.614173						11.811024	2.755906					13.385827			3.149606		0.393701										13.385827				5.511811									0.393701	12.598425	
concurrencer	concurrencer	1.000000									34.579439						6.542056																					19.626168									25.233645					14.018692	
conduire	conduire	1.000000	0.077058	0.051372			0.179802		0.684961	0.826234	21.582688		0.077058	0.141273	1.881502	7.149279	2.450875	1.729526		0.173381	1.217946	0.102744	7.149279	0.826234	1.881502	1.945717	0.077058	1.329252		0.149835					0.100604	7.149279	0.622886	14.546856	0.950383	0.149835		0.248298	1.817287	0.124149	0.342480	0.629308	5.732266		0.021405	0.141273	0.241877	14.546856	0.950383
confectionner	confectionner	1.000000		1.201717				0.600858	0.686695		23.519313			0.600858	0.772532		4.206009	1.802575					7.725322	0.686695	0.772532										0.600858		0.600858	7.725322		1.716738		0.686695	6.351931			3.519313	18.025751				2.403433	15.793991	
confesser	confesser	1.000000							0.872785	0.872785	32.822005		0.290928		3.200212		1.401746	1.084369		0.185136			13.065327	0.872785	3.200212	1.005025	0.290928	1.057921		0.238032						13.065327	0.528961	13.065327		0.185136			0.608305	0.026448		0.555409	2.353875					9.151018	
confluer	confluer	1.000000									27.536232															10.144928		10.144928										11.594203								20.289855	20.289855						
confondre	confondre	1.000000		0.570319					0.012134	1.177042	21.854144		0.521781	0.266958	1.977915	5.242082	2.354083	2.281277			0.655260		5.242082	1.177042	1.977915	2.742386		6.309914							0.169882	5.242082	0.825143	9.173644	1.092100	0.169882		0.497512	1.359058	0.097076	0.546050	5.800267	10.666181			0.266958	1.177042	7.462687	1.092100
conforter	conforter	1.000000									32.061069						13.358779						11.450382			0.381679											3.053435	11.450382					5.343511			2.671756	2.671756					17.557252	
confédérer	confédérer	1.000000									70.000000							10.000000																																		20.000000	
congratuler	congratuler	1.000000		2.788845				2.788845			25.498008							2.788845								2.788845		10.756972										5.976096				5.577689	2.788845			16.334661	18.725100					3.187251	
conjecturer	conjecturer	1.000000									72.340426					2.127660							10.638298					2.127660										10.638298		2.127660													
conquérir	conquérir	1.000000	0.102669								64.938398				0.102669		8.829569				0.564682	0.359343	1.026694		0.102669	4.004107	0.410678	1.642710							0.718686	1.026694		6.006160	0.462012			0.462012	5.595483		0.821355		0.410678				1.950719		0.462012
consacrer	consacrer	1.000000							1.212441	0.593042	22.377438		0.606220	0.118608	0.461255	0.672114	8.803374	3.307855		0.131787	0.276753	0.092251	7.973115	0.593042	0.461255	1.594623	0.606220	0.988403		0.144966						7.973115	0.777543	7.973115		0.461255		0.263574	2.859779	0.013179	0.144966	0.724829	3.927254	0.092251	0.092251		2.161307	13.547707	7.973115
conserver	conserver	1.000000	0.100067	0.155659					0.189015		25.528130		0.533689	0.122304	0.667111	0.100067	2.234823	2.023571		0.022237	0.644874	0.077830	10.340227	0.289082	0.667111	3.391150	0.533689	2.034690		0.066711					0.155659	10.340227	0.733823	10.340227		0.378030		0.222370	1.734490	0.200133	0.233489	1.701134	8.116522				1.234156	14.887703	
consoler	consoler	1.000000	0.277136	0.107775					0.492687	1.324095	35.057737			0.400308		0.307929	2.294072	0.892995		0.277136	1.231717	0.215550	12.686682	1.324095	0.538876	1.447267		2.001540		0.107775		0.107775			0.107775	12.686682	0.846805	12.686682		0.230947		0.415704	2.247883	0.030793	0.061586	0.739030	4.695920				0.415704	3.741339	
consolider	consolider	1.000000									48.489933		0.167785				7.550336	2.516779				1.174497	6.375839	1.174497		4.697987		1.845638										6.375839								3.355705	9.060403				2.516779	4.697987	
consommer	consommer	1.000000		0.572129							29.096853		0.653862		2.574581		2.778913	0.980793					9.767062		2.574581	1.103392	0.653862	5.312628								9.767062	0.326931	9.767062		0.286065			0.899060		0.122599	1.225991	8.255006				0.367797	12.913772	
consulter	consulter	1.000000	0.014584	0.116669				0.102085	0.364591	0.816684	32.215254		0.452093	0.422925	2.012542	0.335424	1.487531	2.391716		0.014584	0.335424	0.102085	8.254339	0.816684	2.012542	3.120898	0.452093	0.539595								8.254339		8.254339		0.918769		1.181275	6.023042		0.102085	0.991687	4.127169			0.422925	0.145836	13.198192	
contacter	contacter	1.000000	0.561693	0.205954					3.164201	0.262123	31.941584		0.411908	0.056169	7.994758		2.377832	3.051863		0.018723	2.209324	0.018723	7.283280	0.262123	7.994758	0.224677	0.411908	0.262123		0.692754						7.283280	0.093615	7.283280					0.786370	0.187231	0.430631		0.280846				0.149785	14.098483	
conter	conter	1.000000	0.436681	0.436681					1.497193		24.703681					0.623830	5.364941	0.935745	5.177792	0.873362	0.187149		7.423581	0.062383	2.370555	3.742982		5.177792							0.436681	7.423581	0.436681	7.423581		0.873362			5.552090	0.436681		2.183406	6.487835				1.310044	8.421709	
contourner	contourner	1.000000	0.272975	0.454959					0.272975		27.600849		1.425538	0.030331	0.606612	0.727934	0.272975	0.242645			0.303306		9.129512	0.212314	0.606612	9.523810	1.425538	1.880497								9.129512		9.129512		1.425538		1.455869	8.613891	0.333637		1.455869	5.853806				0.303306	7.309675	
contrarier	contrarier	1.000000							0.466200		28.404928		0.299700		0.765901		10.256410	2.697303					9.057609	0.266400	0.765901	0.299700		1.631702							0.233100	9.057609	1.431901	9.057609					2.364302			0.699301	5.860806				0.266400	16.117216	
contre-attaquer	contre-attaquer	1.000000	3.436426								45.360825					0.343643					0.343643		7.560137			2.405498	3.436426	9.278351										7.560137				3.436426	2.749141			6.872852	2.405498					4.810997	
contrebalancer	contrebalancer	1.000000									37.142857						1.904762	7.619048					16.190476	6.666667														16.190476									13.333333					0.952381	
contrecarrer	contrecarrer	1.000000									38.795181					6.506024	4.096386							1.686747												14.939759		14.939759	14.939759							1.686747						2.409639	
contredire	contredire	1.000000					0.100857		1.260716		32.980333				0.554715	5.648008	1.210287	0.554715			0.605144	0.504286	5.648008		0.554715	2.420575		4.488149							0.353001	5.648008	1.109430	13.212305	0.857287					0.151286		2.723147	5.446293				0.756430	13.212305	
contrefaire	contrefaire	1.000000									26.582278						4.430380	7.594937								8.860759											4.430380	19.620253									8.860759					19.620253	
contremander	contremander	1.000000									100.000000																																										
contrevenir	contrevenir	1.000000									41.463415				0.813008								5.691057			22.764228											0.813008	17.073171								5.691057	5.691057						
convaincre	convaincre	1.000000	0.094366				0.103803		0.509578		49.212041		0.075493		0.301972	1.066340	8.955365	3.595357		0.386902	0.792677		1.066340		0.301972	0.368029		0.349155		0.037747						1.066340	0.452958	0.981410	0.264226	0.330282		0.188733	0.877607	0.217043	0.132113	0.066056	0.575635				0.047183	27.319053	0.264226
converser	converser	1.000000		1.353965				2.707930			43.520309				0.580271								5.996132	0.386847		13.539652	1.547389	2.901354		0.386847								5.996132				2.707930				6.576402	11.798839						
convertir	convertir	1.000000	0.036443	0.510204					0.109329		28.790087			0.400875	0.510204	7.908163	5.102041	7.908163			0.327988		7.908163	0.291545	0.510204	1.020408		2.186589							0.510204	7.908163	0.510204	3.352770	0.583090				3.352770			0.255102	1.166181				1.129738	17.128280	0.583090
convoler	convoler	1.000000									57.352941															10.294118		10.294118														1.470588	10.294118				10.294118						
convoyer	convoyer	1.000000									46.887967						2.904564	14.522822								12.863071												1.659751					2.904564			2.904564	8.713693					6.639004	
coopérer	coopérer	1.000000	0.420926	0.360794					0.601323	0.240529	39.627180			0.120265	7.576669	3.367408					0.841852	0.901984	10.042093	0.240529	7.576669	0.781720	0.420926	3.367408		1.142514						10.042093		10.042093						0.240529	0.180397		1.623572		0.120265	0.120265			
coordonner	coordonner	1.000000									41.444867		1.330798		3.612167		3.041825				2.661597		7.604563		3.612167	3.041825										7.604563	1.520913	7.604563					1.520913			1.711027	0.190114				7.794677	5.703422	
copier	copier	1.000000							0.045725	1.691815	25.880201				1.554641	0.777321	3.749428	2.469136		2.194787	0.182899		10.653864	1.691815	1.554641	2.011888		1.234568								10.653864	0.457247	10.653864		0.320073			0.365798	0.640146	0.411523	1.280293	2.194787				2.194787	15.134888	
copiner	copiner	1.000000									50.000000																			3.125000																	46.875000						
coproduire	coproduire	1.000000									57.142857																											21.428571														21.428571	
coqueter	coqueter	1.000000									100.000000																																										
corner	corner	1.000000					2.025316				42.025316						5.316456	2.025316					3.797468	1.772152		5.063291		2.278481								3.797468		3.797468			1.772152	1.772152	6.835443			1.772152	5.063291					10.886076	
correctionnaliser	correctionnaliser	1.000000									100.000000																																										
corriger	corriger	1.000000	0.052549	0.183920					0.761955	0.867052	33.342091		0.394115	0.236469	2.364687	0.394115	1.786653	0.578035		0.052549	1.182344		10.956385	0.867052	2.364687	2.706253	0.394115	1.050972		0.131372						10.956385	0.788229	10.956385		0.525486			4.098791	0.289017		0.367840	3.468208				0.472937	7.409354	
corroborer	corroborer	1.000000									43.824701										3.187251					0.398406		10.756972										13.944223				2.788845	2.788845			3.585657	11.553785				0.796813	6.374502	
corrompre	corrompre	1.000000									32.359081				2.400835	1.148225	5.010438	9.290188			0.939457	0.104384	1.148225	0.208768	2.400835	1.252610		4.801670								1.148225		9.081420	1.670146	0.730689											1.252610	23.382046	1.670146
corréler	corréler	1.000000									100.000000																																										
couchailler	couchailler	1.000000									100.000000																																										
coucher	coucher	1.000000	0.132177	0.093201			1.106555	0.023724	0.447367	0.755778	24.718701		0.159290	0.210127	1.403104	1.106555	3.648410	2.150410		0.311801	0.282993	0.050837	8.067851	0.755778	1.403104	0.547346	0.159290	0.993018		0.115231					0.069477	8.067851	0.313496	8.067851	8.067851	0.228767		0.393140	1.352267	0.183014	0.035586	0.457534	2.392734	0.011862	0.018640	0.210127	0.464312	12.954992	8.067851
coudoyer	coudoyer	1.000000									15.555556													7.777778		7.777778	7.777778	15.555556										7.777778		7.777778						22.222222						7.777778	
coudre	coudre	1.000000							0.289948		43.427835	0.225515		0.064433	0.547680	1.739691	6.185567	6.829897		0.225515	0.547680		1.739691		0.547680	2.931701		0.676546		0.225515						1.739691	0.225515	4.220361	0.418814			0.225515	0.451031			0.676546	8.118557			0.064433	3.865979	13.369845	0.418814
couillonner	couillonner	1.000000									51.937984						0.775194	10.852713										5.426357								6.976744		6.976744														17.054264	
coulisser	coulisser	1.000000									25.793651					0.396825	2.777778									21.428571		6.349206										7.936508				2.777778	5.555556			2.777778	21.428571					2.777778	
coupailler	coupailler	1.000000									100.000000																																										
courir	courir	1.000000	0.078117	0.154231		0.068102	0.056084	0.042063	0.058087	1.574362	23.835754	0.014021	0.791187	0.200300	2.657987	5.610416	0.050075	0.993490		0.070105	0.262394	0.042063	5.610416	1.574362	2.657987	9.245869	0.791187	4.340511	0.002003	0.068102					0.054081	5.610416	0.196294	8.322484	0.388583	0.993490		0.855283	4.865298	0.210315	0.102153	3.895844	7.172759	0.004006	0.018027	0.200300	0.028042	5.844767	0.388583
courre	courre	1.000000									100.000000																																										
court-circuiter	court-circuiter	1.000000									26.815642						5.027933						11.731844			3.910615										11.731844		11.731844									3.910615				5.586592	19.553073	
crachiner	crachiner	1.000000									66.666667																											33.333333															
crapahuter	crapahuter	1.000000									40.243902												9.756098			8.536585	8.536585											9.756098									8.536585					14.634146	
cravacher	cravacher	1.000000									32.467532												9.090909	4.545455		9.090909										9.090909		9.090909									19.480519				4.545455	2.597403	
criailler	criailler	1.000000									17.699115															23.893805		24.778761																		21.238938	12.389381						
criminaliser	criminaliser	1.000000									100.000000																																										
critiquer	critiquer	1.000000								2.167570	32.888704		0.125052	0.333472	2.250938	5.877449	1.042101	0.625261		0.041684	0.375156		10.671113	2.167570	2.250938	1.083785		0.750313		0.125052					0.291788	10.671113	0.291788	10.671113					0.625261			0.750313	6.335973				0.500208	7.086286	
crocheter	crocheter	1.000000									39.910314							3.139013								3.139013		6.726457															8.968610			6.278027	6.278027				3.587444	21.973094	
croquer	croquer	1.000000	0.298507						0.341151		28.059701		0.341151	0.383795	0.980810	1.791045	2.260128	0.042644			0.639659	0.341151	11.172708	0.852878	0.980810	4.307036	0.341151	1.663113								11.172708	2.686567	11.172708		0.597015		0.597015	3.454158			1.449893	4.392324				0.724947	8.955224	
crosser	crosser	1.000000									100.000000																																										
croupir	croupir	1.000000								4.087193	32.016349				0.136240	2.997275					1.226158		2.997275	4.087193		4.632153		5.858311										10.762943					10.762943			5.722071	14.713896						
croître	croître	1.000000									27.176781						7.124011					0.461741	0.065963	0.527704	1.649077	5.277045		3.957784									0.527704	18.139842	0.659631				4.749340			5.343008	10.620053				4.881266	8.839050	
croûter	croûter	1.000000					1.515152				51.515152						5.303030																					18.939394													5.303030	17.424242	
crémer	crémer	1.000000									100.000000																																										
cueillir	cueillir	1.000000						0.134927	0.308404	1.175790	31.476484	0.134927	0.443331	0.019275	1.676947	0.713184	2.178103	4.067078		0.346955	0.346955		8.095605	1.175790	1.676947	2.351581	0.443331	1.156515								8.095605	0.019275	8.095605		4.067078		0.134927	4.568234		0.038551	0.944487	4.471858				4.645335	6.996916	
cuire	cuire	1.000000					0.017403		0.139227		31.117299		0.365472		0.261051	2.279847		6.160808		0.017403	0.852767		2.279847		0.261051	0.626523	0.365472	1.827358		0.121824						2.279847	0.522102	20.849286	0.800557				0.348068	0.243648	0.034807	2.366864	4.211625					20.849286	0.800557
cuiter	cuiter	1.000000									59.259259															1.851852																										38.888889	
culbuter	culbuter	1.000000									25.030525			0.122100		0.122100	3.785104	2.564103					9.157509			5.860806		3.418803								9.157509		9.157509				0.854701	5.006105			1.953602	9.645910				3.296703	10.866911	
cureter	cureter	1.000000									100.000000																																										
cuver	cuver	1.000000									43.096234						1.673640				0.209205		13.807531			5.857741		1.464435								13.807531		13.807531						0.209205		1.673640	3.556485					0.836820	
câliner	câliner	1.000000							0.384615		33.076923						2.692308						10.769231			3.076923		5.769231								10.769231		10.769231					8.076923				7.692308					6.923077	
céder	céder	1.000000	0.123457	0.185185					0.925926	0.520282	24.435626		0.846561	0.255732	1.164021		0.176367	0.238095		0.141093	1.507937	0.141093	10.881834	0.520282	1.164021	3.183422	0.846561	1.613757		0.176367					0.061728	10.881834	0.767196	10.881834		0.599647		0.388007	4.153439	0.158730	0.449735	1.516755	5.696649		0.149912	0.255732	0.396825	14.594356	
danser	danser	1.000000	0.107381	0.350401			2.057195	0.019781	0.423872	1.164236	29.801063		1.472250	0.093252	2.020459	2.057195	0.090426			0.152594	0.463434	0.079123	9.404318	1.164236	2.020459	2.201311	1.472250	3.142308		0.124336						9.404318	0.166723	9.404318	9.404318	0.039561		0.423872	0.341924	0.149768	0.096078	2.879507	4.803888	0.008477	0.002826	0.093252		2.899288	
dansotter	dansotter	1.000000									100.000000																																										
dauber	dauber	1.000000									65.217391																																				30.434783					4.347826	
dessaisir	dessaisir	1.000000									41.747573							7.766990					7.766990	6.796117				6.796117										7.766990					7.766990									13.592233	
dessaler	dessaler	1.000000									31.372549															13.725490												13.725490								13.725490	13.725490					13.725490	
desseller	desseller	1.000000									53.012048							9.638554							6.024096											10.843373		10.843373													8.433735	1.204819	
desserrer	desserrer	1.000000								0.458979	22.719449		0.172117		4.532415		1.950660	1.376936			0.458979	0.401606	9.007458	0.458979	4.532415	2.696500		1.319564							0.401606	9.007458	0.401606	9.007458		1.549053		0.803213	10.154905			1.147447	4.704532				1.204819	11.531842	
desservir	desservir	1.000000									18.196203					1.107595	8.386076	1.582278			0.316456					11.867089		7.911392									1.424051	10.284810	1.424051				1.107595		1.107595	5.537975	14.240506				3.322785	12.183544	
dessouder	dessouder	1.000000									50.000000						5.932203																										5.932203								5.932203	32.203390	
devenir	devenir	1.000000	0.096996	0.105231			0.233339	0.028367	0.422756	0.820805	17.761225	0.024706	0.180266	0.458443	0.454783	3.760878	7.753264	3.716040		0.426416	1.225259	0.161965	3.760878	0.820805	0.454783	0.594786	0.180266	2.791834		0.077780		0.012811	0.000915		0.216868	3.760878	1.074275	11.808790	1.610498	0.236084		0.641454	3.684928	0.157390	0.320269	1.935342	7.738624	0.020131	0.038432	0.458443	1.149310	17.212192	1.610498
dialoguer	dialoguer	1.000000									39.577836		0.791557		2.902375		3.693931				2.110818				2.902375	8.443272	0.791557	5.277045							1.846966			7.387863		1.846966						3.957784	3.957784				7.387863	7.124011	
différencier	différencier	1.000000									37.785016				0.977199			1.302932			0.325733			1.140065	0.977199	1.140065		1.791531										31.433225						0.162866	1.140065	1.302932	17.752443				1.140065	1.628664	
diligenter	diligenter	1.000000									100.000000																																										
discerner	discerner	1.000000		1.439232				1.439232			39.339019					0.373134							13.272921	5.063966		1.812367		1.865672							0.373134		0.373134	13.272921		0.746269			0.746269			2.505330	13.006397				0.373134	3.997868	
discontinuer	discontinuer	1.000000									96.236559																																			3.763441							
discourir	discourir	1.000000									54.385965												0.438596			7.894737		1.754386										3.947368	1.754386				1.535088			4.385965	22.149123						1.754386
discriminer	discriminer	1.000000									96.875000																																									3.125000	
discréditer	discréditer	1.000000									59.735974				1.650165		1.320132	1.320132							1.650165	0.660066											1.320132	6.270627									2.640264				3.300330	20.132013	
disculper	disculper	1.000000									50.692521							0.277008					7.202216		2.216066	1.939058		0.277008								7.202216	0.277008	7.202216	7.202216								5.540166					9.972299	
discutailler	discutailler	1.000000									66.412214																	5.343511										11.450382								10.687023	6.106870						
discuter	discuter	1.000000	0.824614	0.762547	0.762547			0.208370	0.567477	0.430041	33.649583		1.795531	0.075368	1.272389	0.425607	0.239404	0.084235			1.502926	0.053201	8.995389	0.430041	1.272389	1.582727	1.795531	2.425075		0.101968					0.075368	8.995389	0.412307	8.995389	8.995389	0.119702		0.399007	0.332506	0.075368	0.048768	2.097003	3.205356	0.035467	0.008867		0.128569	6.818585	
disputer	disputer	1.000000	0.133091	0.919540				0.423472	0.266183	0.181488	17.737447		2.105263		3.109498	0.508167	2.214156	9.122807			0.750151	0.120992	6.775560	0.181488	3.109498	2.165759	2.105263	6.352087		0.895342					0.241984	6.775560	0.326679	6.775560	6.775560			1.318814	0.241984	0.024198	0.798548	6.860254	4.621900				1.173624	4.888082	
disserter	disserter	1.000000									40.449438					0.561798							10.112360			7.865169		7.865169								10.112360	0.561798	10.112360									12.359551						
dissimiler	dissimiler	1.000000									100.000000																																										
dissimuler	dissimuler	1.000000	0.099178	0.481723						1.289317	27.486540		0.439218	0.099178	0.850099	0.028337	5.029753	4.562199			0.014168	0.014168	6.418249	1.289317	0.850099	4.873902	0.439218	2.068575		0.099178					0.198356	6.418249	0.637574	6.418249		0.198356		0.283366	2.394446			3.301218	10.002834				1.431000	12.283933	
dissocier	dissocier	1.000000	1.750000								32.000000						1.750000	11.250000					2.250000			3.500000		3.750000										2.250000					3.500000			3.500000	6.750000				4.250000	23.500000	
dissoudre	dissoudre	1.000000					0.046620		0.326340		36.969697					12.167832					0.466200		12.167832			3.682984		2.097902								12.167832	0.372960	9.836830	0.979021						0.186480	3.776224	4.755245						
dissuader	dissuader	1.000000									58.567775						3.452685	0.383632		0.127877	1.278772		2.813299		3.324808	1.918159		2.046036		0.127877						2.813299		2.813299		2.557545		0.895141	6.010230	0.383632	0.255754		2.685422					7.544757	
disséquer	disséquer	1.000000		1.489362							32.340426			0.425532			4.468085	3.829787				1.489362	10.212766		1.489362	0.638298	0.638298	3.191489		0.638298						10.212766		10.212766		0.212766							1.702128					16.808511	
distancier	distancier	1.000000									60.000000																																									40.000000	
distraire	distraire	1.000000					0.137245				35.923829		0.308801		0.583290	1.646938	6.347572	1.749871	1.097958		1.286670	0.120089	1.646938	0.531824	0.583290	0.789158	0.308801	1.097958								1.646938	0.789158	19.231429	0.377423						0.137245	0.926402	2.693429				0.428890	19.231429	0.377423
diverger	diverger	1.000000		0.684932							19.178082				0.684932											9.589041	1.369863	30.821918										11.643836								25.342466	0.684932						
diversifier	diversifier	1.000000									36.158192						7.344633	2.824859					9.039548			3.954802		10.169492								9.039548		9.039548													5.649718	6.779661	
divertir	divertir	1.000000	0.892857								36.769481		0.568182		1.379870	5.275974	0.649351	5.275974			0.649351		5.275974	1.217532	1.379870	0.974026		3.327922								5.275974	0.162338	6.412338		5.275974		0.568182	6.412338		0.243506	1.785714	2.435065					7.792208	
divorcer	divorcer	1.000000	0.161216	0.552741					1.266697		32.680792		1.427913	1.151543	1.543068	1.312759	4.721327	3.615845		0.046062	1.059420		6.886228		1.543068	0.552741	1.427913	2.947950		0.092123						6.886228	0.161216	6.886228				0.368494	0.483648	0.368494	0.391525	0.253339	0.898204		0.023031	1.151543	0.092123	19.046522	
divulguer	divulguer	1.000000									38.140417		0.948767		1.707780		2.846300	4.743833			2.087287		6.451613		1.707780	2.656546	0.948767									6.451613		6.451613									3.795066				1.138520	19.924099	
documenter	documenter	1.000000							2.372881		44.745763					2.372881	2.033898	1.694915					7.796610	0.338983		4.067797		2.711864								7.796610		7.796610					5.084746				1.355932					9.830508	
dompter	dompter	1.000000							1.060606		40.757576						5.909091	1.212121					9.090909		1.666667			1.060606								9.090909	1.060606	9.090909		1.060606			3.030303				1.060606					14.848485	
dorloter	dorloter	1.000000	1.182432						0.168919		31.587838				0.844595		3.040541	1.858108					10.472973		0.844595	1.520270		1.689189								10.472973		10.472973	10.472973								4.729730				1.182432	9.459459	
dormir	dormir	1.000000	0.078146	0.247041			0.332749	0.042854	0.617603	2.755265	32.262822		0.402072	0.202927	1.914569	8.690556			2.615359	0.470134	0.712134	0.039073	8.690556	2.755265	1.914569	1.087737	0.402072	2.615359		0.422239					0.017646	8.690556	0.223093	10.209355	0.921363	0.272249	0.272249	0.069323	0.427280	0.347874	0.105875	1.494851	6.504998	0.035292	0.012604	0.202927			0.921363
doser	doser	1.000000					4.207921				26.732673					4.207921	6.930693	9.158416					8.415842	1.732673		8.415842		1.732673										8.415842								1.732673	1.732673				6.683168	9.900990	
draguer	draguer	1.000000				0.026427			0.290698	1.664905	32.426004		0.264271	0.422833	1.479915	4.492600	5.285412	0.237844			0.105708		12.103594	1.664905	1.479915	0.687104	0.264271	1.612051								12.103594	0.052854	12.103594					0.369979			0.634249	4.281184			0.422833	0.449260	5.073996	
dribbler	dribbler	1.000000									25.757576					0.757576							6.818182	12.878788	0.757576											6.818182		6.818182					5.303030				12.878788					21.212121	
driver	driver	1.000000									50.000000						17.441860									8.139535																					16.279070					8.139535	
duper	duper	1.000000									38.045977				1.609195	0.344828	5.977011	10.114943		0.344828	0.459770		6.321839		1.609195	1.264368	0.919540	0.689655								6.321839		6.321839									2.643678					17.011494	
dynamiter	dynamiter	1.000000									30.303030		1.212121				7.272727						16.363636		1.818182	4.848485												16.363636									4.242424					17.575758	
