lexeme	NAME	GWEIGHT	fi1P	ii1P	ps1P	ps2P	ps2S	ai1P	fi1S	ii2S	inf	is3P	pI1P	pc1S	pi2P	pi2S	ppFS	ppMP	ps3P	fi2S	fi3S	pc3P	pi1S	ii1S	pI2P	pP	pi1P	pi3P	ai2P	ii2P	is1P	is1S	is2P	is2S	is3S	pI2S	pc3S	pi3S	ps3S	ai1S	ai2S	ai3P	ai3S	fi2P	fi3P	ii3P	ii3S	pc1P	pc2P	pc2S	ppFP	ppMS	ps1S
EWEIGHT			1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
abcéder	abcéder	1.000000																																																			
abecquer	abecquer	1.000000																																																			
ablater	ablater	1.000000																																																			
ablatir	ablatir	1.000000																																																			
abloquer	abloquer	1.000000																																																			
abonnir	abonnir	1.000000																																																			
aborner	aborner	1.000000																																																			
absterger	absterger	1.000000																																																			
abécher	abécher	1.000000																																																			
accastiller	accastiller	1.000000																																																			
accorer	accorer	1.000000																																																			
accouardir	accouardir	1.000000																																																			
accouer	accouer	1.000000																																																			
acculturer	acculturer	1.000000																																																			
acenser	acenser	1.000000																																																			
achromatiser	achromatiser	1.000000																																																			
acidifier	acidifier	1.000000																																																			
aciseler	aciseler	1.000000																																																			
aciérer	aciérer	1.000000																																																			
aciériser	aciériser	1.000000																																																			
acétifier	acétifier	1.000000																																																			
adirer	adirer	1.000000																																																			
adjectiver	adjectiver	1.000000																																																			
adsorber	adsorber	1.000000																																																			
affaiter	affaiter	1.000000																																																			
affermer	affermer	1.000000																																																			
afflouer	afflouer	1.000000																																																			
affourcher	affourcher	1.000000																																																			
affourrager	affourrager	1.000000																																																			
affricher	affricher	1.000000																																																			
affriter	affriter	1.000000																																																			
affruiter	affruiter	1.000000																																																			
afféager	afféager	1.000000																																																			
afférer	afférer	1.000000																																																			
agioter	agioter	1.000000																																																			
agriffer	agriffer	1.000000																																																			
aheurter	aheurter	1.000000																																																			
aiguayer	aiguayer	1.000000																																																			
airer	airer	1.000000																																																			
alambiquer	alambiquer	1.000000																																																			
alarguer	alarguer	1.000000																																																			
alcaliser	alcaliser	1.000000																																																			
alester	alester	1.000000																																																			
aleviner	aleviner	1.000000																																																			
alluvionner	alluvionner	1.000000																																																			
allégir	allégir	1.000000																																																			
aluminer	aluminer	1.000000																																																			
aluner	aluner	1.000000																																																			
amariner	amariner	1.000000																																																			
ameublir	ameublir	1.000000																																																			
amodier	amodier	1.000000																																																			
amordancer	amordancer	1.000000																																																			
amuïr	amuïr	1.000000																																																			
anastomoser	anastomoser	1.000000																																																			
anglaiser	anglaiser	1.000000																																																			
anordir	anordir	1.000000																																																			
aoûter	aoûter	1.000000																																																			
apetisser	apetisser	1.000000																																																			
apiquer	apiquer	1.000000																																																			
apostasier	apostasier	1.000000																																																			
appairer	appairer	1.000000																																																			
appointir	appointir	1.000000																																																			
appéter	appéter	1.000000																																																			
arboriser	arboriser	1.000000																																																			
archaïser	archaïser	1.000000																																																			
argoter	argoter	1.000000																																																			
argotiser	argotiser	1.000000																																																			
ariser	ariser	1.000000																																																			
arrenter	arrenter	1.000000																																																			
arriser	arriser	1.000000																																																			
arrérager	arrérager	1.000000																																																			
aspecter	aspecter	1.000000																																																			
assibiler	assibiler	1.000000																																																			
assoler	assoler	1.000000																																																			
assoner	assoner	1.000000																																																			
atermoyer	atermoyer	1.000000																																																			
attraire	attraire	1.000000																																																			
autocopier	autocopier	1.000000																																																			
autodéterminer	autodéterminer	1.000000																																																			
autofinancer	autofinancer	1.000000																																																			
autoguider	autoguider	1.000000																																																			
autotomiser	autotomiser	1.000000																																																			
aveindre	aveindre	1.000000																																																			
avocasser	avocasser	1.000000																																																			
badger	badger	1.000000																																																			
baleiner	baleiner	1.000000																																																			
baliverner	baliverner	1.000000																																																			
ballaster	ballaster	1.000000																																																			
balustrer	balustrer	1.000000																																																			
banqueter	banqueter	1.000000																																																			
baqueter	baqueter	1.000000																																																			
baraquer	baraquer	1.000000																																																			
barbifier	barbifier	1.000000																																																			
baréter	baréter	1.000000																																																			
bastringuer	bastringuer	1.000000																																																			
bateler	bateler	1.000000																																																			
bibeloter	bibeloter	1.000000																																																			
bichoter	bichoter	1.000000																																																			
bienvenir	bienvenir	1.000000																																																			
billonner	billonner	1.000000																																																			
biloquer	biloquer	1.000000																																																			
biscuiter	biscuiter	1.000000																																																			
bisegmenter	bisegmenter	1.000000																																																			
bissecter	bissecter	1.000000																																																			
bistourner	bistourner	1.000000																																																			
bitturer	bitturer	1.000000																																																			
bituminer	bituminer	1.000000																																																			
bléser	bléser	1.000000																																																			
boetter	boetter	1.000000																																																			
bolchéviser	bolchéviser	1.000000																																																			
bondoner	bondoner	1.000000																																																			
bondériser	bondériser	1.000000																																																			
bornoyer	bornoyer	1.000000																																																			
bouliner	bouliner	1.000000																																																			
bourder	bourder	1.000000																																																			
boursicoter	boursicoter	1.000000																																																			
bouturer	bouturer	1.000000																																																			
boîter	boîter	1.000000																																																			
brandiller	brandiller	1.000000																																																			
breller	breller	1.000000																																																			
bretailler	bretailler	1.000000																																																			
bretauder	bretauder	1.000000																																																			
bretter	bretter	1.000000																																																			
briqueter	briqueter	1.000000																																																			
brouir	brouir	1.000000																																																			
brumer	brumer	1.000000																																																			
brésiller	brésiller	1.000000																																																			
budgétiser	budgétiser	1.000000																																																			
buvoter	buvoter	1.000000																																																			
bégueter	bégueter	1.000000																																																			
béqueter	béqueter	1.000000																																																			
bêcheveter	bêcheveter	1.000000																																																			
cabaler	cabaler	1.000000																																																			
cacaber	cacaber	1.000000																																																			
cagnarder	cagnarder	1.000000																																																			
cagner	cagner	1.000000																																																			
cailleter	cailleter	1.000000																																																			
calaminer	calaminer	1.000000																																																			
calorifuger	calorifuger	1.000000																																																			
cameloter	cameloter	1.000000																																																			
caponner	caponner	1.000000																																																			
capéer	capéer	1.000000																																																			
caquer	caquer	1.000000																																																			
carcailler	carcailler	1.000000																																																			
carencer	carencer	1.000000																																																			
carnifier	carnifier	1.000000																																																			
carroyer	carroyer	1.000000																																																			
cartayer	cartayer	1.000000																																																			
caséifier	caséifier	1.000000																																																			
catir	catir	1.000000																																																			
centrifuger	centrifuger	1.000000																																																			
chaloir	chaloir	1.000000																																																			
chamoiser	chamoiser	1.000000																																																			
champlever	champlever	1.000000																																																			
chapeler	chapeler	1.000000																																																			
chaponner	chaponner	1.000000																																																			
chaptaliser	chaptaliser	1.000000																																																			
charroyer	charroyer	1.000000																																																			
chauvir	chauvir	1.000000																																																			
chevreter	chevreter	1.000000																																																			
chevretter	chevretter	1.000000																																																			
chlorurer	chlorurer	1.000000																																																			
chopiner	chopiner	1.000000																																																			
chouriner	chouriner	1.000000																																																			
cinématographier	cinématographier	1.000000																																																			
circulariser	circulariser	1.000000																																																			
clapser	clapser	1.000000																																																			
claqueter	claqueter	1.000000																																								100.000000											
claveter	claveter	1.000000																																																			
clavetter	clavetter	1.000000																																																			
cogérer	cogérer	1.000000																																																			
cohériter	cohériter	1.000000																																																			
cokéfier	cokéfier	1.000000																																																			
colliger	colliger	1.000000																																																			
complanter	complanter	1.000000																																																			
complexifier	complexifier	1.000000																																																			
computer	computer	1.000000																																																			
conglutiner	conglutiner	1.000000																																																			
congréer	congréer	1.000000																																																			
consoner	consoner	1.000000																																																			
consonner	consonner	1.000000																																																			
constitutionnaliser	constitutionnaliser	1.000000																																																			
contagionner	contagionner	1.000000																																																			
conteneuriser	conteneuriser	1.000000																																																			
contracturer	contracturer	1.000000																																																			
contre-passer	contre-passer	1.000000																																																			
contre-tirer	contre-tirer	1.000000																																																			
contrebattre	contrebattre	1.000000																																																			
contrebouter	contrebouter	1.000000																																																			
contrebuter	contrebuter	1.000000																																																			
contremarquer	contremarquer	1.000000																																																			
controuver	controuver	1.000000																																																			
conventionner	conventionner	1.000000																																																			
copartager	copartager	1.000000																																																			
copermuter	copermuter	1.000000																																																			
coposséder	coposséder	1.000000																																																			
coquiller	coquiller	1.000000																																																			
corroyer	corroyer	1.000000																																																			
coupeller	coupeller	1.000000																																																			
courbaturer	courbaturer	1.000000																																																			
courtauder	courtauder	1.000000																																																			
couturer	couturer	1.000000																																																			
coïter	coïter	1.000000																																																			
crapuler	crapuler	1.000000																																																			
créner	créner	1.000000																																																			
créoliser	créoliser	1.000000																																																			
culasser	culasser	1.000000																																																			
cycliser	cycliser	1.000000																																																			
cémenter	cémenter	1.000000																																																			
côcher	côcher	1.000000																																																			
damasquiner	damasquiner	1.000000																																																			
dessabler	dessabler	1.000000																																																			
dessangler	dessangler	1.000000																																																			
dessoler	dessoler	1.000000																																																			
dialectaliser	dialectaliser	1.000000																																																			
dialectiser	dialectiser	1.000000																																																			
dilacérer	dilacérer	1.000000																																																			
dimensionner	dimensionner	1.000000																																																			
diphtonguer	diphtonguer	1.000000																																																			
disputailler	disputailler	1.000000																																																			
dogmatiser	dogmatiser	1.000000																																																			
doler	doler	1.000000																																																			
drageonner	drageonner	1.000000																																																			
dragéifier	dragéifier	1.000000																																																			
drayer	drayer	1.000000																																																			
driller	driller	1.000000																																																			
dumper	dumper	1.000000																																																			
déactiver	déactiver	1.000000																																																			
débalourder	débalourder	1.000000																																																			
débanaliser	débanaliser	1.000000																																																			
débenzoler	débenzoler	1.000000																																																			
débillarder	débillarder	1.000000																																																			
débosseler	débosseler	1.000000																																																			
débosser	débosser	1.000000																																																			
débotter	débotter	1.000000																																																			
débouillir	débouillir	1.000000																																																			
débourber	débourber	1.000000																																																			
débrocher	débrocher	1.000000																																																			
débruiter	débruiter	1.000000																																																			
débrutir	débrutir	1.000000																																																			
débucher	débucher	1.000000																																																			
débudgétiser	débudgétiser	1.000000																																																			
débuller	débuller	1.000000																																																			
débureaucratiser	débureaucratiser	1.000000																																																			
débâcher	débâcher	1.000000																																																			
débâcler	débâcler	1.000000																																																			
débâtir	débâtir	1.000000																																																			
décadenasser	décadenasser	1.000000																																																			
décadrer	décadrer	1.000000																																																			
décapeler	décapeler	1.000000																																																			
décapitaliser	décapitaliser	1.000000																																																			
décarbonater	décarbonater	1.000000																																																			
décarburer	décarburer	1.000000																																																			
décarreler	décarreler	1.000000																																																			
décartonner	décartonner	1.000000																																																			
décavaillonner	décavaillonner	1.000000																																																			
décaver	décaver	1.000000																																																			
décercler	décercler	1.000000																																																			
déchaper	déchaper	1.000000																																																			
déchaperonner	déchaperonner	1.000000																																																			
décheviller	décheviller	1.000000																																																			
déchevêtrer	déchevêtrer	1.000000																																																			
déchiffonner	déchiffonner	1.000000																																																			
déchlorurer	déchlorurer	1.000000																																																			
déchromer	déchromer	1.000000																																																			
décimaliser	décimaliser	1.000000																																																			
décintrer	décintrer	1.000000																																																			
déclinquer	déclinquer	1.000000																																																			
déclocher	déclocher	1.000000																																																			
décléricaliser	décléricaliser	1.000000																																																			
décommettre	décommettre	1.000000																																																			
décomplexer	décomplexer	1.000000																																																			
décreuser	décreuser	1.000000																																																			
décriquer	décriquer	1.000000																																																			
décroûter	décroûter	1.000000																																																			
décruer	décruer	1.000000																																																			
décruser	décruser	1.000000																																																			
décréditer	décréditer	1.000000																																																			
décrépiter	décrépiter	1.000000																																																			
décuire	décuire	1.000000																																																			
déculasser	déculasser	1.000000																																																			
dédifférencier	dédifférencier	1.000000																																																			
dédiviniser	dédiviniser	1.000000																																																			
défarder	défarder	1.000000																																																			
défatiguer	défatiguer	1.000000																																																			
défaufiler	défaufiler	1.000000																																																			
déferriser	déferriser	1.000000																																																			
défibrer	défibrer	1.000000																																																			
déflagrer	déflagrer	1.000000																																																			
défléchir	défléchir	1.000000																																																			
défolier	défolier	1.000000																																																			
défourrer	défourrer	1.000000																																																			
défoxer	défoxer	1.000000																																																			
défranciser	défranciser	1.000000																																																			
défroncer	défroncer	1.000000																																																			
défâcher	défâcher	1.000000																																																			
dégalonner	dégalonner	1.000000																																																			
dégasoliner	dégasoliner	1.000000																																																			
dégazoliner	dégazoliner	1.000000																																																			
dégazonner	dégazonner	1.000000																																																			
dégluer	dégluer	1.000000																																																			
dégonder	dégonder	1.000000																																																			
dégoudronner	dégoudronner	1.000000																																																			
dégraver	dégraver	1.000000																																																			
dégravoyer	dégravoyer	1.000000																																																			
dégrever	dégrever	1.000000																																																			
dégrouper	dégrouper	1.000000																																																			
déhouiller	déhouiller	1.000000																																																			
déhâler	déhâler	1.000000																																																			
déjaunir	déjaunir	1.000000																																																			
délabialiser	délabialiser	1.000000																																																			
délainer	délainer	1.000000																																																			
délatter	délatter	1.000000																																																			
délicoter	délicoter	1.000000																																																			
délinéamenter	délinéamenter	1.000000																																																			
délinéer	délinéer	1.000000																																																			
délisser	délisser	1.000000																																																			
délover	délover	1.000000																																																			
déluter	déluter	1.000000																																																			
déléaturer	déléaturer	1.000000																																																			
démacadamiser	démacadamiser	1.000000																																																			
démacler	démacler	1.000000																																																			
démaigrir	démaigrir	1.000000																																																			
démascler	démascler	1.000000																																																			
démazouter	démazouter	1.000000																																																			
démieller	démieller	1.000000																																																			
déminéraliser	déminéraliser	1.000000																																																			
démoduler	démoduler	1.000000																																																			
démoustiquer	démoustiquer	1.000000																																																			
démucilaginer	démucilaginer	1.000000																																																			
démurer	démurer	1.000000																																																			
démutiser	démutiser	1.000000																																																			
dénationaliser	dénationaliser	1.000000																																																			
dénatter	dénatter	1.000000																																																			
dénaturaliser	dénaturaliser	1.000000																																																			
dénicotiniser	dénicotiniser	1.000000																																																			
dénitrer	dénitrer	1.000000																																																			
dénitrifier	dénitrifier	1.000000																																																			
dénoyer	dénoyer	1.000000																																																			
dénucléariser	dénucléariser	1.000000																																																			
dénébuliser	dénébuliser	1.000000																																																			
dépaisseler	dépaisseler	1.000000																																																			
dépalisser	dépalisser	1.000000																																																			
déparaffiner	déparaffiner	1.000000																																																			
déparasiter	déparasiter	1.000000																																																			
départementaliser	départementaliser	1.000000																																																			
dépatrier	dépatrier	1.000000																																																			
dépelotonner	dépelotonner	1.000000																																																			
dépentaniser	dépentaniser	1.000000																																																			
dépingler	dépingler	1.000000																																																			
déplafonner	déplafonner	1.000000																																																			
déplanter	déplanter	1.000000																																								100.000000											
déplantiner	déplantiner	1.000000																																																			
dépocher	dépocher	1.000000																																																			
dépolariser	dépolariser	1.000000																																																			
dépontiller	dépontiller	1.000000																																																			
dépourvoir	dépourvoir	1.000000																																																			
dépriser	dépriser	1.000000																																																			
dépropaniser	dépropaniser	1.000000																																																			
dérader	dérader	1.000000																																																			
dérager	dérager	1.000000																																																			
déraidir	déraidir	1.000000																																																			
déraser	déraser	1.000000																																																			
dérater	dérater	1.000000																																																			
dérelier	dérelier	1.000000																																																			
dériveter	dériveter	1.000000																																																			
dérocher	dérocher	1.000000																																																			
dérèglementer	dérèglementer	1.000000																																																			
déréglementer	déréglementer	1.000000																																																			
désaciérer	désaciérer	1.000000																																																			
désaffilier	désaffilier	1.000000																																																			
désaffubler	désaffubler	1.000000																																																			
désagrafer	désagrafer	1.000000																																																			
désaimanter	désaimanter	1.000000																																																			
désaliéner	désaliéner	1.000000																																																			
désamarrer	désamarrer	1.000000																																																			
désamidonner	désamidonner	1.000000																																																			
désapparier	désapparier	1.000000																																																			
désapprovisionner	désapprovisionner	1.000000																																																			
désassimiler	désassimiler	1.000000																																																			
désectoriser	désectoriser	1.000000																																																			
désemballer	désemballer	1.000000																																																			
désembobiner	désembobiner	1.000000																																																			
désembourgeoiser	désembourgeoiser	1.000000																																																			
désembouteiller	désembouteiller	1.000000																																																			
désembrayer	désembrayer	1.000000																																																			
désempeser	désempeser	1.000000																																																			
désemprisonner	désemprisonner	1.000000																																																			
désencadrer	désencadrer	1.000000																																																			
désencarter	désencarter	1.000000																																																			
désenclaver	désenclaver	1.000000																																																			
désendetter	désendetter	1.000000																																																			
désenfiler	désenfiler	1.000000																																																			
désenfumer	désenfumer	1.000000																																																			
désengorger	désengorger	1.000000																																																			
désengrener	désengrener	1.000000																																																			
désenivrer	désenivrer	1.000000																																																			
désenlacer	désenlacer	1.000000																																																			
désenlaidir	désenlaidir	1.000000																																																			
désenrayer	désenrayer	1.000000																																																			
désenrhumer	désenrhumer	1.000000																																																			
désenrouer	désenrouer	1.000000																																																			
désentasser	désentasser	1.000000																																																			
désentoiler	désentoiler	1.000000																																																			
désenvaser	désenvaser	1.000000																																																			
désenvelopper	désenvelopper	1.000000																																																			
désenvenimer	désenvenimer	1.000000																																																			
désessencier	désessencier	1.000000																																																			
désexualiser	désexualiser	1.000000																																																			
déshuiler	déshuiler	1.000000																																																			
déshumidifier	déshumidifier	1.000000																																																			
déshydrogéner	déshydrogéner	1.000000																																																			
désinculper	désinculper	1.000000																																																			
désinvestir	désinvestir	1.000000																																																			
désobstruer	désobstruer	1.000000																																																			
désoeuvrer	désoeuvrer	1.000000																																																			
désorber	désorber	1.000000																																																			
désoxygéner	désoxygéner	1.000000																																																			
déspécialiser	déspécialiser	1.000000																																																			
désulfurer	désulfurer	1.000000																																																			
désurchauffer	désurchauffer	1.000000																																																			
déséchafauder	déséchafauder	1.000000																																																			
désénerver	désénerver	1.000000																																																			
désétablir	désétablir	1.000000																																																			
désétamer	désétamer	1.000000																																																			
désétatiser	désétatiser	1.000000																																																			
déséthaniser	déséthaniser	1.000000																																																			
détaller	détaller	1.000000																																																			
détaper	détaper	1.000000																																																			
détapisser	détapisser	1.000000																																																			
détartrer	détartrer	1.000000																																																			
détirer	détirer	1.000000																																																			
détitrer	détitrer	1.000000																																																			
détonneler	détonneler	1.000000																																																			
détorquer	détorquer	1.000000																																																			
détourer	détourer	1.000000																																																			
détoxiquer	détoxiquer	1.000000																																																			
détrancher	détrancher	1.000000																																																			
détransposer	détransposer	1.000000																																																			
détriter	détriter	1.000000																																																			
détroquer	détroquer	1.000000																																																			
dévaser	dévaser	1.000000																																																			
déverdir	déverdir	1.000000																																																			
déverguer	déverguer	1.000000																																																			
dévirer	dévirer	1.000000																																																			
déviroler	déviroler	1.000000																																																			
dévitrifier	dévitrifier	1.000000																																																			
dévolter	dévolter	1.000000																																																			
dévriller	dévriller	1.000000																																																			
effaner	effaner	1.000000																																																			
effigier	effigier	1.000000																																																			
effleurir	effleurir	1.000000																																																			
effluver	effluver	1.000000																																																			
emballoter	emballoter	1.000000																																																			
embarder	embarder	1.000000																																																			
embastionner	embastionner	1.000000																																																			
embatre	embatre	1.000000																																																			
embecquer	embecquer	1.000000																																																			
embidonner	embidonner	1.000000																																																			
embieller	embieller	1.000000																																																			
emboquer	emboquer	1.000000																																																			
embouer	embouer	1.000000																																																			
embourrer	embourrer	1.000000																																																			
embouter	embouter	1.000000																																																			
embreler	embreler	1.000000																																																			
embroncher	embroncher	1.000000																																																			
embrunir	embrunir	1.000000																																																			
emmarger	emmarger	1.000000																																																			
emmeuler	emmeuler	1.000000																																																			
emmieller	emmieller	1.000000																																																			
emmitonner	emmitonner	1.000000																																																			
emmouscailler	emmouscailler	1.000000																																																			
emmétrer	emmétrer	1.000000																																																			
empapilloter	empapilloter	1.000000																																																			
emparquer	emparquer	1.000000																																																			
empatter	empatter	1.000000																																																			
empiéger	empiéger	1.000000																																																			
emprésurer	emprésurer	1.000000																																																			
empêner	empêner	1.000000																																																			
en aller	en aller	1.000000																																																			
encartonner	encartonner	1.000000																																																			
encartoucher	encartoucher	1.000000																																																			
encaster	encaster	1.000000																																																			
enchaperonner	enchaperonner	1.000000																																																			
encharner	encharner	1.000000																																																			
enchatonner	enchatonner	1.000000																																																			
enchausser	enchausser	1.000000																																																			
enchaussumer	enchaussumer	1.000000																																																			
enchevaucher	enchevaucher	1.000000																																																			
encirer	encirer	1.000000																																																			
encoffrer	encoffrer	1.000000																																																			
encroiser	encroiser	1.000000																																																			
encrêper	encrêper	1.000000																																																			
encuver	encuver	1.000000																																																			
endauber	endauber	1.000000																																																			
endenter	endenter	1.000000																																																			
enfieller	enfieller	1.000000																																																			
enfleurer	enfleurer	1.000000																																																			
enforcir	enforcir	1.000000																																																			
enfutailler	enfutailler	1.000000																																																			
enfûter	enfûter	1.000000																																																			
engainer	engainer	1.000000																																																			
engaller	engaller	1.000000																																																			
engargousser	engargousser	1.000000																																																			
engaver	engaver	1.000000																																																			
engober	engober	1.000000																																																			
engouler	engouler	1.000000																																																			
engrumeler	engrumeler	1.000000																																																			
enharnacher	enharnacher	1.000000																																																			
enherber	enherber	1.000000																																																			
enjaveler	enjaveler	1.000000																																																			
enjoncer	enjoncer	1.000000																																																			
enjuguer	enjuguer	1.000000																																																			
enkikiner	enkikiner	1.000000																																																			
enlier	enlier	1.000000																																																			
enligner	enligner	1.000000																																																			
ennoyer	ennoyer	1.000000																																																			
enrocher	enrocher	1.000000																																																			
enrouiller	enrouiller	1.000000																																																			
ensiler	ensiler	1.000000																																																			
ensoufrer	ensoufrer	1.000000																																																			
enstérer	enstérer	1.000000																																																			
entabler	entabler	1.000000																																																			
entaquer	entaquer	1.000000																																																			
entartrer	entartrer	1.000000																																																			
entr'avertir	entr'avertir	1.000000																																																			
entraccorder	entraccorder	1.000000																																																			
entraccuser	entraccuser	1.000000																																																			
entradmirer	entradmirer	1.000000																																																			
entre-détruire	entre-détruire	1.000000																																																			
entre-frapper	entre-frapper	1.000000																																																			
entre-haïr	entre-haïr	1.000000																																																			
entre-louer	entre-louer	1.000000																																																			
entre-luire	entre-luire	1.000000																																																			
entre-manger	entre-manger	1.000000																																																			
entre-nuire	entre-nuire	1.000000																																																			
entremanger	entremanger	1.000000																																																			
entretailler	entretailler	1.000000																																																			
entrevoûter	entrevoûter	1.000000																																																			
entrobliger	entrobliger	1.000000																																																			
entrégorger	entrégorger	1.000000																																																			
