;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
719;caver;;;;;;kava;;;;;;;;;;;;;kave;;;;;;;;;;;;;;;;;;;;;;;;;;kave;;;;;;
720;ceindre;;;;;;;;;;;;sêdra;;;;;;sEJE;sêdr;;;;;;;;;sê;sEJâ;;;;;;sêdrE;;;;;sEJ;sê;sêt;sêt;sê;sê;;;;;;
721;ceinturer;;;;;sêtyrEr;;;;;;;;;;;;sêtyrE;sêtyrE;sêtyre;;;;;;sêtyra;;;sêtyr;sêtyrâ;;;;;;;;;;;sêtyr;sêtyr;sêtyre;sêtyre;sêtyre;sêtyre;;;;sêtyr;;
722;celer;;;;;;;;;;;;;;;;;;s6lE;s6le;;;;;;;;;sEl;;;;;;;;;sEl;;;;;;s6le;;;;;;;;
723;cendrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sâdre;;;sâdre;;;;;;
724;censurer;;;;;;;;;;;;;;;sâsyrje;;sâsyrE;;sâsyre;;;;;;;;;sâsyr;;;;;;;;;sâsyr;sâsyre;sâsyr;;sâsyr;sâsyre;sâsyre;sâsyre;sâsyre;;;;;;
725;centraliser;;;;;;;;;;;;;;;;;;sâtralizE;sâtralize;;;;;;;;;sâtraliz;;;;;;;;;sâtraliz;;;;sâtraliz;;sâtralize;;sâtralize;;;;;;
726;centrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;sâtr;sâtrâ;;;;;;;;sâtr;;;;sâtr;sâtre;sâtre;;sâtre;;;;;;
727;cercler;;;;;;;;;;;;;;;;;;;sErkle;;;;;;;;;;;;;;;;;;;;sErkl;;;sErkle;sErkle;sErkle;sErkle;;;;;;
728;cerner;;;;;;;;;;;;;;sErnE;;;sErnE;sErnE;sErne;;;;;;;;sErne;sErn;sErnâ;;;;;;;;sErn;sErne;;sErn;sErn;sErne;sErne;sErne;sErne;;;;;;
729;certifier;;;;;;;;;;;;;;;;;sErtifjE;sErtifjE;sErtifje;;;;;;;sErtifjô;sErtifje;;sErtifjâ;;;;;;sErtifirE;sErtifjô;sErtifi;;;;sErtifi;;sErtifje;sErtifje;sErtifje;;sErtifi;;;;
730;cesser;;sEsE;;;sEsEr;sEsa;sEs6rô;sEs6rE;sEs6re;sEs6ra;sEs6rô;sEs6ra;sEsjô;sEsE;sEsje;sEsE;sEsE;sEsE;sEse;;;;;;sEsa;sEsô;sEse;sEs;sEsâ;;sEs6rE;sEs6rje;sEs6rE;sEs6rE;sEs6rE;sEsô;sEs;sEse;sEs;sEs;sEs;;;;sEse;;;;;;
731;chabler;;;;;;;;;;;;;;;;;;;Sable;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
732;chagriner;;;;;;Sagrina;;;;;;;;;;;SagrinE;SagrinE;Sagrine;;;;;;;;;Sagrin;;;;;;;Sagrin6rE;;Sagrin;;Sagrin;;Sagrin;;;;;;;;;;
733;chahuter;;;;;;;;;;;;;;SaytE;;;SaytE;SaytE;Sayte;;;;;;;;;;Saytâ;;;;;Sayt6rE;;;Sayt;;;Sayt;Sayt;Sayte;Sayte;Sayte;Sayte;;;;;;
734;chalouper;;;;;;;;;;;;;;;;;;;Salupe;;;;;;;;;;Salupâ;;;;;;;;;;;;;;;;;;;;;;
735;chamailler;;;;;SamajEr;;;;;;;;Samajô;;;;SamajE;SamajE;Samaje;;;;;;;;Samaje;;Samajâ;;;;;;;Samajô;;Samaje;;Samaj;Samaj;;;Samaje;;;;;;;
736;chamarrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Samare;Samare;Samare;;;;;;
737;chambarder;;;;;;Sâbarda;;;;;;;;;;;;;Sâbarde;;;;;;;;;;;;;;;;;;;;;;;;Sâbarde;;Sâbarde;;;;;;
738;chambouler;;;;;;;;;;Sâbul6ra;;;;;;;SâbulE;SâbulE;Sâbule;;;;;;Sâbula;;;Sâbul;Sâbulâ;;;;;;;;Sâbul;Sâbule;;Sâbul;Sâbul;Sâbule;Sâbule;;Sâbule;;;;;;
739;chanceler;;Sâs6lE;;;Sâs6lEr;Sâs6la;;;;;;;Sâs6ljô;Sâs6lE;;;Sâs6lE;Sâs6lE;Sâs6le;;;;;;;;;;Sâs6lâ;;;;;;;;SâsEl;;;SâsEl;SâsEl;;;;;;;;;;
740;chancir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Sâsi;;;;;;
741;changer;SâZam;SâZE;;SâZa;SâZEr;SâZa;SâZ6rô;SâZ6rE;SâZ6re;SâZ6ra;SâZ6rô;SâZ6ra;SâZjô;SâZE;SâZje;SâZE;SâZE;SâZE;SâZe;;;;SâZas;;SâZa;SâZô;SâZe;SâZ;SâZâ;;SâZ6rE;SâZ6rje;SâZ6rE;SâZ6rE;SâZ6rE;SâZô;SâZ;SâZe;SâZ;SâZ;SâZ;SâZe;SâZe;SâZe;SâZe;;SâZ;;;;SâZ
742;chanter;Sâtam;SâtE;;;SâtEr;Sâta;Sât6rô;Sât6rE;Sât6re;Sât6ra;Sât6rô;Sât6ra;Sâtjô;SâtE;Sâtje;SâtE;SâtE;SâtE;Sâte;;;;;;Sâta;Sâtô;Sâte;Sât;Sâtâ;;Sât6rE;;Sât6rE;Sât6rE;Sât6rE;Sâtô;Sât;Sâte;Sât;Sât;Sât;Sâte;Sâte;Sâte;Sâte;;;;;;
743;chantonner;;;;;;SâtOna;;;;;;;;;;;SâtOnE;SâtOnE;SâtOne;;;;;;;;;SâtOn;SâtOnâ;;;;;;;;;;;SâtOn;SâtOn;;SâtOne;;SâtOne;;;;;;SâtOn
744;chantourner;;;;;;;;;;;;;;;;;;;Sâturne;;;;;;;;;;;;;;;;;;;;;;;Sâturne;;Sâturne;Sâturne;;;;;;
745;chaparder;;;;;;;;;;;;;;;;;;SapardE;Saparde;;;;;;;;;;;;;;;;;;;;;Sapard;;Saparde;;;Saparde;;;;;;
746;chapeauter;;;;;;;;;;;;;;;;;;SapOtE;SapOte;;;;;;;;;;;;;;;;;;Sapot;;;;Sapot;;SapOte;;SapOte;;;;;;
747;chaperonner;;;;;;;;;;;;;;Sap6rOnE;;;;Sap6rOnE;Sap6rOne;;;;;;;;;;;;;;;;;;;;;;;;Sap6rOne;Sap6rOne;Sap6rOne;;;;;;
748;chapitrer;;;;;;;;;;;;;;;;;;;Sapitre;;;;;;;;;;;;;;;;;;;;;;Sapitr;Sapitre;Sapitre;;Sapitre;;;;;;
749;charcuter;;;;;;;;;;;;;;;;;SarkytE;SarkytE;Sarkyte;;;;;;;;Sarkyte;Sarkyt;;;;;;;;;Sarkyt;Sarkyte;;;Sarkyt;;Sarkyte;Sarkyte;Sarkyte;;;;;;
750;charger;;SarZE;;;SarZEr;SarZa;SarZ6rô;SarZ6rE;SarZ6re;SarZ6ra;SarZ6rô;SarZ6ra;SarZjô;SarZE;SarZje;SarZE;SarZE;SarZE;SarZe;;;;;;SarZa;SarZô;SarZe;SarZ;SarZâ;;SarZ6rE;;SarZ6rE;SarZ6rE;SarZ6rE;SarZô;SarZ;SarZe;SarZ;SarZ;SarZ;SarZe;SarZe;SarZe;SarZe;;SarZ;;SarZ;;SarZ
751;charmer;;;;;;Sarma;;;;;;Sarm6ra;;;;;SarmE;SarmE;Sarme;;;;;;;;;Sarm;Sarmâ;;;;;;;;Sarm;;Sarm;Sarm;Sarm;;Sarme;Sarme;Sarme;;;;;;
752;charpenter;;;;;;;;;;;;;;;;;;;Sarpâte;;;;;;;;;;;;;;;;;;;;;;;;Sarpâte;;;;;;;;
753;charrier;;;;;;Sarja;;;;;;;;SarjE;;;SarjE;SarjE;Sarje;;;;;;;;Sarje;Sari;Sarjâ;;;;;;;;Sari;Sarje;Sari;Sari;Sari;Sarje;Sarje;Sarje;Sarje;;;;Sari;;
754;chasser;;SasE;;;SasEr;Sasa;Sas6rô;Sas6rE;Sas6re;Sas6ra;Sas6rô;Sas6ra;Sasjô;SasE;Sasje;SasE;SasE;SasE;Sase;;;;;;Sasa;Sasô;Sase;Sas;Sasâ;;Sas6rE;;Sas6rE;;Sas6rE;Sasô;Sas;Sase;Sas;Sas;Sas;Sase;Sase;Sase;Sase;;;;;;
755;chatouiller;;;;;SatujEr;Satuja;;;;;;;;;;;SatujE;SatujE;Satuje;;;;;;Satuja;Satujô;Satuje;Satuj;Satujâ;;;;;;;;Satuj;Satuje;Satuj;Satuj;Satuj;Satuje;Satuje;Satuje;Satuje;;;;;;
756;chatoyer;;;;;;;;;;;;;;;;;SatwajE;;;;;;;;;;;;Satwajâ;;;;;;;;;;;Satwa;;;;;;;;;;;
757;chauffer;;;;;;SOfa;;;;;;SOf6ra;SOfjô;SOfE;;SOfE;SOfE;SOfE;SOfe;;;;;;;SOfô;SOfe;Sof;SOfâ;;;;;;;SOfô;Sof;SOfe;Sof;Sof;Sof;SOfe;SOfe;SOfe;SOfe;;;;;;
758;chauler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SOle;SOle;SOle;SOle;;;;;;
759;chausser;;SOsE;;;SOsEr;SOsa;;;;;;;;;;;;SOsE;SOse;;;;;;;;SOse;Sos;SOsâ;;;;;;;;Sos;;Sos;Sos;Sos;SOse;SOse;SOse;SOse;;;;;;
760;chavirer;;;;;SavirEr;Savira;;;;;Savir6rô;;;;;;SavirE;SavirE;Savire;;;;;;;;;;;;;;;Savir6rE;Savir6rE;Savirô;Savir;;;Savir;Savir;;Savire;Savire;Savire;;;;;;
761;cheminer;S6minam;;;;;S6mina;S6min6rô;;;;S6min6rô;;S6minjô;;;;S6minE;S6minE;S6mine;;;;;;;S6minô;;;S6minâ;;;;;S6min6rE;S6min6rE;S6minô;S6min;;;S6min;S6min;;;;;;;;;;
762;chercher;SErSam;SErSE;;;SErSEr;SErSa;SErS6rô;SErS6rE;SErS6re;SErS6ra;SErS6rô;SErS6ra;SErSjô;SErSE;SErSje;SErSE;SErSE;SErSE;SErSe;;;;;;SErSa;SErSô;SErSe;SErS;SErSâ;;SErS6rE;;SErS6rE;SErS6rE;SErS6rE;SErSô;SErS;SErSe;SErS;SErS;SErS;SErSe;SErSe;SErSe;SErSe;SErSjô;SErS;SErSje;SErS;SErS;SErS
763;chevaler;;;;;;;;;;;;;;;;;;;S6vale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
764;chevaucher;;;;;S6vOSEr;S6vOSa;;S6vOS6rE;;;;;;;;S6vOSE;S6vOSE;S6vOSE;S6vOSe;;;;;;;S6vOSô;;S6voS;S6vOSâ;;;;;S6vOS6rE;;S6vOSô;S6voS;S6vOSe;;S6voS;S6voS;;S6vOSe;S6vOSe;S6vOSe;;;;;;
765;cheviller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S6vije;;S6vije;;;;;;
766;chevronner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S6vrOne;;S6vrOne;;;;;;
767;chevroter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;S6vrOt;;;;S6vrOt;;S6vrOte;;S6vrOte;;;;;;
768;chiader;;;;;;;;;;;;;;;;;;;Sjade;;;;;;;;;;;;;;;;;;;;;;;;;;Sjade;;;;;;
769;chialer;;;;;;Sjala;;;;;;;;SjalE;;SjalE;;SjalE;Sjale;;;;;;;;;Sjal;Sjalâ;;Sjal6rE;;;Sjal6rE;Sjal6rE;;Sjal;;Sjal;Sjal;Sjal;;;;;;;;;;
770;chicaner;;;;;;;;;;;;;;;;;;SikanE;Sikane;;;;;;;;Sikane;;Sikanâ;;;;;;;;;Sikane;;Sikan;Sikan;;;;;;;;;;
771;chier;;;;;;;;SirE;;Sira;Sirô;Sira;;SjE;;SjE;SjE;SjE;Sje;;;;;;;;Sje;Si;Sjâ;;SirE;;SirE;;;;Si;Sje;Si;Si;Si;;Sje;;Sje;;Si;;;;
772;chiffonner;;;;;;SifOna;;;;;;;;;;;SifOnE;SifOnE;SifOne;;;;;;;;;SifOn;SifOnâ;;;;;;;;SifOn;;;;SifOn;SifOne;SifOne;SifOne;SifOne;;;;;;
773;chiffrer;;;;;;;;;;;;;;;;;;SifrE;Sifre;;;;;;;;;;;;;;;;;;;;;;Sifr;Sifre;Sifre;Sifre;Sifre;;;;;;
774;chiner;;;;;;Sina;;;;;;;;;;;;SinE;Sine;;;;;;;;;;;;;;;;;;;;;;;Sine;;;Sine;;;;;;
775;chiper;;;;;;;;;;;;;;SipE;;;SipE;SipE;Sipe;;;;;;;;Sipe;Sip;Sipâ;;;;;;;;Sip;;;;Sip;Sipe;Sipe;Sipe;Sipe;;;;;;
776;chipoter;;;;;;SipOta;;;;;;;;SipOtE;;;;SipOtE;SipOte;;;;;;;;;SipOt;SipOtâ;;;;;;;;SipOt;;SipOt;SipOt;SipOt;;;;SipOte;;;;;;
777;chiquer;;;;;;;;Sik6rE;;;Sik6rô;;;;;;SikE;SikE;Sike;;;;;;;;;;Sikâ;;;;;;;;Sik;;;;Sik;;;;Sike;;;;;;
778;chlinguer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Slêg;;;;Slêg;;;;;;;;;;
779;chloroformer;;;;;;;;;;;;;;;;;;;klOrOfOrme;;;;;;;;;;klOrOfOrmâ;;;;;;;;;;klOrOfOrm;;;;;;klOrOfOrme;;;;;;
780;choir;;;;;;Sy;;;;;;;;;;;;;Swar;;;;;;;;;;;;;;;;;;Swa;;;;Swa;Sy;Sy;;Sy;;;;;;
781;choisir;Swazim;Swazi;;;Swazir;Swazi;Swazirô;SwazirE;Swazire;Swazira;Swazirô;Swazira;Swazisjô;SwazisE;Swazisje;SwazisE;SwazisE;SwazisE;Swazir;;;;;;Swazi;Swazisô;Swazise;Swazi;Swazisâ;Swazirjô;SwazirE;Swazirje;SwazirE;SwazirE;SwazirE;Swazisô;Swazi;Swazise;Swazi;Swazis;Swazi;Swazi;Swazi;Swazi;Swazi;;Swazis;;Swazis;;Swazis
782;choper;;;;;;;SOp6rô;SOp6rE;;;SOp6rô;SOp6ra;;SOpE;;SOpE;;SOpE;SOpe;;;;;;;SOpô;SOpe;SOp;;;SOp6rE;;SOp6rE;;;;SOp;SOpe;SOp;SOp;SOp;SOpe;SOpe;SOpe;SOpe;;;;SOp;;SOp
783;chopper;;;;;;;;;;;;;;;;;;;SOpe;;;;;;;;SOpe;SOp;;;;;;;;;SOp;SOpe;;SOp;SOp;;;;;;;;;;
784;choquer;;;;;SOkEr;SOka;;;;;;SOk6ra;;;;;SOkE;SOkE;SOke;;;;;;;;;SOk;SOkâ;;SOk6rE;;SOk6rE;SOk6rE;SOk6rE;;SOk;;;SOk;SOk;SOke;SOke;SOke;SOke;;;;;;
785;chosifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;SOzifi;;;;;;;;;;;
786;choyer;;;;;;Swaja;;;;;;;;;;;;SwajE;Swaje;;;;;;;;Swaje;;;;;;;;;;;;;;Swa;;Swaje;Swaje;Swaje;;;;;;
787;christianiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kristjanize;;;;;;;
788;chromer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;krom;krOme;krOme;krOme;krOme;;;;;;
789;chroniquer;;;;;;;;;;;;;;krOnikE;;;;;krOnike;;;;;;;;;;;;;;;;;;;;;;krOnik;;;;;;;;;;
790;chronométrer;;;;;;;;;;;;;;;;;;krOnOmEtrE;krOnOmEtre;;;;;;;;;krOnOmEtr;krOnOmEtrâ;;;;;;;;krOnOmEtr;;;;krOnOmEtr;krOnOmEtre;krOnOmEtre;krOnOmEtre;krOnOmEtre;;;;;;
791;chuchoter;;SySOtE;;;SySOtEr;SySOta;;;;;;;SySOtjô;SySOtE;;SySOtE;SySOtE;SySOtE;SySOte;;;;;;;;SySOte;SySOt;SySOtâ;;;;;SySOt6rE;SySOt6rE;;SySOt;SySOte;;SySOt;SySOt;SySOte;SySOte;SySOte;SySOte;;;;;;
792;chuinter;;;;;SHêtEr;SHêta;;;;;;;;;;;SHêtE;SHêtE;SHête;;;;;;;;;;SHêtâ;;;;;;;;;;;;SHêt;;;;;;;;;;
793;chuter;;;;;SytEr;Syta;;;;;;;;;;;;SytE;Syte;;;;;;;;;Syt;Sytâ;;;;;Syt6rE;;;Syt;;;Syt;Syt;;Syte;;Syte;;;;;;
794;châtier;;;;;;;;SatirE;;;;;;;;;SatjE;SatjE;Satje;;;;;;;;Satje;Sati;Satjâ;;;;;;SatirE;;Sati;;;;Sati;;Satje;Satje;Satje;;;;;;
795;châtrer;;;;;;;;;;;Satr6rô;;;;;;SatrE;;Satre;;;;;;;;;;;;;;;;;;;;;Satr;Satr;;;Satre;Satre;;;;;;
796;chérir;;;;;;SEri;;SErirE;SErire;;;;;;;SErisE;;SErisE;SErir;;;;;;;SErisô;SErise;SEri;;;SErirE;;;;;SErisô;SEri;SErise;SEri;SEris;SEri;SEri;SEri;SEri;SEri;;;;;;SEris
797;chômer;;;;;;;;;SOm6re;;;;;;;;SOmE;SOmE;SOme;;;;;;;;;Som;;;;;;;;;Som;;;Som;Som;;;;SOme;;;;;;
798;cibler;;;;;;;;;;;;;;siblE;;;;siblE;sible;;;;;;;;sible;;;;;;;;;siblô;;sible;;;;;sible;;sible;;;;;;
799;cicatriser;;;;;;sikatriza;;;;;sikatriz6rô;sikatriz6ra;;;;;;sikatrizE;sikatrize;;;;;;;;sikatrize;sikatriz;;;;;;;sikatriz6rE;;sikatriz;sikatrize;;sikatriz;sikatriz;sikatrize;sikatrize;sikatrize;sikatrize;;;;;;
800;ciller;;;;;sijEr;sija;;;;;;;;;;;sijE;sijE;sije;;;;;;;;;;sijâ;;;;;;sij6rE;;;;;sij;sij;;;;sije;;;;;;
801;cimenter;;;;;;;;;;;;simât6ra;;;;;simâtE;simâtE;simâte;;;;;;;;;simât;;;;;;;;;;;;;simât;simâte;simâte;simâte;simâte;;;;;;
802;cingler;;;;;;sêgla;;;;;;;sêgljô;;;;sêglE;sêglE;sêgle;;;;;;;sêglô;;;sêglâ;;;;;;;;;;;sêgl;sêgl;;sêgle;sêgle;sêgle;;;;;;
803;cintrer;;;;sêtra;;sêtra;;;;;;;;;;;;;;;;;;;;;;;sêtrâ;;;;;;;;;;;;;;sêtre;;sêtre;;;;;;
804;circoncire;;;;;;sirkôsi;;;;;;;;;;;;;sirkôsir;;;;;;;;;;;;;;;;;;sirkôsi;;;;;;sirkôsiz;;;;;;sirkôsiz;;
805;circonscrire;;;;;;sirkôskrivi;;;;;;;;;;;;sirkôskrivE;sirkôskrir;;;;;;;;;;;;;;;;;;;;;;sirkôskri;sirkôskrit;;sirkôskri;sirkôskri;;;;;;
806;circonvenir;;;;;;;;;;;;;;;;;;;sirkôv6nir;;;;;;;;;;;;;;;;;;;;;;;;sirkôv6ny;;sirkôv6ny;;;;;;
807;circuler;;;;;sirkylEr;sirkyla;;;;;;sirkyl6ra;;sirkylE;;;sirkylE;sirkylE;sirkyle;;;;;;;;sirkyle;sirkyl;sirkylâ;;;;;sirkyl6rE;sirkyl6rE;;sirkyl;sirkyle;;sirkyl;sirkyl;;;;;;;;;;
808;cirer;;;;;;sira;;;;;;;;sirE;;sirE;sirE;sirE;sire;;;;;;;;sire;sir;sirâ;;;;;;sir6rE;;sir;sire;sir;sir;sir;sire;sire;sire;sire;;;;;;
809;cisailler;;;;;;sizaja;;;;;;;;;;;sizajE;sizajE;sizaje;;;;;;;;;;sizajâ;;;;;;;;sizaj;;;;;sizaje;sizaje;;sizaje;;;;;;
810;ciseler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;sizEl;siz6le;siz6le;siz6le;siz6le;;;;;;
811;citer;;sitE;;;sitEr;sita;;sit6rE;;;;sit6ra;;sitE;;sitE;sitE;sitE;site;;;;;;;sitô;site;sit;sitâ;;sit6rE;;sit6rE;;sit6rE;sitô;sit;site;sit;sit;sit;site;site;site;site;;;;sit;;
812;civiliser;;;;;;;;;;;;;;;;;;;sivilize;;;;;;;;;;;;;;;;;;;;;;;;sivilize;sivilize;sivilize;;;;;;
813;claboter;;;;;;;;;;;;;;;;;;;klabOte;;;;;;;;;;;;;;;;;;;;;klabOt;klabOt;;;;klabOte;;;;;;
814;claironner;;;;;;klErOna;;;;;;;klErOnjô;;;;;klErOnE;klErOne;;;;;;;;;;klErOnâ;;;;;;;;klErOn;;;klErOn;klErOn;;;;klErOne;;;;;;
815;clamecer;;;;;;;;;;;;;;;;;;;klam6se;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
816;clamer;;klamE;;;;klama;;;;;;;;;;;klamE;klamE;klame;;;;;;;;klame;klam;klamâ;;;;;;;;klam;klame;;klam;klam;;klame;;klame;;;;;;
817;clamser;;;;;;;;klams6rE;;;;;;;;;;;klamse;;;;;;;;;;;;;;;;klams6rE;;;;;;;;;;;;;;;;
818;claper;;;;;;;;;;;;;;;;;;;klape;;;;;;;;;klap;klapâ;;;;;;;;klap;;klap;klap;klap;;;;klape;;;;;;
819;clapir;;;;;;;;;;;;;;;;;;;klapir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
820;clapoter;;;;;;klapOta;;;;;;;;;;;;klapOtE;klapOte;;;;;;;;;klapOt;klapOtâ;;;;;;;;;;;klapOt;klapOt;;;;;;;;;;
821;clapper;;;;;;;;;;;;;;;;;;klapE;;;;;;;;;;;klapâ;;;;;;;;;;;;;;;;;;;;;;
822;claquemurer;;;;;;;;;;;;;;;;;;;klak6myre;;;;;;;;;;klak6myrâ;;;;;;;;;;;;;klak6myre;;klak6myre;klak6myre;;;;;;
823;claquer;;;;;klakEr;klaka;;klak6rE;;;;klak6ra;klakjô;klakE;;klakE;klakE;klakE;klake;;;;;;klaka;;klake;klak;klakâ;;;;;klak6rE;klak6rE;;klak;klake;klak;klak;klak;klake;klake;klake;klake;;;;klak;;
824;clarifier;;;;;;klarifja;;;;;;;;;;;;;klarifje;;;;;;;klarifjô;;klarifi;;;;;;;;;klarifi;;;;klarifi;;;;klarifje;;;;;;
825;classer;;;;;klasEr;klasa;;;;;;klas6ra;;klasE;;klasE;;klasE;klase;;;;;;;;klase;klas;klasâ;;klas6rE;;klas6rE;klas6rE;klas6rE;klasô;klas;klase;klas;klas;klas;klase;klase;klase;klase;;;;;;
826;classifier;;;;;;;;;;;;;;;;;;;klasifje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
827;claudiquer;;;;;;;;;;;;;;;;;;klOdikE;klOdike;;;;;;;;;klOdik;klOdikâ;;;;;;;;;;;;;;;;;;;;;;
828;clayonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;klEjOne;;;;;;;;
829;clicher;;;;;;;;;;;;;;;;;;;kliSe;;;;;;;;;;;;;;;;;;;;;;;;;;kliSe;;;;;;
830;cligner;;;;;kliJEr;kliJa;;;;;;;;kliJE;;;kliJE;kliJE;kliJe;;;;;;;;kliJe;kliJ;kliJâ;;;;;;;;kliJ;kliJe;;kliJ;kliJ;kliJe;;;kliJe;;;;;;
831;clignoter;;;;;;kliJOta;;;;;;kliJOt6ra;;;;;kliJOtE;kliJOtE;kliJOte;;;;;;;;;kliJOt;kliJOtâ;;;;;;kliJOt6rE;;;;;kliJOt;kliJOt;;;;;;;;;;
832;climatiser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;klimatizâ;;;;;;;;;;;;;;klimatize;;klimatize;;;;;;
833;cliqueter;;;;;;klik6ta;;;;;;;;;;;klik6tE;klik6tE;klik6te;;;;;;;;;;klik6tâ;;;;;;;;klikEt;;;klikEt;klikEt;;;;;;;;;;
834;clisser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;klise;;;;;;;;;
835;clocher;;;;;;;;;;;;;;;;;klOSE;klOSE;klOSe;;;;;;klOSa;;;klOS;klOSâ;;;;;;;;;;;;klOS;;;;;;;;;;
836;cloisonner;;;;;;;;;;;;;;klwazOnE;;;klwazOnE;;klwazOne;;;;;;;;;;klwazOnâ;;;;;;;;;;;;;;;klwazOne;;;;;;;
837;clopiner;;;;;;klOpina;;;;;;;;;;;;klOpinE;klOpine;;;;;;;;klOpine;;klOpinâ;;;;;;;;;;;;klOpin;;;;;;;;;;
838;cloquer;;;;;;;;;;;;;;;;;;klOkE;klOke;;;;;;;;;;klOkâ;;;;;;;;klOk;;;klOk;klOk;;;;;;;;;;
839;clore;;;;;;;;;;;;;;;;;;;klOr;;;;;;;;;klo;;;;;;;;;klo;;;kloz;klo;kloz;kloz;;;;kloz;;;;kloz
840;clouer;;kluE;;;kluEr;klua;;klurE;;klura;;;klujô;;;;kluE;kluE;klue;;;;;;;;klue;klu;kluâ;;;;;;klurE;;klu;klue;;klu;klu;klue;klue;klue;klue;;;;;;
841;clouter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;klute;klute;klute;klute;;;;;;
842;cloîtrer;;klwatrE;;;;klwatra;;;;;;;;;;;;klwatrE;klwatre;;;;;;;;;klwatr;;;;;;;;;;;;;klwatr;klwatre;klwatre;klwatre;klwatre;;;;;;
843;clôturer;;klOtyrE;;;;klOtyra;;;;;;;;;;;klOtyrE;klOtyrE;klOtyre;;;;;;;;;;;;;;;;;;;;;;klOtyr;;;;klOtyre;;;;;;
844;coaguler;;;;;;kOagyla;;;;;;;;;;;kOagylE;kOagylE;kOagyle;;;;;;;;;;;;;;;;;;;;;kOagyl;kOagyl;;kOagyle;kOagyle;kOagyle;;;;;;
845;coaliser;;;;;;;;;;;;;;;;;kOalizE;;kOalize;;;;;;;;;;;;;;;;;;;;;;;;;kOalize;;;;;;;
846;coasser;;;;;;;;;;;;;;;;;kOasE;;;;;;;;;;;;kOasâ;;;;;;;;;;;;kOas;;;;;;;;;;
847;cocher;;;;;;kOSa;;;;;;;;;;;;kOSE;kOSe;;;;;;kOSa;;kOSe;kOS;kOSâ;;;;;;;;kOS;kOSe;;;kOS;kOSe;;;kOSe;;;;;;
848;cochonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;kOSOne;;;;;;
849;cocufier;;;;;;;;;;;;;;;;;;;;;;;;;;;;kOkyfi;;;;;;;;;kOkyfi;;;;kOkyfi;;;;kOkyfje;;;;;;
850;coder;;;;;;;;;;;;;;;;;;kOdE;kOde;;;;;;;;;kOd;;;;;;;;;kOd;;;;kOd;kOde;kOde;kOde;kOde;;;;;;
851;codifier;;;;;;;;;;;;;;;;;;;kOdifje;;;;;;;;;;kOdifjâ;;;;;;;;;;;;;kOdifje;kOdifje;;kOdifje;;;;;;
852;coexister;;;;;;;;;;;kOEgzist6rô;;;;;;kOEgzistE;kOEgzistE;kOEgziste;;;;;;;;;;kOEgzistâ;;;;;;;;;;;kOEgzist;kOEgzist;;;;;;;;;;
853;coffrer;;;;;;;kOfr6rô;kOfr6rE;;;kOfr6rô;;;;;;;;kOfre;;;;;;;kOfrô;kOfre;kOfr;;;;;;;;;kOfr;kOfre;;kOfr;kOfr;;kOfre;kOfre;kOfre;;;;;;
854;cogiter;;;;;;;;;;;;;;;;;;kOZitE;kOZite;;;;;;;;;kOZit;;;;;;;;;kOZit;;;kOZit;kOZit;;;;kOZite;;;;;;
