;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
1792;fructifier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fryktifjâ;;;;;;;;;;;;;;;;;;;;;;
1793;frustrer;;;;;;;;;;;;;;;;;;frystrè;;;;;;;;;;;frystrâ;;;;;;;;;;;;frystr;;;frystre;frystre;;;;;;
1794;frémir;;;;;;frèmi;;;;;;;;;;;frèmisè;frèmisè;frèmir;;;;;;;;;;frèmisâ;;;;;;;;frèmi;;frèmi;frèmis;frèmi;;;;;;;;;;
1795;fréquenter;;;;;;;;;;;;;;frèkâtè;;frèkâtè;frèkâtè;frèkâtè;frèkâte;;;;;;;;;frèkât;frèkâtâ;;;;;;;;frèkât;frèkâte;frèkât;frèkât;frèkât;frèkâte;frèkâte;;frèkâte;;;;;;frèkât
1796;fréter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;frète;;;;;;;;
1797;frétiller;;;;;;;;;;;;;;;;;frètijè;;;;;;;;;;;frètij;frètijâ;;;;;;;;frètij;;;;frètij;;;;;;;;;;
1798;frôler;;;;;;fròla;;;;;;;;;;;fròlè;fròlè;fròle;;;;;;;;fròle;frol;fròlâ;;;;;;;;frol;;;;frol;;;;fròle;;;;;;
1799;fuguer;;;;;;;;;;;;;;;;;;fygè;;;;;;;;;;fyg;;;;;;;;;;;;;;;;;;;;;;;
1800;fuir;;;;;;fHi;;;;;;;fHijô;;;fHijè;fHijè;fHijè;fHir;;;;;;;fHijô;fHije;fHi;fHijâ;fHirjô;;;fHirè;;;fHijô;fHi;fHije;fHi;fHi;fHi;;;fHi;fHi;;fHi;;;;fHi
1801;fumer;;;;;fymEr;fyma;;fym6rè;fym6re;;;;fymjô;fymè;;;fymè;fymè;fyme;;;;;;;fymô;fyme;fym;fymâ;;;;;;fym6rè;fymô;fym;fyme;fym;fym;fym;;;;fyme;;;;;;
1802;fuser;;;;;fyzEr;;;;;;;;;;;;fyzè;fyzè;fyze;;;;;;;;;;fyzâ;;;;;;;;fyz;;;fyz;fyz;;;;;;;;;;
1803;fusiller;;;;;;fyzija;;;;;;;;;;;;;fyzije;;;;;;;;fyzije;fyzij;;;;;;;;;;;;;;;fyzije;fyzije;fyzije;;;;;;
1804;fusionner;;;;;;;;;;;;;;;;;;;fyzjòne;;;;;;;;;fyzjòn;fyzjònâ;;;;;;;;;;;fyzjòn;;;;;fyzjòne;;;;;;
1805;fustiger;;;;;;;;;;;;;;;;;;;fystiZe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1806;fâcher;;faSè;;;;faSa;;;;;;;;;;;;;faSe;;;;;;;;faSe;faS;;;;;;;faS6rè;;faS;faSe;faS;;faS;;faSe;;faSe;;;;;;
1807;féconder;;;;;;;;;;;;;;;;;;;fèkôde;;;;;;;;;;;;;;;;;;;;;;;;;;fèkôde;;;;;;
1808;fédérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fèdère;;;;;;;
1809;féliciter;;fèlisitè;;;fèlisitEr;fèlisita;;;;;;;;;;;fèlisitè;fèlisitè;fèlisite;;;;;;;;;fèlisit;;;;;;;;;fèlisit;fèlisite;;;fèlisit;;;;fèlisite;;;;;;
1810;fêler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fèle;;;;;;
1811;fêter;;;;;;;;;;;;fèt6ra;fètjô;;;;;fètè;fète;;;;;;;fètô;fète;fEt;fètâ;;;;;;fèt6rè;fètô;fEt;fète;;fEt;fEt;;;;fète;;;;fEt;;
1812;gaffer;;;;;;;;;;;;;;;;;;;gafe;;;;;;;;;gaf;;;;;;;;;gaf;;;gaf;gaf;;;;;;;;;;
1813;gager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gaZ;;gaZ;;;;;;;;;;;;
1814;gagner;;;;;gaJEr;gaJa;gaJ6rô;gaJ6rè;gaJ6re;gaJ6ra;gaJ6rô;gaJ6ra;;gaJè;gaJe;gaJè;gaJè;gaJè;gaJe;;;;;;gaJa;gaJô;gaJe;gaJ;gaJâ;;gaJ6rè;;;;gaJ6rè;gaJô;gaJ;gaJe;gaJ;gaJ;gaJ;gaJe;gaJe;;gaJe;;;;gaJ;;gaJ
1815;gainer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gène;gène;;;;;;
1816;galber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;galbe;;;;;;;;;
1817;galonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;galòne;;;;;;
1818;galoper;;;;;;galòpa;;;;;;;;;;;;galòpè;galòpe;;;;;;;galòpô;;galOp;galòpâ;;;;;;;galòpô;galOp;;galOp;galOp;galOp;;;;;;;;;;
1819;galvaniser;;;;;;;;;;;;;;;;;;galvanizè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;galvauder;;;;;;;;;;;;;;;;;;galvòdè;galvòde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;gambader;;;;;;;;;;;;;;;;;;;gâbade;;;;;;;;;;;;;;;;;;;;;;gâbad;;;;;;;;;;
1822;gamberger;;;;;;;;;;;;;;;;;;;gâbErZe;;;;;;;;;;gâbErZâ;;;;;;;;;;;;gâbErZ;;;;;;;;;;
1823;gambiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;gâbij;;;;;;;;;;;;;;;;;;;;;;;
1824;gangrener;;;;;;;;;;;;;;;;;;;gâgr6ne;;;;;;;;;;;;;;;;;;;;;;;;;;gâgr6ne;;;;;;
1825;ganser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gâse;;;;;;;;
1826;ganter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gâte;;;gâte;;;;;;
1827;garantir;;;;;;garâti;;;;;;;;;;;garâtisè;;garâtir;;;;;;;garâtisô;;garâti;;;;;;;garâtirè;;garâti;garâtise;garâti;garâtis;garâti;;garâti;garâti;garâti;;;;;;
1828;garder;;gardè;;;gardEr;garda;gard6rô;gard6rè;gard6re;gard6ra;gard6rô;gard6ra;gardjô;gardè;gardje;gardè;gardè;gardè;garde;;;;;;garda;gardô;garde;gard;gardâ;gard6rjô;gard6rè;gard6rje;;gard6rè;gard6rè;gardô;gard;garde;gard;gard;gard;garde;garde;garde;garde;;gard;;gard;gard;gard
1829;garer;;;;;;gara;;gar6rè;;;;;;;;;;garè;gare;;;;;;;;gare;gar;;;;;;;;;gar;gare;;;gar;;gare;gare;gare;;;;;;
1830;gargariser;;;;;;;;;;;;;;;;;gargarizè;;gargarize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;garnir;;;;;;;;;;;garnirô;;;;;;;garnisè;garnir;;;;;;;;;;;;;;;;;;garni;;garni;;;garni;garni;;garni;;;;;;
1832;garrotter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;garOt;;;;;;;;;;
1833;gaspiller;;;;;;;;;;;;;;;;;gaspijè;;gaspije;;;;;;;gaspijô;gaspije;gaspij;;;;;;;;;gaspij;gaspije;;gaspij;gaspij;;gaspije;;gaspije;;;;;;
1834;gauchir;;;;;;;;;;;;;;;;;;gòSisè;;;;;;;;;;;;;;;;;;;;;;;;;gòSi;;;;;;;;
1835;gaufrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gofr;;;;;;;;;;
1836;gausser;;;;;;;;;;;;;;;;;;gòsè;gòse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;gaver;;;;;;;;;;;;;;;;;;;gave;;;;;;;;gave;gav;;;;;;;;;;gave;;;gav;;;gave;gave;;;;;;
1838;gazer;;;;;;;;;;;;;;;;;;;gaze;;;;;;;;;gaz;;;;;;;;;gaz;;;;gaz;;;;;;;;;;
1839;geindre;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zê;;;;;;;;;Zê;;;;Zê;;;;;;;;;;
1840;geler;;;;;;Z6la;;;;;;Zèl6ra;;Z6lè;;;;Z6lè;Z6le;;;;;;;;;ZEl;;;;;;;;;ZEl;;;;ZEl;Z6le;Z6le;;Z6le;;;;;;
1841;gerber;;;;;;;;;;;;;;;;;;;ZErbe;;;;;;;;;ZErb;;;;;;;;;;;;;;;;;;;;;;;
1842;gercer;;;;;;;;;;;;;;;;;;ZErsè;;;;;;;;;;;;;;;;;;;;;;ZErs;;;ZErse;;ZErse;;;;;;
1843;germer;;;;;;;;;;;;;;;;;;ZErmè;ZErme;;;;;;;;;;;;;;;;;;;;;;ZErm;;;;;;;;;;
1844;gesticuler;;ZEstikylè;;;;;;;;;;;;;;;ZEstikylè;ZEstikylè;ZEstikyle;;;;;;;;;;ZEstikylâ;;;;;;;;ZEstikyl;;;;;;;;;;;;;;
1845;gicler;;;;;;;;;;;;;;;;;;Ziklè;Zikle;;;;;;;;;Zikl;;;;;;;;;Zikl;;;;Zikl;;;;;;;;;;
1846;gifler;;;;;;Zifla;;;;;;;;;;;;Ziflè;Zifle;;;;;;;;;Zifl;;;;;Zifl6rè;;;;Zifl;;Zifl;;Zifl;;;Zifle;Zifle;;;;;;
1847;gigoter;;;;;;;;;;;;;;;;;;Zigòtè;Zigòte;;;;;;;;;;Zigòtâ;;;;;;;;;;;ZigOt;ZigOt;;;;;;;;;;
1848;givrer;;;;;;;;;;;;;;;;;;;Zivre;;;;;;;;;;;;;;;;;;;;;;;;Zivre;Zivre;Zivre;;;;;;
1849;glacer;;;;;;glasa;;;;;;;;;;;glasè;glasè;;;;;;;;;;glas;;;;;;;;;glas;;;glas;glas;glase;glase;glase;glase;;;;;;
1850;glander;;;;;;;;;;;;;;;;;;glâdè;glâde;;;;;;;;;;;;;;;;;;glâd;;;;glâd;;;;;;;;;;
1851;glaner;;;;;;;;;;;;;;;;;;;glane;;;;;;;;;;glanâ;;;;;;;;;;;;glan;;;;;;;;;;
1852;glapir;;;;;glapir;glapi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;glapi;;;;;;;;;;
1853;glisser;;glisè;;;glisEr;glisa;;;;;;glis6ra;;glisè;;glisè;glisè;glisè;glise;;;;;;;;glise;glis;glisâ;;;;glis6rè;;glis6rè;;glis;glise;glis;glis;glis;;glise;glise;glise;;;;;;
1854;glorifier;;;;;;;;;;;;;;;;;;glòrifjè;glòrifje;;;;;;;;;;;;;;;;;;;;;;glòrifi;glòrifje;;;glòrifje;;;;;;
1855;glouglouter;;;;;;;;;;;;;;;;;;gluglutè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;glousser;;;;;;;;;;;;;;;;;glusè;glusè;gluse;;;;;;;;;glus;;;;;;;;;glus;;;;;;;;;;;;;;
1857;gober;;;;;;;;;;;;;;;;;;;gòbe;;;;;;;;;;;;;;;;gòb6rè;;gOb;;gOb;;gOb;;;;gòbe;;;;;;
1858;goberger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gòbErZ;;;;;;;;;;
1859;gobeter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gòbEt;;;;;;;;;;
1860;godailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gòdaj;;;;;;;;;;
1861;goder;;;;;;;;;;;;;;;;;;;gòde;;;;gòdas;;;;;gOd;;;;;;;;;;;;gOd;gOd;;;;;;;;;;
1862;godiller;;;;;;;;;;;;;;gòdijè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;goinfrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gwêfre;;;;;;;;;;;;;
1864;gominer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gòmine;;;;;;;
1865;gommer;;;;;;gòma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gòm6rè;;;;;;;;;;gòme;;;;;;
1866;gondoler;;;;;;;;;;;;;;;;;gôdòlè;gôdòlè;;;;;;;;;;;;;;;;;;;;;;;;;;;gôdòle;;;;;;
1867;gonfler;;;;;gôflEr;gôfla;;;;;;gôfl6ra;;;;;gôflè;gôflè;gôfle;;;;;;;;gôfle;gôfl;gôflâ;;;;;;;;gôfl;gôfle;gôfl;gôfl;gôfl;gôfle;gôfle;gôfle;gôfle;;;;;;
1868;goupiller;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gupij;;;;;;;;;;
1869;gourer;;;;;;;;;;;;;;;;gurè;;;gure;;;;;;;;;;;;;;;;;;gur;;gur;;;;gure;;gure;;;;;;
1870;gourmander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gurmâd;;;;;;;;;;;
1871;goutter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gut;;;;;;;;;;;;gut;;
1872;gouverner;;;;;;;;;;;;;;;;;;guvErnè;guvErne;;;;;;;;;;;;;;;;;;guvErn;;;guvErn;guvErn;;;;;;;;;;
1873;goûter;;;;;;guta;;;gut6re;;;gut6ra;;gutè;;;gutè;gutè;gute;;;;;;;gutô;gute;gut;gutâ;;;;;;;gutô;gut;gute;;gut;gut;gute;;gute;gute;;;;;;gut
1874;gracier;;;;grasja;;;;;;;;;;;;;;;grasje;;;;;;;;;;;;;;;;;;grasi;;;;;;;;;;;;;;
1875;grailler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;graj;;graje;;;;;;;;
1876;graisser;;;;;;;;;;;;;;;;;;grèsè;grèse;;;;;;;;grèse;grEs;grèsâ;;;;;;;;;;;grEs;grEs;;;;;;;;;;
1877;grandir;;;;;;grâdi;;;grâdire;grâdira;grâdirô;grâdira;;grâdisè;;;grâdisè;grâdisè;grâdir;;;;;;grâdi;;grâdise;grâdi;grâdisâ;;;;;;;;grâdi;;grâdi;grâdis;grâdi;;grâdi;grâdi;grâdi;;;;;;grâdis
1878;granuler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;granyl;;;;;;;;;;
1879;grappiller;;;;;;;;;;;;;;;;;;;grapije;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;gratifier;;;;;;gratifja;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gratifirè;;gratifi;;;;gratifi;;;;;;;;;;
1881;gratiner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;gratine;;;;;;;;
1882;gratter;;;;;;grata;;;;;;;;gratè;;gratè;gratè;gratè;grate;;;;;;grata;;grate;grat;gratâ;;;;;;;;grat;;;grat;grat;;;;;;;;;;
1883;graver;;;;;;grava;;;;;;;;;;;;gravè;grave;;;;;;;;grave;grav;;;;;;;;;grav;grave;;;grav;grave;grave;grave;grave;;;;;;grav
1884;gravir;;;;;gravir;gravi;;;;;;;;;;gravisè;;;gravir;;;;;;;;;gravi;gravisâ;;;;;;;;;;gravi;;gravi;;;gravi;gravi;;;;;;
1885;graviter;;;;;;;;;;;;;;;;;;;gravite;;;;;;;;;;;;;;;;;;;;;;gravit;;;;;;;;;;
1886;greffer;;;;;;;;;;;;;;;;;grèfè;;grèfe;;;;;;;;;;;;;;;;;;;;;;;;;grèfe;grèfe;;;;;;grEf
1887;grelotter;;;;;;;;;;;;;;gr6lòtè;;;;gr6lòtè;gr6lòte;;;;;;;;;;gr6lòtâ;;;;;;;;gr6lOt;;;gr6lOt;;;;;;;;;;;
1888;grener;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;grEn;;;;gr6ne;;;;;;
1889;gribouiller;;;;;;;;;;;;;;;;;;gribujè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;griffer;;;;;;grifa;;;;;;;;;;;grifè;;grife;;;;;;;;;grif;grifâ;;;;;;;;grif;;;;grif;grife;;;grife;;;;;;
1891;griffonner;;;;;;;;;;;;;;;;;;grifònè;grifòne;;;;;;;;;grifòn;;;;;;;;;grifòn;;;grifòn;;grifòne;;grifòne;grifòne;;;;;;
1892;grignoter;;;;;;griJòta;;griJòt6rè;;;;;;;;;;;griJòte;;;;;;;;;griJOt;;;;;;;;;griJOt;;;;;;;;griJòte;;;;;;griJOt
1893;griller;;;;;;;;;;;;;;;;;;grijè;grije;;;;;;;;grije;grij;;;;;;;;;grij;;;;grij;grije;;grije;grije;;;;;;
1894;grimper;grêpam;;;;grêpEr;grêpa;;;;;;;;grêpè;;grêpè;grêpè;grêpè;grêpe;;;;;;;grêpô;grêpe;grêp;grêpâ;;;;;;;;grêp;grêpe;;grêp;grêp;;;;grêpe;;;;;;
1895;grincer;;;;;;grêsa;;;;;;;;;;;grêsè;grêsè;grêse;;;;;;;;;grês;grêsâ;;;;;;;;grês;;grês;grês;grês;;;;;;;;;;
1896;gripper;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;grip;;gripe;;;;;;;;
1897;griser;;;;;;;;;;;;;;;;;;;grize;;;;;;;;;griz;;;;;;;;;;;;;griz;grize;grize;;grize;;;;;;griz
1898;grisonner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;grizònâ;;;;;;;;;;;grizòn;;;;;;;;;;;
1899;grognasser;;;;;;;;;;;;;;;;;;;gròJase;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;grogner;;;;;gròJEr;gròJa;;;;;;;;;;;;gròJè;gròJe;;;;;;;;;grOJ;gròJâ;;;;;;;;grOJ;;;;grOJ;;;;gròJe;;;;;;
1901;grommeler;;;;;gròm6lEr;gròm6la;;;;;;;;;;;;gròm6lè;gròm6le;;;;;;;;;gròmEl;gròm6lâ;;;;;;;;gròmEl;;;;gròmEl;;;;gròm6le;;;;;;
1902;gronder;;;;;;grôda;;;;;;grôd6ra;;grôdè;;;grôdè;grôdè;grôde;;;;;;;;;grôd;;;;;;;;;grôd;;;;grôd;;;;grôde;;;;;;
1903;grossir;;;;;gròsir;gròsi;;;;;;gròsira;;;;;gròsisè;gròsisè;gròsir;;;;;;;;;gròsi;;;;;;;;;;;gròsi;;gròsi;gròsi;;gròsi;gròsi;;;;;;
1904;grouiller;;;;;;;;;;;;;;;;;grujè;grujè;;;;;;;;grujô;gruje;gruj;grujâ;;;;;;;grujô;gruj;gruje;;gruj;gruj;;;;;;;;;;
1905;grouper;;;;;;grupa;;;;;;;;;;;grupè;grupè;grupe;;;;;;;;;grup;;;;;;;;grupô;grup;;;;grup;;;grupe;;;;;;;
1906;gruger;;;;;;;;;;;;;;;;;gryZè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;grésiller;;;;;;;;;;;;;;;;;;grèzijè;grèzije;;;;;;;;;;grèzijâ;;;;;;;;;;;;grèzij;;;;;;;;;;
1908;grêler;;;;;;;;;;;;;;;;;;;grèle;;;;;;;;;;;;;;;;;;;;;;grEl;;;;;;;;;;
1909;guerroyer;;;;;;;;;;;;;;;;;;;gèrwaje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;guetter;;gètè;;;;gèta;;;;;;;gètjô;gètè;;gètè;gètè;gètè;gète;;;;;;;;;gEt;gètâ;;;;;;;;gEt;gète;;gEt;gEt;;;gète;gète;;;;;;
1911;gueuler;;;;;;;;;;;;;;;;;;g6lè;g6le;;;;;;;;;g9l;;;g6l6rè;;g6l6rè;;;;g9l;g6le;g9l;g9l;g9l;;;;g6le;;;;;;
1912;guider;;;;;;gida;;;;;;gid6ra;;;;;gidè;gidè;gide;;;;;;;;gide;gid;gidâ;;;;;;;;gid;gide;;gid;gid;gide;gide;gide;gide;;;;;;gid
1913;guigner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;giJâ;;;;;;;;;;;;;;;;;;;;;;
1914;guillotiner;;;;;;gijòtina;;;;;;;;;;;;;gijòtine;;;;;;;;;;;;;;;;;;;;;;;;;;gijòtine;;;;;;
1915;guinder;;;;;;;;;;;;;;;;;;;;;;;;;;;;gêd;;;;;;;;;;;;;;;;;;;;;;;
1916;guérir;;;;;;gèri;;;;;;gèrira;;gèrisè;;;;;gèrir;;;;;;;;gèrise;gèri;gèrisâ;;;;;;;;gèri;;gèri;gèris;gèri;;gèri;gèri;gèri;;;;;;gèris
1917;gâcher;;;;;;;;;gaS6re;;;;;;;;;gaSè;gaSe;;;;;;;;;gaS;;;;gaS6rje;;;gaS6rè;gaSô;gaS;;gaS;;gaS;gaSe;gaSe;;gaSe;;;;;;gaS
1918;gâter;;;;;;;;;;;;gat6ra;;;;;;gatè;gate;;;;;;;;;gat;;;;;;;;;gat;;;gat;gat;;gate;;gate;;;;;;
1919;gémir;;;;;;Zèmi;;;;;;;;;;;;Zèmisè;Zèmir;;;;;;;;;Zèmi;Zèmisâ;;;;;;;;Zèmi;;Zèmi;;Zèmi;;;Zèmi;Zèmi;;;;;;
1920;généraliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;Zènèraliz;;;;;;;;;;;;;;;;;;;;;;;
1921;générer;;;;;;;;;;;;;;;;;;;Zènère;;;;;;;;;;;;;;;;;;;;;;ZènEr;;;;;;;;;;
1922;gérer;;;;;;;;;Zèr6re;;;;;;;;;;Zère;;;;;;;;Zère;ZEr;;;;;;;;Zèrô;ZEr;Zère;;;ZEr;;;;Zère;;;;;;
1923;gésir;;;;;;;;;;;;;;;;Zizè;Zizè;Zizè;;;;;;;;;;;Zizâ;;;;;;;;;;;Ziz;Zi;;;;;;;;;;
1924;gêner;;;;;;Zèna;;Zèn6rè;;;;;;;;Zènè;Zènè;Zènè;Zène;;;;;;;;Zène;ZEn;Zènâ;;;;;;;;ZEn;Zène;ZEn;ZEn;ZEn;;Zène;Zène;Zène;;;;;;
1925;gîter;;;;;;;;;;;;;;;;;;Zitè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1926;habiliter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;abilite;;;;;;
1927;habiller;;;;;abijEr;abija;;;;;;abij6ra;;;;abijè;abijè;abijè;abije;;;;;;;;abije;abij;;;;;;;;abijô;abij;abije;abij;abij;abij;abije;abije;abije;abije;;abij;;;;
1928;habiter;;;;;;abita;;;;;;;abitjô;abitè;abitje;abitè;abitè;abitè;abite;;;;;;;abitô;abite;abit;abitâ;;;;;;;abitô;abit;abite;abit;abit;abit;;abite;abite;abite;;;;;;abit
1929;habituer;;;;;;abitya;;abityrè;;abityra;;;;;;;;abityè;abitye;;;;;;;;abitye;abity;;;abityrè;;;;abityrè;;abity;;abity;;abity;abitye;abitye;abitye;abitye;;;;abity;;abity
1930;hacher;;;;;;;;;;;;;;;;;;;;;;;;;;;aSe;aS;;;;;;;;;;aSe;;;;;aSe;;;;;;;;
1931;haler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ale;;;;;;
1932;haleter;;;;;;al6ta;;;;;;;;al6tè;;;;al6tè;;;;;;;;;;;al6tâ;;;;;;;;alEt;;;;alEt;;;;;;;;;;
1933;halluciner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;alysin;;;;alysine;;;;;;
1934;handicaper;;;;;;;;;;;;;;;;;;;;;;;;;;;;âdikap;;;;;;;;;;;;;;;;âdikape;âdikape;;;;;;
1935;hanter;;;;;;;;;;;;;;;;;;âtè;âte;;;;;;;;âte;ât;;;;;;;;;ât;âte;ât;ât;ât;;;âte;âte;;;;;;
1936;happer;;;;;;;;;;;;;;;;;apè;;ape;;;;;;;;;ap;;;;;;;;;ap;;;ap;ap;ape;;ape;ape;;;;;;
1937;haranguer;;;;;;;;;;;;;;;;;;arâgè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1938;harasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aras;;;;;;;;;;
1939;harceler;;;;;;;;;;;;;;;;;ars6lè;;ars6le;;;;;;;;ars6le;;ars6lâ;;;;;;;;;;;;;;ars6le;ars6le;ars6le;;;;;;
1940;harmoniser;;;;;;;;;;;;;;;;;;armònizè;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1941;harper;;;;;;;;;;;;;;;;;;;arpe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1942;harponner;;;;;;;;;;;;;;;;;;;arpòne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1943;hasarder;;;;;;azarda;;;;;;;;;;;;azardè;azarde;;;;;;;;;;azardâ;;;;;;;;;;;;azard;;;;;;;;;;
1944;hausser;;òsè;;;;òsa;;;;;;;;;;;òsè;òsè;òse;;;;;;;òsô;;os;òsâ;;;;;;òs6rè;;os;;;;os;;;;òse;;;;;;
1945;haver;;;;;;;;;;;;;;;;;;;;;;;;;;;;av;;;;;;;;;av;;;;av;;;;;;;;;;
1946;haïr;;ai;;ai;;;;airè;;;;aira;;;;;aisè;aisè;air;;;;;;;;aise;è;;;airè;;airè;;;;è;aise;è;;è;;;;ai;;;;;;ais
1947;hennir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ènis;;;;;;;;;;;
1948;herboriser;;;;;;;;;;;;;;;;;;;Erbòrize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1949;herser;;;;;;;;;;;;;;;;;;;Erse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1950;heurter;;;;;;9rta;;;;;;;9rtjô;;;;;9rtè;9rte;;;;;;;;9rte;9rt;9rtâ;;;;;;9rt6rè;;9rt;;;9rt;9rt;;9rte;9rte;9rte;;;;;;
1951;hisser;;;;;;isa;;;;;;;;;;;isè;isè;ise;;;;;;;isô;;is;isâ;;;;;;;;is;ise;;;is;;ise;;ise;;;;;;is
1952;hiverner;;;;;;;;;;;;;;;;;;;ivErne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1953;hocher;;;;;;òSa;;;;;;;;;;;;òSè;òSe;;;;;;;;òSe;OS;òSâ;;;;;;;;OS;;;OS;OS;;;;òSe;;;;;;
1954;honnir;;;;;;;;;;;;;;;;;;ònisè;;;;;;;;;;;;;;;;;;;;;;;;;òni;;òni;;;;;;
1955;honorer;;;;;;;;;ònòr6re;;;;;;;;ònòrè;ònòrè;ònòre;;;;;;;;ònòre;ònOr;ònòrâ;;;;;;;;ònOr;ònòre;;ònOr;ònOr;;;ònòre;ònòre;;;;;;
1956;hoqueter;;;;;;òk6ta;;;;;;;;òk6tè;;;;òk6tè;òk6te;;;;;;;;;;òk6tâ;;;;;;;;;;;;;;;;;;;;;;
1957;horrifier;;;;;;;;;;;;;;;;;;òrifjè;;;;;;;;;;;;;;;;;;;òrifi;;;;;;òrifje;;òrifje;;;;;;
1958;horripiler;;;;;;;;;;;;;;;;;;;;;;;;;;;;òripil;;;;;;;;;;;;;òripil;;;;;;;;;;
1959;hospitaliser;;;;;;;;;;;;;;;;;;;òspitalize;;;;;;;;;;;;;;;;;;;;;;;;;;òspitalize;;;;;;
1960;houspiller;uspijam;;;;;;;;;;;;;;;;;uspijè;uspije;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
