;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
1694;dépenser;dEpâsam;dEpâsE;dEpâsat;dEpâsa;dEpâsEr;dEpâsa;dEpâs6rô;dEpâs6rE;dEpâs6re;dEpâs6ra;dEpâs6rô;dEpâs6ra;dEpâsjô;dEpâsE;dEpâsje;dEpâsE;dEpâsE;dEpâsE;dEpâse;dEpâsasjô;dEpâsas;dEpâsasje;dEpâsas;dEpâsas;dEpâsa;dEpâsô;dEpâse;dEpâs;dEpâsâ;dEpâs6rjô;dEpâs6rE;dEpâs6rje;dEpâs6rE;dEpâs6rE;dEpâs6rE;dEpâsô;dEpâs;dEpâse;dEpâs;dEpâs;dEpâs;dEpâse;dEpâse;dEpâse;dEpâse;dEpâsjô;;dEpâsje;dEpâs;dEpâs;dEpâs
1695;dépersonnaliser;;;;;;;;;;;;;;;;;;;dEpErsOnalize;;;;;;;;;;;;;;;;;;;;;;;;;;dEpErsOnalize;;;;;;
1696;dépeupler;;;;dEp6pla;;;dEp6pl6rô;;;;;dEp6pl6ra;;;;;;dEp6plE;dEp6ple;;;;;;;;;;;;dEp6pl6rE;;;;;;;;;dEp9pl;dEp9pl;;dEp6ple;dEp6ple;dEp6ple;;;;;;
1697;déphaser;;;;;;dEfaza;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEfaz;;dEfaze;dEfaze;dEfaze;;;;;;
1698;dépiauter;;;;;dEpjOtEr;dEpjOta;;;;;;dEpjOt6ra;;;;;dEpjOtE;dEpjOtE;dEpjOte;;;;;dEpjOtas;;;;dEpjot;dEpjOtâ;;;;;;;;dEpjot;;;dEpjot;dEpjot;;dEpjOte;dEpjOte;dEpjOte;;;;;;
1699;dépiler;;;;;;;;;;;;;;;;;;;dEpile;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1700;dépiquer;;;;;dEpikEr;;;;;;;;;;;;dEpikE;;dEpike;;;;;;;;;;;;;;;;;;;dEpike;;;dEpik;;dEpike;dEpike;;;;;;;
1701;dépister;;;;;;;;;;;;;;;dEpistje;;;dEpistE;dEpiste;;;dEpistasje;;;;;;;dEpistâ;;;;;;;dEpistô;dEpist;;;;dEpist;;dEpiste;;dEpiste;;;;dEpist;;dEpist
1702;dépiter;;;;;;dEpita;;;;;;dEpit6ra;;;dEpitje;;dEpitE;dEpitE;dEpite;;;;;dEpitas;;;;;;;;;dEpit6rE;;;;dEpit;;dEpit;;;;dEpite;dEpite;dEpite;;;;;;
1703;déplacer;dEplasam;dEplasE;dEplasat;dEplasa;dEplasEr;dEplasa;dEplas6rô;dEplas6rE;dEplas6re;dEplas6ra;dEplas6rô;dEplas6ra;dEplasjô;dEplasE;dEplasje;dEplasE;dEplasE;dEplasE;dEplase;dEplasasjô;dEplasas;dEplasasje;dEplasas;dEplasas;dEplasa;dEplasô;dEplase;dEplas;dEplasâ;dEplas6rjô;dEplas6rE;dEplas6rje;dEplas6rE;dEplas6rE;dEplas6rE;dEplasô;dEplas;dEplase;dEplas;dEplas;dEplas;dEplase;dEplase;dEplase;dEplase;dEplasjô;dEplas;dEplasje;dEplas;dEplas;dEplas
1704;déplaire;dEplym;dEply;dEplyt;dEply;dEplyr;dEply;;dEplErE;dEplEre;dEplEra;dEplErô;dEplEra;dEplEzjô;dEplEzE;dEplEzje;dEplEzE;dEplEzE;dEplEzE;dEplEr;dEplysjô;dEplys;;dEplys;dEplys;dEply;dEplEzô;;dEplE;dEplEzâ;dEplErjô;;dEplErje;;dEplErE;dEplErE;dEplEzô;dEplE;dEplEze;dEplE;dEplEz;dEplE;;;;dEply;dEplEzjô;dEplEz;dEplEzje;dEplEz;dEplEz;dEplEz
1705;déplanter;;;;;dEplâtEr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1706;déplier;dEpliam;dEpliE;dEpliat;;dEpliEr;dEplia;dEplirô;dEplirE;dEplire;dEplira;dEplirô;dEplira;;dEpliE;dEplije;dEpliE;dEpliE;dEpliE;dEplie;;dEplias;dEpliasje;dEplias;dEplias;dEplia;dEpliô;dEplie;dEpli;dEpliâ;dEplirjô;;;dEplirE;dEplirE;dEplirE;dEpliô;dEpli;dEplie;dEpli;dEpli;dEpli;dEplie;dEplie;dEplie;dEplie;dEplijô;;;dEpli;dEpli;dEpli
1707;déplisser;;;;;;dEplisa;;;;;;;;;;;dEplisE;dEplisE;dEplise;;;;;;;;;;;;;;;;;;;;;dEplis;dEplis;;;dEplise;;;;;;;
1708;déplomber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEplôbe;;;;;;
1709;déplorer;dEplOram;dEplOrE;;;dEplOrEr;dEplOra;dEplOr6rô;dEplOr6rE;dEplOr6re;dEplOr6ra;dEplOr6rô;;dEplOrjô;dEplOrE;;;dEplOrE;dEplOrE;dEplOre;;dEplOras;;;;;;dEplOre;dEplOr;dEplOrâ;;dEplOr6rE;dEplOr6rje;;dEplOr6rE;dEplOr6rE;dEplOrô;dEplOr;dEplOre;dEplOr;dEplOr;dEplOr;dEplOre;dEplOre;dEplOre;dEplOre;dEplOrjô;dEplOr;dEplOrje;dEplOr;dEplOr;
1710;déployer;dEplwajam;dEplwajE;dEplwajat;;dEplwajEr;dEplwaja;dEplwarô;dEplwarE;dEplware;dEplwara;dEplwarô;dEplwara;dEplwajô;dEplwajE;dEplwaje;dEplwajE;dEplwajE;dEplwajE;dEplwaje;;dEplwajas;dEplwajasje;dEplwajas;dEplwajas;dEplwaja;dEplwajô;dEplwaje;dEplwa;dEplwajâ;dEplwarjô;dEplwarE;dEplwarje;;dEplwarE;dEplwarE;dEplwajô;dEplwa;dEplwaje;dEplwa;dEplwa;dEplwa;dEplwaje;dEplwaje;dEplwaje;dEplwaje;dEplwajô;dEplwa;dEplwaje;dEplwa;dEplwa;dEplwa
1711;déplumer;;;;;;;;;;;;;;;;dEplymE;;dEplymE;dEplyme;;;;;;;;;;;;;;;;;;dEplym;;;dEplym;dEplym;;dEplyme;dEplyme;dEplyme;;;;;;
1712;déplâtrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEplatre;;;;;;
1713;dépointer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpwête;;;;;;;;;
1714;dépolir;;;;;;;;;;;;;;;;;;dEpOlisE;;;;;;;;;;;;;dEpOlirE;dEpOlirje;;dEpOlirE;;;;;;;dEpOli;dEpOli;dEpOli;dEpOli;dEpOli;;;;;;
1715;dépolitiser;;;;;;;;;;;;;;;;;;;;;;;dEpOlitizas;;;;;;dEpOlitizâ;;;;;;;;;;;;;;;;dEpOlitize;;;;;;
1716;dépolluer;;;;;;;;;;;;;;;;;;;dEpOlye;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1717;déporter;;;;dEpOrta;;dEpOrta;dEpOrt6rô;dEpOrt6rE;;;dEpOrt6rô;;dEpOrtjô;dEpOrtE;;;dEpOrtE;dEpOrtE;dEpOrte;;dEpOrtas;;dEpOrtas;dEpOrtas;;;dEpOrte;;dEpOrtâ;;dEpOrt6rE;;;;dEpOrt6rE;;dEpOrt;dEpOrte;;dEpOrt;dEpOrt;dEpOrte;dEpOrte;dEpOrte;dEpOrte;;dEpOrt;dEpOrtje;;dEpOrt;dEpOrt
1718;déposer;dEpOzam;dEpOzE;dEpOzat;dEpOza;dEpOzEr;dEpOza;dEpOz6rô;dEpOz6rE;dEpOz6re;dEpOz6ra;dEpOz6rô;dEpOz6ra;dEpOzjô;dEpOzE;dEpOzje;dEpOzE;dEpOzE;dEpOzE;dEpOze;dEpOzasjô;dEpOzas;dEpOzasje;dEpOzas;dEpOzas;dEpOza;dEpOzô;dEpOze;dEpoz;dEpOzâ;dEpOz6rjô;dEpOz6rE;dEpOz6rje;dEpOz6rE;dEpOz6rE;dEpOz6rE;dEpOzô;dEpoz;dEpOze;dEpoz;dEpoz;dEpoz;dEpOze;dEpOze;dEpOze;dEpOze;dEpOzjô;dEpoz;dEpOzje;dEpoz;dEpoz;dEpoz
1719;déposséder;;;dEpOsEdat;;;;dEpOsEd6rô;dEpOsEd6rE;;;;;dEpOsEdjô;dEpOsEdE;;dEpOsEdE;;dEpOsEdE;dEpOsEde;;dEpOsEdas;;;;;;;;;dEpOsEd6rjô;;;;;;dEpOsEdô;dEpOsEd;;dEpOsEd;;dEpOsEd;dEpOsEde;dEpOsEde;dEpOsEde;dEpOsEde;dEpOsEdjô;;;;;dEpOsEd
1720;dépoter;;;;;;;;;;;;;;;;;;dEpOtE;dEpOte;dEpOtasjô;;;;;;;;dEpOt;;;;;;;;;;;;dEpOt;dEpOt;;;;dEpOte;;;;;;
1721;dépoudrer;;;;;;;;;;;;;;;;;;;dEpudre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1722;dépouiller;;dEpujE;dEpujat;dEpuja;dEpujEr;dEpuja;dEpuj6rô;dEpuj6rE;dEpuj6re;dEpuj6ra;dEpuj6rô;dEpuj6ra;dEpujô;dEpujE;;dEpujE;dEpujE;dEpujE;dEpuje;dEpujasjô;dEpujas;dEpujasje;;dEpujas;dEpuja;dEpujô;dEpuje;dEpuj;dEpujâ;;dEpuj6rE;dEpuj6rje;dEpuj6rE;dEpuj6rE;dEpuj6rE;dEpujô;dEpuj;dEpuje;dEpuj;dEpuj;dEpuj;dEpuje;dEpuje;dEpuje;dEpuje;dEpujô;dEpuj;dEpuje;dEpuj;dEpuj;dEpuj
1723;dépourvoir;dEpurvym;dEpurvy;;dEpurvy;dEpurvyr;dEpurvy;dEpurvwarô;dEpurvwarE;dEpurvware;dEpurvwara;;dEpurvwara;dEpurvwajô;;;dEpurvwajE;dEpurvwajE;;dEpurvwar;;dEpurvys;dEpurvysje;;;dEpurvy;;;dEpurvwa;;dEpurvwarjô;;dEpurvwarje;dEpurvwarE;dEpurvwarE;;;dEpurvwa;;dEpurvwa;;dEpurvwa;;;;;dEpurvwajô;dEpurvwa;dEpurvwaje;;;
1724;dépoussiérer;;;;;;dEpusjEra;;;;;;;;;;;dEpusjErE;;dEpusjEre;;;;;;;;dEpusjEre;dEpusjEr;dEpusjErâ;;;;;dEpusjEr6rE;;;dEpusjEr;;;;dEpusjEr;;;;dEpusjEre;;;;;;
1725;dépoétiser;;;;;;;;;dEpOEtiz6re;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpOEtiz;;;;;;;;;;;
1726;dépraver;;;;;;;;;;;;;;;;;;;dEprave;;;;;;;;;;;;;;;;;dEpravô;;;;dEprav;;;dEprave;dEprave;dEprave;dEpravjô;;;;;
1727;déprendre;dEprim;dEpri;;;dEprir;dEpri;;;;;dEprâdrô;;;dEpr6nE;;;dEpr6nE;dEpr6nE;dEprâdr;;;;;dEpris;;;;dEprâ;;;;;;;;;;;;;dEprâ;;;;;dEpr6njô;;;;;
1728;dépressuriser;;;;;;;;;;;;;;;;;;dEprEsyrizE;dEprEsyrize;;;dEprEsyrizasje;;;;;;;;dEprEsyriz6rjô;;;;;;;;;;;dEprEsyriz;;;dEprEsyrize;dEprEsyrize;;;;;;
1729;déprimer;dEprimam;dEprimE;dEprimat;;dEprimEr;dEprima;dEprim6rô;;;dEprim6ra;;;dEprimjô;dEprimE;;dEprimE;;dEprimE;dEprime;dEprimasjô;;;dEprimas;;dEprima;;dEprime;dEprim;dEprimâ;dEprim6rjô;;;dEprim6rE;dEprim6rE;dEprim6rE;;dEprim;dEprime;dEprim;dEprim;dEprim;dEprime;dEprime;dEprime;dEprime;;dEprim;dEprimje;dEprim;dEprim;
1730;déprogrammer;;;;;;;;;;dEprOgram6ra;;;;;;;;;dEprOgrame;;;;;;dEprOgrama;;dEprOgrame;;;;;;;dEprOgram6rE;;;;;;;;;dEprOgrame;;dEprOgrame;;;;;;
1731;déprécier;;;;;;;;;;;;;;;dEprEsije;;;dEprEsjE;dEprEsje;;;dEprEsjasje;;;;;;dEprEsi;dEprEsjâ;;;;;;;;dEprEsi;dEprEsje;dEprEsi;;dEprEsi;;dEprEsje;;dEprEsje;;;;;;
1732;dépuceler;;;;;;dEpys6la;dEpysEl6rô;;;dEpysEl6ra;;dEpysEl6ra;;;;;;;dEpys6le;;dEpys6las;;;;;dEpys6lô;;;;;dEpysEl6rE;;;;;;dEpysEl;;;;dEpysEl;;dEpys6le;;dEpys6le;;;;;dEpysEl;
1733;dépurer;;;;;;;;;;;;;;;;dEpyrE;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEpyre;;;;;;;
1734;députer;;;;;dEpytEr;;;;;;;;;;;;;;dEpyte;;;;;;;;;;;;;;;;;;;;;;;;dEpyte;;;;;;;;dEpyt
1735;dépérir;;dEpEri;;;;dEpEri;;;;;dEpErirô;dEpErira;;dEpErisE;dEpErisje;dEpErisE;dEpErisE;dEpErisE;dEpErir;;;;;;;;dEpErise;;;;;dEpErirje;dEpErirE;dEpErirE;dEpErirE;dEpErisô;dEpEri;dEpErise;dEpEri;dEpEris;dEpEri;;;;;;;;;;dEpEris
1736;dépêcher;dEpESam;dEpESE;dEpESat;dEpESa;dEpESEr;dEpESa;dEpES6rô;dEpES6rE;dEpES6re;dEpES6ra;dEpES6rô;dEpES6ra;dEpESjô;dEpESE;dEpESje;dEpESE;dEpESE;dEpESE;dEpESe;dEpESasjô;dEpESas;dEpESasje;dEpESas;dEpESas;dEpESa;dEpESô;dEpESe;dEpES;dEpESâ;dEpES6rjô;dEpES6rE;dEpES6rje;dEpES6rE;dEpES6rE;dEpES6rE;dEpESô;dEpES;dEpESe;dEpES;dEpES;dEpES;dEpESe;dEpESe;dEpESe;dEpESe;dEpESjô;dEpES;dEpESje;dEpES;dEpES;dEpES
1737;dépêtrer;;;;;;;;;;;;;;;;;;;dEpEtre;;;;;;;;;;;;;;;;;;;;dEpEtr;;;dEpEtre;dEpEtre;dEpEtre;dEpEtre;;;;;;
1738;déquiller;;;;;;;;;;;;;;;;;;;dEkije;;;;;;;;;;;;;;;;;;;;;;;;;dEkije;dEkije;;;;;;
1739;déraciner;;;;dErasina;;dErasina;;;dErasin6re;;;;;dErasinE;;dErasinE;dErasinE;dErasinE;dErasine;;;;;;;;;;;;;;;;dErasin6rE;;;;dErasin;dErasin;dErasin;dErasine;dErasine;dErasine;dErasine;;;;;;
1740;dérailler;;;dErajat;;dErajEr;dEraja;;;dEraj6re;;;dEraj6ra;dErajô;dErajE;dEraje;;dErajE;dErajE;dEraje;dErajasjô;;dErajasje;;;dEraja;dErajô;dEraje;dEraj;dErajâ;;;dEraj6rje;dEraj6rE;;dEraj6rE;;dEraj;dEraje;dEraj;dEraj;dEraj;;;;;;;;;;
1741;déraisonner;;;;;;;dErEzOn6rô;;;;dErEzOn6rô;;;;;;;dErEzOnE;dErEzOne;dErEzOnasjô;;;;;;;;;;dErEzOn6rjô;dErEzOn6rE;;;;;;dErEzOn;dErEzOne;dErEzOn;;dErEzOn;;;;;;;;;;
1742;déranger;dErâZam;dErâZE;dErâZat;dErâZa;dErâZEr;dErâZa;dErâZ6rô;dErâZ6rE;dErâZ6re;dErâZ6ra;dErâZ6rô;dErâZ6ra;dErâZjô;dErâZE;dErâZje;dErâZE;dErâZE;dErâZE;dErâZe;dErâZasjô;dErâZas;dErâZasje;dErâZas;dErâZas;dErâZa;dErâZô;dErâZe;dErâZ;dErâZâ;dErâZ6rjô;dErâZ6rE;dErâZ6rje;dErâZ6rE;dErâZ6rE;dErâZ6rE;dErâZô;dErâZ;dErâZe;dErâZ;dErâZ;dErâZ;dErâZe;dErâZe;dErâZe;dErâZe;dErâZjô;dErâZ;dErâZje;dErâZ;dErâZ;dErâZ
1743;déraper;dErapam;dErapE;;;dErapEr;dErapa;;dErap6rE;dErap6re;dErap6ra;dErap6rô;dErap6ra;dErapjô;dErapE;dErapje;;dErapE;dErapE;dErape;;;dErapasje;;dErapas;;dErapô;dErape;dErap;dErapâ;dErap6rjô;;;;dErap6rE;dErap6rE;dErapô;dErap;dErape;dErap;dErap;dErap;;;;dErape;;dErap;dErapje;dErap;dErap;dErap
1744;dératiser;;;;;dEratizEr;;;;;;;;;;;;;;dEratize;;;;;;;;;;;;;;;;;;;;;;;;dEratize;dEratize;dEratize;;;;;;
1745;dérayer;;;;;;;;;;;;;;;;;;;dErEje;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1746;dérider;;;;;dEridEr;dErida;;;dErid6re;dErid6ra;;dErid6ra;;;dEridje;dEridE;;dEridE;dEride;;;dEridasje;;dEridas;;;dEride;dErid;;;;;;;dErid6rE;dEridô;dErid;;;;dErid;;;;dEride;;;;dErid;;
1747;dériver;dErivam;;dErivat;dEriva;dErivEr;dEriva;dEriv6rô;dEriv6rE;dEriv6re;dEriv6ra;dEriv6rô;dEriv6ra;dErivjô;dErivE;;dErivE;dErivE;dErivE;dErive;dErivasjô;dErivas;dErivasje;dErivas;dErivas;dEriva;;dErive;dEriv;dErivâ;dEriv6rjô;;;dEriv6rE;;dEriv6rE;dErivô;dEriv;dErive;dEriv;dEriv;dEriv;dErive;dErive;dErive;dErive;dErivjô;;dErivje;dEriv;dEriv;dEriv
1748;dérober;;dErObE;dErObat;dErOba;dErObEr;dErOba;dErOb6rô;;dErOb6re;dErOb6ra;dErOb6rô;dErOb6ra;dErObjô;dErObE;dErObje;dErObE;dErObE;dErObE;dErObe;dErObasjô;dErObas;dErObasje;;dErObas;dErOba;dErObô;dErObe;dErOb;dErObâ;dErOb6rjô;dErOb6rE;;dErOb6rE;dErOb6rE;dErOb6rE;dErObô;dErOb;dErObe;dErOb;dErOb;dErOb;dErObe;dErObe;dErObe;dErObe;dErObjô;dErOb;dErObje;dErOb;dErOb;dErOb
1749;déroger;;;;;;dErOZa;;;;;;dErOZ6ra;;;;;;dErOZE;dErOZe;;;;;;;;;dErOZ;;;;;;;dErOZ6rE;;;;;dErOZ;dErOZ;;;;;;;;;;
1750;dérouiller;;dErujE;;;;;;dEruj6rE;dEruj6re;dEruj6ra;dEruj6rô;dEruj6ra;;dErujE;dEruje;dErujE;dErujE;dErujE;dEruje;;;;dErujas;;;;dEruje;dEruj;dErujâ;;dEruj6rE;;dEruj6rE;dEruj6rE;dEruj6rE;;dEruj;;dEruj;dEruj;dEruj;;dEruje;;dEruje;dErujô;;;dEruj;;dEruj
1751;dérouler;dErulam;dErulE;dErulat;dErula;dErulEr;dErula;dErul6rô;dErul6rE;dErul6re;;dErul6rô;dErul6ra;dEruljô;dErulE;dErulje;;dErulE;dErulE;dErule;dErulasjô;dErulas;dErulasje;dErulas;;dErula;dErulô;dErule;dErul;dErulâ;dErul6rjô;dErul6rE;dErul6rje;dErul6rE;dErul6rE;dErul6rE;dErulô;dErul;dErule;dErul;dErul;dErul;dErule;dErule;dErule;dErule;dEruljô;dErul;dErulje;dErul;dErul;dErul
1752;dérouter;;dErutE;;;dErutEr;dEruta;dErut6rô;;dErut6re;;dErut6rô;dErut6ra;;;dErutje;;dErutE;dErutE;dErute;;dErutas;dErutasje;dErutas;dErutas;dEruta;;dErute;dErut;dErutâ;;;;dErut6rE;dErut6rE;;dErutô;dErut;dErute;dErut;dErut;dErut;dErute;dErute;dErute;dErute;;;;;dErut;
1753;dérégler;;;;;dErEglEr;;;;;;;;;dErEglE;dErEglje;;;dErEglE;dErEgle;;;;;;;dErEglô;;;dErEglâ;;;;;dErEgl6rE;;;;;;dErEgl;dErEgl;dErEgle;dErEgle;dErEgle;dErEgle;;;;;;
1754;désabonner;;;;;;dEzabOna;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1755;désabuser;;;;;;;;;;;;;;;;;;;dEzabyze;;;;;;;;;;;;;;;;;;;;;;;dEzabyze;dEzabyze;dEzabyze;dEzabyze;;;dEzabyzje;;;
1756;désaccorder;;;;;;dEzakOrda;;;;dEzakOrd6ra;;;;;;dEzakOrdE;dEzakOrdE;dEzakOrdE;dEzakOrde;;;;;;;dEzakOrdô;;;;;;;dEzakOrd6rE;;;dEzakOrdô;;dEzakOrde;;dEzakOrd;;dEzakOrde;dEzakOrde;dEzakOrde;dEzakOrde;;;;;;
1757;désaccoupler;;;;;;;;;;;;;;;;;;;dEzakuple;;;;;;;;;;;;;;;;dEzakupl6rE;;;;;;;;;;;;;;;;
1758;désaccoutumer;;;;;;dEzakutyma;;;;;;;;;;;;;dEzakutyme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1759;désacraliser;;;;;;;;;;;;;;;;;;;dEsakralize;;;;;;;;;;;;;;;;;;;;;;;;dEsakralize;;dEsakralize;;;;;;
1760;désactiver;;;;dEzaktiva;;;;dEzaktiv6rE;;dEzaktiv6ra;dEzaktiv6rô;dEzaktiv6ra;;;dEzaktivje;dEzaktivE;;;dEzaktive;;;;;dEzaktivas;;dEzaktivô;dEzaktive;dEzaktiv;dEzaktivâ;;;;dEzaktiv6rE;;dEzaktiv6rE;dEzaktivô;dEzaktiv;dEzaktive;dEzaktiv;;dEzaktiv;dEzaktive;dEzaktive;dEzaktive;dEzaktive;;;;;;
1761;désadapter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEzadapte;;;;;;;;
1762;désaffecter;;;;;dEzafEktEr;;;;;;;;;;;;;;dEzafEkte;;;;;;;;;;;;;;;;;;;;;;;dEzafEkte;dEzafEkte;dEzafEkte;dEzafEkte;;;;;;
1763;désagréger;;;;;dEzagrEZEr;dEzagrEZa;;;;dEzagrEZ6ra;;;;;;;;dEzagrEZE;dEzagrEZe;;;;;dEzagrEZas;dEzagrEZa;;dEzagrEZe;dEzagrEZ;dEzagrEZâ;dEzagrEZ6rjô;dEzagrEZ6rE;;;dEzagrEZ6rE;;dEzagrEZô;;;dEzagrEZ;dEzagrEZ;dEzagrEZ;;dEzagrEZe;dEzagrEZe;dEzagrEZe;;;;;;
1764;désaltérer;;dEzaltErE;dEzaltErat;;;dEzaltEra;;;;;;;;dEzaltErE;;;dEzaltErE;dEzaltErE;dEzaltEre;;dEzaltEras;;;dEzaltEras;dEzaltEra;;;dEzaltEr;dEzaltErâ;;;;;;;;dEzaltEr;;;;dEzaltEr;;;dEzaltEre;dEzaltEre;;;;;;
1765;désamorcer;;;dEzamOrsat;;;;dEzamOrs6rô;dEzamOrs6rE;dEzamOrs6re;;;dEzamOrs6ra;;;;;;dEzamOrsE;dEzamOrse;dEzamOrsasjô;;;dEzamOrsas;;dEzamOrsa;;dEzamOrse;dEzamOrs;dEzamOrsâ;;;;dEzamOrs6rE;;;;dEzamOrs;dEzamOrse;;dEzamOrs;dEzamOrs;dEzamOrse;dEzamOrse;dEzamOrse;dEzamOrse;;;;;;
1766;désappointer;;;;;;;;;dEzapwêt6re;;;;;;;;;dEzapwêtE;dEzapwête;;dEzapwêtas;;;;;;;;;;dEzapwêt6rE;;;;;;;;;;;;dEzapwête;dEzapwête;dEzapwête;;;;;;
1767;désapprendre;;;dEzaprit;;dEzaprir;dEzapri;;;;;;;;dEzapr6nE;;dEzapr6nE;;;dEzaprâdr;;;;;;;;;;dEzapr6nâ;;;;;;;;;dEzapr6ne;;;;;;;;;;;;;dEzaprEn
1768;désapprouver;;;;;;dEzapruva;;;dEzapruv6re;dEzapruv6ra;dEzapruv6rô;dEzapruv6ra;dEzapruvjô;dEzapruvE;dEzapruvje;dEzapruvE;dEzapruvE;dEzapruvE;dEzapruve;dEzapruvasjô;;;;;dEzapruva;;dEzapruve;;dEzapruvâ;dEzapruv6rjô;dEzapruv6rE;;dEzapruv6rE;dEzapruv6rE;dEzapruv6rE;dEzapruvô;dEzapruv;dEzapruve;dEzapruv;dEzapruv;dEzapruv;;dEzapruve;;dEzapruve;dEzapruvjô;;dEzapruvje;;;dEzapruv
1769;désargenter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEzarZâte;dEzarZâte;;;;;;
1770;désarmer;;dEzarmE;dEzarmat;dEzarma;dEzarmEr;dEzarma;;dEzarm6rE;dEzarm6re;dEzarm6ra;;dEzarm6ra;;dEzarmE;dEzarmje;dEzarmE;dEzarmE;dEzarmE;dEzarme;dEzarmasjô;;dEzarmasje;dEzarmas;;dEzarma;;dEzarme;dEzarm;dEzarmâ;;dEzarm6rE;dEzarm6rje;dEzarm6rE;;dEzarm6rE;dEzarmô;dEzarm;;dEzarm;dEzarm;dEzarm;dEzarme;dEzarme;dEzarme;dEzarme;dEzarmjô;dEzarm;dEzarmje;dEzarm;dEzarm;
1771;désarrimer;;;;;;;;;;;;;;;;;;;;;;;;;;;dEzarime;;;;;;;;;;;;;;;;;;dEzarime;;;;;;
1772;désarticuler;;;;;;dEzartikyla;;dEzartikyl6rE;;;;dEzartikyl6ra;dEzartikyljô;;;dEzartikylE;dEzartikylE;dEzartikylE;dEzartikyle;;;dEzartikylasje;;;;;dEzartikyle;;dEzartikylâ;;dEzartikyl6rE;dEzartikyl6rje;;;;;;;dEzartikyl;dEzartikyl;;dEzartikyle;dEzartikyle;dEzartikyle;dEzartikyle;;;;;;
1773;désarçonner;;;;;;dEzarsOna;;;;;;;dEzarsOnjô;;;;dEzarsOnE;dEzarsOnE;dEzarsOne;;;;;;;;;dEzarsOn;;;;;;;;;dEzarsOn;;;;dEzarsOn;;dEzarsOne;dEzarsOne;dEzarsOne;;;;;;
1774;désassembler;;;;;;;dEzasâbl6rô;;;;;;;;;;;;dEzasâble;;;dEzasâblasje;;;;;;;;;;;;;;;;;;;dEzasâbl;;;;dEzasâble;;;;;;
1775;désassortir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dEzasOrti;;;;;;;
1776;désavantager;;;;;;;;;;;;;;;;;dEzavâtaZE;dEzavâtaZE;dEzavâtaZe;;;;dEzavâtaZas;;;;;;;dEzavâtaZ6rjô;;;;dEzavâtaZ6rE;;;dEzavâtaZ;;;;dEzavâtaZ;;;dEzavâtaZe;dEzavâtaZe;;;;;;
1777;désavouer;dEzavuam;;dEzavuat;;;dEzavua;dEzavurô;;dEzavure;;;;dEzavujô;dEzavuE;;dEzavuE;dEzavuE;dEzavuE;dEzavue;;;;;;dEzavua;;dEzavue;dEzavu;dEzavuâ;dEzavurjô;;;;dEzavurE;;;dEzavu;dEzavue;;dEzavu;dEzavu;dEzavue;dEzavue;dEzavue;dEzavue;;;;dEzavu;;dEzavu
1778;désaxer;;;;;;;;;;;dEzaks6rô;;;;;;;dEzaksE;;;;;;;;;;;dEzaksâ;;;;;dEzaks6rE;dEzaks6rE;;;;;;dEzaks;;dEzakse;dEzakse;dEzakse;;;;;;
1779;désembourber;;;;;;;;;;;;;;;;;;;dEzâburbe;;;;;;;;;;;;;;;;;;;;;;;;dEzâburbe;;;;;;;;
1780;désembuer;;;;;;;;;;;;;;;;;;;dEzâbye;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1781;désemparer;dEzâparam;;;dEzâpara;dEzâparEr;;;;dEzâpar6re;;dEzâpar6rô;;;;dEzâparje;;dEzâparE;dEzâparE;dEzâpare;;;dEzâparasje;;dEzâparas;;dEzâparô;;;;;;;;;;;dEzâpar;dEzâpare;;dEzâpar;;dEzâpare;dEzâpare;dEzâpare;dEzâpare;;;dEzâparje;;dEzâpar;
