;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
10;abonner;;abOnE;;;abOnEr;;;;;abOn6ra;abOn6rô;;;;;;abOnE;;abOne;;;;;;abOna;;abOne;abOn;abOnâ;;;;;;;;abOn;abOne;abOn;;abOn;abOne;abOne;abOne;abOne;;;;abOn;;
11;aborder;abOrdam;abOrdE;abOrdat;;abOrdEr;abOrda;abOrd6rô;abOrd6rE;abOrd6re;;abOrd6rô;abOrd6ra;abOrdjô;abOrdE;abOrdje;abOrdE;abOrdE;abOrdE;abOrde;abOrdasjô;abOrdas;abOrdasje;abOrdas;;abOrda;abOrdô;abOrde;abOrd;abOrdâ;abOrd6rjô;abOrd6rE;abOrd6rje;abOrd6rE;abOrd6rE;abOrd6rE;abOrdô;abOrd;abOrde;abOrd;abOrd;abOrd;abOrde;abOrde;abOrde;abOrde;abOrdjô;abOrd;abOrdje;abOrd;abOrd;abOrd
12;aboucher;;;;;;;;abuS6rE;;;;;;abuSE;;;abuSE;abuSE;abuSe;;;;;;;;;;abuSâ;;;;;;;;;;;;;abuSe;abuSe;abuSe;abuSe;;;;;;
13;abouler;;abulE;;;;;;;;;;;;;;;;;abule;;;;;;;;abule;abul;abulâ;;;;;;;;;;abul;;abul;;;;abule;;abul;;;;
14;abouter;;;;;;;;;;;;;;;;;;abutE;;;;;;;;abutô;;;;;;;;;;;;;;;;;;;;;;;;;
15;aboutir;abutim;abuti;abutit;abuti;abutir;abuti;abutirô;abutirE;abutire;abutira;abutirô;abutira;abutisjô;;abutisje;abutisE;abutisE;abutisE;abutir;abutisjô;abutis;abutisje;abutis;abutis;abuti;abutisô;abutise;;abutisâ;abutirjô;abutirE;abutirje;;abutirE;abutirE;abutisô;abuti;abutise;abuti;abutis;abuti;;;;abuti;;abutis;abutisje;abutis;abutis;abutis
16;aboyer;abwajam;;abwajat;abwaja;abwajEr;abwaja;abwarô;abwarE;;;abwarô;abwara;abwajô;;;;abwajE;abwajE;abwaje;abwajasjô;abwajas;abwajasje;;abwajas;abwaja;abwajô;abwaje;abwa;abwajâ;;abwarE;abwarje;abwarE;abwarE;abwarE;abwajô;abwa;abwaje;abwa;abwa;abwa;;;;;abwajô;abwa;abwaje;abwa;;
17;abraser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;abraze;;;;;;
18;abreuver;;abr6vE;;;abr6vEr;abr6va;;;;;;abr6v6ra;;;abr6vje;;abr6vE;abr6vE;abr6ve;;;;abr6vas;;;abr6vô;abr6ve;abr9v;abr6vâ;;abr6v6rE;;;abr6v6rE;;abr6vô;abr9v;abr6ve;;abr9v;abr9v;abr6ve;abr6ve;abr6ve;abr6ve;abr6vjô;;;;;abr9v
19;abricoter;;;;;;;;;;;;;;;;;;;;;;;;;;;abrikOte;;;;;;;;;;;;;;;;;;;;;;;;
20;abriter;abritam;abritE;abritat;abrita;abritEr;abrita;abrit6rô;abrit6rE;abrit6re;abrit6ra;abrit6rô;abrit6ra;abritjô;abritE;abritje;abritE;abritE;abritE;abrite;abritasjô;abritas;abritasje;abritas;abritas;;abritô;abrite;abrit;abritâ;abrit6rjô;;abrit6rje;;abrit6rE;abrit6rE;abritô;abrit;abrite;abrit;abrit;abrit;abrite;abrite;abrite;abrite;abritjô;;abritje;abrit;abrit;abrit
21;abroger;;;;;;;;;abrOZ6re;;abrOZ6rô;;;;abrOZje;;;;abrOZe;abrOZasjô;;;;;;;;;;;;;;;;;;;;abrOZ;;abrOZe;abrOZe;abrOZe;abrOZe;;;abrOZje;;;
22;abrutir;abrytim;;abrytit;;;abryti;;;;;;abrytira;abrytisjô;abrytisE;;;abrytisE;abrytisE;abrytir;abrytisjô;abrytis;abrytisje;abrytis;abrytis;abryti;abrytisô;abrytise;abryti;abrytisâ;;;;;abrytirE;abrytirE;;abryti;;abryti;abrytis;abryti;abryti;abryti;abryti;abryti;;;;;;abrytis
23;abréger;;abrEZE;;;abrEZEr;abrEZa;;abrEZ6rE;;;abrEZ6rô;abrEZ6ra;;;;;abrEZE;abrEZE;abrEZe;;;;abrEZas;;abrEZa;abrEZô;abrEZe;abrEZ;abrEZâ;abrEZ6rjô;abrEZ6rE;abrEZ6rje;abrEZ6rE;abrEZ6rE;abrEZ6rE;abrEZô;abrEZ;abrEZe;abrEZ;abrEZ;abrEZ;;abrEZe;abrEZe;abrEZe;;;;abrEZ;;
24;absenter;;absâtE;absâtat;;absâtEr;absâta;absât6rô;absât6rE;absât6re;absât6ra;;absât6ra;;absâtE;;absâtE;absâtE;absâtE;absâte;absâtasjô;absâtas;absâtasje;;absâtas;;;absâte;absât;absâtâ;;absât6rE;absât6rje;;;absât6rE;absâtô;absât;;absât;;absât;absâte;absâte;absâte;absâte;absâtjô;absât;;absât;;absât
25;absorber;absOrbam;absOrbE;absOrbat;;absOrbEr;absOrba;absOrb6rô;absOrb6rE;absOrb6re;absOrb6ra;absOrb6rô;absOrb6ra;absOrbjô;absOrbE;absOrbje;absOrbE;absOrbE;absOrbE;absOrbe;absOrbasjô;absOrbas;absOrbasje;absOrbas;;absOrba;absOrbô;absOrbe;absOrb;absOrbâ;absOrb6rjô;absOrb6rE;;absOrb6rE;absOrb6rE;absOrb6rE;absOrbô;absOrb;absOrbe;absOrb;absOrb;absOrb;absOrbe;absOrbe;absOrbe;absOrbe;absOrbjô;absOrb;absOrbje;absOrb;absOrb;absOrb
26;absoudre;;;;;;;;absudrE;absudre;;;absudra;;absOlvE;absOlvje;;absOlvE;absOlvE;absudr;;;;;;;;absOlve;absu;;;;absudrie;absudrE;;absudrE;;absu;;;absOlv;absu;absut;absut;;absu;absOlvjô;;;absOlv;absOlv;absOlv
27;abstenir;abstêm;abstê;;abstê;abstêr;abstê;abstjêdrô;abstjêdrE;abstjêdre;abstjêdra;abstjêdrô;abstjêdra;abst6njô;abst6nE;abst6nje;;abst6nE;abst6nE;abst6nir;abstêsjô;;abstêsje;abstês;abstês;abstê;abst6nô;abst6ne;abstjê;abst6nâ;abstjêdriô;abstjêdrE;abstjêdrie;;abstjêdrE;abstjêdrE;abst6nô;abstjê;abst6ne;abstjê;abstjEn;abstjê;abst6ny;abst6ny;abst6ny;abst6ny;abst6njô;abstjEn;abst6nje;abstjEn;abstjEn;abstjEn
28;abstraire;;;;;;;;;abstrEre;abstrEra;;;;;;;;;abstrEr;;;;;;;abstrEjô;;abstrE;;;;;;abstrErE;abstrErE;;abstrE;;;;abstrE;abstrEt;abstrEt;abstrE;abstrE;;;;;;
29;abuser;abyzam;abyzE;abyzat;abyza;abyzEr;abyza;abyz6rô;abyz6rE;abyz6re;abyz6ra;abyz6rô;abyz6ra;abyzjô;abyzE;abyzje;abyzE;abyzE;abyzE;abyze;abyzasjô;;abyzasje;abyzas;abyzas;;abyzô;abyze;abyz;abyzâ;;abyz6rE;abyz6rje;abyz6rE;abyz6rE;abyz6rE;abyzô;abyz;abyze;abyz;abyz;abyz;abyze;abyze;abyze;abyze;abyzjô;abyz;abyzje;abyz;abyz;abyz
30;abâtardir;;;;;;;;abatardirE;;;;;;;;;;;abatardir;;;abatardisje;;;;;;;abatardisâ;;;;;;;;;;;;;abatardi;;;abatardi;;;;;;
31;abêtir;;;;;;abEti;;;;;;;;;abEtisje;;;abEtisE;abEtir;;abEtis;;;;;;abEtise;;;;abEtirE;;abEtirE;;;;;;abEti;;;;;;abEti;;;;;;
32;abîmer;abimam;abimE;abimat;abima;abimEr;abima;abim6rô;abim6rE;abim6re;abim6ra;abim6rô;abim6ra;abimjô;;abimje;abimE;abimE;abimE;abime;abimasjô;abimas;abimasje;abimas;abimas;abima;abimô;abime;abim;abimâ;abim6rjô;abim6rE;abim6rje;abim6rE;abim6rE;abim6rE;abimô;abim;abime;abim;abim;abim;abime;abime;abime;abime;abimjô;abim;abimje;abim;;abim
33;acagnarder;;akaJardE;;;;;;;;;;;;;;;;akaJardE;akaJarde;akaJardasjô;;;;;;;;;;;;;;;;;;;;;;;akaJarde;;akaJarde;;;;;;
34;accabler;;akablE;;akabla;akablEr;akabla;akabl6rô;akabl6rE;akabl6re;akabl6ra;akabl6rô;akabl6ra;akabljô;akablE;akablje;akablE;akablE;akablE;akable;akablasjô;akablas;akablasje;akablas;;akabla;akablô;akable;akabl;akablâ;akabl6rjô;akabl6rE;akabl6rje;akabl6rE;akabl6rE;;;akabl;akable;akabl;akabl;akabl;akable;akable;akable;akable;akabljô;akabl;akablje;akabl;akabl;akabl
35;accaparer;;akaparE;;;;akapara;;;;akapar6ra;akapar6rô;akapar6ra;akaparjô;;;;akaparE;akaparE;akapare;;akaparas;;;;;;akapare;akapar;akaparâ;;;;akapar6rE;;akapar6rE;;akapar;akapare;;;akapar;akapare;akapare;akapare;akapare;akaparjô;;;;;
36;accentuer;;aksâtyE;;;aksâtyEr;aksâtya;aksâtyrô;aksâtyrE;aksâtyre;aksâtyra;aksâtyrô;aksâtyra;aksâtyjô;aksâtyE;aksâtyje;aksâtyE;aksâtyE;aksâtyE;aksâtye;aksâtyasjô;aksâtyas;aksâtyasje;aksâtyas;aksâtyas;aksâtya;aksâtyô;aksâtye;aksâty;aksâtyâ;aksâtyrjô;aksâtyrE;;aksâtyrE;;aksâtyrE;;aksâty;aksâtye;aksâty;aksâty;aksâty;aksâtye;aksâtye;aksâtye;aksâtye;;aksâty;;;aksâty;aksâty
37;accepter;aksEptam;aksEptE;aksEptat;aksEpta;aksEptEr;aksEpta;aksEpt6rô;aksEpt6rE;aksEpt6re;aksEpt6ra;aksEpt6rô;aksEpt6ra;aksEptjô;aksEptE;aksEptje;aksEptE;aksEptE;aksEptE;aksEpte;aksEptasjô;aksEptas;aksEptasje;aksEptas;aksEptas;aksEpta;aksEptô;aksEpte;aksEpt;aksEptâ;aksEpt6rjô;aksEpt6rE;aksEpt6rje;aksEpt6rE;aksEpt6rE;aksEpt6rE;aksEptô;aksEpt;aksEpte;aksEpt;aksEpt;aksEpt;aksEpte;aksEpte;aksEpte;aksEpte;aksEptjô;aksEpt;aksEptje;aksEpt;aksEpt;aksEpt
38;accidenter;;;;;;;;;;;;;;;;;;;aksidâte;;;;;aksidâtas;;;;;;;;;;;;;;;;;aksidât;;aksidâte;;aksidâte;;;aksidâtje;;;
39;acclamer;;aklamE;aklamat;aklama;;aklama;;;;;aklam6rô;aklam6ra;;;aklamje;aklamE;aklamE;aklamE;aklame;;;;aklamas;aklamas;aklama;aklamô;aklame;aklam;aklamâ;aklam6rjô;;aklam6rje;aklam6rE;;aklam6rE;aklamô;aklam;aklame;;aklam;aklam;aklame;aklame;aklame;aklame;aklamjô;;;;;aklam
40;acclimater;;aklimatE;;;;aklimata;;;;;;;aklimatjô;aklimatE;;;;;aklimate;;;;;;;;aklimate;;;;;;;;aklimat6rE;;aklimat;aklimate;aklimat;aklimat;aklimat;;;aklimate;aklimate;;;;;;
41;accointer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akwête;akwête;;;;;;
42;accoler;;;;;;akOla;;;;;;akOl6ra;akOljô;;akOlje;;;akOlE;akOle;;akOlas;;;;;akOlô;;;akOlâ;;akOl6rE;;;akOl6rE;;;;akOle;akOl;akOl;akOl;akOle;akOle;akOle;akOle;akOljô;akOl;;;;
43;accommoder;akOmOdam;akOmOdE;akOmOdat;akOmOda;akOmOdEr;akOmOda;akOmOd6rô;akOmOd6rE;akOmOd6re;akOmOd6ra;akOmOd6rô;akOmOd6ra;akOmOdjô;akOmOdE;;akOmOdE;akOmOdE;akOmOdE;akOmOde;akOmOdasjô;akOmOdas;akOmOdasje;akOmOdas;akOmOdas;akOmOda;akOmOdô;akOmOde;akOmOd;akOmOdâ;akOmOd6rjô;akOmOd6rE;akOmOd6rje;;akOmOd6rE;akOmOd6rE;akOmOdô;akOmOd;akOmOde;akOmOd;akOmOd;akOmOd;akOmOde;akOmOde;akOmOde;akOmOde;akOmOdjô;akOmOd;akOmOdje;akOmOd;akOmOd;akOmOd
44;accompagner;akôpaJam;akôpaJE;akôpaJat;akôpaJa;akôpaJEr;akôpaJa;akôpaJ6rô;akôpaJ6rE;akôpaJ6re;akôpaJ6ra;akôpaJ6rô;akôpaJ6ra;akôpaJô;akôpaJE;akôpaJe;akôpaJE;akôpaJE;akôpaJE;akôpaJe;akôpaJasjô;akôpaJas;akôpaJasje;akôpaJas;akôpaJas;akôpaJa;akôpaJô;akôpaJe;akôpaJ;akôpaJâ;akôpaJ6rjô;akôpaJ6rE;akôpaJ6rje;akôpaJ6rE;akôpaJ6rE;akôpaJ6rE;akôpaJô;akôpaJ;akôpaJe;akôpaJ;akôpaJ;akôpaJ;akôpaJe;akôpaJe;akôpaJe;akôpaJe;akôpaJô;akôpaJ;akôpaJe;akôpaJ;akôpaJ;akôpaJ
45;accomplir;akôplim;akôpli;akôplit;akôpli;akôplir;akôpli;akôplirô;akôplirE;akôplire;akôplira;akôplirô;akôplira;akôplisjô;akôplisE;akôplisje;akôplisE;akôplisE;akôplisE;akôplir;akôplisjô;akôplis;akôplisje;akôplis;akôplis;akôpli;akôplisô;akôplise;akôpli;akôplisâ;akôplirjô;akôplirE;akôplirje;akôplirE;akôplirE;akôplirE;akôplisô;akôpli;akôplise;akôpli;akôplis;akôpli;akôpli;akôpli;akôpli;akôpli;akôplisjô;akôplis;akôplisje;akôplis;akôplis;akôplis
46;accorder;akOrdam;akOrdE;akOrdat;akOrda;akOrdEr;akOrda;akOrd6rô;akOrd6rE;akOrd6re;akOrd6ra;akOrd6rô;akOrd6ra;akOrdjô;akOrdE;akOrdje;akOrdE;akOrdE;akOrdE;akOrde;akOrdasjô;akOrdas;akOrdasje;akOrdas;akOrdas;akOrda;akOrdô;akOrde;akOrd;akOrdâ;akOrd6rjô;akOrd6rE;akOrd6rje;akOrd6rE;akOrd6rE;akOrd6rE;akOrdô;akOrd;akOrde;akOrd;akOrd;akOrd;akOrde;akOrde;akOrde;akOrde;akOrdjô;akOrd;akOrdje;akOrd;akOrd;akOrd
47;accoster;;;akOstat;;;akOsta;akOst6rô;;akOst6re;;;;;akOstE;akOstje;;akOstE;akOstE;akOste;;akOstas;;;;akOsta;akOstô;akOste;akOst;akOstâ;akOst6rjô;;akOst6rje;;;;;akOst;akOste;akOst;akOst;akOst;akOste;akOste;;akOste;;;;akOst;;
48;accoter;;;;;akOtEr;akOta;;;;;akOt6rô;;;;;;akOtE;akOtE;akOte;;;;;;;akOtô;;akOt;akOtâ;;;;;;;akOtô;;;akOt;akOt;akOt;akOte;akOte;akOte;akOte;;;;;;
49;accoucher;akuSam;akuSE;;akuSa;akuSEr;akuSa;akuS6rô;;;akuS6ra;akuS6rô;akuS6ra;;akuSE;;akuSE;akuSE;akuSE;akuSe;akuSasjô;akuSas;akuSasje;;akuSas;akuSa;;akuSe;akuS;akuSâ;akuS6rjô;akuS6rE;akuS6rje;akuS6rE;akuS6rE;akuS6rE;akuSô;akuS;akuSe;akuS;akuS;akuS;;akuSe;akuSe;akuSe;akuSjô;akuS;;akuS;akuS;akuS
50;accouder;akudam;akudE;akudat;akuda;akudEr;akuda;;akud6rE;;;akud6rô;;akudjô;akudE;;akudE;akudE;akudE;akude;akudasjô;akudas;akudasje;akudas;;akuda;;akude;;akudâ;akud6rjô;akud6rE;akud6rje;;;akud6rE;akudô;akud;akude;akud;akud;akud;akude;akude;akude;akude;;akud;;akud;akud;
51;accoupler;;akuplE;;;akuplEr;akupla;;akupl6rE;akupl6re;;akupl6rô;akupl6ra;;akuplE;akuplje;akuplE;akuplE;akuplE;akuple;;;;;;akupla;;;akupl;akuplâ;akupl6rjô;;;;akupl6rE;akupl6rE;;akupl;;;akupl;akupl;akuple;akuple;akuple;akuple;;;;;;
52;accourcir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akursisâ;;;;;;;;;;;;;;;;;;;;;;
53;accourir;;akury;;;akuryr;akury;akurrô;akurrE;akurre;;akurrô;akurra;akurjô;akurE;akurje;akurE;akurE;akurE;akurir;;akurys;akurysje;akurys;akurys;akury;;akure;akur;akurâ;akurrjô;akurrE;akurrje;akurrE;akurrE;akurrE;akurô;akur;akure;akur;akur;akur;akury;akury;akury;akury;;akur;;akur;;akur
54;accoutrer;;;;;;;;;;akutr6ra;;;;;;;;;;;;;;;;;;;;;;;;;akutr6rE;akutrô;;;;;akutr;;akutre;akutre;akutre;;;;;;
55;accoutumer;akutymam;akutymE;;akutyma;akutymEr;akutyma;akutym6rô;;;;;;akutymjô;akutymE;;;akutymE;akutymE;akutyme;akutymasjô;akutymas;akutymasje;akutymas;;;akutymô;akutyme;;akutymâ;;akutym6rE;;akutym6rE;;akutym6rE;akutymô;akutym;;akutym;akutym;akutym;akutyme;akutyme;akutyme;akutyme;akutymjô;akutym;;;;akutym
56;accrocher;akrOSam;akrOSE;akrOSat;akrOSa;akrOSEr;akrOSa;akrOS6rô;akrOS6rE;akrOS6re;akrOS6ra;akrOS6rô;akrOS6ra;akrOSjô;akrOSE;akrOSje;akrOSE;akrOSE;akrOSE;akrOSe;akrOSasjô;akrOSas;akrOSasje;akrOSas;akrOSas;akrOSa;akrOSô;akrOSe;akrOS;akrOSâ;akrOS6rjô;akrOS6rE;akrOS6rje;akrOS6rE;akrOS6rE;akrOS6rE;akrOSô;akrOS;akrOSe;akrOS;akrOS;akrOS;akrOSe;akrOSe;akrOSe;akrOSe;akrOSjô;akrOS;akrOSje;akrOS;akrOS;akrOS
57;accroire;;;;;;;;;;;;;;;;;;;akrwar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;accroupir;akrupim;akrupi;akrupit;akrupi;akrupir;akrupi;;akrupirE;;akrupira;akrupirô;akrupira;;akrupisE;akrupisje;akrupisE;akrupisE;akrupisE;akrupir;akrupisjô;akrupis;akrupisje;akrupis;akrupis;akrupi;akrupisô;akrupise;akrupi;akrupisâ;;akrupirE;;akrupirE;akrupirE;;akrupisô;akrupi;akrupise;akrupi;akrupis;akrupi;akrupi;akrupi;akrupi;akrupi;akrupisjô;akrupis;akrupisje;akrupis;akrupis;akrupis
59;accroître;;akry;akryt;;akryr;akry;akrwatrô;;;akrwatra;akrwatrô;akrwatra;;akrwasE;;;akrwasE;akrwasE;akrwatr;akrysjô;;akrysje;akrys;;akry;;akrwase;akrwa;akrwasâ;;;;akrwatrE;akrwatrE;akrwatrE;;akrwa;akrwase;akrwa;akrwas;akrwa;akry;akry;akry;akry;;akrwas;;akrwas;akrwas;akrwas
60;accréditer;;;;;;akrEdita;;;;;;;;;;;akrEditE;akrEditE;akrEdite;;;;;;;;akrEdite;;akrEditâ;;;;;akrEdit6rE;;;;;;;;;akrEdite;akrEdite;akrEdite;;;;;;akrEdit
61;accueillir;ak6jim;ak6ji;ak6jit;ak6ji;ak6jir;ak6ji;ak6j6rô;ak6j6rE;ak6j6re;ak6j6ra;ak6j6rô;ak6j6ra;ak6jô;ak6jE;ak6je;ak6jE;ak6jE;ak6jE;ak6jir;ak6jisjô;ak6jis;ak6jisje;ak6jis;ak6jis;ak6ji;ak6jô;ak6je;ak9j;ak6jâ;ak6j6rjô;ak6j6rE;ak6j6rje;ak6j6rE;ak6j6rE;ak6j6rE;ak6jô;ak9j;ak6je;ak9j;ak9j;ak9j;ak6ji;ak6ji;ak6ji;ak6ji;ak6jô;ak9j;ak6je;ak9j;ak9j;ak9j
62;acculer;akylam;;;;akylEr;akyla;;;akyl6re;;;akyl6ra;;akylE;;;akylE;akylE;akyle;;;;;;akyla;;akyle;;akylâ;;akyl6rE;;akyl6rE;akyl6rE;;;akyl;akyle;;akyl;akyl;akyle;akyle;akyle;akyle;;akyl;akylje;;;
63;accumuler;akymylam;akymylE;akymylat;akymyla;akymylEr;akymyla;akymyl6rô;;akymyl6re;akymyl6ra;akymyl6rô;akymyl6ra;akymyljô;akymylE;akymylje;;akymylE;akymylE;akymyle;akymylasjô;akymylas;akymylasje;akymylas;akymylas;akymyla;akymylô;akymyle;akymyl;akymylâ;akymyl6rjô;akymyl6rE;akymyl6rje;akymyl6rE;akymyl6rE;akymyl6rE;akymylô;akymyl;akymyle;akymyl;akymyl;akymyl;akymyle;akymyle;akymyle;akymyle;akymyljô;akymyl;akymylje;akymyl;akymyl;
64;accuser;akyzam;akyzE;akyzat;akyza;akyzEr;akyza;akyz6rô;akyz6rE;akyz6re;akyz6ra;akyz6rô;akyz6ra;akyzjô;akyzE;akyzje;akyzE;akyzE;akyzE;akyze;akyzasjô;akyzas;akyzasje;akyzas;akyzas;akyza;akyzô;akyze;akyz;akyzâ;akyz6rjô;akyz6rE;akyz6rje;akyz6rE;akyz6rE;akyz6rE;akyzô;akyz;akyze;akyz;akyz;akyz;akyze;akyze;akyze;akyze;akyzjô;akyz;akyzje;akyz;akyz;akyz
65;accéder;aksEdam;aksEdE;;;aksEdEr;aksEda;;aksEd6rE;aksEd6re;aksEd6ra;aksEd6rô;aksEd6ra;aksEdjô;aksEdE;aksEdje;;aksEdE;aksEdE;aksEde;aksEdasjô;aksEdas;aksEdasje;aksEdas;aksEdas;aksEda;aksEdô;aksEde;aksEd;aksEdâ;aksEd6rjô;aksEd6rE;aksEd6rje;;aksEd6rE;aksEd6rE;aksEdô;aksEd;aksEde;aksEd;aksEd;aksEd;;;;aksEde;;aksEd;aksEdje;;;aksEd
66;accélérer;aksElEram;aksElErE;aksElErat;aksElEra;aksElErEr;aksElEra;aksElEr6rô;aksElEr6rE;aksElEr6re;aksElEr6ra;aksElEr6rô;aksElEr6ra;aksElErjô;aksElErE;aksElErje;aksElErE;aksElErE;aksElErE;aksElEre;aksElErasjô;aksElEras;aksElErasje;aksElEras;aksElEras;aksElEra;aksElErô;aksElEre;aksElEr;aksElErâ;aksElEr6rjô;aksElEr6rE;aksElEr6rje;;;aksElEr6rE;aksElErô;aksElEr;aksElEre;aksElEr;aksElEr;aksElEr;aksElEre;aksElEre;aksElEre;aksElEre;aksElErjô;aksElEr;aksElErje;aksElEr;aksElEr;aksElEr
67;achalander;;;;;;;aSalâd6rô;;;;;;;;;;aSalâdE;;;;;;;;;;;;;;;;;;;;;;;;;;;aSalâde;;;;;;;
68;acharner;aSarnam;aSarnE;;aSarna;aSarnEr;aSarna;aSarn6rô;aSarn6rE;aSarn6re;aSarn6ra;;aSarn6ra;aSarnjô;aSarnE;aSarnje;aSarnE;aSarnE;aSarnE;aSarne;;aSarnas;aSarnasje;aSarnas;aSarnas;aSarna;aSarnô;aSarne;aSarn;aSarnâ;aSarn6rjô;aSarn6rE;;;aSarn6rE;aSarn6rE;aSarnô;aSarn;aSarne;aSarn;aSarn;aSarn;aSarne;aSarne;aSarne;aSarne;;aSarn;aSarnje;;;
69;acheminer;aS6minam;aS6minE;;;aS6minEr;aS6mina;;;;;aS6min6rô;;aS6minjô;;;;aS6minE;aS6minE;aS6mine;aS6minasjô;aS6minas;;aS6minas;;;aS6minô;;aS6min;aS6minâ;;aS6min6rE;;;;aS6min6rE;aS6minô;aS6min;;;aS6min;aS6min;aS6mine;aS6mine;aS6mine;aS6mine;aS6minjô;;aS6minje;;;
