;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
2714;imbiber;;;;;;êbiba;;êbib6rE;;;;;;êbibE;;;êbibE;êbibE;êbibe;;;;;;;;;;êbibâ;;êbib6rE;;êbib6rE;;êbib6rE;;;;;;êbib;êbibe;êbibe;êbibe;êbibe;;;;;;
2715;imbriquer;;;;;;;;;;;;;;;;;êbrikE;êbrikE;êbrike;;;;;;;;;;êbrikâ;;;;;;;;;;;êbrik;êbrik;êbrike;êbrike;êbrike;;;;;;;
2716;imiter;imitam;imitE;;;imitEr;imita;;imit6rE;;;imit6rô;imit6ra;imitjô;imitE;imitje;imitE;imitE;imitE;imite;;;;;;imita;imitô;imite;imit;imitâ;;imit6rE;;;imit6rE;imit6rE;imitô;imit;imite;imit;imit;imit;imite;imite;imite;imite;;;;;;
2717;immatriculer;;;;;;;;;;;;;;;;;;;imatrikyle;;;;;;;;;;;;;;;;;;;;;;;imatrikyle;imatrikyle;;imatrikyle;;;;;;
2718;immerger;;;;;imErZEr;imErZa;imErZ6rô;;;;;;;;imErZje;;;imErZE;imErZe;;;;;;;imErZô;imErZe;;imErZâ;;;;;;;;imErZ;;;imErZ;imErZ;imErZe;imErZe;imErZe;imErZe;;;;;;
2719;immigrer;;imigrE;;;;;;;;;;;;;;;;;imigre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2720;immiscer;;;;;;;;;;;;;;;;;imisE;imisE;imise;;;;;;;;;imis;imisâ;;;;;;imis6rE;;imis;;imis;imis;imis;;imise;;imise;;;;;;
2721;immobiliser;;imObilizE;;;imObilizEr;imObiliza;;;;;imObiliz6rô;imObiliz6ra;;imObilizE;;;imObilizE;imObilizE;imObilize;;;;;;;;imObilize;imObiliz;imObilizâ;;;;imObiliz6rE;;imObiliz6rE;imObilizô;imObiliz;;imObiliz;imObiliz;imObiliz;imObilize;imObilize;imObilize;imObilize;imObilizjô;;;;;imObiliz
2722;immoler;;;;;;imOla;;;;;;;;;;;;;imOle;;;;;;;;;imOl;;;;;;;;;imOl;;;imOl;imOl;;imOle;imOle;imOle;;;;;;
2723;immortaliser;;;;;;imOrtaliza;;;;;imOrtaliz6rô;;;;;;;imOrtalizE;imOrtalize;;;;;;;;imOrtalize;imOrtaliz;imOrtalizâ;;;;;imOrtaliz6rE;;;imOrtaliz;;;;imOrtaliz;imOrtalize;imOrtalize;imOrtalize;imOrtalize;;;;;;
2724;immuniser;;;imynizat;;;;;;;;;;;;;;;imynizE;imynize;;;;;;;;;;;;;;;;;;;;;imyniz;imyniz;;imynize;imynize;imynize;;;;;;
2725;impartir;;;;;;;;;;;;;;;;;;;êpartir;;;;;;;;;;;;;;;;;;;;;;;;êparti;êparti;êparti;;;;;;
2726;impatienter;;êpasjâtE;;;êpasjâtEr;êpasjâta;;;;;;;;êpasjâtE;;;êpasjâtE;êpasjâtE;êpasjâte;;;;;;;;êpasjâte;êpasjât;êpasjâtâ;;;;;;êpasjât6rE;;êpasjât;êpasjâte;êpasjât;êpasjât;êpasjât;;êpasjâte;êpasjâte;êpasjâte;;;;;;
2727;impatroniser;;;;;;;;;;;;;;;;;;êpatrOnizE;êpatrOnize;;;;;;;;;;;;;;;;;;;;;;;;;;êpatrOnize;;;;;;
2728;imperméabiliser;;;;;;;;;;;;;;;;;;;êpErmEabilize;;;;;;;;;;;;;;;;;;;;;;;;;;êpErmEabilize;;;;;;
2729;implanter;;;;;;êplâta;;;;;;;;êplâtE;êplâtje;;êplâtE;êplâtE;êplâte;;;;;;;êplâtô;êplâte;;êplâtâ;;;;;;;êplâtô;;êplâte;;êplât;êplât;êplâte;êplâte;êplâte;êplâte;;;;;;
2730;impliquer;;;;;;êplika;êplik6rô;êplik6rE;;;êplik6rô;êplik6ra;êplikjô;êplikE;;;êplikE;êplikE;êplike;;;;;;êplika;êplikô;êplike;êplik;êplikâ;;êplik6rE;;êplik6rE;;êplik6rE;êplikô;êplik;êplike;;êplik;êplik;êplike;êplike;êplike;êplike;;;;;;
2731;implorer;;êplOrE;;;êplOrEr;êplOra;;êplOr6rE;êplOr6re;;êplOr6rô;êplOr6ra;;êplOrE;êplOrje;êplOrE;êplOrE;êplOrE;êplOre;;;;;;;êplOrô;êplOre;êplOr;êplOrâ;;;;êplOr6rE;;;êplOrô;êplOr;êplOre;;êplOr;êplOr;;êplOre;;êplOre;;;;;;
2732;imploser;;;;;;;;;;;;êplOz6ra;;;;;;;êplOze;;;;;;;;;;;;;;;;;;êploz;êplOze;;êploz;êploz;;;;;;;;;;
2733;implémenter;;;;;;;;;;;;;;;;;;;êplEmâte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2734;importer;êpOrtam;êpOrtE;;êpOrta;;êpOrta;;;;;;êpOrt6ra;êpOrtjô;;;;êpOrtE;êpOrtE;êpOrte;êpOrtasjô;êpOrtas;;;;êpOrta;êpOrtô;êpOrte;êpOrt;êpOrtâ;;êpOrt6rE;êpOrt6rje;;êpOrt6rE;êpOrt6rE;êpOrtô;êpOrt;;êpOrt;êpOrt;êpOrt;êpOrte;êpOrte;êpOrte;êpOrte;;;;;;
2735;importuner;;;;;;êpOrtyna;êpOrtyn6rô;êpOrtyn6rE;êpOrtyn6re;;;;;êpOrtynE;;;êpOrtynE;êpOrtynE;êpOrtyne;;;;;;êpOrtyna;;êpOrtyne;êpOrtyn;;;;;;;êpOrtyn6rE;;êpOrtyn;êpOrtyne;êpOrtyn;êpOrtyn;êpOrtyn;;êpOrtyne;êpOrtyne;êpOrtyne;;;;;;
2736;imposer;;êpOzE;;;êpOzEr;êpOza;êpOz6rô;êpOz6rE;êpOz6re;;êpOz6rô;êpOz6ra;;êpOzE;êpOzje;êpOzE;êpOzE;êpOzE;êpOze;;êpOzas;;;êpOzas;êpOza;êpOzô;êpOze;êpoz;êpOzâ;êpOz6rjô;êpOz6rE;;;êpOz6rE;êpOz6rE;êpOzô;êpoz;êpOze;êpoz;êpoz;êpoz;êpOze;êpOze;êpOze;êpOze;;êpoz;;;;
2737;impressionner;;;;;êprEsjOnEr;êprEsjOna;;;;êprEsjOn6ra;êprEsjOn6rô;êprEsjOn6ra;;êprEsjOnE;;êprEsjOnE;êprEsjOnE;êprEsjOnE;êprEsjOne;;;;;;êprEsjOna;;êprEsjOne;êprEsjOn;êprEsjOnâ;;;;;;êprEsjOn6rE;;êprEsjOn;êprEsjOne;êprEsjOn;êprEsjOn;êprEsjOn;êprEsjOne;êprEsjOne;êprEsjOne;êprEsjOne;;;;;;
2738;imprimer;;;;;êprimEr;êprima;êprim6rô;êprim6rE;;êprim6ra;;êprim6ra;;êprimE;;;êprimE;êprimE;êprime;;;;;;;;êprime;êprim;êprimâ;;;;;;êprim6rE;;êprim;êprime;;êprim;êprim;êprime;êprime;êprime;êprime;;;;;;
2739;improuver;;;;;;êpruva;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2740;improviser;;êprOvizE;;;êprOvizEr;êprOviza;êprOviz6rô;êprOviz6rE;;;;êprOviz6ra;êprOvizjô;êprOvizE;;;êprOvizE;êprOvizE;êprOvize;;;;;;;êprOvizô;êprOvize;êprOviz;êprOvizâ;;;;êprOviz6rE;;;êprOvizô;êprOviz;êprOvize;;êprOviz;êprOviz;êprOvize;êprOvize;êprOvize;êprOvize;;;;;;
2741;imprégner;;;;;êprEJEr;êprEJa;;;;;;;;êprEJE;;;êprEJE;êprEJE;êprEJe;;;;;;;;êprEJe;êprEJ;êprEJâ;;;;;;;;êprEJ;;;êprEJ;êprEJ;êprEJe;êprEJe;êprEJe;êprEJe;;;;;;
2742;impulser;;;;;;;;;;;;;êpylsjô;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2743;imputer;;êpytE;;;êpytEr;;;êpyt6rE;;;êpyt6rô;êpyt6ra;;êpytE;;;êpytE;êpytE;êpyte;;êpytas;;;;êpyta;;;êpyt;êpytâ;;;;;;;;êpyt;;;;êpyt;êpyte;êpyte;êpyte;êpyte;;;;;;
2744;inaugurer;;inOgyrE;;;inOgyrEr;inOgyra;;;;;;inOgyr6ra;inOgyrjô;inOgyrE;;;;inOgyrE;inOgyre;;;;;;;inOgyrô;;inOgyr;inOgyrâ;;;;;;;inOgyrô;inOgyr;;;;inOgyr;;inOgyre;inOgyre;inOgyre;;;;;;
2745;incarcérer;;;;;;;;;;;;;;;;;;;êkarsEre;;;;;;;;êkarsEre;êkarsEr;;;;;;;;;;;;;êkarsEr;êkarsEre;êkarsEre;êkarsEre;êkarsEre;;;;;;
2746;incarner;;êkarnE;;;;êkarna;;;êkarn6re;;;êkarn6ra;êkarnjô;êkarnE;êkarnje;êkarnE;êkarnE;êkarnE;êkarne;;;;;;êkarna;;;êkarn;êkarnâ;;êkarn6rE;;;êkarn6rE;êkarn6rE;;êkarn;êkarne;êkarn;êkarn;êkarn;êkarne;êkarne;êkarne;êkarne;;;;;;êkarn
2747;incendier;;;êsâdjat;;êsâdjEr;êsâdja;;;;êsâdira;;;;;;;êsâdjE;êsâdjE;êsâdje;;;;;;;;êsâdje;êsâdi;êsâdjâ;;;;;;;;êsâdi;êsâdje;êsâdi;êsâdi;êsâdi;êsâdje;êsâdje;êsâdje;êsâdje;;;;êsâdi;;
2748;incinérer;;;;;;;;;;;;;;;;;;êsinErE;êsinEre;;;;;;;;êsinEre;;êsinErâ;;;;;;;;êsinEr;êsinEre;;;êsinEr;;êsinEre;êsinEre;êsinEre;;;;;;
2749;inciser;;;;;;êsiza;;;;;;êsiz6ra;;;;;êsizE;êsizE;êsize;;;;;;;;êsize;êsiz;êsizâ;;;;;;;;êsiz;êsize;êsiz;;êsiz;êsize;êsize;êsize;êsize;;;;;;
2750;inciter;;;;;êsitEr;êsita;;êsit6rE;;;êsit6rô;êsit6ra;;;;;êsitE;êsitE;êsite;;;;;;;;êsite;êsit;êsitâ;;êsit6rE;;;êsit6rE;êsit6rE;;êsit;êsite;;êsit;êsit;;êsite;êsite;êsite;;;êsitje;;;
2751;incliner;;êklinE;;;êklinEr;êklina;;êklin6rE;êklin6re;êklin6ra;êklin6rô;;êklinjô;êklinE;;;êklinE;êklinE;êkline;;;;;;êklina;êklinô;êkline;êklin;êklinâ;;êklin6rE;;;êklin6rE;êklin6rE;êklinô;êklin;êkline;;êklin;êklin;êkline;êkline;êkline;êkline;;;;;;êklin
2752;inclure;;;;;;êkly;;êklyrE;;;;êklyra;;êklyE;;;;êklyE;êklyr;;;;;;;;êklye;êkly;êklyâ;;;;;;êklyrE;êklyô;êkly;êklye;êkly;êkly;êkly;;;;;;êkly;;;;êkly
2753;incomber;;;;;êkôbEr;;;;;;;êkôb6ra;;;;;êkôbE;êkôbE;êkôbe;;;;;;;;;êkôb;êkôbâ;;;;;;êkôb6rE;;êkôb;;;êkôb;êkôb;;;;;;;;;;
2754;incommoder;;;;;;;;êkOmOd6rE;;;;êkOmOd6ra;;;;;;êkOmOdE;êkOmOde;;;;;;;;êkOmOde;êkOmOd;;;;;;;;;êkOmOd;êkOmOde;;;êkOmOd;êkOmOde;êkOmOde;êkOmOde;êkOmOde;;;;;;
2755;incorporer;;;;;;êkOrpOra;;;;;;;;;;;êkOrpOrE;êkOrpOrE;êkOrpOre;;;;;;;;êkOrpOre;êkOrpOr;êkOrpOrâ;;;;;;;;êkOrpOr;;;êkOrpOr;êkOrpOr;êkOrpOre;êkOrpOre;êkOrpOre;êkOrpOre;;;;;;
2756;incriminer;;;;;;êkrimina;;;;;;;;;;;;;êkrimine;;;;;;;;;êkrimin;êkriminâ;;;;;;;;êkrimin;;;êkrimin;êkrimin;êkrimine;êkrimine;;êkrimine;;;;;;
2757;incruster;;;;;êkrystEr;êkrysta;;;;;;;;êkrystE;;êkrystE;êkrystE;êkrystE;êkryste;;;;;;;;êkryste;êkryst;êkrystâ;;;;;;êkryst6rE;;êkryst;êkryste;;êkryst;êkryst;êkryste;êkryste;êkryste;êkryste;;;;;;
2758;incuber;;;;;;;;;;;;;;;;;;;êkybe;;;;;;;;;;;;;;;;;;;;;;;;;;êkybe;;;;;;
2759;inculper;;;;;;êkylpa;;êkylp6rE;;;êkylp6rô;êkylp6ra;;;;;;;êkylpe;;;;;;;êkylpô;êkylpe;êkylp;êkylpâ;;êkylp6rE;;êkylp6rE;;;êkylpô;êkylp;êkylpe;;êkylp;êkylp;;êkylpe;êkylpe;êkylpe;;;;;;
2760;inculquer;;;;;;êkylka;;;;;;;;;;;;êkylkE;êkylke;;;;;;êkylka;;;;êkylkâ;;;;;;;êkylkô;êkylk;;;êkylk;êkylk;êkylke;êkylke;êkylke;êkylke;;;;;;
2761;incurver;;;;;êkyrvEr;;;;;;;;;;;;êkyrvE;êkyrvE;êkyrve;;;;;;;;;êkyrv;êkyrvâ;;;;;;;;;;;êkyrv;êkyrv;êkyrve;êkyrve;êkyrve;êkyrve;;;;;;
2762;indemniser;;;;;;;;êdEmniz6rE;;;;;;;;;;;êdEmnize;;;;;;;;êdEmnize;;;;;;;êdEmniz6rE;;;;;;;êdEmniz;;;êdEmnize;êdEmnize;;;;;;
2763;indexer;;;;;;;;;;;;;;;;;;;êdEkse;;;;;;;;;;;;;;;;;;;;;;;;êdEkse;;êdEkse;;;;;;
2764;indifférer;;;;;;;;;;;;;;;;;êdifErE;êdifErE;;;;;;;;;;;;;;;;;;;êdifEr;;êdifEr;êdifEr;êdifEr;;;;êdifEre;;;;;;
2765;indigner;;êdiJE;;;êdiJEr;êdiJa;;;;;;êdiJ6ra;;êdiJE;;;êdiJE;êdiJE;êdiJe;;;;;êdiJas;;;;êdiJ;êdiJâ;;;;;;;;êdiJ;;êdiJ;êdiJ;êdiJ;êdiJe;êdiJe;êdiJe;êdiJe;;;;;;êdiJ
2766;indiquer;;êdikE;;;êdikEr;êdika;êdik6rô;êdik6rE;êdik6re;êdik6ra;;êdik6ra;êdikjô;êdikE;êdikje;êdikE;êdikE;êdikE;êdike;;êdikas;;;;êdika;êdikô;êdike;êdik;êdikâ;êdik6rjô;êdik6rE;êdik6rje;;êdik6rE;êdik6rE;êdikô;êdik;êdike;;êdik;êdik;êdike;êdike;êdike;êdike;;;êdikje;;;êdik
2767;indisposer;;;;;êdispOzEr;êdispOza;;;;;;;;;;;êdispOzE;êdispOzE;êdispOze;;;;;;;;;;;;;;;;êdispOz6rE;êdispOzô;;;;êdispoz;;;êdispOze;êdispOze;êdispOze;;;;;;
2768;individualiser;;;;;;;;;;;;;;;;;;;êdividyalize;;;;;;;;;;;;;;;;;;;;;;;;;êdividyalize;êdividyalize;;;;;;
2769;induire;;;;;;êdHizi;;;;;;;;;;;êdHizE;êdHizE;êdHir;;;;;;;;;êdHi;êdHizâ;;;;;êdHirE;êdHirE;;êdHi;êdHize;;;êdHi;;êdHit;êdHi;êdHi;;;;;;
2770;indurer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;êdyre;;;êdyre;;;;;;
2771;industrialiser;;;;;;;;;;;;;;;;;;;êdystrialize;;;;;;;;;;;;;;;;;;;;;;;;êdystrialize;;êdystrialize;;;;;;
2772;infantiliser;;;;;;;;;;;;;;;;;;;êfâtilize;;;;;;;;;;;;;;;;;;;;;;;;;;êfâtilize;;;;;;
2773;infatuer;;;;;;;;;;;;;;;;;;;êfatye;;;;;;;;;;;;;;;;;;;;;;;;;êfatye;êfatye;;;;;;
2774;infecter;;;;;;;;;;;;êfEkt6ra;;;;;êfEktE;êfEktE;êfEkte;;;êfEktasje;;êfEktas;;;êfEkte;;êfEktâ;;;;;;;;êfEkt;êfEkte;êfEkt;êfEkt;êfEkt;êfEkte;êfEkte;êfEkte;êfEkte;;;;;;
2775;infester;;;;;êfEstEr;;;;;;êfEst6rô;;;;;;êfEstE;êfEstE;êfEste;;;;;;êfEsta;;;;êfEstâ;;;;;;;;;;;êfEst;êfEst;êfEste;êfEste;êfEste;êfEste;;;;;;
2776;infiltrer;;;;;êfiltrEr;êfiltra;;;;;êfiltr6rô;êfiltr6ra;êfiltrjô;;êfiltrje;;êfiltrE;êfiltrE;êfiltre;;;;;;;êfiltrô;êfiltre;êfiltr;êfiltrâ;;;;;;;êfiltrô;êfiltr;êfiltre;;êfiltr;êfiltr;êfiltre;êfiltre;êfiltre;êfiltre;;;;;;
2777;infirmer;;;;;;êfirma;;;;;êfirm6rô;;;;;;;êfirmE;êfirme;;;;;;;;;êfirm;êfirmâ;;;;;;;;êfirm;;;êfirm;êfirm;;;;êfirme;;;;;;êfirm
2778;infliger;êfliZam;;;;êfliZEr;êfliZa;;êfliZ6rE;êfliZ6re;;;êfliZ6ra;;êfliZE;;;êfliZE;êfliZE;êfliZe;;;;;;;;êfliZe;êfliZ;êfliZâ;êfliZ6rjô;êfliZ6rE;;êfliZ6rE;êfliZ6rE;êfliZ6rE;êfliZô;êfliZ;êfliZe;êfliZ;êfliZ;êfliZ;êfliZe;êfliZe;êfliZe;êfliZe;;;;êfliZ;;êfliZ
2779;influencer;;;;;;êflyâsa;;;êflyâs6re;;êflyâs6rô;êflyâs6ra;;;;;êflyâsE;êflyâsE;êflyâse;;;;;;;;;êflyâs;êflyâsâ;;;êflyâs6rje;;;êflyâs6rE;;êflyâs;;êflyâs;êflyâs;êflyâs;;êflyâse;êflyâse;êflyâse;;;;;;
2780;influer;;;;;;;;;;;êflyrô;êflyra;;;;;êflyE;êflyE;êflye;;;;;;;;;êfly;êflyâ;;;;;êflyrE;;;êfly;;;êfly;êfly;;;;;;;;;;
2781;infléchir;;;;;;êflESi;;êflESirE;;;;;;;;;êflESisE;;êflESir;;;;;;;;êflESise;;êflESisâ;;;;;;;;;;;êflESis;êflESi;;êflESi;;êflESi;;;;;;
2782;informatiser;;;;;;;;;;;;;;;;;;;êfOrmatize;;;;;;;;;;;;;;;;;;;;;;;êfOrmatize;êfOrmatize;êfOrmatize;êfOrmatize;;;;;;
2783;informer;;êfOrmE;;;êfOrmEr;êfOrma;êfOrm6rô;êfOrm6rE;êfOrm6re;êfOrm6ra;êfOrm6rô;êfOrm6ra;êfOrmjô;êfOrmE;êfOrmje;;êfOrmE;êfOrmE;êfOrme;;;;;;;êfOrmô;êfOrme;êfOrm;êfOrmâ;;êfOrm6rE;;;;;êfOrmô;êfOrm;êfOrme;êfOrm;êfOrm;êfOrm;êfOrme;êfOrme;êfOrme;êfOrme;;;;;;êfOrm
2784;infuser;;;;;;;;;;;;;;;;;êfyzE;êfyzE;êfyze;;;;;;;;;êfyz;êfyzâ;;;;;;;;;;;êfyz;êfyz;êfyze;êfyze;;êfyze;;;;;;
2785;inféoder;;;;;;;;;;;;;;;;;;;êfEOde;;;;;;;;;;;;;;;;;;;;;;êfEOd;;êfEOde;;;;;;;;
2786;inférer;;êfErE;;;;;;;;;;;;;;;;;êfEre;;;;;;;;;;;;;;;;;;;;;;;;;;êfEre;;;;;;
2787;inférioriser;;;;;;;;;;;;;;;;;;;êfErjOrize;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2788;ingurgiter;;;;;;êgyrZita;;;;;;;;êgyrZitE;;;êgyrZitE;êgyrZitE;êgyrZite;;;;;;;;;êgyrZit;êgyrZitâ;;;;;;êgyrZit6rE;;êgyrZit;;;êgyrZit;êgyrZit;êgyrZite;êgyrZite;êgyrZite;êgyrZite;;;;;;
2789;ingénier;;êZEnjE;;;;êZEnja;;;;;;;;êZEnjE;;;êZEnjE;êZEnjE;êZEnje;;;;;;;;;;êZEnjâ;;;;;;;;êZEni;;;êZEni;êZEni;;;êZEnje;êZEnje;;;;;;
2790;ingérer;;;;;;;;;;;;;;;;;;;êZEre;;;;;;;;;;êZErâ;;;;;;;êZErô;êZEr;;;êZEr;êZEr;êZEre;êZEre;êZEre;êZEre;;;;;;
2791;inhaler;;;;;;inala;;;;;;inal6ra;;inalE;;;;inalE;inale;;;;;;;;inale;;inalâ;;;;;;;;;inale;;;;;;;inale;;;;;;
2792;inhiber;;;;;;;;;;;;;;;;;;inibE;inibe;;;;;;iniba;;;;inibâ;;;;;;;;;;;inib;inib;;inibe;inibe;inibe;;;;;;
2793;inhumer;;;;;;inyma;;;;;;;;;;;inymE;inymE;inyme;;;;;;;inymô;;;;;;;;;;;;;;;inym;;inyme;inyme;inyme;;;;;;
2794;initialiser;;;;;;;;;;;;;;;;;;;inisjalize;;;;;;;;inisjalize;inisjaliz;;;;;;;;;inisjaliz;;;;;;;;inisjalize;;;;;;
2795;initier;inisjam;inisjE;;;inisjEr;inisja;inisirô;inisirE;;;;inisira;;inisjE;;;inisjE;inisjE;inisje;;;;;;inisja;;inisje;inisi;inisjâ;;;;;;inisirE;;inisi;inisje;;;inisi;inisje;inisje;inisje;inisje;;;;;;
2796;injecter;;;;;;êZEkta;;;;êZEkt6ra;;êZEkt6ra;;;;;êZEktE;êZEktE;êZEkte;;;;;;;;êZEkte;êZEkt;êZEktâ;;;;;;;;êZEkt;êZEkte;êZEkt;êZEkt;êZEkt;;êZEkte;êZEkte;êZEkte;;;;;;
2797;injurier;;êZyrjE;;;;êZyrja;;;;;;;;êZyrjE;;;êZyrjE;êZyrjE;êZyrje;;;;;;;;;êZyri;êZyrjâ;;;;;;;;êZyri;;êZyri;êZyri;êZyri;;êZyrje;êZyrje;êZyrje;;;;;;
2798;innerver;;;;;;;;;;;;;;;;;;;inErve;;;;;;;;;;inErvâ;;;;;;;;;;;;;;;;inErve;;;;;;
2799;innocenter;;;;;;;;inOsât6rE;;;;inOsât6ra;;;;;;inOsâtE;inOsâte;;;;;;;;;inOsât;inOsâtâ;;;;;;inOsât6rE;;inOsât;;inOsât;;inOsât;;inOsâte;;inOsâte;;;;;;
2800;innover;;;;;;inOva;;;;;;;;inOvE;;;;inOvE;inOve;;;;;;;;;inOv;inOvâ;;;;;;;;inOv;inOve;;;inOv;;;;inOve;;;;;;
2801;inoculer;;;;;;;;;;;;;;;;;;;inOkyle;;;;;;;;;;inOkylâ;;;;;;inOkyl6rE;;inOkyl;;;inOkyl;inOkyl;inOkyle;inOkyle;;inOkyle;;;;;;
2802;inonder;;;;;inôdEr;inôda;inôd6rô;inôd6rE;;;;inôd6ra;;;inôdje;inôdE;inôdE;inôdE;inôde;;;;;;inôda;;inôde;inôd;inôdâ;;;;;;inôd6rE;;inôd;inôde;;inôd;inôd;inôde;inôde;inôde;inôde;;;;;;
2803;inquiéter;;êkjEtE;;êkjEta;êkjEtEr;êkjEta;êkjEt6rô;êkjEt6rE;;êkjEt6ra;êkjEt6rô;êkjEt6ra;êkjEtjô;êkjEtE;êkjEtje;êkjEtE;êkjEtE;êkjEtE;êkjEte;êkjEtasjô;;;;êkjEtas;êkjEta;êkjEtô;êkjEte;êkjEt;êkjEtâ;êkjEt6rjô;êkjEt6rE;êkjEt6rje;êkjEt6rE;êkjEt6rE;êkjEt6rE;êkjEtô;êkjEt;êkjEte;êkjEt;êkjEt;êkjEt;êkjEte;êkjEte;êkjEte;êkjEte;;êkjEt;êkjEtje;êkjEt;êkjEt;êkjEt
2804;inscrire;;êskrivi;;;êskrivir;êskrivi;;êskrirE;;êskrira;;êskrira;;êskrivE;;êskrivE;êskrivE;êskrivE;êskrir;;;;;;;êskrivô;êskrive;êskri;êskrivâ;;êskrirE;;êskrirE;êskrirE;êskrirE;;êskri;êskrive;êskri;êskriv;êskri;êskrit;êskrit;êskri;êskri;;êskriv;;;;êskriv
2805;insinuer;;êsinyE;;;;êsinya;;êsinyrE;;;;;;êsinyE;êsinyje;êsinyE;êsinyE;êsinyE;êsinye;;;;;;;;êsinye;êsiny;êsinyâ;;;;;;êsinyrE;;êsiny;êsinye;êsiny;êsiny;êsiny;êsinye;êsinye;;êsinye;;;;;;
2806;insister;;êsistE;;;êsistEr;êsista;êsist6rô;êsist6rE;;êsist6ra;;êsist6ra;êsistjô;êsistE;êsistje;êsistE;êsistE;êsistE;êsiste;êsistasjô;;;;;êsista;êsistô;êsiste;êsist;êsistâ;;êsist6rE;;;êsist6rE;êsist6rE;êsistô;êsist;êsiste;êsist;êsist;êsist;;;;;;;;;;êsist
2807;insoler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;êsOlâ;;;;;;;;;;;;;;;;êsOle;;;;;êsOl;
2808;insonoriser;;;;;;;;;;;;;;;;;;;êsOnOrize;;;;;;;;;;;;;;;;;;;;;;;êsOnOrize;êsOnOrize;êsOnOrize;êsOnOrize;;;;;;
2809;inspecter;;êspEktE;;;êspEktEr;êspEkta;êspEkt6rô;;êspEkt6re;;êspEkt6rô;êspEkt6ra;;êspEktE;êspEktje;;êspEktE;êspEktE;êspEkte;;;;;;;êspEktô;êspEkte;êspEkt;êspEktâ;;êspEkt6rE;;;;;êspEktô;êspEkt;êspEkte;êspEkt;êspEkt;êspEkt;êspEkte;êspEkte;êspEkte;êspEkte;êspEktjô;;;;;
2810;inspirer;;êspirE;;;êspirEr;êspira;êspir6rô;;;êspir6ra;êspir6rô;êspir6ra;êspirjô;êspirE;êspirje;êspirE;êspirE;êspirE;êspire;;;;;êspiras;êspira;;êspire;êspir;êspirâ;êspir6rjô;;;;êspir6rE;êspir6rE;;êspir;êspire;êspir;êspir;êspir;êspire;êspire;êspire;êspire;êspirjô;;;;;êspir
2811;installer;êstalam;êstalE;êstalat;;êstalEr;êstala;êstal6rô;êstal6rE;êstal6re;êstal6ra;êstal6rô;êstal6ra;êstaljô;êstalE;êstalje;êstalE;êstalE;êstalE;êstale;;êstalas;êstalasje;;;êstala;êstalô;êstale;êstal;êstalâ;êstal6rjô;êstal6rE;;êstal6rE;êstal6rE;êstal6rE;êstalô;êstal;êstale;êstal;êstal;êstal;êstale;êstale;êstale;êstale;;êstal;;;;êstal
2812;instaurer;;êstOrE;;;êstOrEr;êstOra;;;;;êstOr6rô;êstOr6ra;êstOrjô;;;;;êstOrE;êstOre;;;;;;;;;;êstOrâ;êstOr6rjô;;;;;;;êstOr;;;;êstOr;êstOre;êstOre;êstOre;êstOre;;;;;;
2813;instiller;;;;;;êstila;;;;;;êstil6ra;;;;;;;êstile;;;;;;;;;;;;;;;;;;;;;;êstil;êstile;;;êstile;;;;;;
2814;instituer;;êstityE;;;êstityEr;êstitya;;;;;;;;;;;êstityE;êstityE;êstitye;;;;;;;êstityô;;;êstityâ;;;;;;;;;;;êstity;êstity;êstitye;êstitye;êstitye;êstitye;;;;;;
2815;institutionnaliser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;êstitysjOnalize;;;;;;
2816;instruire;êstrHizim;êstrHizi;;;êstrHizir;êstrHizi;;êstrHirE;;;;êstrHira;;êstrHizE;;;êstrHizE;êstrHizE;êstrHir;;;;;;;;êstrHize;êstrHi;êstrHizâ;;;;;êstrHirE;êstrHirE;;êstrHi;êstrHize;êstrHi;êstrHiz;êstrHi;;êstrHit;êstrHi;êstrHi;;êstrHiz;;;;êstrHiz
2817;instrumenter;;;;;;;;;;;;;;êstrymâtE;;;;;êstrymâte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2818;insuffler;;;;;;;;;;;;êsyfl6ra;;;;;êsyflE;êsyflE;êsyfle;;;;;;;;;êsyfl;êsyflâ;;;;;;;;êsyfl;;;êsyfl;êsyfl;êsyfle;êsyfle;;êsyfle;;;;;;
