;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
10;abonner;;abOnE;abOnat;;abOnEr;;abOn6rô;abOn6rE;;abOn6ra;abOn6rô;abOn6ra;abOnjô;;;abOnE;abOnE;;abOne;;;abOnasje;abOnas;;abOna;abOnô;abOne;abOn;abOnâ;abOn6rjô;;abOn6rje;abOn6rE;;;;abOn;abOne;abOn;;abOn;abOne;abOne;abOne;abOne;;abOn;;abOn;;
11;aborder;abOrdam;abOrdE;abOrdat;abOrda;abOrdEr;abOrda;abOrd6rô;abOrd6rE;abOrd6re;abOrd6ra;abOrd6rô;abOrd6ra;abOrdjô;abOrdE;abOrdje;abOrdE;abOrdE;abOrdE;abOrde;abOrdasjô;abOrdas;abOrdasje;abOrdas;abOrdas;abOrda;abOrdô;abOrde;abOrd;abOrdâ;abOrd6rjô;abOrd6rE;abOrd6rje;abOrd6rE;abOrd6rE;abOrd6rE;abOrdô;abOrd;abOrde;abOrd;abOrd;abOrd;abOrde;abOrde;abOrde;abOrde;abOrdjô;abOrd;abOrdje;abOrd;abOrd;abOrd
12;aboucher;;;;abuSa;;;;abuS6rE;;;;;;abuSE;;;abuSE;abuSE;abuSe;;;abuSasje;;;;;;abuS;abuSâ;;;;;;abuS6rE;;;;;abuS;;abuSe;abuSe;abuSe;abuSe;abuSjô;abuS;;;;
13;abouler;;abulE;;abula;;;;;abul6re;;abul6rô;;abuljô;;;abulE;abulE;;abule;;abulas;;abulas;;;;abule;abul;abulâ;;;;abul6rE;abul6rE;;;abul;abule;abul;;abul;;abule;;abule;abuljô;abul;abulje;;;
14;abouter;;;;;;;;;;;;;;;;;;abutE;;;;;;;;abutô;;;;;;;;;;;;;;;;;;;;;;;;;
15;aboutir;abutim;abuti;abutit;abuti;abutir;abuti;abutirô;abutirE;abutire;abutira;abutirô;abutira;abutisjô;abutisE;abutisje;abutisE;abutisE;abutisE;abutir;abutisjô;abutis;abutisje;abutis;abutis;abuti;abutisô;abutise;abuti;abutisâ;abutirjô;abutirE;abutirje;abutirE;abutirE;abutirE;abutisô;abuti;abutise;abuti;abutis;abuti;;;;abuti;abutisjô;abutis;abutisje;abutis;abutis;abutis
16;aboyer;abwajam;abwajE;abwajat;abwaja;abwajEr;abwaja;abwarô;abwarE;abware;abwara;abwarô;abwara;abwajô;abwajE;abwaje;abwajE;abwajE;abwajE;abwaje;abwajasjô;abwajas;abwajasje;abwajas;abwajas;abwaja;abwajô;abwaje;abwa;abwajâ;abwarjô;abwarE;abwarje;abwarE;abwarE;abwarE;abwajô;abwa;abwaje;abwa;abwa;abwa;;;;abwaje;abwajô;abwa;abwaje;abwa;;abwa
17;abraser;abrazam;;;;;;;;;;;;;;;;;;;;;;;;;;abraze;;;;;;;;;;;;;;;;;;abraze;;;;;;
18;abreuver;;abr6vE;;abr6va;abr6vEr;abr6va;abr6v6rô;abr6v6rE;abr6v6re;;abr6v6rô;abr6v6ra;abr6vjô;;abr6vje;;abr6vE;abr6vE;abr6ve;;abr6vas;;abr6vas;abr6vas;abr6va;abr6vô;abr6ve;abr9v;abr6vâ;abr6v6rjô;abr6v6rE;abr6v6rje;abr6v6rE;abr6v6rE;;abr6vô;abr9v;abr6ve;abr9v;abr9v;abr9v;abr6ve;abr6ve;abr6ve;abr6ve;abr6vjô;;;;abr9v;abr9v
19;abricoter;;;;;;;;;;;;;;;;;;;;;;;;;;;abrikOte;;;;;;;;;;;;;;;;;;;;;;;;
20;abriter;abritam;abritE;abritat;abrita;abritEr;abrita;abrit6rô;abrit6rE;abrit6re;abrit6ra;abrit6rô;abrit6ra;abritjô;abritE;abritje;abritE;abritE;abritE;abrite;abritasjô;abritas;abritasje;abritas;abritas;abrita;abritô;abrite;abrit;abritâ;abrit6rjô;abrit6rE;abrit6rje;abrit6rE;abrit6rE;abrit6rE;abritô;abrit;abrite;abrit;abrit;abrit;abrite;abrite;abrite;abrite;abritjô;abrit;abritje;abrit;abrit;abrit
21;abroger;;;;;;;;;abrOZ6re;abrOZ6ra;abrOZ6rô;;;;abrOZje;;abrOZE;abrOZE;abrOZe;abrOZasjô;abrOZas;;;;;abrOZô;;abrOZ;;abrOZ6rjô;;;;;abrOZ6rE;;;;;abrOZ;;abrOZe;abrOZe;abrOZe;abrOZe;;;abrOZje;;;abrOZ
22;abrutir;abrytim;abryti;abrytit;abryti;abrytir;abryti;;;abrytire;;;abrytira;abrytisjô;abrytisE;;abrytisE;abrytisE;abrytisE;abrytir;abrytisjô;abrytis;abrytisje;abrytis;abrytis;abryti;abrytisô;abrytise;abryti;abrytisâ;;abrytirE;;abrytirE;abrytirE;abrytirE;abrytisô;abryti;abrytise;abryti;abrytis;abryti;abryti;abryti;abryti;abryti;;abrytis;abrytisje;;;abrytis
23;abréger;abrEZam;abrEZE;;abrEZa;abrEZEr;abrEZa;abrEZ6rô;abrEZ6rE;abrEZ6re;abrEZ6ra;abrEZ6rô;abrEZ6ra;abrEZjô;abrEZE;;abrEZE;abrEZE;abrEZE;abrEZe;;;abrEZasje;abrEZas;;abrEZa;abrEZô;abrEZe;abrEZ;abrEZâ;abrEZ6rjô;abrEZ6rE;abrEZ6rje;abrEZ6rE;abrEZ6rE;abrEZ6rE;abrEZô;abrEZ;abrEZe;abrEZ;abrEZ;abrEZ;abrEZe;abrEZe;abrEZe;abrEZe;abrEZjô;abrEZ;;abrEZ;;abrEZ
24;absenter;absâtam;absâtE;absâtat;absâta;absâtEr;absâta;absât6rô;absât6rE;absât6re;absât6ra;;absât6ra;absâtjô;absâtE;;absâtE;absâtE;absâtE;absâte;absâtasjô;absâtas;absâtasje;absâtas;absâtas;absâta;absâtô;absâte;absât;absâtâ;absât6rjô;absât6rE;absât6rje;absât6rE;absât6rE;absât6rE;absâtô;absât;absâte;absât;absât;absât;absâte;absâte;absâte;absâte;absâtjô;absât;absâtje;absât;absât;absât
25;absorber;absOrbam;absOrbE;absOrbat;absOrba;absOrbEr;absOrba;absOrb6rô;absOrb6rE;absOrb6re;absOrb6ra;absOrb6rô;absOrb6ra;absOrbjô;absOrbE;absOrbje;absOrbE;absOrbE;absOrbE;absOrbe;absOrbasjô;absOrbas;absOrbasje;absOrbas;absOrbas;absOrba;absOrbô;absOrbe;absOrb;absOrbâ;absOrb6rjô;absOrb6rE;absOrb6rje;absOrb6rE;absOrb6rE;absOrb6rE;absOrbô;absOrb;absOrbe;absOrb;absOrb;absOrb;absOrbe;absOrbe;absOrbe;absOrbe;absOrbjô;absOrb;absOrbje;absOrb;absOrb;absOrb
26;absoudre;;;;;;;absudrô;absudrE;absudre;absudra;absudrô;absudra;;absOlvE;absOlvje;absOlvE;absOlvE;absOlvE;absudr;;;;;;;absOlvô;absOlve;absu;;absudriô;;absudrie;absudrE;;absudrE;;absu;;absu;absOlv;absu;absut;absut;;absu;absOlvjô;;absOlvje;absOlv;absOlv;absOlv
27;abstenir;abstêm;abstê;abstêt;abstê;abstêr;abstê;abstjêdrô;abstjêdrE;abstjêdre;abstjêdra;abstjêdrô;abstjêdra;abst6njô;abst6nE;abst6nje;;abst6nE;abst6nE;abst6nir;abstêsjô;abstês;abstêsje;abstês;abstês;abstê;abst6nô;abst6ne;abstjê;abst6nâ;abstjêdriô;abstjêdrE;abstjêdrie;abstjêdrE;abstjêdrE;abstjêdrE;abst6nô;abstjê;abst6ne;abstjê;abstjEn;abstjê;abst6ny;abst6ny;abst6ny;abst6ny;abst6njô;abstjEn;abst6nje;abstjEn;abstjEn;abstjEn
28;abstraire;;;;;;;;abstrErE;abstrEre;abstrEra;;;abstrEjô;;;;;abstrEjE;abstrEr;;;;;;;abstrEjô;;abstrE;abstrEjâ;abstrErjô;;;abstrErE;abstrErE;abstrErE;;abstrE;;;;abstrE;abstrEt;abstrEt;abstrE;abstrE;abstrEjô;;;;;
29;abuser;abyzam;abyzE;abyzat;abyza;abyzEr;abyza;abyz6rô;abyz6rE;abyz6re;abyz6ra;abyz6rô;abyz6ra;abyzjô;abyzE;abyzje;abyzE;abyzE;abyzE;abyze;abyzasjô;abyzas;abyzasje;abyzas;abyzas;abyza;abyzô;abyze;abyz;abyzâ;abyz6rjô;abyz6rE;abyz6rje;abyz6rE;abyz6rE;abyz6rE;abyzô;abyz;abyze;abyz;abyz;abyz;abyze;abyze;abyze;abyze;abyzjô;abyz;abyzje;abyz;abyz;abyz
30;abâtardir;;;;;;;;abatardirE;;;;;abatardisjô;;;;;;abatardir;;;abatardisje;;;;;;;abatardisâ;;;;;;;;;;;;;abatardi;abatardi;;abatardi;;;;abatardis;;
31;abêtir;;abEti;;;;abEti;;;;;;;;;abEtisje;;;abEtisE;abEtir;;abEtis;;abEtis;;;;abEtise;;;;abEtirE;abEtirje;abEtirE;;;;;;abEti;;;abEti;;;abEti;;;;;;
32;abîmer;abimam;abimE;abimat;abima;abimEr;abima;abim6rô;abim6rE;abim6re;abim6ra;abim6rô;abim6ra;abimjô;abimE;abimje;abimE;abimE;abimE;abime;abimasjô;abimas;abimasje;abimas;abimas;abima;abimô;abime;abim;abimâ;abim6rjô;abim6rE;abim6rje;abim6rE;abim6rE;abim6rE;abimô;abim;abime;abim;abim;abim;abime;abime;abime;abime;abimjô;abim;abimje;abim;abim;abim
33;acagnarder;;akaJardE;;;;;;;;akaJard6ra;;;;;;;;akaJardE;akaJarde;akaJardasjô;;akaJardasje;;;;;;;;;;;;;;;akaJard;;;;;;akaJarde;;akaJarde;;;;akaJard;;
34;accabler;akablam;akablE;akablat;akabla;akablEr;akabla;akabl6rô;akabl6rE;akabl6re;akabl6ra;akabl6rô;akabl6ra;akabljô;akablE;akablje;akablE;akablE;akablE;akable;akablasjô;akablas;akablasje;akablas;akablas;akabla;akablô;akable;akabl;akablâ;akabl6rjô;akabl6rE;akabl6rje;akabl6rE;akabl6rE;akabl6rE;akablô;akabl;akable;akabl;akabl;akabl;akable;akable;akable;akable;akabljô;akabl;akablje;akabl;akabl;akabl
35;accaparer;;akaparE;akaparat;;;akapara;;;;akapar6ra;akapar6rô;akapar6ra;akaparjô;akaparE;;akaparE;akaparE;akaparE;akapare;akaparasjô;akaparas;;akaparas;;akapara;akaparô;akapare;akapar;akaparâ;;akapar6rE;;akapar6rE;akapar6rE;akapar6rE;akaparô;akapar;akapare;akapar;;akapar;akapare;akapare;akapare;akapare;akaparjô;akapar;akaparje;;akapar;akapar
36;accentuer;aksâtyam;aksâtyE;aksâtyat;aksâtya;aksâtyEr;aksâtya;aksâtyrô;aksâtyrE;aksâtyre;aksâtyra;aksâtyrô;aksâtyra;aksâtyjô;aksâtyE;aksâtyje;aksâtyE;aksâtyE;aksâtyE;aksâtye;aksâtyasjô;aksâtyas;aksâtyasje;aksâtyas;aksâtyas;aksâtya;aksâtyô;aksâtye;aksâty;aksâtyâ;aksâtyrjô;aksâtyrE;aksâtyrje;aksâtyrE;aksâtyrE;aksâtyrE;aksâtyô;aksâty;aksâtye;aksâty;aksâty;aksâty;aksâtye;aksâtye;aksâtye;aksâtye;aksâtyjô;aksâty;;aksâty;aksâty;aksâty
37;accepter;aksEptam;aksEptE;aksEptat;aksEpta;aksEptEr;aksEpta;aksEpt6rô;aksEpt6rE;aksEpt6re;aksEpt6ra;aksEpt6rô;aksEpt6ra;aksEptjô;aksEptE;aksEptje;aksEptE;aksEptE;aksEptE;aksEpte;aksEptasjô;aksEptas;aksEptasje;aksEptas;aksEptas;aksEpta;aksEptô;aksEpte;aksEpt;aksEptâ;aksEpt6rjô;aksEpt6rE;aksEpt6rje;aksEpt6rE;aksEpt6rE;aksEpt6rE;aksEptô;aksEpt;aksEpte;aksEpt;aksEpt;aksEpt;aksEpte;aksEpte;aksEpte;aksEpte;aksEptjô;aksEpt;aksEptje;aksEpt;aksEpt;aksEpt
38;accidenter;aksidâtam;;;;;;;;;;;;;;;;;;aksidâte;;;;;aksidâtas;;;;;;;;;;;;aksidâtô;;;;;aksidât;;aksidâte;;aksidâte;;;aksidâtje;;;
39;acclamer;aklamam;aklamE;aklamat;aklama;aklamEr;aklama;;aklam6rE;;aklam6ra;aklam6rô;aklam6ra;aklamjô;;aklamje;aklamE;aklamE;aklamE;aklame;;aklamas;aklamasje;aklamas;aklamas;aklama;aklamô;aklame;aklam;aklamâ;aklam6rjô;;aklam6rje;aklam6rE;aklam6rE;aklam6rE;aklamô;aklam;aklame;aklam;aklam;aklam;aklame;aklame;aklame;aklame;aklamjô;aklam;aklamje;aklam;;aklam
40;acclimater;;aklimatE;;;;aklimata;aklimat6rô;;aklimat6re;;aklimat6rô;;aklimatjô;aklimatE;;aklimatE;aklimatE;;aklimate;;aklimatas;;;;aklimata;;aklimate;;aklimatâ;aklimat6rjô;;;;;aklimat6rE;;aklimat;aklimate;aklimat;aklimat;aklimat;;aklimate;aklimate;aklimate;;;aklimatje;;;
41;accointer;;;;;;;;;;;;;;;;;;;;;;;;;;;;akwêt;;;;;;;;;;;akwêt;;;;;akwête;akwête;;;;;;
42;accoler;akOlam;;akOlat;;;akOla;;akOl6rE;;akOl6ra;akOl6rô;akOl6ra;akOljô;;akOlje;akOlE;;akOlE;akOle;;akOlas;;;;akOla;akOlô;akOle;akOl;akOlâ;;akOl6rE;;akOl6rE;akOl6rE;akOl6rE;;;akOle;akOl;akOl;akOl;akOle;akOle;akOle;akOle;akOljô;akOl;;;;
43;accommoder;akOmOdam;akOmOdE;akOmOdat;akOmOda;akOmOdEr;akOmOda;akOmOd6rô;akOmOd6rE;akOmOd6re;akOmOd6ra;akOmOd6rô;akOmOd6ra;akOmOdjô;akOmOdE;akOmOdje;akOmOdE;akOmOdE;akOmOdE;akOmOde;akOmOdasjô;akOmOdas;akOmOdasje;akOmOdas;akOmOdas;akOmOda;akOmOdô;akOmOde;akOmOd;akOmOdâ;akOmOd6rjô;akOmOd6rE;akOmOd6rje;akOmOd6rE;akOmOd6rE;akOmOd6rE;akOmOdô;akOmOd;akOmOde;akOmOd;akOmOd;akOmOd;akOmOde;akOmOde;akOmOde;akOmOde;akOmOdjô;akOmOd;akOmOdje;akOmOd;akOmOd;akOmOd
44;accompagner;akôpaJam;akôpaJE;akôpaJat;akôpaJa;akôpaJEr;akôpaJa;akôpaJ6rô;akôpaJ6rE;akôpaJ6re;akôpaJ6ra;akôpaJ6rô;akôpaJ6ra;akôpaJô;akôpaJE;akôpaJe;akôpaJE;akôpaJE;akôpaJE;akôpaJe;akôpaJasjô;akôpaJas;akôpaJasje;akôpaJas;akôpaJas;akôpaJa;akôpaJô;akôpaJe;akôpaJ;akôpaJâ;akôpaJ6rjô;akôpaJ6rE;akôpaJ6rje;akôpaJ6rE;akôpaJ6rE;akôpaJ6rE;akôpaJô;akôpaJ;akôpaJe;akôpaJ;akôpaJ;akôpaJ;akôpaJe;akôpaJe;akôpaJe;akôpaJe;akôpaJô;akôpaJ;akôpaJe;akôpaJ;akôpaJ;akôpaJ
45;accomplir;akôplim;akôpli;akôplit;akôpli;akôplir;akôpli;akôplirô;akôplirE;akôplire;akôplira;akôplirô;akôplira;akôplisjô;akôplisE;akôplisje;akôplisE;akôplisE;akôplisE;akôplir;akôplisjô;akôplis;akôplisje;akôplis;akôplis;akôpli;akôplisô;akôplise;akôpli;akôplisâ;akôplirjô;akôplirE;akôplirje;akôplirE;akôplirE;akôplirE;akôplisô;akôpli;akôplise;akôpli;akôplis;akôpli;akôpli;akôpli;akôpli;akôpli;akôplisjô;akôplis;akôplisje;akôplis;akôplis;akôplis
46;accorder;akOrdam;akOrdE;akOrdat;akOrda;akOrdEr;akOrda;akOrd6rô;akOrd6rE;akOrd6re;akOrd6ra;akOrd6rô;akOrd6ra;akOrdjô;akOrdE;akOrdje;akOrdE;akOrdE;akOrdE;akOrde;akOrdasjô;akOrdas;akOrdasje;akOrdas;akOrdas;akOrda;akOrdô;akOrde;akOrd;akOrdâ;akOrd6rjô;akOrd6rE;akOrd6rje;akOrd6rE;akOrd6rE;akOrd6rE;akOrdô;akOrd;akOrde;akOrd;akOrd;akOrd;akOrde;akOrde;akOrde;akOrde;akOrdjô;akOrd;akOrdje;akOrd;akOrd;akOrd
47;accoster;;akOstE;akOstat;akOsta;;akOsta;akOst6rô;akOst6rE;akOst6re;akOst6ra;akOst6rô;;akOstjô;akOstE;akOstje;;akOstE;akOstE;akOste;;akOstas;;;akOstas;akOsta;akOstô;akOste;akOst;akOstâ;akOst6rjô;akOst6rE;akOst6rje;akOst6rE;akOst6rE;;;akOst;akOste;akOst;akOst;akOst;akOste;akOste;akOste;akOste;;;;akOst;akOst;akOst
48;accoter;;akOtE;;;akOtEr;akOta;;;;;akOt6rô;akOt6ra;akOtjô;akOtE;;;akOtE;akOtE;akOte;;;;;;;akOtô;akOte;akOt;akOtâ;;;;;;;akOtô;;akOte;akOt;akOt;akOt;akOte;akOte;akOte;akOte;;;;;;
49;accoucher;akuSam;akuSE;akuSat;akuSa;akuSEr;akuSa;akuS6rô;akuS6rE;akuS6re;akuS6ra;akuS6rô;akuS6ra;akuSjô;akuSE;akuSje;akuSE;akuSE;akuSE;akuSe;akuSasjô;akuSas;akuSasje;akuSas;akuSas;akuSa;akuSô;akuSe;akuS;akuSâ;akuS6rjô;akuS6rE;akuS6rje;akuS6rE;akuS6rE;akuS6rE;akuSô;akuS;akuSe;akuS;akuS;akuS;akuSe;akuSe;akuSe;akuSe;akuSjô;akuS;akuSje;akuS;akuS;akuS
50;accouder;akudam;akudE;akudat;akuda;akudEr;akuda;akud6rô;akud6rE;akud6re;akud6ra;akud6rô;akud6ra;akudjô;akudE;akudje;akudE;akudE;akudE;akude;akudasjô;akudas;akudasje;akudas;akudas;akuda;;akude;akud;akudâ;akud6rjô;akud6rE;akud6rje;akud6rE;akud6rE;akud6rE;akudô;akud;akude;akud;akud;akud;akude;akude;akude;akude;akudjô;akud;akudje;akud;akud;
51;accoupler;akuplam;akuplE;;;akuplEr;akupla;akupl6rô;akupl6rE;akupl6re;;akupl6rô;akupl6ra;;akuplE;akuplje;akuplE;akuplE;akuplE;akuple;akuplasjô;akuplas;;;;akupla;;;akupl;akuplâ;akupl6rjô;akupl6rE;akupl6rje;akupl6rE;akupl6rE;akupl6rE;;akupl;;akupl;akupl;akupl;akuple;akuple;akuple;akuple;akupljô;;;akupl;;
52;accourcir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akursisâ;;;;;;akursirE;;;;;;;;;;;;;;;;
53;accourir;akurym;akury;akuryt;akury;akuryr;akury;akurrô;akurrE;akurre;akurra;akurrô;akurra;akurjô;akurE;akurje;akurE;akurE;akurE;akurir;akurysjô;akurys;akurysje;akurys;akurys;akury;akurô;akure;akur;akurâ;akurrjô;akurrE;akurrje;akurrE;akurrE;akurrE;akurô;akur;akure;akur;akur;akur;akury;akury;akury;akury;akurjô;akur;akurje;akur;akur;akur
54;accoutrer;;;;;akutrEr;;;;;akutr6ra;;;;;;;akutrE;;;;;;;;;;;;;;;;;;akutr6rE;akutrô;;;;akutr;akutr;;akutre;akutre;akutre;;;;;;
55;accoutumer;akutymam;akutymE;akutymat;akutyma;akutymEr;akutyma;akutym6rô;akutym6rE;akutym6re;akutym6ra;akutym6rô;akutym6ra;akutymjô;akutymE;;akutymE;akutymE;akutymE;akutyme;akutymasjô;akutymas;akutymasje;akutymas;;akutyma;akutymô;akutyme;akutym;akutymâ;akutym6rjô;akutym6rE;akutym6rje;akutym6rE;akutym6rE;akutym6rE;akutymô;akutym;akutyme;akutym;akutym;akutym;akutyme;akutyme;akutyme;akutyme;akutymjô;akutym;;akutym;akutym;akutym
56;accrocher;akrOSam;akrOSE;akrOSat;akrOSa;akrOSEr;akrOSa;akrOS6rô;akrOS6rE;akrOS6re;akrOS6ra;akrOS6rô;akrOS6ra;akrOSjô;akrOSE;akrOSje;akrOSE;akrOSE;akrOSE;akrOSe;akrOSasjô;akrOSas;akrOSasje;akrOSas;akrOSas;akrOSa;akrOSô;akrOSe;akrOS;akrOSâ;akrOS6rjô;akrOS6rE;akrOS6rje;akrOS6rE;akrOS6rE;akrOS6rE;akrOSô;akrOS;akrOSe;akrOS;akrOS;akrOS;akrOSe;akrOSe;akrOSe;akrOSe;akrOSjô;akrOS;akrOSje;akrOS;akrOS;akrOS
57;accroire;;;;;;;;;;;;;;;;;;;akrwar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
58;accroupir;akrupim;akrupi;akrupit;akrupi;akrupir;akrupi;akrupirô;akrupirE;akrupire;akrupira;akrupirô;akrupira;akrupisjô;akrupisE;akrupisje;akrupisE;akrupisE;akrupisE;akrupir;akrupisjô;akrupis;akrupisje;akrupis;akrupis;akrupi;akrupisô;akrupise;akrupi;akrupisâ;akrupirjô;akrupirE;akrupirje;akrupirE;akrupirE;akrupirE;akrupisô;akrupi;akrupise;akrupi;akrupis;akrupi;akrupi;akrupi;akrupi;akrupi;akrupisjô;akrupis;akrupisje;akrupis;akrupis;akrupis
59;accroître;akrym;akry;akryt;akry;akryr;akry;akrwatrô;;akrwatre;akrwatra;akrwatrô;akrwatra;akrwasjô;akrwasE;akrwasje;akrwasE;akrwasE;akrwasE;akrwatr;akrysjô;akrys;akrysje;akrys;akrys;akry;akrwasô;akrwase;akrwa;akrwasâ;;;akrwatrie;akrwatrE;akrwatrE;akrwatrE;akrwasô;akrwa;akrwase;akrwa;akrwas;akrwa;akry;akry;akry;akry;akrwasjô;akrwas;akrwasje;akrwas;akrwas;akrwas
60;accréditer;;;;;;akrEdita;;;akrEdit6re;;;;akrEditjô;akrEditE;;akrEditE;akrEditE;akrEditE;akrEdite;;;;;;;;akrEdite;akrEdit;akrEditâ;;;;;akrEdit6rE;;;;;;;;;akrEdite;akrEdite;akrEdite;akrEditjô;;;;;akrEdit
61;accueillir;ak6jim;ak6ji;ak6jit;ak6ji;ak6jir;ak6ji;ak6j6rô;ak6j6rE;ak6j6re;ak6j6ra;ak6j6rô;ak6j6ra;ak6jô;ak6jE;ak6je;ak6jE;ak6jE;ak6jE;ak6jir;ak6jisjô;ak6jis;ak6jisje;ak6jis;ak6jis;ak6ji;ak6jô;ak6je;ak9j;ak6jâ;ak6j6rjô;ak6j6rE;ak6j6rje;ak6j6rE;ak6j6rE;ak6j6rE;ak6jô;ak9j;ak6je;ak9j;ak9j;ak9j;ak6ji;ak6ji;ak6ji;ak6ji;ak6jô;ak9j;ak6je;ak9j;ak9j;ak9j
