;lexeme;ai1P;ai1S;ai2P;ai2S;ai3P;ai3S;fi1P;fi1S;fi2P;fi2S;fi3P;fi3S;ii1P;ii1S;ii2P;ii2S;ii3P;ii3S;inf;is1P;is1S;is2P;is2S;is3P;is3S;pI1P;pI2P;pI2S;pP;pc1P;pc1S;pc2P;pc2S;pc3P;pc3S;pi1P;pi1S;pi2P;pi2S;pi3P;pi3S;ppFP;ppFS;ppMP;ppMS;ps1P;ps1S;ps2P;ps2S;ps3P;ps3S
10;aborder;;abOrdE;;;abOrdEr;abOrda;;abOrd6rE;;;;;abOrdjô;abOrdE;abOrdje;;abOrdE;abOrdE;abOrde;;;;;;;abOrdô;abOrde;abOrd;abOrdâ;;abOrd6rE;;;;;abOrdô;abOrd;abOrde;abOrd;;abOrd;abOrde;abOrde;abOrde;abOrde;;;;;;
11;aboucher;;;;;;;;;;;;;;;;;;abuSE;;;;;;;;;;;;;;;;;;;;;;;;;abuSe;;abuSe;;;;;;
12;abouler;;;;;;;;;;;;;;;;;;;;;;;;;;;;abul;;;;;;;;;;;;;abul;;;;;;;;;;
13;aboutir;abutim;;;;abutir;abuti;;;;;;;;;;;abutisE;abutisE;abutir;;;;;;;;;;abutisâ;;abutirE;;;abutirE;abutirE;;abuti;abutise;;abutis;abuti;;;;;;abutis;;;;abutis
14;aboyer;;;;;;abwaja;;;;;;abwara;;;;;abwajE;abwajE;abwaje;;;;;;;;;abwa;abwajâ;;;;;;abwarE;;abwa;;abwa;abwa;abwa;;;;;;;;;;
15;abreuver;;;;;;abr6va;;;;;;;;;;;abr6vE;;abr6ve;;;;;;;;;abr9v;;;;;;;;;abr9v;;;abr9v;abr9v;;abr6ve;abr6ve;abr6ve;;;;;;
16;abriter;;;;;abritEr;abrita;;;;;abrit6rô;abrit6ra;;;;;abritE;abritE;abrite;;;;;;;;abrite;abrit;abritâ;;;;;;;abritô;abrit;abrite;abrit;abrit;abrit;abrite;abrite;abrite;abrite;;;;;;
17;abroger;;;;;;;;;;;;;;;;;;;abrOZe;;;;;;;;;;;;;;;;;;;;;abrOZ;;;abrOZe;;;;;;;;
18;abrutir;;;;;;abryti;;;;;;;;abrytisE;;;;;abrytir;;;;;;;;;;abrytisâ;;;;;;;;abryti;;abryti;;abryti;;;abryti;abryti;;;;;;
19;abréger;;;;;;abrEZa;;;;;;;;;;;abrEZE;;abrEZe;;;;;;;;abrEZe;abrEZ;;;;;;;;;abrEZ;;;abrEZ;abrEZ;;;;abrEZe;;;;;;
20;absenter;;;;;;absâta;;;;;;;;absâtE;;;;absâtE;absâte;;;;;;;;;;;;;;;;;;absât;;;;absât;;absâte;absâte;absâte;;;;;;absât
21;absorber;;;;;;absOrba;;;;;;absOrb6ra;;absOrbE;;;absOrbE;absOrbE;absOrbe;;;;;;;;;absOrb;absOrbâ;;;;;absOrb6rE;;;absOrb;;;absOrb;absOrb;absOrbe;absOrbe;absOrbe;absOrbe;;;;;;
22;absoudre;;;;;;;;;;;;;;;;;;absOlvE;absudr;;;;;;;;;absu;;;;;;;;;absu;;;absOlv;absu;;;;;;;;;;
23;abstenir;;abstê;;;;abstê;;;;;abstjêdrô;;;;abst6nje;;;abst6nE;abst6nir;;;;;;abstê;abst6nô;abst6ne;abstjê;abst6nâ;;;;;;;abst6nô;abstjê;abst6ne;abstjê;abstjEn;abstjê;abst6ny;abst6ny;;abst6ny;;;;;;
24;abstraire;;;;;;;;;;;;;;;;;;;abstrEr;;;;;;;;;;;;;;;;;;abstrE;;;;abstrE;;;abstrE;abstrE;;;;;;
25;abuser;;abyzE;;;;;;;;;;abyz6ra;;abyzE;;;abyzE;abyzE;abyze;;;;;;;;abyze;abyz;abyzâ;;abyz6rE;;abyz6rE;;;;abyz;abyze;abyz;abyz;abyz;;abyze;abyze;abyze;;;;;;
26;abâtardir;;;;;;;;abatardirE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;abêtir;;;;;;;;;;;;;;;;;;;abEtir;;;;;;;;;;;;;;;;;;;;;;;;;;abEti;;;;;;
28;abîmer;;abimE;;;;abima;;;;;abim6rô;abim6ra;abimjô;;;;;abimE;abime;;;;;;;;abime;abim;abimâ;;abim6rE;;;;abim6rE;;abim;abime;abim;abim;abim;abime;abime;abime;abime;;;;;;
29;acagnarder;;akaJardE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akaJarde;;;;;;
30;accabler;;;;;akablEr;;;;;;;;;akablE;;;akablE;akablE;akable;;;;;;;;akable;akabl;akablâ;;;;;akabl6rE;;;akabl;;;akabl;akabl;akable;akable;akable;akable;;;;;;
31;accaparer;;;;;;akapara;;;;;;;;;;;;akaparE;akapare;;;;;;;;;akapar;;;;;;;;;akapar;;;;akapar;akapare;akapare;akapare;akapare;;;;;;
32;accentuer;;;;;aksâtyEr;aksâtya;;;;;;;;;;;aksâtyE;aksâtyE;aksâtye;;;;;;;;aksâtye;aksâty;aksâtyâ;;;;;;;;aksâty;;;aksâty;aksâty;aksâtye;aksâtye;aksâtye;aksâtye;;;;;;
33;accepter;;aksEptE;;;aksEptEr;aksEpta;aksEpt6rô;aksEpt6rE;;aksEpt6ra;aksEpt6rô;aksEpt6ra;aksEptjô;aksEptE;aksEptje;aksEptE;aksEptE;aksEptE;aksEpte;;;;aksEptas;;aksEpta;aksEptô;aksEpte;aksEpt;aksEptâ;aksEpt6rjô;aksEpt6rE;aksEpt6rje;aksEpt6rE;aksEpt6rE;aksEpt6rE;aksEptô;aksEpt;aksEpte;aksEpt;aksEpt;aksEpt;aksEpte;aksEpte;aksEpte;aksEpte;;aksEpt;;;;aksEpt
34;accidenter;;;;;;;;;;;;;;;;;;;aksidâte;;;;;;;;;;;;;;;;;;;;;;aksidât;;;;aksidâte;;;;;;
35;acclamer;;;;;;aklama;;;;;;;;;;;aklamE;aklamE;aklame;;;;;;;;aklame;aklam;aklamâ;;;;;;;;aklam;;;;aklam;;aklame;aklame;aklame;;;;;;
36;acclimater;;;;;;;;;;;;;;;;;;;aklimate;;;;;;;;;;;;;;;;;;;;;;aklimat;;;;aklimate;;;;;;
37;accoler;;;;;;;;;;;;;;;;;;akOlE;akOle;;;;;;;;;;akOlâ;;;;;;;;;;;akOl;;akOle;;akOle;akOle;;;;;;
38;accommoder;;;;;;;;akOmOd6rE;;;akOmOd6rô;;;;;;akOmOdE;akOmOdE;akOmOde;;;;;;akOmOda;;;akOmOd;akOmOdâ;;akOmOd6rE;;;akOmOd6rE;akOmOd6rE;;akOmOd;;;akOmOd;akOmOd;;akOmOde;;akOmOde;;;;;;
39;accompagner;;akôpaJE;;;;akôpaJa;akôpaJ6rô;akôpaJ6rE;akôpaJ6re;akôpaJ6ra;akôpaJ6rô;akôpaJ6ra;;akôpaJE;akôpaJe;akôpaJE;akôpaJE;akôpaJE;akôpaJe;;;;;;akôpaJa;akôpaJô;akôpaJe;akôpaJ;akôpaJâ;;akôpaJ6rE;;akôpaJ6rE;;akôpaJ6rE;akôpaJô;akôpaJ;akôpaJe;akôpaJ;akôpaJ;akôpaJ;akôpaJe;akôpaJe;akôpaJe;akôpaJe;;akôpaJ;;akôpaJ;;
40;accomplir;;;;;;akôpli;;akôplirE;;;;akôplira;;akôplisE;;;akôplisE;akôplisE;akôplir;;;;;;;akôplisô;akôplise;akôpli;akôplisâ;;;;;akôplirE;akôplirE;akôplisô;akôpli;akôplise;akôpli;akôplis;akôpli;akôpli;akôpli;akôpli;akôpli;;akôplis;;;;akôplis
41;accorder;;akOrdE;;;akOrdEr;akOrda;akOrd6rô;akOrd6rE;akOrd6re;;akOrd6rô;akOrd6ra;akOrdjô;akOrdE;;akOrdE;akOrdE;akOrdE;akOrde;;;;;akOrdas;akOrda;akOrdô;akOrde;akOrd;akOrdâ;;;;;akOrd6rE;akOrd6rE;akOrdô;akOrd;akOrde;akOrd;akOrd;akOrd;akOrde;akOrde;akOrde;akOrde;;akOrd;;;;akOrd
42;accoster;;;;;;akOsta;;;;;;;;akOstE;;;;akOstE;akOste;;;;;;;;;akOst;akOstâ;;;;;;;;akOst;akOste;;akOst;akOst;akOste;akOste;;akOste;;;;;;
43;accoter;;;;;akOtEr;;;;;;;;;;;;akOtE;;;;;;;;;;;;akOtâ;;;;;;;akOtô;;;;;akOt;akOte;akOte;akOte;akOte;;;;;;
44;accoucher;;;;;;akuSa;;;;;;;;;;;;akuSE;akuSe;;;;;;;;;akuS;;;;;;;akuS6rE;;akuS;akuSe;akuS;akuS;akuS;;akuSe;;akuSe;;;;;;
45;accouder;;;;;akudEr;akuda;;;;;;;;;;;;akudE;akude;;;;;;;;;;;;;;;;;;;;;;akud;;akude;akude;akude;;;;;;
46;accoupler;;;;;;;;;;;;;;;;;akuplE;;akuple;;;;;;;;;;akuplâ;;;;;;;;akupl;;;akupl;;akuple;akuple;akuple;;;;;;;
47;accourir;;akury;;;akuryr;akury;;;;;;;;;;;akurE;;akurir;;;;;akurys;;;akure;;akurâ;;akurrE;;;akurrE;;;akur;;akur;akur;akur;akury;akury;akury;akury;;akur;;;;
48;accoutrer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;akutre;;;;;;;;
49;accoutumer;;;;;;;;;;;;;;;;;;akutymE;akutyme;;;;;;;;;;akutymâ;;;;;;;;akutym;;;;akutym;;akutyme;akutyme;akutyme;;;;;;
50;accrocher;;akrOSE;;;akrOSEr;akrOSa;;akrOS6rE;;;;akrOS6ra;akrOSjô;akrOSE;;akrOSE;akrOSE;akrOSE;akrOSe;;;;;;akrOSa;akrOSô;akrOSe;akrOS;akrOSâ;;akrOS6rE;;;;akrOS6rE;;akrOS;akrOSe;akrOS;akrOS;akrOS;akrOSe;akrOSe;akrOSe;akrOSe;;;;akrOS;;
51;accroire;;;;;;;;;;;;;;;;;;;akrwar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
52;accroupir;;;;;;akrupi;;;;;;;;;;;;;akrupir;;;;;;;;;akrupi;akrupisâ;;;;;;;akrupisô;akrupi;;akrupi;;akrupi;akrupi;akrupi;akrupi;akrupi;;;;;;
53;accroître;;;;;;akry;;;;;;;;;;;;akrwasE;akrwatr;;;;;;;;;;;;;;;;;;akrwa;;;;akrwa;akry;akry;akry;akry;;;;;;akrwas
54;accréditer;;;;;;;;;;;;;;;;;akrEditE;;akrEdite;;;;;;;;;;akrEditâ;;;;;;;;;;;;;;akrEdite;akrEdite;akrEdite;;;;;;
55;accueillir;;ak6ji;;;ak6jir;ak6ji;ak6j6rô;ak6j6rE;ak6j6re;;ak6j6rô;ak6j6ra;;;;ak6jE;ak6jE;ak6jE;ak6jir;;;;;;ak6ji;ak6jô;ak6je;ak9j;ak6jâ;;;;;;ak6j6rE;ak6jô;ak9j;ak6je;ak9j;ak9j;ak9j;ak6ji;ak6ji;ak6ji;ak6ji;;;;;;
56;acculer;;;;;akylEr;;;;;;;;;akylE;;;akylE;akylE;akyle;;;;;;;;;;;;;;;;;;;;;;akyl;;akyle;;akyle;;;;;;
57;accumuler;;akymylE;;;;;;;;;;;;akymylE;;;akymylE;akymylE;akymyle;;;;;;;;akymyle;akymyl;akymylâ;;;;;;;;akymyl;akymyle;;akymyl;akymyl;akymyle;akymyle;akymyle;akymyle;;;;;;
58;accuser;;;;;akyzEr;akyza;;;;;;akyz6ra;;akyzE;;akyzE;akyzE;akyzE;akyze;;;;;;;;akyze;akyz;akyzâ;;;;akyz6rE;;akyz6rE;akyzô;akyz;akyze;akyz;akyz;akyz;akyze;akyze;akyze;akyze;;;;;;akyz
59;accéder;;;;;;;;;;;;;;;;;aksEdE;aksEdE;aksEde;;;;;;;;;aksEd;;;aksEd6rE;;;;aksEd6rE;;aksEd;;;;aksEd;;;;;;;;;;aksEd
60;accélérer;;;;;;aksElEra;;;;;;;;aksElErE;;;;aksElErE;aksElEre;;;;;;;;aksElEre;aksElEr;aksElErâ;;;;;;aksElEr6rE;;aksElEr;aksElEre;aksElEr;;aksElEr;aksElEre;aksElEre;;aksElEre;;;;aksElEr;;
61;acharner;;;;;aSarnEr;aSarna;;;;;;aSarn6ra;;aSarnE;;;aSarnE;aSarnE;aSarne;;;;;;;;aSarne;aSarn;;;;;;;;;aSarn;aSarne;aSarn;aSarn;aSarn;aSarne;aSarne;aSarne;aSarne;;;;;;
62;acheminer;;;;;;;;;;;;;;;;;;;aS6mine;;;;;;;;;aS6min;;;;;;;;;aS6min;;;aS6min;aS6min;;;aS6mine;aS6mine;;;;;;
63;acheter;aS6tam;aS6tE;;;aS6tEr;aS6ta;aSEt6rô;aSEt6rE;aSEt6re;aSEt6ra;aSEt6rô;aSEt6ra;aS6tjô;aS6tE;aS6tje;aS6tE;aS6tE;aS6tE;aS6te;;;;;;;aS6tô;aS6te;aSEt;aS6tâ;aSEt6rjô;aSEt6rE;aSEt6rje;aSEt6rE;aSEt6rE;aSEt6rE;aS6tô;aSEt;aS6te;aSEt;aSEt;aSEt;aS6te;aS6te;aS6te;aS6te;;;;aSEt;;
64;achever;aS6vam;aS6vE;;;aS6vEr;aS6va;;aSEv6rE;;;aSEv6rô;;aS6vjô;aS6vE;;;aS6vE;aS6vE;aS6ve;;;;;;;aS6vô;aS6ve;aSEv;aS6vâ;;;;;aSEv6rE;aSEv6rE;aS6vô;aSEv;aS6ve;;aSEv;aSEv;aS6ve;aS6ve;aS6ve;aS6ve;;;;;;
65;achopper;;;;;;;;;;;;;;aSOpE;;;;aSOpE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
66;aciduler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asidyle;;asidyle;;;;;;;
67;acquiescer;;;;;;akjEsa;;;;;;;;;;;akjEsE;akjEsE;akjEse;;;;;;;;;akjEs;;;;;;;;;akjEs;;;akjEs;akjEs;;;;;;;;;;
68;acquitter;;;;;;akita;;akit6rE;;;;akit6ra;akitjô;akitE;;;akitE;akitE;akite;;;;;;;;;akit;;;;;;;akit6rE;;akit;;akit;;akit;;akite;akite;akite;;akit;;;;
69;acquérir;;aki;;;akir;aki;;;;;;;;;;;akErE;akErE;akErir;;;;;;;;;;;;;;;;;;;;;akjEr;akjEr;akiz;akiz;;;;akjEr;;;;
70;actionner;;aksjOnE;;;;aksjOna;;;;;;;;;;;aksjOnE;aksjOnE;aksjOne;;;;;;;;;aksjOn;;;;;;;;;aksjOn;aksjOne;;;aksjOn;;;;aksjOne;;;;;;
71;activer;;;;;;;;;;;;aktiv6ra;;;;;aktivE;aktivE;aktive;;;;;;;;aktive;aktiv;aktivâ;;;;;;;aktivô;aktiv;aktive;aktiv;aktiv;aktiv;;aktive;aktive;aktive;;;;;;aktiv
72;acérer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;asEre;;asEre;asEre;;;;;;
73;adapter;;;;;adaptEr;adapta;;;;;;;;;;;;adaptE;adapte;;;;;;adapta;;;adapt;adaptâ;;;;;;;;adapt;;;adapt;adapt;adapte;adapte;adapte;adapte;;;;;;
74;additionner;;;;;;;;;;;;;;;;;;adisjOnE;adisjOne;;;;;;;;;adisjOn;;;;;;adisjOn6rE;;;adisjOn;;;;adisjOn;adisjOne;;adisjOne;;;;;;;
75;adhérer;;;;;;;;;;;;;;;;;adErE;adErE;adEre;;;;;;;;;adEr;;;;;;;;;adEr;adEre;;adEr;adEr;;;;;;;;;;
76;adjoindre;;;;;;;;;;;;;;;;;;;adZwêdr;;;;;;;;;;adZwaJâ;;;;;;;;;;;;adZwê;;adZwêt;adZwê;adZwê;;;;;;
77;adjuger;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;adZyZ;;;;adZyZ;;;;adZyZe;;;;;;
78;adjurer;;;;;;;;;;;;;;adZyrE;;;;adZyrE;adZyre;;;;;;;;;;;;;;;;;;adZyr;;;;adZyr;;;;adZyre;;;;;;
79;admettre;;admi;;;admir;admi;;admEtrE;admEtre;admEtra;;admEtra;;admEtE;admEtje;admEtE;admEtE;admEtE;admEtr;;;;;;;admEtô;admEte;admE;admEtâ;;;;;admEtrE;admEtrE;admEtô;admE;admEte;admE;admEt;admE;admiz;admiz;;;;admEt;;;;admEt
80;administrer;;;;;;administra;;administr6rE;;;;administr6ra;;administrE;;;;;administre;;;;;;;;administre;administr;;;;;;;;;administr;administre;;;administr;;administre;administre;administre;;;;;;
81;admirer;;admirE;;;admirEr;admira;;;;;admir6rô;;admirjô;admirE;;admirE;admirE;admirE;admire;;;;;;;admirô;admire;admir;admirâ;;;;;;admir6rE;admirô;admir;admire;admir;admir;admir;;admire;admire;admire;;;;;;
82;admonester;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;admOnEst;;;;admOnEste;;;;;;
83;adonner;;;;;;adOna;;;;;;;adOnjô;;;;adOnE;adOnE;adOne;;;;;;;;;;adOnâ;;;;;;;;adOn;;;;adOn;;;;adOne;;;;;;
84;adopter;;;;;adOptEr;adOpta;;;adOpt6re;;adOpt6rô;adOpt6ra;adOptjô;;;;;adOptE;adOpte;;;;;;;adOptô;;adOpt;adOptâ;;;;;adOpt6rE;adOpt6rE;adOptô;adOpt;adOpte;;adOpt;adOpt;adOpte;adOpte;adOpte;adOpte;;;;;;
85;adorer;;;;;;;;adOr6rE;adOr6re;;adOr6rô;adOr6ra;;adOrE;;adOrE;adOrE;adOrE;adOre;;;;;;;adOrô;adOre;adOr;;adOr6rjô;adOr6rE;;adOr6rE;adOr6rE;adOr6rE;adOrô;adOr;adOre;adOr;adOr;adOr;adOre;adOre;adOre;adOre;;;;;adOr;adOr
86;adosser;;;;;adOsEr;adOsa;;;;;;;;;;;adOsE;adOsE;adOse;;;;;;;;;ados;;;;;;;;;ados;;;;ados;adOse;adOse;adOse;adOse;;;;;;
87;adouber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;adube;;;;;;
88;adoucir;;;;;;adusi;;;;;;;;;;;;adusisE;adusir;;;;;;;;;adusi;;;;;;;;;;;;;adusi;adusi;adusi;;adusi;;;;;;
89;adresser;;adrEsE;;;;adrEsa;;adrEs6rE;adrEs6re;;;adrEs6ra;adrEsjô;adrEsE;adrEsje;adrEsE;adrEsE;adrEsE;adrEse;;;;;;adrEsa;adrEsô;adrEse;adrEs;adrEsâ;;adrEs6rE;;;adrEs6rE;adrEs6rE;adrEsô;adrEs;adrEse;adrEs;adrEs;adrEs;adrEse;adrEse;adrEse;adrEse;;adrEs;;;;adrEs
90;aduler;;;;;;;;;;;;;;;;;;adylE;adyle;;;;;;;;;;;;;;;;;;;;;;;;adyle;;adyle;;;;;;
91;advenir;;;;;;advê;;;;;;advjêdra;;;;;;adv6nE;adv6nir;;;;;;advê;;;;;;;;;;advjêdrE;;;;;;advjê;;;;;;;;;;advjEn
92;affabuler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afabyl;;afabyl;;;;;;afabyle;;;;;;
93;affadir;;;;;;;;;;;;;;;;;;afadisE;;;;;;;;;;;;;;;;;;;;;;;;;afadi;;afadi;;;;;;
94;affaiblir;;;;;;afEbli;;;;;;afEblira;;;;;;afEblisE;afEblir;;;;;;;;;afEbli;afEblisâ;;;;;;;;afEbli;;afEbli;afEblis;afEbli;;afEbli;afEbli;afEbli;;;;;;
95;affairer;;;;;afErEr;;;;;;;;;;;;afErE;afErE;afEre;;;;;;;;;afEr;afErâ;;;;;;;afErô;afEr;;afEr;afEr;afEr;afEre;;afEre;;;;;;;
96;affaisser;;;;;;afEsa;;;;;;;afEsjô;;;;;afEsE;afEse;;;;;;;;;afEs;afEsâ;;;;;;afEs6rE;;;;;afEs;afEs;afEse;afEse;afEse;afEse;;;;;;
97;affaler;;;;;;afala;;;;;;;;;;;afalE;afalE;afale;;;;;;;;afale;afal;;;;;;;;;afal;;;afal;afal;afale;afale;afale;afale;;;;;;
98;affamer;;;;;;;;;;;;;;;;;afamE;afamE;afame;;;;;;;;;afam;afamâ;;;;;;;;afam;;;;;afame;afame;afame;afame;;;;;;
99;affecter;;;;;afEktEr;afEkta;;;;;;afEkt6ra;;afEktE;;;afEktE;afEktE;afEkte;;;;;afEktas;;afEktô;afEkte;afEkt;afEktâ;;;;;;;afEktô;afEkt;afEkte;;afEkt;afEkt;afEkte;afEkte;afEkte;afEkte;;;;;;
100;affectionner;;;;;;;;;;;;;;;;;;afEksjOnE;afEksjOne;;;;;;;;;;;;;;;;;;afEksjOn;;;afEksjOn;afEksjOn;;;;afEksjOne;;;;;;
101;affermir;;;;;;afErmi;;;;;;;;;;;afErmisE;;afErmir;;;;;;;;;;afErmisâ;;;;;;;;afErmi;;;;afErmi;;afErmi;;afErmi;;;;;;
102;afficher;;;;;afiSEr;afiSa;;afiS6rE;;;;;afiSjô;afiSE;;afiSE;afiSE;afiSE;afiSe;;;;;;;;afiSe;afiS;afiSâ;;;;;;afiS6rE;;afiS;;afiS;afiS;afiS;afiSe;afiSe;afiSe;afiSe;;;;afiS;;
103;affiler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;afil;;;;;;;;;;
104;affilier;;;;;;;;;;;;;;;;;;;afilje;;;;;;;;;;;;;;;;;;;;;;;;;afilje;afilje;;;;;;
105;affiner;;;;;;;;;;;;;;;;;;afinE;afine;;;;;;;;;;afinâ;;;;;;;;afin;;;;afin;afine;;;afine;;;;;;
106;affirmer;;afirmE;;;afirmEr;afirma;;;;;;;;afirmE;afirmje;afirmE;afirmE;afirmE;afirme;;;;;;afirma;afirmô;afirme;afirm;afirmâ;;;;;;;;afirm;afirme;afirm;afirm;afirm;afirme;afirme;afirme;afirme;;;;;;afirm
107;affleurer;;;;;;;;;;;;;;;;;afl6rE;afl6rE;afl6re;;;;;;;;;afl9r;;;;;;;;;;;;afl9r;afl9r;;;;afl6re;;;;;;
108;affliger;;;;;;;;;;;;;;;;;;afliZE;afliZe;;;;;;;;;afliZ;;;;;;;;;afliZ;;;afliZ;afliZ;;afliZe;afliZe;afliZe;;;;;;
109;affluer;;;;;aflyEr;aflya;;;;;;;;;;;aflyE;;aflye;;;;;;;;;;aflyâ;;;;;;;;;;;afly;afly;;;;;;;;;;
110;affoler;;;;;;afOla;;;;;;;;afOlE;;;afOlE;afOlE;afOle;;;;;;afOla;;afOle;afOl;afOlâ;;;;;;;afOlô;afOl;afOle;;afOl;afOl;;afOle;afOle;afOle;;;;;;
111;affranchir;;;;;;afrâSi;;;;;;;;;;;;afrâSisE;afrâSir;;;;;;;;;afrâSi;afrâSisâ;;;;;;;;afrâSi;;afrâSi;;afrâSi;;afrâSi;afrâSi;afrâSi;;afrâSis;;;;afrâSis
112;affronter;;;;;afrôtEr;afrôta;afrôt6rô;afrôt6rE;afrôt6re;afrôt6ra;;;afrôtjô;afrôtE;;afrôtE;afrôtE;afrôtE;afrôte;;;;;;;afrôtô;;afrôt;afrôtâ;;afrôt6rE;;afrôt6rE;;afrôt6rE;afrôtô;afrôt;;;afrôt;afrôt;;;afrôte;afrôte;;;;;;afrôt
113;affréter;;;;;;;afrEt6rô;;;;;;;;;;;;afrEte;;;;;;;;;;;;;;;;;;;afrEte;;;;;;;afrEte;;;;;;afrEt
114;affubler;;;;;;afybla;;;;;;;;;;;;afyblE;afyble;;;;;;;;;;afyblâ;;;;;;;;afybl;;;afybl;;;;afyble;afyble;;;;;;
115;affûter;;;;;;afyta;;;;;;;;;;;;;afyte;;;;;;;;;;;;;;;;;;afyt;;;;;afyte;afyte;afyte;afyte;;;;;;
116;agacer;;;;;agasEr;agasa;;;;;;agas6ra;;agasE;;;agasE;agasE;agase;;;;;;;;agase;agas;agasâ;;;;;;;;agas;agase;agas;agas;agas;agase;agase;;agase;;;;;;
117;agencer;;;;;;;;;;;;;;;;;;;aZâse;;;;;;;;;;;;;;;;;;aZâs;;;;;aZâse;;;aZâse;;;;;;
118;agenouiller;;aZ6nujE;;;aZ6nujEr;aZ6nuja;;;;;;aZ6nuj6ra;;aZ6nujE;;;aZ6nujE;aZ6nujE;aZ6nuje;;;;;;;aZ6nujô;;aZ6nuj;aZ6nujâ;;;;;;;aZ6nujô;aZ6nuj;aZ6nuje;;aZ6nuj;aZ6nuj;;aZ6nuje;aZ6nuje;aZ6nuje;;;;;;
119;agglomérer;;;;;;;;;;;;aglOmEr6ra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;aglOmEr;;;aglOmEre;;;;;;;
120;agglutiner;;;;;aglytinEr;;;;;;;;;;;;aglytinE;aglytinE;;;;;;;;;;;;;;;;;;;;;;aglytin;aglytin;aglytine;;aglytine;aglytine;;;;;;
121;aggraver;;agravE;;;;agrava;;;;;;;;;agravje;;agravE;agravE;agrave;;;;;;;;agrave;agrav;;;;;;;;;agrav;agrave;;agrav;agrav;;agrave;agrave;agrave;;;;;;
